汉字	最终规范拆分	编码首根	编码末根
钩	钅 ＋ 勹 ＋ 厶	钅	厶
钪	钅 ＋ 亠 ＋ 几	钅	几
钫	钅 ＋ 方	钅	方
钬	钅 ＋ 火	钅	火
钭	钅 ＋ 冬字底 ＋ 十	钅	十
钮	钅 ＋ 折 ＋ 土	钅	土
钯	钅 ＋ 巴	钅	已
钰	钅 ＋ 玉	钅	王
钱	钅 ＋ 戋	钅	戈
钲	钅 ＋ 一 ＋ 止	钅	止
钳	钅 ＋ 甘	钅	廿
钴	钅 ＋ 古	钅	古
钵	钅 ＋ 木 ＋ 一	钅	横
钷	钅 ＋ 匚 ＋ 口	钅	口
钹	钅 ＋ 左字框 ＋ 又 ＋ 丶	钅	点
钺	钅 ＋ 戉	钅	戈
钻	钅 ＋ 卢字头 ＋ 口	钅	口
钼	钅 ＋ 目	钅	日
钽	钅 ＋ 日 ＋ 一	钅	横
钾	钅 ＋ 甲	钅	田
钿	钅 ＋ 田	钅	田
铀	钅 ＋ 由	钅	田
铁	钅 ＋ 失	钅	矢
铂	钅 ＋ 白	钅	白
铃	钅 ＋ 令	钅	今
铄	钅 ＋ 乐	钅	乐
铅	钅 ＋ 几 ＋ 口	钅	口
铆	钅 ＋ 卯	钅	卵
铈	钅 ＋ 亠 ＋ 巾	钅	巾
铉	钅 ＋ 亠 ＋ 幺	钅	纟
铊	钅 ＋ 宀 ＋ 匕	钅	匕
铋	钅 ＋ 必	钅	忄
铌	钅 ＋ 尸 ＋ 匕	钅	匕
铍	钅 ＋ 皮	钅	皮
铎	钅 ＋ 又 ＋ 举字底	钅	扌
铏	钅 ＋ 一 ＋ 廾 ＋ 刂	钅	刀
铐	钅 ＋ 耂 ＋ 一 ＋ 折	钅	折
铑	钅 ＋ 耂 ＋ 匕	钅	匕
铒	钅 ＋ 耳	钅	耳
铕	钅 ＋ 左字框 ＋ 青字底	钅	月
铖	钅 ＋ 戊 ＋ 折	钅	折
铗	钅 ＋ 一 ＋ 丷 ＋ 大	钅	大
铘	钅 ＋ 牙 ＋ 阝	钅	卩
铙	钅 ＋ 尧	钅	尧
铚	钅 ＋ 至	钅	至
铛	钅 ＋ 尚字头 ＋ 彐	钅	争字底
铜	钅 ＋ 冂 ＋ 一 ＋ 口	钅	口
铝	钅 ＋ 口 ＋ 口	钅	口
铞	钅 ＋ 口 ＋ 巾	钅	巾
铟	钅 ＋ 囗 ＋ 大	钅	大
铠	钅 ＋ 山 ＋ 己	钅	已
铡	钅 ＋ 贝 ＋ 刂	钅	刀
铢	钅 ＋ 朱	钅	未
铣	钅 ＋ 告字头 ＋ 儿	钅	儿
铤	钅 ＋ 壬 ＋ 廴	钅	辶
铥	钅 ＋ 壬 ＋ 厶	钅	厶
铧	钅 ＋ 亻 ＋ 化字边 ＋ 十	钅	十
铨	钅 ＋ 全字头 ＋ 王	钅	王
铩	钅 ＋ 㐅 ＋ 一 ＋ 小	钅	小
铪	钅 ＋ 全字头 ＋ 一 ＋ 口	钅	口
铫	钅 ＋ 冫 ＋ 冫 ＋ 儿	钅	儿
铬	钅 ＋ 各	钅	又
铭	钅 ＋ 夕 ＋ 口	钅	口
铮	钅 ＋ ⺈ ＋ 争字底	钅	争字底
铯	钅 ＋ ⺈ ＋ 巴	钅	已
铰	钅 ＋ 交	钅	交
铱	钅 ＋ 衣	钅	衣
铲	钅 ＋ 立 ＋ 丿	钅	撇
铳	钅 ＋ 亠 ＋ 厶 ＋ 儿	钅	儿
铴	钅 ＋ 氵 ＋ 杨字边	钅	勿
铵	钅 ＋ 宀 ＋ 女	钅	女
银	钅 ＋ 艮	钅	艮
铷	钅 ＋ 女 ＋ 口	钅	口
铸	钅 ＋ 三 ＋ 丿 ＋ 寸	钅	寸
铹	钅 ＋ 艹 ＋ 冖 ＋ 力	钅	力
铺	钅 ＋ 甫	钅	甫
铻	钅 ＋ 五 ＋ 口	钅	口
铼	钅 ＋ 来	钅	来
铽	钅 ＋ 弋 ＋ 心	钅	忄
链	钅 ＋ 车 ＋ 辶	钅	辶
铿	钅 ＋ 贤字头 ＋ 土	钅	土
销	钅 ＋ 尚字头 ＋ 青字底	钅	月
锁	钅 ＋ 尚字头 ＋ 贝	钅	见
锂	钅 ＋ 里	钅	里
锃	钅 ＋ 口 ＋ 王	钅	王
锄	钅 ＋ 且 ＋ 力	钅	力
锅	钅 ＋ 口 ＋ 冂 ＋ 人	钅	人
锆	钅 ＋ 告字头 ＋ 口	钅	口
锇	钅 ＋ 撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	钅	戈
锈	钅 ＋ 禾 ＋ 乃	钅	乃
锉	钅 ＋ 人 ＋ 人 ＋ 土	钅	土
锊	钅 ＋ 爫 ＋ 寸	钅	寸
锋	钅 ＋ 夂 ＋ 丰	钅	丰
锌	钅 ＋ 辛	钅	辛
锍	钅 ＋ 亠 ＋ 厶 ＋ 荒字底	钅	竖
锎	钅 ＋ 门 ＋ 一 ＋ 廾	钅	艹
锏	钅 ＋ 门 ＋ 日	钅	日
锐	钅 ＋ 丷 ＋ 口 ＋ 儿	钅	儿
锑	钅 ＋ 弟	钅	弟
锒	钅 ＋ 丶 ＋ 艮	钅	艮
锓	钅 ＋ 彐 ＋ 冖 ＋ 又	钅	又
锔	钅 ＋ 尸 ＋ 折 ＋ 口	钅	口
锕	钅 ＋ 阝 ＋ 可	钅	寸
锖	钅 ＋ 龶 ＋ 青字底	钅	月
锗	钅 ＋ 耂 ＋ 日	钅	日
锘	钅 ＋ 艹 ＋ 左字框 ＋ 口	钅	口
错	钅 ＋ 龷 ＋ 日	钅	日
锚	钅 ＋ 艹 ＋ 田	钅	田
锛	钅 ＋ 大 ＋ 十 ＋ 廾	钅	艹
锜	钅 ＋ 大 ＋ 可	钅	寸
锝	钅 ＋ 日 ＋ 一 ＋ 寸	钅	寸
锞	钅 ＋ 日 ＋ 木	钅	木
锟	钅 ＋ 日 ＋ 比字旁 ＋ 匕	钅	匕
锡	钅 ＋ 日 ＋ 勿	钅	勿
锢	钅 ＋ 囗 ＋ 古	钅	古
锣	钅 ＋ 罒 ＋ 夕	钅	夕
锤	钅 ＋ 千 ＋ 龷 ＋ 一	钅	横
锥	钅 ＋ 隹	钅	隹
锦	钅 ＋ 白 ＋ 巾	钅	巾
锧	钅 ＋ 反字框 ＋ 十 ＋ 贝	钅	见
锨	钅 ＋ 斤 ＋ ⺈ ＋ 人	钅	人
锩	钅 ＋ 龹 ＋ 㔾	钅	已
锪	钅 ＋ 勿 ＋ 心	钅	忄
锫	钅 ＋ 立 ＋ 口	钅	口
锬	钅 ＋ 火 ＋ 火	钅	火
锭	钅 ＋ 宀 ＋ 定字底	钅	定字底
键	钅 ＋ 聿 ＋ 廴	钅	辶
锯	钅 ＋ 居	钅	居
锰	钅 ＋ 子 ＋ 皿	钅	皿
锱	钅 ＋ 巛 ＋ 田	钅	田
锲	钅 ＋ 丰 ＋ 刀 ＋ 大	钅	大
锳	钅 ＋ 艹 ＋ 见二 ＋ 大	钅	大
锴	钅 ＋ 比字旁 ＋ 匕 ＋ 白	钅	白
锵	钅 ＋ 丬 ＋ 夕 ＋ 寸	钅	寸
锶	钅 ＋ 田 ＋ 心	钅	忄
锷	钅 ＋ 口 ＋ 口 ＋ 二 ＋ 折	钅	折
锸	钅 ＋ 千 ＋ 臼	钅	白
锹	钅 ＋ 禾 ＋ 火	钅	火
锺	钅 ＋ 千 ＋ 里	钅	里
锻	钅 ＋ 撇 ＋ 卢字头 ＋ 二 ＋ 殳	钅	殳
锼	钅 ＋ 叟字头 ＋ 又	钅	又
锽	钅 ＋ 白 ＋ 王	钅	王
锾	钅 ＋ 爫 ＋ 一 ＋ 左字框 ＋ 又	钅	又
锿	钅 ＋ 衣 ＋ 口	钅	口
镀	钅 ＋ 广 ＋ 廿 ＋ 又	钅	又
镁	钅 ＋ 美字头 ＋ 大	钅	大
镂	钅 ＋ 米 ＋ 女	钅	女
镃	钅 ＋ 丷 ＋ 一 ＋ 幺 ＋ 幺	钅	纟
镄	钅 ＋ 弗 ＋ 贝	钅	见
镅	钅 ＋ 尸 ＋ 丨 ＋ 目	钅	日
镆	钅 ＋ 莫	钅	莫
镇	钅 ＋ 十 ＋ 具字头 ＋ 八	钅	八
镈	钅 ＋ 甫 ＋ 寸	钅	寸
镉	钅 ＋ 鬲	钅	鬲
镊	钅 ＋ 耳 ＋ 又 ＋ 又	钅	又
镋	钅 ＋ 尚头 ＋ 儿	钅	儿
镌	钅 ＋ 隹 ＋ 乃	钅	乃
镍	钅 ＋ 自 ＋ 木	钅	木
镎	钅 ＋ 全字头 ＋ 一 ＋ 口 ＋ 手	钅	扌
镏	钅 ＋ 留字头 ＋ 田	钅	田
镐	钅 ＋ 享字头 ＋ 冂 ＋ 口	钅	口
镑	钅 ＋ 帝字头 ＋ 方	钅	方
镒	钅 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	钅	皿
镓	钅 ＋ 宀 ＋ 豕	钅	豕
镔	钅 ＋ 宀 ＋ 撇 ＋ 卢字头 ＋ 丨 ＋ 一 ＋ 八	钅	八
镕	钅 ＋ 宀 ＋ 八 ＋ 全字头 ＋ 口	钅	口
镖	钅 ＋ 覀 ＋ 示	钅	示
镗	钅 ＋ 尚头 ＋ 土	钅	土
镘	钅 ＋ 日 ＋ 罒 ＋ 又	钅	又
镚	钅 ＋ 山 ＋ 月 ＋ 月	钅	月
镛	钅 ＋ 广 ＋ 折 ＋ 二 ＋ 冂 ＋ 举字底	钅	扌
镜	钅 ＋ 音 ＋ 儿	钅	儿
镝	钅 ＋ 啇	钅	商
镞	钅 ＋ 方 ＋ 卧人 ＋ 矢	钅	矢
镠	钅 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	钅	彡
镡	钅 ＋ 覀 ＋ 日 ＋ 十	钅	十
镢	钅 ＋ 厂 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人	钅	人
镣	钅 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	钅	小
镤	钅 ＋ 业 ＋ 养字头	钅	美字头
镥	钅 ＋ 鱼 ＋ 日	钅	日
镦	钅 ＋ 享字头 ＋ 子 ＋ 攵	钅	又
镧	钅 ＋ 门 ＋ 柬	钅	束
镨	钅 ＋ 丷 ＋ 亚 ＋ 日	钅	日
镩	钅 ＋ 宀 ＋ 八 ＋ 口 ＋ 口 ＋ 丨	钅	竖
镪	钅 ＋ 弓 ＋ 口 ＋ 虫	钅	虫
镫	钅 ＋ 登字头 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	钅	横
镬	钅 ＋ 艹 ＋ 隹 ＋ 又	钅	又
镭	钅 ＋ 雨头 ＋ 田	钅	田
镮	钅 ＋ 罒 ＋ 一 ＋ 口 ＋ 衣省	钅	衣
镯	钅 ＋ 罒 ＋ 勹 ＋ 虫	钅	虫
镰	钅 ＋ 广 ＋ 兼	钅	兼
镱	钅 ＋ 音 ＋ 心	钅	忄
镲	钅 ＋ 宀 ＋ 祭字头 ＋ 示	钅	示
镳	钅 ＋ 鹿 ＋ 灬	钅	火
镴	钅 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	钅	折
镵	钅 ＋ ⺈ ＋ 口 ＋ 比字旁 ＋ 匕 ＋ 兔	钅	兔
镶	钅 ＋ 襄	钅	衣
长	长	长	长
门	门	匚	匚
闩	门 ＋ 一	匚	横
闪	门 ＋ 人	匚	人
闫	门 ＋ 三	匚	三
闭	门 ＋ 才	匚	寸
问	门 ＋ 口	匚	口
闯	门 ＋ 马	匚	马
闰	门 ＋ 王	匚	王
闱	门 ＋ 韦	匚	韦
闲	门 ＋ 木	匚	木
闳	门 ＋ 左字框 ＋ 厶	匚	厶
间	门 ＋ 日	匚	日
闵	门 ＋ 文	匚	文
闶	门 ＋ 亠 ＋ 几	匚	几
闷	门 ＋ 心	匚	忄
闸	门 ＋ 甲	匚	田
闹	门 ＋ 亠 ＋ 巾	匚	巾
闺	门 ＋ 土 ＋ 土	匚	土
闻	门 ＋ 耳	匚	耳
闼	门 ＋ 大 ＋ 辶	匚	辶
闽	门 ＋ 虫	匚	虫
闾	门 ＋ 口 ＋ 口	匚	口
闿	门 ＋ 山 ＋ 己	匚	已
阀	门 ＋ 亻 ＋ 戈	匚	戈
阁	门 ＋ 各	匚	又
阂	门 ＋ 亠 ＋ 折 ＋ 丿 ＋ 人	匚	人
阃	门 ＋ 囗 ＋ 木	匚	木
阄	门 ＋ ⺈ ＋ 龟字底	匚	田
阅	门 ＋ 丷 ＋ 口 ＋ 儿	匚	儿
阆	门 ＋ 丶 ＋ 艮	匚	艮
阇	门 ＋ 耂 ＋ 日	匚	日
阈	门 ＋ 戈 ＋ 口 ＋ 一	匚	横
阉	门 ＋ 大 ＋ 电	匚	田
阊	门 ＋ 日 ＋ 日	匚	日
阋	门 ＋ 臼 ＋ 儿	匚	儿
阌	门 ＋ 爫 ＋ 冖 ＋ 又	匚	又
阍	门 ＋ 氏 ＋ 日	匚	日
阎	门 ＋ ⺈ ＋ 臼	匚	白
阏	门 ＋ 方 ＋ 全字头 ＋ 冬字底	匚	点
阐	门 ＋ 单	匚	单
阑	门 ＋ 柬	匚	束
阒	门 ＋ 目 ＋ 犬	匚	大
阔	门 ＋ 氵 ＋ 千 ＋ 口	匚	口
阕	门 ＋ 登字头 ＋ 天	匚	大
阖	门 ＋ 土 ＋ 厶 ＋ 皿	匚	皿
阗	门 ＋ 十 ＋ 具字头 ＋ 八	匚	八
阘	门 ＋ 日 ＋ 习 ＋ 习	匚	习
阙	门 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人	匚	人
阚	门 ＋ 折 ＋ 耳 ＋ 攵	匚	又
阜	追字心 ＋ 十	追字心	十
队	阝 ＋ 人	卩	人
阡	阝 ＋ 千	卩	干
阪	阝 ＋ 反字框 ＋ 又	卩	又
阮	阝 ＋ 一 ＋ 兀	卩	儿
阱	阝 ＋ 井	卩	井
防	阝 ＋ 方	卩	方
阳	阝 ＋ 日	卩	日
阴	阝 ＋ 月	卩	月
阵	阝 ＋ 车	卩	车
阶	阝 ＋ 全字头 ＋ 乔字底	卩	竖
阻	阝 ＋ 且	卩	且
阼	阝 ＋ 卧人 ＋ 卢字头 ＋ 一	卩	横
阽	阝 ＋ 卢字头 ＋ 口	卩	口
阿	阝 ＋ 可	卩	寸
陀	阝 ＋ 宀 ＋ 匕	卩	匕
陂	阝 ＋ 皮	卩	皮
附	阝 ＋ 付	卩	付
际	阝 ＋ 示	卩	示
陆	阝 ＋ 击	卩	击
陇	阝 ＋ 龙	卩	龙
陈	阝 ＋ 东	卩	车
陉	阝 ＋ 轻字边	卩	工
陋	阝 ＋ 一 ＋ 冂 ＋ 人 ＋ 折	卩	折
陌	阝 ＋ 一 ＋ 白	卩	白
降	阝 ＋ 夂 ＋ 降下角	卩	降下角
陎	阝 ＋ 朱	卩	未
限	阝 ＋ 艮	卩	艮
陑	阝 ＋ 而	卩	雨
陔	阝 ＋ 亠 ＋ 折 ＋ 丿 ＋ 人	卩	人
陕	阝 ＋ 一 ＋ 丷 ＋ 大	卩	大
陛	阝 ＋ 比字旁 ＋ 匕 ＋ 土	卩	土
陞	阝 ＋ 撇 ＋ 廾 ＋ 土	卩	土
陟	阝 ＋ 止 ＋ 丨 ＋ 丿 ＋ 丿	卩	撇
陡	阝 ＋ 走	卩	足
院	阝 ＋ 宀 ＋ 一 ＋ 兀	卩	儿
除	阝 ＋ 全字头 ＋ 于 ＋ 八	卩	八
陧	阝 ＋ 日 ＋ 土	卩	土
陨	阝 ＋ 口 ＋ 贝	卩	见
险	阝 ＋ 佥	卩	佥
陪	阝 ＋ 立 ＋ 口	卩	口
陬	阝 ＋ 耳 ＋ 又	卩	又
陲	阝 ＋ 千 ＋ 龷 ＋ 一	卩	横
陴	阝 ＋ 白 ＋ 丿 ＋ 十	卩	十
陵	阝 ＋ 土 ＋ 八 ＋ 夂	卩	又
陶	阝 ＋ 勹 ＋ 缶	卩	击
陷	阝 ＋ ⺈ ＋ 臼	卩	白
隃	阝 ＋ 俞	卩	俞
隅	阝 ＋ 日 ＋ 禺字底	卩	禸
隆	阝 ＋ 夂 ＋ 一 ＋ 丿 ＋ 龶	卩	丰
隈	阝 ＋ 田 ＋ 畏字底带横	卩	定字底
隋	阝 ＋ 左字框 ＋ 工 ＋ 青字底	卩	月
隍	阝 ＋ 白 ＋ 王	卩	王
随	阝 ＋ 左字框 ＋ 青字底 ＋ 辶	卩	辶
隐	阝 ＋ 刍 ＋ 心	卩	忄
隔	阝 ＋ 鬲	卩	鬲
隗	阝 ＋ 鬼	卩	鬼
隘	阝 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	卩	皿
隙	阝 ＋ 少三 ＋ 日 ＋ 小	卩	小
障	阝 ＋ 音 ＋ 十	卩	十
