啊	a_
夺	doy_
多音	doyb
奲	doyc
多页	doye
多样	doyh
嶞	doyh2
多疑	doyi
多言	doyj
多赢	doyk
堕	doyq
多远	doyr
陊	doyr3
多用	doys
多月	doyt
多余	doyu
多云	doyy
多有	doyz
躲在	dozd
多则	doze
多脏	dozh
多字	dozi
多做	dozo
多宗	dozs
多组	dozu
多嘴	dozv
夺走	dozz
爹	dp_
蝶鞍	dpan
昳	dpb_
谍报	dpbc
眣	dpbg2
眰	dpbg3
颠扑不破	dpbp
叠词	dpci
斗破苍穹	dpcq
叠翠	dpcv
鲽	dpd_
跌打	dpda
跌倒	dpdc
迭代	dpdd
跌宕	dpdh
爹地	dpdi
爹爹	dpdp
褋	dpdw2
貂皮大衣	dpdy
大炮打蚊子	dpdz
幉	dpew
艓	dpew2
谍	dpf_
跌份	dpff
詄	dpfg
叠放	dpfh
跌幅	dpfu
蝶	dpg_
大盘高开	dpgk
迭	dpgq
瓞	dph_
叠好	dphc
𫶇	dphe
跌回	dphv
多频合一	dphy
绖	dpi_
叠成	dpig
刀片超车	dpii
打破传统	dpit
迭出	dpiu
大盘鸡	dpj_
跌进	dpjb
碟机	dpji
打破僵局	dpjj
打破纪录	dpjl
大盘鸡拌面	dpjm
跌跤	dpjn
叠加	dpjx
打扑克	dpk_
道旁苦李	dpkl
跌了	dple
大盘蓝筹	dpli
颠沛流离	dpll
地痞流氓	dplm
跌落	dplo
打疲劳战	dplv
蝶类	dplw
箪瓢陋巷	dplx
大屏幕	dpm_
爹妈	dpma
苵	dpmg
大牌明星	dpmx
牒	dpn_
耋	dpng
爹娘	dpnl
牃	dpnw2
揲	dpo_
大品牌	dpp_
氎	dppg
碟片	dppm
跌破	dppo
打乒乓球	dppq
畳	dppq2
疂	dppq3
叠	dpq_
垤	dpqg
迭起	dpqi
堞	dpqw
大批人马	dprm
跌入	dpru
跌	dps_
趃	dpsg2
跌死	dpsi
跌碎	dpsv
蹀	dpsw
喋	dpt_
德配天地	dptd
咥	dptg
道破天机	dptj
跌停	dptk
东鹏特饮	dpty
打平手	dpu_
打破砂锅问到底	dpud
单排上分	dpuf
打破沙锅	dpug
跌伤	dpuh
跌势	dpui
大屏手机	dpuj
打破世界纪录	dpul
跌水	dpuv
大碰撞	dpv_
谍照	dpvc
恎	dpvg
叠嶂	dpvh
跌至	dpvi
戜	dpvr
惵	dpvw
打破质疑	dpvy
楪	dpw_
敌疲我打	dpwd
蝶舞	dpwu
碟	dpx_
东飘西泊	dpxb
东拼西凑	dpxc
东跑西颠	dpxd
蹀躞	dpxp
喋血	dpxt
短篇小说	dpxu
跌下	dpxx
大胖小子	dpxz
大平原	dpy_
叠印	dpyb
蝶衣	dpyi
跌破眼镜	dpyj
谍影	dpyk
蝶泳	dpys
叠韵	dpyy
大胖子	dpz_
毒品走私案	dpza
胅	dpzg
碟子	dpzi
跌坐	dpzo
毒品走私	dpzs
跌足	dpzu
丢	dq_
盗窃案	dqa_
单曲榜	dqb_
大气磅礴	dqbb
丢包	dqbc
大巧不工	dqbg
的确不会	dqbh
刀枪不入	dqbr
短期避孕药	dqby
底气不足	dqbz
大气层	dqc_
地球磁场	dqci
定期存款	dqck
断桥残雪	dqcx
堆砌辞藻	dqcz
毒气弹	dqd_
丢到	dqdc
大秦帝国	dqdg
大起大落	dqdl
丢掉	dqdn
丢丢	dqdq
点球大战	dqdv
多情多义	dqdy
逗趣儿	dqe_
动圈耳机	dqej
丢分	dqff
定期复查	dqfi
对齐方式	dqfu
蹈其覆辙	dqfv
第七个	dqg_
刀枪棍棒	dqgb
电气工程	dqgi
丢光	dqgl
丢过	dqgo
丢官	dqgr
丢给	dqgw
党群关系	dqgx
电气化	dqh_
第七回合	dqhh
荡气回肠	dqhi
貂裘换酒	dqhj
斗气化马	dqhm
丢魂	dqhy
丢车	dqie
冬去春来	dqil
丢丑	dqiz
打群架	dqj_
丢进	dqjb
当且仅当	dqjd
定期检查	dqji
刀枪剑戟	dqjj
丢件	dqjm
氮气加速	dqjs
单亲家庭	dqjt
打起精神	dqju
定期举行	dqjx
的情况	dqk_
丢开	dqkd
地区开发	dqkf
的情况是	dqku
的情况下	dqkx
的确可以	dqky
打起来	dql_
丢了	dqle
打起来了	dqll
丢脸	dqlm
短期利润	dqlr
当前目录	dqml
单亲妈妈	dqmm
打情骂俏	dqmq
短期内	dqn_
多情女子负心汉	dqnh
第七排	dqp_
大权旁落	dqpl
单枪匹马	dqpm
短期培训	dqpx
荡秋千	dqq_
丢弃	dqqi
当前情况	dqqk
的确起了	dqql
丢钱	dqqm
丢却	dqqt
丢去	dqqu
搭桥牵线	dqqx
地球人	dqr_
的确如此	dqrc
地球人都知道	dqrd
丢人	dqrf
刀枪入库	dqrk
丢入	dqru
大巧若拙	dqrv
当前任务	dqrw
地勤人员	dqry
淡青色	dqs_
得其所哉	dqsz
大晴天	dqt_
盗窃团伙	dqth
对其他人	dqtr
的前提下	dqtx
铥	dqu_
电气设备	dqub
的确是个	dqug
丢失	dqui
大千世界	dquj
夺取胜利	dqul
道歉视频	dqup
的确是这样	dquy
底气十足	dquz
第七章	dqv_
丢帧	dqvf
夺妻之恨	dqvh
当前状况	dqvk
带球撞人	dqvr
但求无过	dqwg
大器晚成	dqwi
大清完了	dqwl
端起碗吃肉，放下碗骂娘	dqwn
大气污染	dqwr
当前位置	dqwv
电器维修	dqwx
地区性	dqx_
单曲循环	dqxh
东瞧西看	dqxk
定情信物	dqxw
丢下	dqxx
肚脐眼	dqy_
掉钱眼里	dqyl
大气压强	dqyq
大庆油田	dqyt
多情应笑我	dqyw
大清早	dqz_
多情自古伤离别	dqzb
丢在	dqzd
大权在握	dqzw
断	dr_
堕入爱河	drah
断案	dran
当然不	drb_
大人不记小人过	drbg
短棒	drbh
断臂	drbi
短板	drbj
短柄	drbk
打人不打脸	drbl
当然不能	drbn
短波	drbo
当然不怕	drbp
当仁不让	drbr
大热必死	drbs
当然不同	drbt
当然不是	drbu
断背	drbw
当然不用	drby
端菜	drcd
断层	drcg
断人财路	drcl
短促	drcu
锻打	drda
短刀	drdc
缎带	drdd
跌入低谷	drdg
断档	drdh
短笛	drdi
断定	drdk
褍	drdl
断电	drdm
断掉	drdn
短短	drdr
大仁大义	drdy
段	drf_
短发	drfa
短	drg_
跌入谷底	drgd
短歌	drge
断根	drgf
洞若观火	drgh
断过	drgo
短工	drgs
断骨	drgu
担任顾问	drgw
短棍	drgy
簖	drh_
短号	drhc
多人互动	drhd
断喝	drhe
断航	drhh
籪	drhh3
耑	drhl
断货	drho
断乎	drhu
短会	drhv
断魂	drhy
断后	drhz
缎	dri_
端茶	dria
短程	drig
断肠	drih
断翅	drii
短传	drir
短处	driu
断炊	driv
端	drj_
端人家碗，受人家管	drjg
断然拒绝	drjj
待人接客	drjk
短见	drjm
断交	drjn
短接	drjp
断绝	drjt
断句	drju
待人接物	drjw
大人君子	drjz
当人看	drk_
冬日可爱	drka
断开	drkd
断块	drkk
偳	drkl
遁入空门	drkm
短款	drkr
短裤	drku
当然可以	drky
端口	drkz
当然了	drl_
端来	drld
断了	drle
打入冷宫	drlg
毈	drlh
端丽	drli
多人联机	drlj
断粮	drll
锻炼	drlm
段落	drlo
断裂	drlp
断流	drlq
断垄	drls
多人聊天	drlt
短路	drlu
的人们	drm_
断码	drma
当然明白	drmb
短毛	drmc
堕入魔道	drmd
端门	drmf
葮	drmh
呆若木鸡	drmj
短命	drmk
断面	drmm
端木	drmu
当然没有	drmy
都让你	drn_
断奶	drnd
端倪	drni
多如牛毛	drnm
煅	drp_
短跑	drpc
短评	drpk
短篇	drpm
塅	drq_
淡若清风	drqf
短期	drqi
短枪	drql
短浅	drqm
断桥	drqn
短缺	drqt
堕入情网	drqw
短裙	drqy
瑖	drr_
断然	drrj
度日如年	drrn
得饶人处且饶人	drrr
短绒	drrs
断乳	drru
夺人所爱	drsa
夺人所好	drsh
媏	drsl
断送	drss
大热天	drt_
锻铁	drtp
短痛	drts
动如脱兔	drtt
短途	drtu
短腿	drtv
断头	drtz
锻	dru_
煅烧	druc
代人受过	drug
端上	druh
短视	drui
短衫	druj
当然是了	drul
电热水瓶	drup
电热水器	druq
当然是选择原谅她	drut
段数	druu
断水	druv
多人伤亡	druw
当然是要	druy
短寿	druz
单人照	drv_
当然知道	drvd
端着	drve
端正	drvg
断章	drvh
断指	drvi
端庄	drvl
达人知命	drvm
断种	drvs
淡然置之	drvv
担任职务	drvw
端州	drvz
椴	drw_
短袜	drwa
荡然无存	drwc
短文	drwf
断网	drwh
吊人胃口	drwk
敌弱我强	drwq
端午	drwu
段位	drww
得人心	drx_
短信	drxb
动人心肺	drxf
大人小孩	drxh
端详	drxl
断线	drxm
短小	drxn
动人心魄	drxp
短袖	drxq
短靴	drxt
断续	drxu
当然希望	drxw
动人心弦	drxx
丢人现眼	drxy
当然有	dry_
断崖	drya
低人一等	dryd
当然应该	dryg
端阳	dryh
短衣	dryi
断言	dryj
荡然一空	dryk
大人有大量	dryl
短语	dryu
当然因为	dryw
淡然一笑	dryx
端游	dryz
锻造	drzc
腶	drzh2
段子	drzi
短暂	drzj
的日子里	drzl
端坐	drzo
短租	drzu
断罪	drzv
地热资源	drzy
端走	drzz
动	ds_
洞	dsa_
涷	dsaa
冻	dsae
冬奥	dsao
湩	dsap
第三步	dsb_
昸	dsba
抵死不从	dsbc
第三部分	dsbf
动笔	dsbi
动兵	dsbk
打碎玻璃	dsbl
东边	dsbm
打死不承认	dsbr
东部	dsbu
东北	dsbw
单丝不成线	dsbx
第三次	dsc_
冬菜	dscd
东侧	dsce
冬藏	dsch
动词	dsci
第三次工业革命	dscm
动粗	dscu
第三次世界大战	dscv
东村	dscy
第三代	dsd_
鮗	dsda
动刀	dsdc
懂得	dsde
动荡	dsdh
东单	dsdj
第三定律	dsdl
懂点	dsdm
东段	dsdr
咚咚	dsds
东渡	dsdu
东	dse_
东阿	dsee
鸫	dseg
第三方	dsf_
懂法	dsfa
諌	dsfa2
东风	dsfg
东方	dsfh
打扫房间	dsfj
第三方库	dsfk
第三方合同	dsft
洞府	dsfu
东非	dsfw
𬟽	dsg_
懂哥	dsge
冬耕	dsgg
东港	dsgh
大肆鼓吹	dsgi
动感	dsgj
都死光了	dsgl
东郭	dsgo
第三个星期	dsgq
东莞	dsgr
动工	dsgs
第三个问题	dsgt
冬菇	dsgu
冬瓜	dsgx
第四官员	dsgy
东沟	dsgz
岽	dsh_
笗	dsha
崠	dsha2
崬	dsha3
东海	dshd
恫吓	dshe
懂行	dshh
东汉	dshj
冻坏	dshk
东皇	dshl
动火	dsho
箽	dshp
东环	dshr
峒	dsht
东户	dshu
动画	dshx
大扫除	dsi_
洞察	dsia
动车	dsie
东城	dsig
东厂	dsih
动产	dsij
冻疮	dsil
洞穿	dsir
冬虫	dsis
絧	dsit
冬春	dsiy
第三节	dsj_
东晋	dsjb
第三季度	dsjd
冬季	dsji
动静	dsjk
冻僵	dsjl
洞见	dsjm
东郊	dsjn
冻结	dsjp
冻死街头	dsjt
抖擞精神	dsju
东家	dsjx
侗	dsk_
洞开	dskd
冬款	dskr
洞窟	dsku
徚	dsky
洞口	dskz
蹬三轮	dsl_
东临	dslb
懂了	dsle
动力	dsli
冬令	dslk
栋梁	dsll
冻裂	dslp
东流	dslq
动乱	dslr
丢三落四	dsls
霘	dslt
东路	dslu
动轮	dsly
东楼	dslz
董	dsm_
懂吗	dsma
苳	dsma2
菄	dsma3
动脉	dsmd
东门	dsmf
东盟	dsmg
董秘	dsmi
动漫	dsmj
洞明	dsmk
冬眠	dsmm
冬末	dsmo
蕫	dsmp2
第四面墙	dsmq
地塞米松	dsms
冬梅	dsmw
东萨摩亚	dsmy
第三年	dsn_
动脑	dsnc
第三年度	dsnd
动能	dsng
东南	dsnj
动念	dsnm
迵	dsnq
爹死娘嫁人，各人顾各人	dsnr
动怒	dsnu
戙	dsnv
洞内	dsnw
屌丝逆袭	dsnx
迪斯尼乐园	dsny
挏	dsot
东欧	dsou
东坡	dspo
大肆咆哮	dspx
箪食瓢饮	dspy
冬	dsq_
埬	dsqa2
都算轻的	dsqd
动气	dsqi
动情	dsqk
动迁	dsqm
墥	dsqp
动圈	dsqr
垌	tsq_
东区	dsqu
动人	dsrf
冬日	dsri
动容	dsrs
冻肉	dsrz
冻死	dssi
嬞	dssp
姛	dsst
冬笋	dssy
咚	dst_
动态	dstd
胴体	dsti
动弹	dstj
动听	dstk
冬天	dt_
动铁	dstp
第三条腿	dstt
动图	dstu
东头	dstz
东三省	dsu_
都算是轻的	dsud
动身	dsuf
东升	dsug
冻伤	dsuh
懂事	dsui
东山	dsuj
都算是轻的了	dsul
动手	dsuz
懂	dsv_
冻着	dsvc
动辄	dsve
东镇	dsvf
东征	dsvg
冬至	dsvi
东站	dsvj
冬装	dsvl
董卓	dsvo
洞中	dsvs
恫	dsvt
駧	dsvt2
冻住	dsvu
东周	dsvz
栋	dsw_
懂王	dswh
冻死我了	dswl
动物	dswu
东魏	dsww
硐	dsx_
动心	dsxb
定速巡航	dsxh
东西	dx_
冻醒	dsxk
动向	dsxl
东线	dsxm
动效	dsxn
东邪	dsxp
低三下四	dsxs
洞穴	dsxt
第三性征	dsxv
冬夏	dsxx
冬训	dsxy
第三页	dsy_
东亚	dsya
动因	dsyb
动摇	dsyc
第三宇宙速度	dsyd
冬夜	dsye
东洋	dsyh
东夷	dsyi
洞眼	dsyj
东瀛	dsyk
动员	dsyr
动用	dsys
东岳	dsyt
冬雨	dsyu
对私业务	dsyw
冬运	dsyy
胴	dsz_
氡	dsza
氭	dsza2
冬枣	dszc
冻灾	dszd
胨	dsze
动作	dszo
侗族	dszu
动嘴	dszv
大踏步	dtb_
动弹不得	dtbd
当头棒喝	dtbh
低头不见抬头见	dtbj
动弹不了	dtbl
动态壁纸	dtbv
低头不语	dtby
大头菜	dtc_
独特的	dtd_
带头大哥	dtdg
得天独厚	dtdh
当头对面	dtdm
呆头呆脑	dtdn
打听打听	dtdt
倒头大睡	dtdu
点头答应	dtdy
大头儿子小头爸爸	dteb
动铁耳机	dtej
大体而论	dtel
对他而言	dtey
大头儿子	dtez
掉头发	dtf_
洞天福地	dtfd
对天发誓	dtfu
动态范围	dtfw
党同伐异	dtfy
大头鬼	dtg_
动态规划	dtgh
打通关节	dtgj
兜头盖脸	dtgl
大庭广众	dtgv
大庭广众之下	dtgx
电梯公寓	dtgy
大铁棍子	dtgz
洞庭湖	dth_
点头哈腰	dthy
带头冲锋	dtif
打铁趁热	dtir
点头称是	dtiu
电梯间	dtj_
低碳经济	dtjj
大堂经理	dtjl
掉头就跑	dtjp
答题技巧	dtjq
倒头就睡	dtju
的条件下	dtjx
掉头就走	dtjz
电梯口	dtk_
大头控制小头	dtkt
到头来	dtl_
顶天立地	dtld
地图理解	dtlj
动态链接库	dtlk
对他来说	dtlu
登台亮相	dtlx
登徒浪子	dtlz
但他们	dtm_
动态模糊	dtmh
对台贸易	dtmy
地图炮	dtp_
动态平衡	dtph
大提琴	dtq_
带头人	dtr_
点头认可	dtrk
登堂入室	dtru
低头认罪	dtrz
低头思故乡	dtsx
断头台	dtt_
打退堂鼓	dttg
动态调频	dttp
刀头舔血	dttx
点头同意	dtty
大体上	dtu_
多退少补	dtub
低调奢华	dtuh
大同世界	dtuj
大体说来	dtul
多图杀猫	dtum
电獭少女	dtun
顶头上司	dtus
大唐盛世	dtuu
地毯式轰炸	dtuv
点头示意	dtuy
动态数组	dtuz
地铁站	dtv_
独特之处	dtvi
点头之交	dtvj
动态照片	dtvp
点头致意	dtvy
大逃亡	dtw_
敌退我进	dtwj
当天晚上	dtwu
敌退我追	dtwv
大头娃娃	dtww
打天下	dtx_
东跳西窜	dtxc
大体相当	dtxd
大头小脚	dtxj
东涂西抹	dtxm
大头小尾	dtxw
打听消息	dtxx
大同小异	dtxy
大题小作	dtxz
等同于	dty_
当头一棒	dtyb
东条英机	dtyj
低头一看	dtyk
大体一致	dtyv
打听一下	dtyx
登徒子	dtz_
低头做人	dtzr
带头作用	dtzy
都是	dzui
渡	dua_
独爱	duai
毒案	duan
涜	duap
渎	duay
睹	dub_
独霸	duba
读报	dubc
独白	dubd
读本	dubf
韣	dubg
厾	dubh
独臂	dubi
督办	dubj
滴水不漏	dubl
韥	dubl2
赌博	dubo
对事不对人	dubr
独步	dubu
抵受不住	dubv
都说不完	dubw
得失参半	ducb
毒草	ducc
独裁	ducd
镀层	ducg
毒刺	duci
大收藏家	ducj
读错	duco
督促	ducu
单手操作	ducz
黩	dud_
毒打	duda
独到	dudc
肚带	dudd
倒数第二	dude
大是大非	dudf
独挡	dudh
大手大脚	dudj
笃定	dudk
大树底下好乘凉	dudl
黷	dudl3
丁是丁，卯是卯	dudm
独钓	dudn
都多	dudo
读碟	dudp
嗲声嗲气	dudq
独断	dudr
读懂	duds
嘟嘟	dudu
多少东西	dudx
肚兜	dudz
帾	dueb
醏	dueb2
待时而动	dued
毒饵	duer
读	duf_
读法	dufa
讟	duff
赌坊	dufh
毒贩	dufj
讀	dufl
読	dufp
杜甫	dufu
督	dug_
镀铬	duge
电视广告	dugg
蝳	dugi
大圣归来	dugl
度过	dugo
督工	dugs
裻	dugs2
独孤	dugu
赌鬼	dugv
读给	dugw
赌棍	dugy
赌狗	dugz
笃	duh_
毒害	duhd
渡河	duhe
妒恨	duhf
刀山火海	duhh
箪食壶浆	duhj
到时候再看	duhk
大事化小，小事化了	duhl
妒火	duho
都护	duhu
大事化小	duhx
大受欢迎	duhy
笃厚	duhz
大市场	dui_
督察	duia
滴水成冰	duib
堵车	duie
都城	duig
赌场	duih
点石成金	duij
独创	duil
大水冲了龙王庙	duim
渡船	duir
毒虫	duis
独处	duiu
赌	duj_
镀金	dujb
多试几次	dujc
蠹	dujg
大声疾呼	dujh
妒忌	duji
读经	dujk
渡江	dujl
电视节目	dujm
独角	dujn
渡劫	dujp
毒酒	dujq
杜鹃	dujr
杜绝	dujt
独居	duju
电视记者	dujv
度假	dujx
督军	dujy
的时空	duk_
读卡	duka
读书看报	dukb
独守空房	dukf
定时开关	dukg
杜康	dukh
渡口	dukz
登上了	dul_
毒辣	dula
读了	dule
独狼	dulh
独立	duli
独揽	dulj
都灵	dulk
肚量	dull
电闪雷鸣	dulm
毒瘤	dulq
都市丽人	dulr
毒龙	duls
嘟噜	dulu
镀铝	dulv
渡轮	duly
堵漏	dulz
芏	dum_
赌马	duma
督脉	dumd
独门	dumf
大声密谋	dumm
独苗	dumn
镀膜	dumo
杜牧	dumu
电视明星	dumx
但是没有	dumy
毒谋	dumz
都	dz_
阇	uen_
都是你的错	dunc
毒奶	dund
嘟囔	dunh
肚腩	dunj
多少年来	dunl
都是那么	dunm
多少年前	dunq
单身女人	dunr
嘟哝	duns
秺	dunt
独女	dunv
单身女性	dunx
牍	duny
单身女子	dunz
独	duo_
剢	duog2
短视频	dup_
毒品	dupb
赌牌	dupd
肚皮	dupi
读盘	dupj
读屏	dupk
读片	dupm
读破	dupo
大事铺张	dupv
堵	duq_
打是亲骂是爱	duqa
打是亲，骂是爱	duqa2
皾	duqg
赌气	duqi
大施拳脚	duqj
堵墙	duql
赌钱	duqm
渡桥	duqn
赌球	duqq
读取	duqu
的事情中	duqv
毒	dur_
琽	durb
都是如此	durc
髑	durg
嘟嚷	durh
度日	duri
韇	durl
殰	durl2
瓄	durl3
靯	durq
大声嚷嚷	durr
殬	duru
多少日子	durz
妒	dus_
的士速递	dusd
堵塞	duse
大杀四方	dusf
毒死	dusi
大石碎胸口	dusk
嬻	dusl
大势所趋	dusq
读诵	duss
毒素	dusu
大失所望	dusw
嘟	dut_
都是他的错	dutc
独特	dute
肚疼	dutg
独体	duti
丹书铁券	dutq
肚痛	duts
赌徒	dutu
大赦天下	dutx
独吞	duty
渡头	dutz
镀	duu_
毒杀	duua
鼎盛时代	duud
毒蛇	duue
独身	duuf
独生	duug
堵上	duuh
都市	duui
多少时间	duuj
𬭊	duuq
读书	duuu
大失水准	duuv
毒手	duuz
犊	duv_
督查	duva
赌债	duvd
读者	duve
毒针	duvf
但是这个	duvg
肚胀	duvh
渎职	duvi
独占	duvj
都装	duvl
赌桌	duvo
多事之秋	duvq
杜撰	duvr
肚中	duvs
堵住	duvu
都是渣渣	duvv
騳	duvv4
但是这些	duvx
赌咒	duvz
杜	duw_
但说无妨	duwf
螙	duwg
赌王	duwh
读完	duwj
都是为了	duwl
但是我们	duwm
赌窝	duwo
都是问题	duwt
毒物	duwu
都尉	duww
椟	duwy
大师兄	dux_
读心	duxb
东闪西躲	duxd
镀锡	duxi
毒性	duxk
独享	duxl
鑟	duxl4
独显	duxm
毒枭	duxn
读写	duxp
独秀	duxq
东食西宿	duxs
督学	duxt
都市小说	duxu
电视新闻	duxw
赌侠	duxx
低声细语	duxy
但是现在	duxz
大少爷	duy_
毒牙	duya
读音	duyb
毒药	duyc
多少有点	duyd
毒液	duye
都是一个	duyg
大手一挥	duyh
独一	duyi
独眼	duyj
大势已去	duyq
独院	duyr
独树一帜	duyv
都是因为	duyw
多少有些	duyx
对视一眼	duyy
独有	duyz
肚	duz_
肚子	duzi
独生子女	duzn
读作	duzo
嘟嘴	duzv
独尊	duzy
独奏	duzz
对	dv_
对啊	dvaa
瀩	dval
对岸	dvan
独占鳌头	dvat
斗志昂扬	dvay
大转变	dvb_
对吧	dvba
对保	dvbc
对白	dvbd
党政不分	dvbf
对半	dvbj
斗智不斗力	dvbl
对边	dvbm
对标	dvbn
对不	dvbu
对被	dvbw
痽	dvcb
对策	dvce
对错	dvco
单指操作	dvcz
祋	dvd_
对答	dvda
堆到	dvdc
对待	dvdd
对等	dvdg
对敌	dvdi
动辄得咎	dvdj
都知道了	dvdl
对调	dvdn
堆垛	dvdo
堆叠	dvdp
对端	dvdr
襨	dvdt
对赌	dvdu
德之大者	dvdv
地质大学	dvdx
斗智斗勇	dvdy
打转儿	dve_
对儿	dver
抵掌而谈	dvet
対	dvet2
鐜	dveu
憝	dvev
大丈夫	dvf_
多种分配方式并存	dvfc
对分	dvff
党政分开	dvfk
地主富农	dvfn
大丈夫何患无妻	dvfq
譵	dvft
对付	dvfu
大政方针	dvfv
堆肥	dvfw
掉转方向	dvfx
大丈夫生居天地之间，岂能郁郁久居人下	dvfx2
对否	dvfz
对着干	dvg_
党政干部	dvgb
跌至谷底	dvgd
对歌	dvge
地质工程	dvgi
对过	dvgo
对公	dvgs
地质公园	dvgy
打招呼	dvh_
嵟	dvhb
对号	dvhc
大中华区	dvhq
兑换	dvhr
大展宏图	dvht
队徽	dvhv
对话	dvhx
对车	dvie
对称	dvif
堆成	dvig
对唱	dvih
当众出丑	dvii
綐	dvip
对冲	dvis
大中城市	dviu
打针吃药	dviy
倒装句	dvj_
对劲	dvjb
党政机关	dvjg
大战几百回合	dvjh
堆积	dvji
地主阶级	dvjj
对镜	dvjk
对讲	dvjl
对焦	dvjn
对接	dvjp
对酒	dvjq
对决	dvjt
对局	dvju
对家	dvjx
多种经营	dvjy
地主家的傻儿子	dvjz
打折扣	dvk_
对开	dvkd
对砍	dvkj
兑款	dvkr
对口	dvkz
兑	dvl_
对啦	dvla
大赚了一笔	dvlb
地主老财	dvlc
党政领导	dvld
对了	dvle
对症良方	dvlf
大战了三百回合	dvlh
对立	dvli
挡住了去路	dvll
对联	dvlm
对咯	dvlo
队列	dvlp
兌	dvlp3
兊	dvlp4
对流	dvlq
对路	dvlu
对垒	dvlw
读者来信	dvlx
瞪着两眼	dvly
对喽	dvlz
都这么	dvm_
对吗	dvma
对么	dvme
对门	dvmf
堆满	dvmj
对面	dvmm
薱	dvmt
对美	dvmw
对那	dvna
对你	dvni
淡妆浓抹	dvnm
对内	dvnw
淡妆浓抹总相宜	dvny
对偶	dvou
搭帐篷	dvp_
地转偏向力	dvpl
当者披靡	dvpm
对战平台	dvpt
带状疱疹	dvpv
堆	dvq_
对亲	dvqb
多种渠道	dvqd
大张旗鼓	dvqg
对齐	dvqi
堆砌	dvqp
大展拳脚	dvqj
掉转枪口	dvqk
挡住去路	dvql
塠	dvqq
大众情人	dvqr
兑取	dvqu
怼	dvqv
垖	dvqx
断章取义	dvqy
对人	dvrf
大智若愚	dvry
大昭寺	dvs_
道之所存	dvsc
大战三百回合	dvsh
低着头	dvt_
对他	dvta
对台	dvtd
大张挞伐	dvtf
堆糖	dvth
对题	dvti
对谈	dvtj
德智体美劳	dvtl
对天	dvtm
得之坦然	dvtr
对头	dvtz
都只是	dvu_
对射	dvue
对上	dvuh
对视	dvui
大致说来	dvul
对数	dvuu
兑水	dvuv
大展神威	dvuw
斗折蛇行	dvux
瞪着双眼	dvuy
对手	dvuz
打转转	dvv_
对照	dvvc
对着	dvve
对阵	dvvf
对症	dvvg
队长	dvvh
对峙	dvvi
对战	dvvj
对撞	dvvl
对转	dvvr
对重	dvvs
得知真相	dvvx
对准	dvvy
大猪肘子	dvvz
逗着玩	dvw_
对外	dvwd
敌众我寡	dvwg
对望	dvwh
当之无愧	dvwk
得之我幸，失之我命	dvwm
敌驻我扰	dvwr
队伍	dvwu
读者文摘	dvwv
对位	dvww
得之我幸	dvwx
碓	dvx_
对心	dvxb
打转向灯	dvxd
大众形音输入法	dvxf
鴭	dvxg
胆战心寒	dvxh
对戏	dvxi
胆战心惊	dvxj
队形	dvxk
对象	dvxl
兑现	dvxm
堆笑	dvxn
磓	dvxq
东征西讨	dvxt
多种形式	dvxu
东张西望	dvxw
对虾	dvxx
对症下药	dvxy
队	dvy_
对呀	dvya
对饮	dvyb
陮	dvyb3
的这样一个	dvyg
对弈	dvyi
对眼	dvyj
对应	dvyk
动之以情	dvyq
队员	dvyr
对月	dvyt
对于	dvyu
带着一种	dvyv
队友	dvyz
对照组	dvz_
堆在	dvzd
对子	dvzi
德文版	dwb_
敌我不分	dwbf
动物保护	dwbh
大未必佳	dwbj
耽误不了	dwbl
大为不满	dwbm
大为不同	dwbt
第五次	dwc_
断无此理	dwcl
单位的	dwd_
独往独来	dwdl
对位单杀	dwdu
单位地址	dwdv
大腕儿	dwe_
对我而言	dwey
达斡尔族	dwez
都无法	dwf_
单位负责人	dwfr
单位犯罪	dwfz
第五个	dwg_
对外公布	dwgb
大为感动	dwgd
大为改观	dwgg
大为光火	dwgh
对外公开	dwgk
得管	dwgr
对外关系	dwgx
党务工作	dwgz
党委会	dwh_
地位很高	dwhg
第五回合	dwhh
大碗喝酒	dwhj
大碗茶	dwi_
低温超导	dwid
待我长发及腰	dwiy
端午节	dwj_
但我觉得	dwjd
对外经济	dwjj
对外交流	dwjl
读万卷书，行万里路	dwjl2
对外经贸	dwjm
大为惊奇	dwjq
读万卷书	dwju
对外交往	dwjw
帝王将相	dwjx
等位基因	dwjy
跌无可跌	dwkd
对外开放	dwkf
点我开始	dwku
得亏	dwkv
都忘了	dwl_
对外联络	dwll
对我来说	dwlu
达瓦里希	dwlx
对我们	dwm_
敌我矛盾	dwmd
单位面积	dwmj
对我们来说	dwmu
对外贸易	dwmy
第五年	dwn_
大为恼火	dwnh
动歪脑筋	dwnj
电蚊拍	dwp_
但我却	dwq_
玷污清白	dwqb
第五人格	dwrg
党外人士	dwru
堤外损失堤内补	dwsb
度无死角	dwsj
睹物思情	dwsq
睹物思人	dwsr
大威天龙	dwtl
的问题是	dwtu
对外投资	dwtz
耽误事	dwu_
敌我双方	dwuf
党委书记	dwuj
地外生命	dwum
得说	dwuo
睹物伤情	dwuq
动物实验	dwuy
多维数组	dwuz
第五种	dwv_
对外政策	dwvc
弹丸之地	dwvd
得治	dwvi
当务之急	dwvj
单位招聘	dwvp
挡我者死	dwvs
耽误正事	dwvu
帝王之学	dwvx
帝王之音	dwvy
帝王之姿	dwvz
大无畏	dww_
对我胃口	dwwk
到我玩了	dwwl
