汉字	完整拆分	首根	末根
鈏	全字头 ＋ 金字底 ＋ 弓 ＋ 丨	全字头	丨
靷	革 ＋ 弓 ＋ 丨	革	丨
鞇	革 ＋ 囗 ＋ 大	革	大
銀	全字头 ＋ 金字底 ＋ 艮	全字头	艮
阥	阝 ＋ 水	阝	水
檃	阝 ＋ 爫 ＋ 工 ＋ 彐 ＋ 木	阝	木
櫽	阝 ＋ 爫 ＋ 工 ＋ 彐 ＋ 心 ＋ 木	阝	木
訔	山 ＋ 言	山	言
崯	山 ＋ 金	山	金
嶾	山 ＋ 爫 ＋ 工 ＋ 彐 ＋ 心	山	心
烎	一 ＋ 廾 ＋ 火	一	火
乚	折	折	折
鷣	覀 ＋ 日 ＋ 十 ＋ 鳥	覀	鳥
垔	覀 ＋ 土	覀	土
緸	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 覀 ＋ 土	幺	土
誾	門 ＋ 言	門	言
囙	囗 ＋ 折	囗	折
朄	申 ＋ 柬	申	柬
闉	門 ＋ 覀 ＋ 土	門	土
殥	歹 ＋ 宀 ＋ 一 ＋ 由 ＋ 八	歹	八
懚	忄 ＋ 爫 ＋ 工 ＋ 彐 ＋ 心	忄	心
凐	冫 ＋ 覀 ＋ 土	冫	土
霒	⻗ ＋ 二 ＋ 厶 ＋ 今	⻗	今
霠	⻗ ＋ 立 ＋ 今	⻗	今
憗	十 ＋ 人 ＋ 人 ＋ 丿 ＋ 丶 ＋ 攵 ＋ 心	十	心
圁	囗 ＋ 言	囗	言
欭	囗 ＋ 大 ＋ ⺈ ＋ 人	囗	人
栶	木 ＋ 囗 ＋ 大	木	大
檭	木 ＋ 全字头 ＋ 金字底 ＋ 艮	木	艮
趛	走 ＋ 金	走	金
韾	士 ＋ 尸 ＋ 丨 ＋ 殳 ＋ 音	士	音
喓	口 ＋ 覀 ＋ 女	口	女
嗂	口 ＋ 爫 ＋ 缶	口	缶
詏	言 ＋ 幺 ＋ 力	言	力
讑	言 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 口 ＋ 冂 ＋ 艹	言	艹
訞	言 ＋ 撇 ＋ 大	言	大
熎	火 ＋ 爫 ＋ 缶	火	缶
烑	火 ＋ 冫 ＋ 冫 ＋ 儿	火	儿
袎	衤 ＋ 幺 ＋ 力	衤	力
溔	氵 ＋ 𦍌 ＋ 灬	氵	灬
葽	艹 ＋ 覀 ＋ 女	艹	女
苭	艹 ＋ 幺 ＋ 力	艹	力
蘨	艹 ＋ 爫 ＋ 缶 ＋ 撇 ＋ 糸	艹	糸
薬	艹 ＋ 白 ＋ 冫 ＋ 撇 ＋ 点 ＋ 木	艹	木
狕	犭 ＋ 幺 ＋ 力	犭	力
猶	犭 ＋ 丷 ＋ 酉	犭	酉
齩	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 亠 ＋ 八 ＋ 㐅	止	㐅
窔	宀 ＋ 八 ＋ 亠 ＋ 八 ＋ 㐅	宀	㐅
宎	宀 ＋ 撇 ＋ 大	宀	大
穾	宀 ＋ 八 ＋ 撇 ＋ 大	宀	大
鎐	全字头 ＋ 金字底 ＋ 爫 ＋ 缶	全字头	缶
餆	全字头 ＋ 丶 ＋ 即字旁 ＋ 冫 ＋ 冫 ＋ 儿	全字头	儿
矅	目 ＋ 习 ＋ 习 ＋ 隹	目	隹
覞	目 ＋ 儿 ＋ 目 ＋ 儿	目	儿
岆	山 ＋ 撇 ＋ 大	山	大
騕	馬 ＋ 覀 ＋ 女	馬	女
摿	扌 ＋ 全字头 ＋ 音	扌	音
闄	門 ＋ 覀 ＋ 女	門	女
暚	日 ＋ 爫 ＋ 缶	日	缶
磘	石 ＋ 爫 ＋ 缶	石	缶
殀	歹 ＋ 撇 ＋ 大	歹	大
邎	然左角 ＋ 言 ＋ 撇 ＋ 糸 ＋ 辶	然左角	辶
偠	亻 ＋ 覀 ＋ 女	亻	女
傜	亻 ＋ 爫 ＋ 缶	亻	缶
倄	亻 ＋ 㐅 ＋ 𠂇 ＋ ⺝	亻	⺝
尭	十 ＋ 艹 ＋ 兀	十	兀
柼	木 ＋ 宀 ＋ 八	木	八
楆	木 ＋ 覀 ＋ 女	木	女
榣	木 ＋ 爫 ＋ 缶	木	缶
枖	木 ＋ 撇 ＋ 大	木	大
榚	木 ＋ 𦍌 ＋ 灬	木	灬
爗	火 ＋ 日 ＋ 艹 ＋ 𠀎 ＋ 十	火	十
洂	氵 ＋ 亦	氵	亦
潱	氵 ＋ 士 ＋ 冖 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	氵	一
澲	氵 ＋ 业 ＋ 丷 ＋ 一 ＋ 未	氵	未
漜	氵 ＋ 木 ＋ 木 ＋ 土	氵	土
鋣	全字头 ＋ 金字底 ＋ 牙 ＋ 阝	全字头	阝
亪	亦 ＋ 折	亦	折
枼	廿 ＋ 折 ＋ 木	廿	木
鵺	亠 ＋ 亻 ＋ 夜下角 ＋ 鳥	亠	鳥
饁	全字头 ＋ 丶 ＋ 即字旁 ＋ 土 ＋ 厶 ＋ 皿	全字头	皿
皣	白 ＋ 艹 ＋ 𠀎 ＋ 十	白	十
鄓	自 ＋ 犬 ＋ 阝	自	阝
瞸	目 ＋ 艹 ＋ 廿 ＋ 折 ＋ 木	目	木
瞱	目 ＋ 艹 ＋ 𠀎 ＋ 十	目	十
捓	扌 ＋ 牙 ＋ 阝	扌	阝
捙	扌 ＋ 車	扌	車
擛	扌 ＋ 艹 ＋ 廿 ＋ 折 ＋ 木	扌	木
曗	日 ＋ 业 ＋ 丷 ＋ 一 ＋ 未	日	未
曵	日 ＋ 折 ＋ 丿 ＋ 丶	日	丶
曅	日 ＋ 艹 ＋ 𠀎 ＋ 十	日	十
僷	亻 ＋ 艹 ＋ 廿 ＋ 折 ＋ 木	亻	木
枽	十 ＋ 廿 ＋ 木	十	木
黦	黑 ＋ 宀 ＋ 夕 ＋ 㔾	黑	㔾
埜	木 ＋ 木 ＋ 土	木	土
壄	木 ＋ 矛 ＋ 木 ＋ 土	木	土
墷	土 ＋ 艹 ＋ 𠀎 ＋ 十	土	十
姎	女 ＋ 贝字框 ＋ 大	女	大
詇	言 ＋ 贝字框 ＋ 大	言	大
炴	火 ＋ 贝字框 ＋ 大	火	大
蝆	虫 ＋ 丨 ＋ 一 ＋ ⺊ ＋ 举字底	虫	举字底
鐊	全字头 ＋ 金字底 ＋ 阝 ＋ 日 ＋ 一 ＋ 勿	全字头	勿
阦	阝 ＋ 火	阝	火
眏	目 ＋ 贝字框 ＋ 大	目	大
眻	目 ＋ 羊	目	羊
崸	山 ＋ 一 ＋ 自 ＋ 八	山	八
氱	气 ＋ 日 ＋ 一 ＋ 勿	气	勿
岟	山 ＋ 贝字框 ＋ 大	山	大
輰	車 ＋ 日 ＋ 一 ＋ 勿	車	勿
抰	扌 ＋ 贝字框 ＋ 大	扌	大
駚	馬 ＋ 贝字框 ＋ 大	馬	大
攁	扌 ＋ 养字头 ＋ 丶 ＋ 艮	扌	艮
劷	⺶ ＋ 力	⺶	力
羪	⺶ ＋ 丶 ＋ 艮	⺶	艮
昜	日 ＋ 一 ＋ 勿	日	勿
懩	忄 ＋ 养字头 ＋ 丶 ＋ 艮	忄	艮
慃	忄 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	忄	习
佒	亻 ＋ 贝字框 ＋ 大	亻	大
傟	亻 ＋ 八 ＋ 厶 ＋ 习 ＋ 习	亻	习
雵	⻗ ＋ 贝字框 ＋ 大	⻗	大
鰑	魚 ＋ 日 ＋ 一 ＋ 勿	魚	勿
胦	月 ＋ 贝字框 ＋ 大	月	大
坱	土 ＋ 贝字框 ＋ 大	土	大
珜	王 ＋ 羊	王	羊
呭	口 ＋ 廿 ＋ 折	口	折
骮	骨 ＋ 弋	骨	弋
唈	口 ＋ 口 ＋ 巴	口	巴
譯	言 ＋ 罒 ＋ 土 ＋ 南字心	言	南字心
嬄	女 ＋ 士 ＋ 冖 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	女	一
詍	言 ＋ 廿 ＋ 折	言	折
嬑	女 ＋ 音 ＋ 心	女	心
譩	言 ＋ 音 ＋ 心	言	心
誼	言 ＋ 宀 ＋ 且	言	且
炈	火 ＋ 殳	火	殳
熼	火 ＋ 田 ＋ 龷 ＋ 八	火	八
熤	火 ＋ 习 ＋ 习 ＋ 立	火	立
畩	田 ＋ 衣	田	衣
熪	火 ＋ 禾 ＋ 夕 ＋ 夕	火	夕
焲	火 ＋ 亠 ＋ 亻 ＋ 夜下角	火	夜下角
艗	舟 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	舟	皿
衪	衤 ＋ 也	衤	也
笖	⺮ ＋ 以	⺮	以
襼	衤 ＋ 艹 ＋ 土 ＋ 八 ＋ 土 ＋ 丸 ＋ 二 ＋ 厶	衤	厶
袣	衤 ＋ 廿 ＋ 折	衤	折
衵	衤 ＋ 日	衤	日
瀷	氵 ＋ 习 ＋ 习 ＋ 田 ＋ 龷 ＋ 八	氵	八
渏	氵 ＋ 大 ＋ 可	氵	可
澺	氵 ＋ 音 ＋ 心	氵	心
浂	氵 ＋ 丷 ＋ 天	氵	天
湙	氵 ＋ 亦 ＋ 大	氵	大
浳	氵 ＋ 弋 ＋ ⺝	氵	⺝
藙	艹 ＋ 立 ＋ 撇 ＋ 折 ＋ 撇 ＋ 撇 ＋ 撇 ＋ 丶 ＋ 殳	艹	殳
苅	艹 ＋ 㐅 ＋ 刂	艹	刂
萟	艹 ＋ 禾 ＋ 丸	艹	丸
蓺	艹 ＋ 土 ＋ 八 ＋ 土 ＋ 丸	艹	丸
蘙	艹 ＋ 匚 ＋ 矢 ＋ 殳 ＋ 习 ＋ 习	艹	习
虉	艹 ＋ 一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨 ＋ 鳥	艹	鳥
頉	止 ＋ 一 ＋ 自 ＋ 八	止	八
獈	犭 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	犭	皿
齸	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	止	皿
穓	禾 ＋ 田 ＋ 龷 ＋ 八	禾	八
痬	疒 ＋ 日 ＋ 勿	疒	勿
寲	宀 ＋ 匕 ＋ 矢 ＋ 龴 ＋ 疋	宀	疋
瘱	疒 ＋ 大 ＋ 人 ＋ 人 ＋ 心	疒	心
宐	宀 ＋ 且	宀	且
寱	宀 ＋ 爿 ＋ 自 ＋ 木	宀	木
冝	冖 ＋ 且	冖	且
瘞	疒 ＋ 大 ＋ 人 ＋ 人 ＋ 土	疒	土
蛦	虫 ＋ 夷	虫	夷
蛜	虫 ＋ 亻 ＋ 争字底 ＋ 撇	虫	撇
鈠	全字头 ＋ 金字底 ＋ 殳	全字头	殳
帟	亦 ＋ 巾	亦	巾
帠	臼 ＋ 巾	臼	巾
勩	廿 ＋ 折 ＋ 目 ＋ 八 ＋ 力	廿	力
鉯	全字头 ＋ 金字底 ＋ 以	全字头	以
鈘	全字头 ＋ 金字底 ＋ 支	全字头	支
靾	革 ＋ 廿 ＋ 折	革	折
彛	录字头 ＋ 米 ＋ 八 ＋ 刀 ＋ 廾	录字头	廾
豙	立 ＋ 撇 ＋ 折 ＋ 撇 ＋ 撇 ＋ 撇 ＋ 丶	立	丶
鶂	臼 ＋ 儿 ＋ 鳥	臼	鳥
鷾	音 ＋ 心 ＋ 鳥	音	鳥
竩	立 ＋ 宀 ＋ 且	立	且
陭	阝 ＋ 大 ＋ 可	阝	可
顗	山 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 一 ＋ 自 ＋ 八	山	八
崺	山 ＋ 方 ＋ 𠂉 ＋ 也	山	也
峓	山 ＋ 夷	山	夷
庡	广 ＋ 衣	广	衣
撎	扌 ＋ 士 ＋ 冖 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	扌	一
輢	車 ＋ 大 ＋ 可	車	可
耴	耳 ＋ 折	耳	折
駅	馬 ＋ 尺	馬	尺
鷊	一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨 ＋ 鳥	一	鳥
辷	一 ＋ 辶	一	辶
歝	罒 ＋ 土 ＋ 南字心 ＋ ⺈ ＋ 人	罒	人
羠	⺶ ＋ 夷	⺶	夷
郼	折 ＋ 丨 ＋ 一 ＋ 口 ＋ 㐄 ＋ 阝	折	阝
兿	丷 ＋ 一 ＋ 扌 ＋ 丸 ＋ 二 ＋ 厶	丷	厶
弬	弓 ＋ 匚 ＋ 丨 ＋ 丨 ＋ 折 ＋ 一 ＋ 丨	弓	丨
貖	豸 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	豸	皿
垼	彳 ＋ 殳 ＋ 土	彳	土
晹	日 ＋ 日 ＋ 勿	日	勿
曎	日 ＋ 罒 ＋ 土 ＋ 南字心	日	南字心
暆	日 ＋ 方 ＋ 𠂉 ＋ 也	日	也
敡	日 ＋ 勿 ＋ 攴	日	攴
曀	日 ＋ 士 ＋ 冖 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	日	一
鶍	日 ＋ 勿 ＋ 鳥	日	鳥
硛	石 ＋ 亦	石	亦
恞	忄 ＋ 夷	忄	夷
怈	忄 ＋ 廿 ＋ 折	忄	折
殔	歹 ＋ 肀 ＋ 氺	歹	氺
伇	亻 ＋ 殳	亻	殳
殹	匚 ＋ 矢 ＋ 殳	匚	殳
伿	亻 ＋ 口 ＋ 八	亻	八
嫛	匚 ＋ 矢 ＋ 殳 ＋ 女	匚	女
贀	匚 ＋ 矢 ＋ 殳 ＋ 目 ＋ 八	匚	八
鹥	匚 ＋ 矢 ＋ 殳 ＋ 鸟	匚	鸟
侇	亻 ＋ 夷	亻	夷
瞖	匚 ＋ 矢 ＋ 殳 ＋ 目	匚	目
醫	匚 ＋ 矢 ＋ 殳 ＋ 酉	匚	酉
偯	亻 ＋ 亠 ＋ 口 ＋ 𧘇	亻	𧘇
儀	亻 ＋ 𦍌 ＋ 撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	亻	戈
鷖	匚 ＋ 矢 ＋ 殳 ＋ 鳥	匚	鳥
跇	⻊ ＋ 廿 ＋ 折	⻊	折
隿	弋 ＋ 隹	弋	隹
豛	豕 ＋ 殳	豕	殳
攺	巳 ＋ 攵	巳	攵
檹	木 ＋ 方 ＋ 𠂉 ＋ 大 ＋ 可	木	可
豷	豕 ＋ 士 ＋ 冖 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	豕	一
檍	木 ＋ 音 ＋ 心	木	心
棭	木 ＋ 亠 ＋ 亻 ＋ 夜下角	木	夜下角
槸	木 ＋ 土 ＋ 八 ＋ 土 ＋ 丸	木	丸
檥	木 ＋ 𦍌 ＋ 撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	木	戈
黓	黑 ＋ 弋	黑	弋
椬	木 ＋ 宀 ＋ 且	木	且
榏	木 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	木	皿
顊	𠂤 ＋ 十 ＋ 一 ＋ 自 ＋ 八	𠂤	八
劮	失 ＋ 力	失	力
觺	匕 ＋ 矢 ＋ 龴 ＋ 疋 ＋ ⺈ ＋ 用	匕	用
旑	方 ＋ 大 ＋ 可	方	可
匇	勹 ＋ 夕	勹	夕
鸃	鳥 ＋ 𦍌 ＋ 撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	鳥	戈
鶃	鳥 ＋ 臼 ＋ 儿	鳥	儿
膉	月 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	月	皿
坄	土 ＋ 殳	土	殳
夁	士 ＋ 罒 ＋ 囗 ＋ 十 ＋ 口	士	口
敼	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 口 ＋ 攴	士	攴
亄	士 ＋ 冖 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 折	士	折
玴	王 ＋ 廿 ＋ 折	王	折
鷧	士 ＋ 冖 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 鳥	士	鳥
壱	士 ＋ 冖 ＋ 匕	士	匕
噞	口 ＋ 全字头 ＋ 一 ＋ 口 ＋ 口 ＋ 人 ＋ 人	口	人
喭	口 ＋ 立 ＋ 丿 ＋ 彡	口	彡
啱	口 ＋ 山 ＋ 石	口	石
嚥	口 ＋ 廿 ＋ 口 ＋ 北字旁 ＋ 匕 ＋ 灬	口	灬
姲	女 ＋ 宀 ＋ 女	女	女
娮	女 ＋ 言	女	言
詽	言 ＋ 一 ＋ 𠂇 ＋ 干	言	干
娫	女 ＋ 撇 ＋ ⺊ ＋ 折 ＋ 廴	女	廴
焔	火 ＋ ⺈ ＋ 丨 ＋ 日	火	日
焑	火 ＋ 囗 ＋ 木	火	木
褗	衤 ＋ 匚 ＋ 日 ＋ 女	衤	女
篶	⺮ ＋ 正 ＋ 一 ＋ 折 ＋ 灬	⺮	灬
渷	氵 ＋ 亠 ＋ 八 ＋ 口 ＋ 儿	氵	儿
灎	氵 ＋ 由 ＋ 丨 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 土 ＋ 厶 ＋ 皿	氵	皿
葕	艹 ＋ 彳 ＋ 氵 ＋ 一 ＋ 丁	艹	丁
莚	艹 ＋ 撇 ＋ ⺊ ＋ 折 ＋ 廴	艹	廴
齞	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 口 ＋ 八	止	八
齴	止 ＋ 人 ＋ 人 ＋ 一 ＋ 人 ＋ 人 ＋ 凵 ＋ 立 ＋ 丿 ＋ 彡	止	彡
嬊	廿 ＋ 口 ＋ 北字旁 ＋ 匕 ＋ 女	廿	女
牪	牜 ＋ 牛	牜	牛
酀	廿 ＋ 口 ＋ 北字旁 ＋ 匕 ＋ 灬 ＋ 阝	廿	阝
阭	阝 ＋ 厶 ＋ 儿	阝	儿
嵓	山 ＋ 口 ＋ 口 ＋ 口	山	口
巘	山 ＋ 卜 ＋ 厂 ＋ 七 ＋ 一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨 ＋ 犬	山	犬
巚	山 ＋ 卜 ＋ 厂 ＋ 七 ＋ 一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨 ＋ 犬	山	犬
巌	山 ＋ 丶 ＋ 丷 ＋ 厂 ＋ 折 ＋ 耳 ＋ 攵	山	攵
巖	山 ＋ 口 ＋ 口 ＋ 厂 ＋ 折 ＋ 耳 ＋ 攵	山	攵
巗	山 ＋ 口 ＋ 口 ＋ 厂 ＋ 折 ＋ 耳 ＋ 攵	山	攵
麣	广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 比左 ＋ 口 ＋ 口 ＋ 厂 ＋ 折 ＋ 耳 ＋ 攵	广	攵
嵃	山 ＋ 立 ＋ 丿 ＋ 彡	山	彡
嶖	山 ＋ 全字头 ＋ 一 ＋ 口 ＋ 习 ＋ 习	山	习
檿	厂 ＋ 日 ＋ ⺝ ＋ 犬 ＋ 木	厂	木
鴈	厂 ＋ 亻 ＋ 鳥	厂	鳥
騴	馬 ＋ 日 ＋ 宀 ＋ 女	馬	女
乵	辛 ＋ 折	辛	折
醼	酉 ＋ 廿 ＋ 口 ＋ 北字旁 ＋ 匕 ＋ 灬	酉	灬
妟	日 ＋ 女	日	女
暥	日 ＋ 日 ＋ 宀 ＋ 女	日	女
曕	日 ＋ ⺈ ＋ 厂 ＋ 八 ＋ 言	日	言
曮	日 ＋ 口 ＋ 口 ＋ 厂 ＋ 折 ＋ 耳 ＋ 攵	日	攵
鬳	卜 ＋ 厂 ＋ 七 ＋ 一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨	卜	丨
愝	忄 ＋ 匚 ＋ 日 ＋ 女	忄	女
硏	石 ＋ 一 ＋ 𠂇 ＋ 干	石	干
礹	石 ＋ 口 ＋ 口 ＋ 厂 ＋ 折 ＋ 耳 ＋ 攵	石	攵
匽	匚 ＋ 日 ＋ 女	匚	女
剦	大 ＋ 电 ＋ 刂	大	刂
偐	亻 ＋ 立 ＋ 丿 ＋ 彡	亻	彡
偣	亻 ＋ 音	亻	音
鶠	匚 ＋ 日 ＋ 女 ＋ 鳥	匚	鳥
厳	丶 ＋ 丷 ＋ 厂 ＋ 折 ＋ 耳 ＋ 攵	丶	攵
鰋	魚 ＋ 匚 ＋ 日 ＋ 女	魚	女
觾	⺈ ＋ 用 ＋ 廿 ＋ 口 ＋ 北字旁 ＋ 匕 ＋ 灬	⺈	灬
樮	木 ＋ 覀 ＋ 火	木	火
黤	黑 ＋ 大 ＋ 电	黑	电
櫩	木 ＋ 門 ＋ ⺈ ＋ 臼	木	臼
欕	木 ＋ 口 ＋ 口 ＋ 厂 ＋ 折 ＋ 耳 ＋ 攵	木	攵
椼	木 ＋ 彳 ＋ 氵 ＋ 一 ＋ 丁	木	丁
楌	木 ＋ 立 ＋ 丿 ＋ 彡	木	彡
黭	黑 ＋ 全字头 ＋ 一 ＋ 口 ＋ 廾	黑	廾
黫	黑 ＋ 覀 ＋ 土	黑	土
躽	身 ＋ 匚 ＋ 日 ＋ 女	身	女
軅	身 ＋ 厂 ＋ 亻 ＋ 隹	身	隹
壛	土 ＋ 門 ＋ ⺈ ＋ 臼	土	臼
壧	土 ＋ 口 ＋ 口 ＋ 厂 ＋ 折 ＋ 耳 ＋ 攵	土	攵
珚	王 ＋ 囗 ＋ 大	王	大
塩	土 ＋ 𠂉 ＋ 口 ＋ 皿	土	皿
孆	女 ＋ 目 ＋ 八 ＋ 目 ＋ 八 ＋ 女	女	女
褮	火 ＋ 火 ＋ 冖 ＋ 衣	火	衣
罃	火 ＋ 火 ＋ 冖 ＋ 缶	火	缶
瀯	氵 ＋ 火 ＋ 火 ＋ 冖 ＋ 口 ＋ 口	氵	口
瀴	氵 ＋ 目 ＋ 八 ＋ 目 ＋ 八 ＋ 女	氵	女
濙	氵 ＋ 火 ＋ 火 ＋ 冖 ＋ 火	氵	火
灐	氵 ＋ 火 ＋ 火 ＋ 冖 ＋ 金	氵	金
渶	氵 ＋ 艹 ＋ 贝字框 ＋ 大	氵	大
灜	氵 ＋ 亡 ＋ 口 ＋ 月 ＋ 目 ＋ 八 ＋ 凡	氵	凡
濚	氵 ＋ 火 ＋ 火 ＋ 冖 ＋ 木	氵	木
溋	氵 ＋ 乃 ＋ 又 ＋ 皿	氵	皿
蘡	艹 ＋ 目 ＋ 八 ＋ 目 ＋ 八 ＋ 女	艹	女
藀	艹 ＋ 火 ＋ 火 ＋ 冖 ＋ 火	艹	火
萾	艹 ＋ 乃 ＋ 又 ＋ 皿	艹	皿
绬	纟 ＋ 艹 ＋ 贝字框 ＋ 大	纟	大
孾	子 ＋ 目 ＋ 八 ＋ 目 ＋ 八 ＋ 女	子	女
蝿	虫 ＋ 日 ＋ 电	虫	电
蝧	虫 ＋ 艹 ＋ 贝字框 ＋ 大	虫	大
鐛	全字头 ＋ 金字底 ＋ 日 ＋ 亠 ＋ 口 ＋ 小	全字头	小
韺	音 ＋ 艹 ＋ 贝字框 ＋ 大	音	大
譻	目 ＋ 八 ＋ 目 ＋ 八 ＋ 言	目	言
賏	目 ＋ 八 ＋ 目 ＋ 八	目	八
鑍	目 ＋ 八 ＋ 目 ＋ 八 ＋ 金	目	金
鷪	目 ＋ 目 ＋ 冖 ＋ 鳥	目	鳥
噟	广 ＋ 亻 ＋ 隹 ＋ 口	广	口
巊	山 ＋ 目 ＋ 八 ＋ 目 ＋ 八 ＋ 女	山	女
廮	广 ＋ 目 ＋ 八 ＋ 目 ＋ 八 ＋ 女	广	女
応	广 ＋ 心	广	心
耺	耳 ＋ 二 ＋ 厶	耳	厶
攍	扌 ＋ 亡 ＋ 口 ＋ 月 ＋ 女 ＋ 凡	扌	凡
摬	扌 ＋ 音 ＋ 儿	扌	儿
纓	幺 ＋ 丶 ＋ 丶 ＋ 丶 ＋ 目 ＋ 八 ＋ 目 ＋ 八 ＋ 女	幺	女
盁	乃 ＋ 皿	乃	皿
礯	石 ＋ 火 ＋ 火 ＋ 冖 ＋ 糸	石	糸
愥	忄 ＋ 艹 ＋ 贝字框 ＋ 大	忄	大
偀	亻 ＋ 艹 ＋ 贝字框 ＋ 大	亻	大
営	学无子 ＋ 口 ＋ 口	学无子	口
蛍	学无子 ＋ 虫	学无子	虫
櫿	木 ＋ 火 ＋ 火 ＋ 冖 ＋ 口 ＋ 口	木	口
梬	木 ＋ 由 ＋ 一 ＋ 折	木	折
穎	匕 ＋ 禾 ＋ 一 ＋ 自 ＋ 八	匕	八
軈	身 ＋ 广 ＋ 亻 ＋ 隹 ＋ 心	身	心
膡	月 ＋ 龹 ＋ 目	月	目
珱	王 ＋ 丶 ＋ 丷 ＋ 女	王	女
剈	口 ＋ ⺝ ＋ 刂	口	刂
噮	口 ＋ 罒 ＋ 一 ＋ 口 ＋ 𧘇	口	𧘇
嬽	女 ＋ 罒 ＋ 罒 ＋ 丨 ＋ 匚 ＋ 大	女	大
媴	女 ＋ 土 ＋ 口 ＋ 𧘇	女	𧘇
裫	衤 ＋ 乔字底 ＋ 丨 ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 一 ＋ 丨	衤	丨
褤	衤 ＋ 土 ＋ 口 ＋ 𧘇	衤	𧘇
笎	⺮ ＋ 一 ＋ 兀	⺮	兀
渆	氵 ＋ 丷 ＋ 一 ＋ 廾 ＋ 刂	氵	刂
鼝	氵 ＋ 乔字底 ＋ 丨 ＋ 一 ＋ 折 ＋ 一 ＋ 折 ＋ 一 ＋ 丨 ＋ 士 ＋ 口 ＋ 丷 ＋ 一 ＋ 支	氵	支
渁	氵 ＋ 水 ＋ 水	氵	水
灁	氵 ＋ 門 ＋ 白 ＋ 水	氵	水
溒	氵 ＋ 土 ＋ 口 ＋ 𧘇	氵	𧘇
蒬	艹 ＋ 冖 ＋ 兔	艹	兔
獂	犭 ＋ 厂 ＋ 白 ＋ 小	犭	小
猨	犭 ＋ 爫 ＋ 一 ＋ 𠂇 ＋ 又	犭	又
寃	宀 ＋ 兔	宀	兔
鵷	宀 ＋ 夕 ＋ 㔾 ＋ 鳥	宀	鳥
蝯	虫 ＋ 爫 ＋ 一 ＋ 𠂇 ＋ 又	虫	又
蝝	虫 ＋ 折 ＋ 折 ＋ 豕	虫	豕
鎱	全字头 ＋ 金字底 ＋ 土 ＋ 口 ＋ 𧘇	全字头	𧘇
邍	夂 ＋ 田 ＋ 录字头 ＋ 氺 ＋ 辶	夂	辶
鈨	全字头 ＋ 金字底 ＋ 一 ＋ 兀	全字头	兀
