汉字	完整拆分	首根	末根
钧	钅 ＋ 勹 ＋ 冫	钅	冫
钨	钅 ＋ 乌	钅	乌
钩	钅 ＋ 勹 ＋ 厶	钅	厶
钪	钅 ＋ 亠 ＋ 几	钅	几
钫	钅 ＋ 方	钅	方
钬	钅 ＋ 火	钅	火
钭	钅 ＋ 冬字底 ＋ 十	钅	十
钮	钅 ＋ 折 ＋ 土	钅	土
钯	钅 ＋ 巴	钅	巴
钰	钅 ＋ 玉	钅	玉
钱	钅 ＋ 戋	钅	戋
钲	钅 ＋ 正	钅	正
钳	钅 ＋ 甘	钅	甘
钴	钅 ＋ 十 ＋ 口	钅	口
钵	钅 ＋ 木 ＋ 一	钅	一
钷	钅 ＋ 匚 ＋ 口	钅	口
钹	钅 ＋ 𠂇 ＋ 又 ＋ 丶	钅	丶
钺	钅 ＋ 戉	钅	戉
钻	钅 ＋ ⺊ ＋ 口	钅	口
钼	钅 ＋ 目	钅	目
钽	钅 ＋ 日 ＋ 一	钅	一
钾	钅 ＋ 甲	钅	甲
钿	钅 ＋ 田	钅	田
铀	钅 ＋ 由	钅	由
铁	钅 ＋ 失	钅	失
铂	钅 ＋ 白	钅	白
铃	钅 ＋ 令	钅	令
铄	钅 ＋ 乐	钅	乐
铅	钅 ＋ 几 ＋ 口	钅	口
铆	钅 ＋ 卯	钅	卯
铈	钅 ＋ 亠 ＋ 巾	钅	巾
铉	钅 ＋ 亠 ＋ 幺	钅	幺
铊	钅 ＋ 宀 ＋ 匕	钅	匕
铋	钅 ＋ 必	钅	必
铌	钅 ＋ 尸 ＋ 匕	钅	匕
铍	钅 ＋ 皮	钅	皮
铎	钅 ＋ 又 ＋ 举字底	钅	举字底
铏	钅 ＋ 一 ＋ 廾 ＋ 刂	钅	刂
铐	钅 ＋ 耂 ＋ 一 ＋ 折	钅	折
铑	钅 ＋ 耂 ＋ 匕	钅	匕
铒	钅 ＋ 耳	钅	耳
铕	钅 ＋ 𠂇 ＋ ⺝	钅	⺝
铖	钅 ＋ 戊 ＋ 折	钅	折
铗	钅 ＋ 一 ＋ 丷 ＋ 大	钅	大
铘	钅 ＋ 牙 ＋ 阝	钅	阝
铙	钅 ＋ 一 ＋ 折 ＋ 撇 ＋ 兀	钅	兀
铚	钅 ＋ 至	钅	至
铛	钅 ＋ ⺌ ＋ 彐	钅	彐
铜	钅 ＋ 冂 ＋ 一 ＋ 口	钅	口
铝	钅 ＋ 口 ＋ 口	钅	口
铞	钅 ＋ 口 ＋ 巾	钅	巾
铟	钅 ＋ 囗 ＋ 大	钅	大
铠	钅 ＋ 山 ＋ 己	钅	己
铡	钅 ＋ 贝 ＋ 刂	钅	刂
铢	钅 ＋ 朱	钅	朱
铣	钅 ＋ ⺧ ＋ 儿	钅	儿
铤	钅 ＋ 壬 ＋ 廴	钅	廴
铥	钅 ＋ 撇 ＋ 土 ＋ 厶	钅	厶
铧	钅 ＋ 亻 ＋ 𠤎 ＋ 十	钅	十
铨	钅 ＋ 全字头 ＋ 王	钅	王
铩	钅 ＋ 㐅 ＋ 一 ＋ 小	钅	小
铪	钅 ＋ 全字头 ＋ 一 ＋ 口	钅	口
铫	钅 ＋ 冫 ＋ 冫 ＋ 儿	钅	儿
铬	钅 ＋ 各	钅	各
铭	钅 ＋ 夕 ＋ 口	钅	口
铮	钅 ＋ ⺈ ＋ 争字底	钅	争字底
铯	钅 ＋ ⺈ ＋ 巴	钅	巴
铰	钅 ＋ 亠 ＋ 八 ＋ 㐅	钅	㐅
铱	钅 ＋ 衣	钅	衣
铲	钅 ＋ 立 ＋ 丿	钅	丿
铳	钅 ＋ 亠 ＋ 厶 ＋ 儿	钅	儿
铴	钅 ＋ 氵 ＋ 𠃓	钅	𠃓
铵	钅 ＋ 宀 ＋ 女	钅	女
银	钅 ＋ 艮	钅	艮
铷	钅 ＋ 女 ＋ 口	钅	口
铸	钅 ＋ 三 ＋ 丿 ＋ 寸	钅	寸
铹	钅 ＋ 艹 ＋ 冖 ＋ 力	钅	力
铺	钅 ＋ 甫	钅	甫
铻	钅 ＋ 五 ＋ 口	钅	口
铼	钅 ＋ 来	钅	来
铽	钅 ＋ 弋 ＋ 心	钅	心
链	钅 ＋ 车 ＋ 辶	钅	辶
铿	钅 ＋ 丨 ＋ 丨 ＋ 又 ＋ 土	钅	土
销	钅 ＋ ⺌ ＋ ⺝	钅	⺝
锁	钅 ＋ ⺌ ＋ 贝	钅	贝
锂	钅 ＋ 里	钅	里
锃	钅 ＋ 口 ＋ 王	钅	王
锄	钅 ＋ 且 ＋ 力	钅	力
锅	钅 ＋ 口 ＋ 冂 ＋ 人	钅	人
锆	钅 ＋ ⺧ ＋ 口	钅	口
锇	钅 ＋ 撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	钅	戈
锈	钅 ＋ 禾 ＋ 乃	钅	乃
锉	钅 ＋ 人 ＋ 人 ＋ 土	钅	土
锊	钅 ＋ 爫 ＋ 寸	钅	寸
锋	钅 ＋ 夂 ＋ 丰	钅	丰
锌	钅 ＋ 辛	钅	辛
锍	钅 ＋ 亠 ＋ 厶 ＋ 荒字底	钅	荒字底
锎	钅 ＋ 门 ＋ 一 ＋ 廾	钅	廾
锏	钅 ＋ 门 ＋ 日	钅	日
锐	钅 ＋ 丷 ＋ 口 ＋ 儿	钅	儿
锑	钅 ＋ 弟	钅	弟
锒	钅 ＋ 丶 ＋ 艮	钅	艮
锓	钅 ＋ 彐 ＋ 冖 ＋ 又	钅	又
锔	钅 ＋ 尸 ＋ 折 ＋ 口	钅	口
锕	钅 ＋ 阝 ＋ 可	钅	可
锖	钅 ＋ 龶 ＋ ⺝	钅	⺝
锗	钅 ＋ 耂 ＋ 日	钅	日
锘	钅 ＋ 艹 ＋ 𠂇 ＋ 口	钅	口
错	钅 ＋ 龷 ＋ 日	钅	日
锚	钅 ＋ 艹 ＋ 田	钅	田
锛	钅 ＋ 大 ＋ 十 ＋ 廾	钅	廾
锜	钅 ＋ 大 ＋ 可	钅	可
锝	钅 ＋ 日 ＋ 一 ＋ 寸	钅	寸
锞	钅 ＋ 果	钅	果
锟	钅 ＋ 日 ＋ 比左 ＋ 匕	钅	匕
锡	钅 ＋ 日 ＋ 勿	钅	勿
锢	钅 ＋ 囗 ＋ 十 ＋ 口	钅	口
锣	钅 ＋ 罒 ＋ 夕	钅	夕
锤	钅 ＋ 千 ＋ 龷 ＋ 一	钅	一
锥	钅 ＋ 隹	钅	隹
锦	钅 ＋ 白 ＋ 巾	钅	巾
锧	钅 ＋ 𠂆 ＋ 十 ＋ 贝	钅	贝
锨	钅 ＋ 斤 ＋ ⺈ ＋ 人	钅	人
锩	钅 ＋ 龹 ＋ 㔾	钅	㔾
锪	钅 ＋ 勿 ＋ 心	钅	心
锫	钅 ＋ 立 ＋ 口	钅	口
锬	钅 ＋ 火 ＋ 火	钅	火
锭	钅 ＋ 宀 ＋ 定字底	钅	定字底
键	钅 ＋ 聿 ＋ 廴	钅	廴
锯	钅 ＋ 尸 ＋ 十 ＋ 口	钅	口
锰	钅 ＋ 子 ＋ 皿	钅	皿
锱	钅 ＋ 巛 ＋ 田	钅	田
锲	钅 ＋ 丰 ＋ 刀 ＋ 大	钅	大
锳	钅 ＋ 艹 ＋ 贝字框 ＋ 大	钅	大
锴	钅 ＋ 比左 ＋ 匕 ＋ 白	钅	白
锵	钅 ＋ 丬 ＋ 夕 ＋ 寸	钅	寸
锶	钅 ＋ 田 ＋ 心	钅	心
锷	钅 ＋ 口 ＋ 口 ＋ 二 ＋ 折	钅	折
锸	钅 ＋ 千 ＋ 臼	钅	臼
锹	钅 ＋ 禾 ＋ 火	钅	火
锺	钅 ＋ 千 ＋ 里	钅	里
锻	钅 ＋ 撇 ＋ ⺊ ＋ 二 ＋ 殳	钅	殳
锼	钅 ＋ 叟字头 ＋ 又	钅	又
锽	钅 ＋ 白 ＋ 王	钅	王
锾	钅 ＋ 爫 ＋ 一 ＋ 𠂇 ＋ 又	钅	又
锿	钅 ＋ 衣 ＋ 口	钅	口
镀	钅 ＋ 广 ＋ 廿 ＋ 又	钅	又
镁	钅 ＋ 𦍌 ＋ 大	钅	大
镂	钅 ＋ 米 ＋ 女	钅	女
镃	钅 ＋ 丷 ＋ 一 ＋ 幺 ＋ 幺	钅	幺
镄	钅 ＋ 弗 ＋ 贝	钅	贝
镅	钅 ＋ 尸 ＋ 丨 ＋ 目	钅	目
镆	钅 ＋ 莫	钅	莫
镇	钅 ＋ 十 ＋ 具字头 ＋ 八	钅	八
镈	钅 ＋ 甫 ＋ 寸	钅	寸
镉	钅 ＋ 一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨	钅	丨
镊	钅 ＋ 耳 ＋ 又 ＋ 又	钅	又
镋	钅 ＋ 党字头 ＋ 口 ＋ 儿	钅	儿
镌	钅 ＋ 隹 ＋ 乃	钅	乃
镍	钅 ＋ 自 ＋ 木	钅	木
镎	钅 ＋ 全字头 ＋ 一 ＋ 口 ＋ 手	钅	手
镏	钅 ＋ 留字头 ＋ 田	钅	田
镐	钅 ＋ 亠 ＋ 口 ＋ 冂 ＋ 口	钅	口
镑	钅 ＋ 帝字头 ＋ 方	钅	方
镒	钅 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	钅	皿
镓	钅 ＋ 宀 ＋ 豕	钅	豕
镔	钅 ＋ 宀 ＋ 丘 ＋ 八	钅	八
镕	钅 ＋ 宀 ＋ 八 ＋ 全字头 ＋ 口	钅	口
镖	钅 ＋ 覀 ＋ 示	钅	示
镗	钅 ＋ 党字头 ＋ 口 ＋ 土	钅	土
镘	钅 ＋ 日 ＋ 罒 ＋ 又	钅	又
镚	钅 ＋ 山 ＋ 月 ＋ 月	钅	月
镛	钅 ＋ 广 ＋ 肀 ＋ 用	钅	用
镜	钅 ＋ 音 ＋ 儿	钅	儿
镝	钅 ＋ 亠 ＋ 丷 ＋ 冂 ＋ 十 ＋ 口	钅	口
镞	钅 ＋ 方 ＋ 𠂉 ＋ 矢	钅	矢
镠	钅 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	钅	彡
镡	钅 ＋ 覀 ＋ 日 ＋ 十	钅	十
镢	钅 ＋ 厂 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人	钅	人
镣	钅 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	钅	小
镤	钅 ＋ 业 ＋ 养字头	钅	养字头
镥	钅 ＋ 鱼 ＋ 日	钅	日
镦	钅 ＋ 亠 ＋ 口 ＋ 子 ＋ 攵	钅	攵
镧	钅 ＋ 门 ＋ 柬	钅	柬
镨	钅 ＋ 丷 ＋ 亚 ＋ 日	钅	日
镩	钅 ＋ 宀 ＋ 八 ＋ 口 ＋ 口 ＋ 丨	钅	丨
镪	钅 ＋ 弓 ＋ 口 ＋ 虫	钅	虫
镫	钅 ＋ 癶 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	钅	一
镬	钅 ＋ 艹 ＋ 隹 ＋ 又	钅	又
镭	钅 ＋ ⻗ ＋ 田	钅	田
镮	钅 ＋ 罒 ＋ 一 ＋ 口 ＋ 𧘇	钅	𧘇
镯	钅 ＋ 罒 ＋ 勹 ＋ 虫	钅	虫
镰	钅 ＋ 广 ＋ 兼	钅	兼
镱	钅 ＋ 音 ＋ 心	钅	心
镲	钅 ＋ 宀 ＋ 祭字头 ＋ 示	钅	示
镳	钅 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 灬	钅	灬
镴	钅 ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	钅	折
镵	钅 ＋ ⺈ ＋ 口 ＋ 比左 ＋ 匕 ＋ 兔	钅	兔
镶	钅 ＋ 襄	钅	襄
长	长	长	长
门	门	门	门
闩	门 ＋ 一	门	一
闪	门 ＋ 人	门	人
闫	门 ＋ 三	门	三
闭	门 ＋ 才	门	才
问	门 ＋ 口	门	口
闯	门 ＋ 马	门	马
闰	门 ＋ 王	门	王
闱	门 ＋ 韦	门	韦
闲	门 ＋ 木	门	木
闳	门 ＋ 𠂇 ＋ 厶	门	厶
间	门 ＋ 日	门	日
闵	门 ＋ 亠 ＋ 㐅	门	㐅
闶	门 ＋ 亠 ＋ 几	门	几
闷	门 ＋ 心	门	心
闸	门 ＋ 甲	门	甲
闹	门 ＋ 亠 ＋ 巾	门	巾
闺	门 ＋ 土 ＋ 土	门	土
闻	门 ＋ 耳	门	耳
闼	门 ＋ 大 ＋ 辶	门	辶
闽	门 ＋ 虫	门	虫
闾	门 ＋ 口 ＋ 口	门	口
闿	门 ＋ 山 ＋ 己	门	己
阀	门 ＋ 亻 ＋ 戈	门	戈
阁	门 ＋ 各	门	各
阂	门 ＋ 亥	门	亥
阃	门 ＋ 囗 ＋ 木	门	木
阄	门 ＋ 龟	门	龟
阅	门 ＋ 丷 ＋ 口 ＋ 儿	门	儿
阆	门 ＋ 丶 ＋ 艮	门	艮
阇	门 ＋ 耂 ＋ 日	门	日
阈	门 ＋ 戈 ＋ 口 ＋ 一	门	一
阉	门 ＋ 大 ＋ 电	门	电
阊	门 ＋ 日 ＋ 日	门	日
阋	门 ＋ 臼 ＋ 儿	门	儿
阌	门 ＋ 爫 ＋ 冖 ＋ 又	门	又
阍	门 ＋ 氏 ＋ 日	门	日
阎	门 ＋ ⺈ ＋ 臼	门	臼
阏	门 ＋ 方 ＋ 全字头 ＋ 冬字底	门	冬字底
阐	门 ＋ 单	门	单
阑	门 ＋ 柬	门	柬
阒	门 ＋ 目 ＋ 犬	门	犬
阔	门 ＋ 氵 ＋ 千 ＋ 口	门	口
阕	门 ＋ 癶 ＋ 天	门	天
阖	门 ＋ 土 ＋ 厶 ＋ 皿	门	皿
阗	门 ＋ 十 ＋ 具字头 ＋ 八	门	八
阘	门 ＋ 日 ＋ 习 ＋ 习	门	习
阙	门 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人	门	人
阚	门 ＋ 折 ＋ 耳 ＋ 攵	门	攵
阜	𠂤 ＋ 十	𠂤	十
队	阝 ＋ 人	阝	人
阡	阝 ＋ 千	阝	千
阪	阝 ＋ 𠂆 ＋ 又	阝	又
阮	阝 ＋ 一 ＋ 兀	阝	兀
阱	阝 ＋ 井	阝	井
防	阝 ＋ 方	阝	方
阳	阝 ＋ 日	阝	日
阴	阝 ＋ 月	阝	月
阵	阝 ＋ 车	阝	车
阶	阝 ＋ 全字头 ＋ 乔字底	阝	乔字底
阻	阝 ＋ 且	阝	且
阼	阝 ＋ 乍	阝	乍
阽	阝 ＋ ⺊ ＋ 口	阝	口
阿	阝 ＋ 可	阝	可
陀	阝 ＋ 宀 ＋ 匕	阝	匕
陂	阝 ＋ 皮	阝	皮
附	阝 ＋ 付	阝	付
际	阝 ＋ 示	阝	示
陆	阝 ＋ 二 ＋ 山	阝	山
陇	阝 ＋ 龙	阝	龙
陈	阝 ＋ 东	阝	东
陉	阝 ＋ 𢀖	阝	𢀖
陋	阝 ＋ 一 ＋ 冂 ＋ 人 ＋ 折	阝	折
陌	阝 ＋ 一 ＋ 白	阝	白
降	阝 ＋ 夂 ＋ 㐄	阝	㐄
陎	阝 ＋ 朱	阝	朱
限	阝 ＋ 艮	阝	艮
陑	阝 ＋ 而	阝	而
陔	阝 ＋ 亥	阝	亥
陕	阝 ＋ 一 ＋ 丷 ＋ 大	阝	大
陛	阝 ＋ 比左 ＋ 匕 ＋ 土	阝	土
陞	阝 ＋ 撇 ＋ 廾 ＋ 土	阝	土
陟	阝 ＋ 止 ＋ 丨 ＋ 丿 ＋ 丿	阝	丿
陡	阝 ＋ 走	阝	走
院	阝 ＋ 宀 ＋ 一 ＋ 兀	阝	兀
除	阝 ＋ 全字头 ＋ 于 ＋ 八	阝	八
陧	阝 ＋ 日 ＋ 土	阝	土
陨	阝 ＋ 口 ＋ 贝	阝	贝
险	阝 ＋ 全字头 ＋ 一 ＋ 应字心	阝	应字心
陪	阝 ＋ 立 ＋ 口	阝	口
陬	阝 ＋ 耳 ＋ 又	阝	又
陲	阝 ＋ 千 ＋ 龷 ＋ 一	阝	一
陴	阝 ＋ 白 ＋ 丿 ＋ 十	阝	十
陵	阝 ＋ 土 ＋ 八 ＋ 夂	阝	夂
陶	阝 ＋ 勹 ＋ 缶	阝	缶
陷	阝 ＋ ⺈ ＋ 臼	阝	臼
隃	阝 ＋ 全字头 ＋ 一 ＋ ⺝ ＋ 刂	阝	刂
隅	阝 ＋ 日 ＋ 禺字底	阝	禺字底
隆	阝 ＋ 夂 ＋ 一 ＋ 生	阝	生
隈	阝 ＋ 田 ＋ 畏下	阝	畏下
隋	阝 ＋ 𠂇 ＋ 工 ＋ ⺝	阝	⺝
隍	阝 ＋ 白 ＋ 王	阝	王
随	阝 ＋ 𠂇 ＋ ⺝ ＋ 辶	阝	辶
隐	阝 ＋ ⺈ ＋ 彐 ＋ 心	阝	心
隔	阝 ＋ 一 ＋ 口 ＋ 冂 ＋ 丷 ＋ 一 ＋ 丨	阝	丨
隗	阝 ＋ 鬼	阝	鬼
隘	阝 ＋ 丷 ＋ 一 ＋ 八 ＋ 皿	阝	皿
隙	阝 ＋ 小 ＋ 日 ＋ 小	阝	小
障	阝 ＋ 音 ＋ 十	阝	十
隧	阝 ＋ 丷 ＋ 豕 ＋ 辶	阝	辶
隩	阝 ＋ 丿 ＋ 冂 ＋ 米 ＋ 大	阝	大
隰	阝 ＋ 日 ＋ 幺 ＋ 幺 ＋ 灬	阝	灬
隳	阝 ＋ 𠂇 ＋ 工 ＋ ⺝ ＋ 全字头 ＋ ⺗	阝	⺗
隶	争字底 ＋ 氺	争字底	氺
隹	隹	隹	隹
隺	冖 ＋ 隹	冖	隹
隼	隹 ＋ 十	隹	十
隽	隹 ＋ 乃	隹	乃
难	又 ＋ 隹	又	隹
雀	小 ＋ 隹	小	隹
雁	厂 ＋ 亻 ＋ 隹	厂	隹
雄	𠂇 ＋ 厶 ＋ 隹	𠂇	隹
雅	牙 ＋ 隹	牙	隹
集	隹 ＋ 木	隹	木
雇	户 ＋ 隹	户	隹
雉	矢 ＋ 隹	矢	隹
雊	勹 ＋ 口 ＋ 隹	勹	隹
雌	止 ＋ 比左 ＋ 隹	止	隹
雍	亠 ＋ 乡 ＋ 隹	亠	隹
雎	且 ＋ 隹	且	隹
雏	⺈ ＋ 彐 ＋ 隹	⺈	隹
雒	各 ＋ 隹	各	隹
雕	⺆ ＋ 土 ＋ 口 ＋ 隹	⺆	隹
雠	隹 ＋ 讠 ＋ 隹	隹	隹
雨	雨	雨	雨
雩	⻗ ＋ 二 ＋ 折	⻗	折
雪	⻗ ＋ 彐	⻗	彐
雯	⻗ ＋ 亠 ＋ 㐅	⻗	㐅
雱	⻗ ＋ 方	⻗	方
雳	⻗ ＋ 厂 ＋ 力	⻗	力
零	⻗ ＋ 令	⻗	令
雷	⻗ ＋ 田	⻗	田
雹	⻗ ＋ 勹 ＋ 巳	⻗	巳
雾	⻗ ＋ 夂 ＋ 力	⻗	力
需	⻗ ＋ 而	⻗	而
霁	⻗ ＋ 亠 ＋ 㐅 ＋ 乔字底	⻗	乔字底
霄	⻗ ＋ ⺌ ＋ ⺝	⻗	⺝
霅	⻗ ＋ 言	⻗	言
霆	⻗ ＋ 壬 ＋ 廴	⻗	廴
震	⻗ ＋ 辰	⻗	辰
霈	⻗ ＋ 氵 ＋ 一 ＋ 巾	⻗	巾
霉	⻗ ＋ 𠂉 ＋ 母	⻗	母
霍	⻗ ＋ 隹	⻗	隹
霎	⻗ ＋ 立 ＋ 女	⻗	女
霏	⻗ ＋ 非	⻗	非
霓	⻗ ＋ 臼 ＋ 儿	⻗	儿
霖	⻗ ＋ 木 ＋ 木	⻗	木
霜	⻗ ＋ 木 ＋ 目	⻗	目
霞	⻗ ＋ 折 ＋ 一 ＋ ⺊ ＋ 一 ＋ 折 ＋ 一 ＋ 又	⻗	又
霨	⻗ ＋ 尸 ＋ 示 ＋ 寸	⻗	寸
霪	⻗ ＋ 氵 ＋ 爫 ＋ 壬	⻗	壬
霭	⻗ ＋ 讠 ＋ 日 ＋ 匃	⻗	匃
霰	⻗ ＋ 龷 ＋ ⺝ ＋ 攵	⻗	攵
露	⻗ ＋ ⻊ ＋ 各	⻗	各
霸	⻗ ＋ 革 ＋ 月	⻗	月
霹	⻗ ＋ 尸 ＋ 口 ＋ 辛	⻗	辛
霾	⻗ ＋ 豸 ＋ 里	⻗	里
青	龶 ＋ ⺝	龶	⺝
靓	龶 ＋ ⺝ ＋ 见	龶	见
靖	立 ＋ 龶 ＋ ⺝	立	⺝
静	龶 ＋ ⺝ ＋ ⺈ ＋ 争字底	龶	争字底
靛	龶 ＋ ⺝ ＋ 宀 ＋ 定字底	龶	定字底
非	非	非	非
靠	⺧ ＋ 口 ＋ 非	⺧	非
靡	广 ＋ 木 ＋ 木 ＋ 非	广	非
面	面	面	面
靥	厂 ＋ 犬 ＋ 面	厂	面
革	革	革	革
靬	革 ＋ 干	革	干
靰	革 ＋ 兀	革	兀
靳	革 ＋ 斤	革	斤
靴	革 ＋ 亻 ＋ 𠤎	革	𠤎
靶	革 ＋ 巴	革	巴
靸	革 ＋ 及	革	及
靺	革 ＋ 末	革	末
靼	革 ＋ 日 ＋ 一	革	一
靽	革 ＋ 丷 ＋ 举字底	革	举字底
靿	革 ＋ 幺 ＋ 力	革	力
鞁	革 ＋ 皮	革	皮
鞅	革 ＋ 贝字框 ＋ 大	革	大
鞋	革 ＋ 土 ＋ 土	革	土
鞍	革 ＋ 宀 ＋ 女	革	女
鞑	革 ＋ 大 ＋ 辶	革	辶
鞒	革 ＋ 乔	革	乔
鞔	革 ＋ 免	革	免
鞘	革 ＋ ⺌ ＋ ⺝	革	⺝
鞠	革 ＋ 勹 ＋ 米	革	米
鞡	革 ＋ 扌 ＋ 立	革	立
鞣	革 ＋ 矛 ＋ 木	革	木
鞧	革 ＋ 丷 ＋ 酉	革	酉
鞨	革 ＋ 日 ＋ 匃	革	匃
鞫	革 ＋ 勹 ＋ 言	革	言
鞬	革 ＋ 聿 ＋ 廴	革	廴
鞭	革 ＋ 亻 ＋ 一 ＋ 日 ＋ 㐅	革	㐅
鞮	革 ＋ 日 ＋ 定字底	革	定字底
鞯	革 ＋ 艹 ＋ 在字框 ＋ 子	革	子
鞲	革 ＋ 𠀎 ＋ 冂 ＋ 土	革	土
鞳	革 ＋ 艹 ＋ 全字头 ＋ 一 ＋ 口	革	口
鞴	革 ＋ 龷 ＋ 丿 ＋ 甬字底	革	甬字底
韂	革 ＋ ⺈ ＋ 厂 ＋ 八 ＋ 言	革	言
韦	韦	韦	韦
韧	韦 ＋ 刃	韦	刃
韨	韦 ＋ 𠂇 ＋ 又 ＋ 丶	韦	丶
韩	十 ＋ 日 ＋ 十 ＋ 韦	十	韦
韪	日 ＋ 定字底 ＋ 韦	日	韦
韫	韦 ＋ 日 ＋ 皿	韦	皿
韬	韦 ＋ 爫 ＋ 臼	韦	臼
韭	非 ＋ 一	非	一
音	音	音	音
韵	音 ＋ 勹 ＋ 冫	音	冫
韶	音 ＋ 刀 ＋ 口	音	口
页	一 ＋ 丿 ＋ 贝	一	贝
顶	丁 ＋ 一 ＋ 丿 ＋ 贝	丁	贝
顷	比左 ＋ 一 ＋ 丿 ＋ 贝	比左	贝
顸	干 ＋ 一 ＋ 丿 ＋ 贝	干	贝
项	工 ＋ 一 ＋ 丿 ＋ 贝	工	贝
顺	川 ＋ 一 ＋ 丿 ＋ 贝	川	贝
须	彡 ＋ 一 ＋ 丿 ＋ 贝	彡	贝
顼	王 ＋ 一 ＋ 丿 ＋ 贝	王	贝
顽	一 ＋ 兀 ＋ 一 ＋ 丿 ＋ 贝	一	贝
顾	厂 ＋ 㔾 ＋ 一 ＋ 丿 ＋ 贝	厂	贝
顿	一 ＋ 凵 ＋ 折 ＋ 一 ＋ 丿 ＋ 贝	一	贝
颀	斤 ＋ 一 ＋ 丿 ＋ 贝	斤	贝
颁	八 ＋ 刀 ＋ 一 ＋ 丿 ＋ 贝	八	贝
颂	八 ＋ 厶 ＋ 一 ＋ 丿 ＋ 贝	八	贝
颃	亠 ＋ 几 ＋ 一 ＋ 丿 ＋ 贝	亠	贝
预	予 ＋ 一 ＋ 丿 ＋ 贝	予	贝
颅	⺊ ＋ 尸 ＋ 一 ＋ 丿 ＋ 贝	⺊	贝
领	令 ＋ 一 ＋ 丿 ＋ 贝	令	贝
颇	皮 ＋ 一 ＋ 丿 ＋ 贝	皮	贝
颈	𢀖 ＋ 一 ＋ 丿 ＋ 贝	𢀖	贝
颉	士 ＋ 口 ＋ 一 ＋ 丿 ＋ 贝	士	贝
颊	一 ＋ 丷 ＋ 大 ＋ 一 ＋ 丿 ＋ 贝	一	贝
颋	壬 ＋ 廴 ＋ 一 ＋ 丿 ＋ 贝	壬	贝
颌	全字头 ＋ 一 ＋ 口 ＋ 一 ＋ 丿 ＋ 贝	全字头	贝
颍	匕 ＋ 水 ＋ 一 ＋ 丿 ＋ 贝	匕	贝
颎	匕 ＋ 火 ＋ 一 ＋ 丿 ＋ 贝	匕	贝
颏	亥 ＋ 一 ＋ 丿 ＋ 贝	亥	贝
颐	𦣞 ＋ 一 ＋ 丿 ＋ 贝	𦣞	贝
频	止 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 一 ＋ 丿 ＋ 贝	止	贝
颓	禾 ＋ 几 ＋ 一 ＋ 丿 ＋ 贝	禾	贝
颔	今 ＋ 口 ＋ 一 ＋ 丿 ＋ 贝	今	贝
颖	匕 ＋ 禾 ＋ 一 ＋ 丿 ＋ 贝	匕	贝
颗	果 ＋ 一 ＋ 丿 ＋ 贝	果	贝
题	日 ＋ 定字底 ＋ 一 ＋ 丿 ＋ 贝	日	贝
颙	日 ＋ 禺字底 ＋ 一 ＋ 丿 ＋ 贝	日	贝
颚	口 ＋ 口 ＋ 二 ＋ 折 ＋ 一 ＋ 丿 ＋ 贝	口	贝
颛	山 ＋ 而 ＋ 一 ＋ 丿 ＋ 贝	山	贝
颜	立 ＋ 丿 ＋ 彡 ＋ 一 ＋ 丿 ＋ 贝	立	贝
额	宀 ＋ 各 ＋ 一 ＋ 丿 ＋ 贝	宀	贝
颞	耳 ＋ 又 ＋ 又 ＋ 一 ＋ 丿 ＋ 贝	耳	贝
颟	艹 ＋ 两 ＋ 一 ＋ 丿 ＋ 贝	艹	贝
颠	十 ＋ 具字头 ＋ 八 ＋ 一 ＋ 丿 ＋ 贝	十	贝
颡	又 ＋ 又 ＋ 又 ＋ 木 ＋ 一 ＋ 丿 ＋ 贝	又	贝
颢	日 ＋ 亠 ＋ 口 ＋ 小 ＋ 一 ＋ 丿 ＋ 贝	日	贝
颤	亠 ＋ 囗 ＋ 口 ＋ 日 ＋ 一 ＋ 一 ＋ 丿 ＋ 贝	亠	贝
颥	⻗ ＋ 而 ＋ 一 ＋ 丿 ＋ 贝	⻗	贝
颦	止 ＋ 丨 ＋ 丿 ＋ 丿 ＋ 一 ＋ 丿 ＋ 贝 ＋ 白 ＋ 丿 ＋ 十	止	十
颧	艹 ＋ 口 ＋ 口 ＋ 隹 ＋ 一 ＋ 丿 ＋ 贝	艹	贝
风	⺇ ＋ 㐅	⺇	㐅
飏	⺇ ＋ 㐅 ＋ 𠃓	⺇	𠃓
飐	⺇ ＋ 㐅 ＋ ⺊ ＋ 口	⺇	口
飑	⺇ ＋ 㐅 ＋ 勹 ＋ 巳	⺇	巳
飒	立 ＋ ⺇ ＋ 㐅	立	㐅
飓	⺇ ＋ 㐅 ＋ 具字头 ＋ 八	⺇	八
