aaa=1,啊啊啊
hjm=3,火鸡面
hjn=1,好几年
hjp=2,火箭炮
hjq=2,好价钱
hjq=3,缓解期
hjr=2,好几日
hjs=1,狠角色
hjs=2,婚介所
hjt=2,好几天
hjt=3,火箭筒
hju=1,候机室
hju=2,火炬手
hju=3,核技术
hjv=2,环境中
hjw=1,黄金屋
hjw=2,好几位
hjx=2,环境下
hjx=3,好记性
hjy=1,好几样
hjy=2,还将有
hjy=3,混经验
hjz=1,花架子
hjz=2,还健在
hjz=3,后劲足
hk=2,好看
hk=3,很快
hka=2,很可爱
hka=3,好可爱
hkb=1,户口本
hkb=2,很恐怖
hkb=3,户口簿
hkd=1,很快地
hkd=2,很肯定
hkd=3,汇款单
hkf=1,喝咖啡
hkf=2,后空翻
hkf=3,黑咖啡
hkg=1,很可观
hkg=2,航空港
hkh=1,喊口号
hkh=2,花括号
hkj=1,黑科技
hkj=2,很快就
hkj=3,航空局
hkk=2,很可靠
hkk=3,划框框
hkl=2,害苦了
hkn=1,很可能
hkn=2,还可能
hkp=1,很可怕
hkp=2,好可怕
hkq=2,缓口气
hkq=3,航空器
hkr=1,还款日
hkr=2,汇款人
hks=2,好开森
hkt=1,会客厅
hku=1,何况是
hku=2,会客室
hku=3,喝口水
hkx=1,很开心
hkx=2,很可惜
hkx=3,很可笑
hky=1,还可以
hky=2,很可以
hky=3,航空业
hl=2,回来
hl=3,后来
hlb=2,胡萝卜
hlb=3,好了吧
hld=2,后来的
hld=3,合理的
hlf=2,活雷锋
hlg=2,火龙果
hlg=3,欢乐谷
hlh=2,晃了晃
hlh=3,挥了挥
hlj=1,黑龙江
hlj=2,回老家
hlj=3,狐狸精
hlk=2,海陆空
hll=1,回来了
hll=2,轰隆隆
hll=3,灰溜溜
hlm=2,好了吗
hlm=3,红楼梦
hln=2,火烈鸟
hln=3,后两年
hlp=2,厚脸皮
hlp=3,黄脸婆
hlq=1,花力气
hlq=2,呼啦圈
hlq=3,火力圈
hlr=2,后来人
hls=2,黄绿色
hls=3,欢乐颂
hlt=2,昏了头
hlt=3,胡辣汤
hlu=2,黑历史
hlu=3,华莱士
hlv=2,后来者
hlw=2,互联网
hlw=3,好莱坞
hlx=2,合理性
hlx=3,厚礼蟹
hly=2,很乐意
hly=3,翰林院
hlz=1,哈喇子
hlz=2,还留在
hlz=3,话篓子
hm=1,后面
hm=2,号码
hmb=1,很明白
hmb=2,坏毛病
hmb=3,毫米波
hmc=1,花名册
hmd=1,黑名单
hmd=2,还没到
hmd=3,还没定
hme=1,黑木耳
hmf=1,很麻烦
hmf=2,好麻烦
hmg=1,哈密瓜
hmg=2,还没给
hmg=3,画面感
hmh=1,荒漠化
hmj=1,护目镜
hmj=2,喝闷酒
hmj=3,黄焖鸡
hmk=1,汗毛孔
hmk=2,毫毛孔
hml=1,花木兰
hmm=1,灰蒙蒙
hmm=2,黑蒙蒙
hmm=3,黑茫茫
hmn=1,画眉鸟
hmq=1,很明确
hmq=2,回马枪
hmq=3,豁免权
hmr=1,还没让
hmr=2,很茫然
hms=1,红霉素
hmt=1,海绵体
hmt=2,海马体
hmt=3,河漫滩
hmu=1,轰鸣声
hmu=2,海面上
hmu=3,画面上
hmw=1,还没玩
hmw=2,海明威
hmx=1,很明显
hmx=2,毁灭性
hmx=3,黄梅戏
hmy=1,还没有
hmy=2,鸿门宴
hmy=3,很满意
hmz=1,很满足
hmz=2,红帽子
hn=1,怀念
hnb=1,汉尼拔
hnc=1,湖南菜
hnd=1,很难得
hnd=2,海南岛
hnd=3,黄牛党
hne=1,好男儿
hng=1,还能够
hng=2,好你个
hng=3,很难过
hnh=1,华南虎
hnh=2,花鸟画
hnh=3,坏男孩
hni=1,喝奶茶
hnj=1,回娘家
hnk=1,很难看
hnk=2,好难看
hnk=3,贺年卡
hnl=1,很努力
hnl=2,活腻了
hnn=1,滑腻腻
hnp=1,贺年片
hnr=1,很难让
hnr=2,还能让
hnr=3,好男人
hnt=1,混凝土
hnt=2,很难听
hnu=1,后脑勺
hnu=2,还能是
hnu=3,河南省
hnw=1,海内外
hny=1,还能用
hnz=1,还能再
hnz=2,淮南子
hp=1,害怕
hp=2,和平
hpb=1,很普遍
hpb=2,横排版
hpd=1,害怕的
hpd=2,和平的
hpd=3,活泼的
hpe=1,黄牌儿
hpf=1,很佩服
hpf=2,黄皮肤
hpg=1,和平鸽
hpg=2,红苹果
hpg=3,黑苹果
hpi=1,红皮车
hpi=2,黄牌车
hpj=1,黄浦江
hpj=2,喝啤酒
hpj=3,和平奖
hpl=1,很漂亮
hpl=2,害怕了
hpl=3,好漂亮
hpm=1,海平面
hpm=2,横剖面
hpp=1,红扑扑
hpp=2,好怕怕
hpq=1,好脾气
hpq=2,坏脾气
hps=1,琥珀色
hps=2,活菩萨
hpt=1,很普通
hpu=1,红皮书
hpu=2,黄皮书
hpv=1,获批准
hpx=1,海平线
hpx=2,海螵蛸
hpy=1,好朋友
hpy=2,很便宜
hpy=3,好盆友
hpz=1,后排座
hq=1,回去
hq=2,获取
hq=3,好奇
hqb=1,回去吧
hqb=2,霍去病
hqb=3,华强北
hqd=1,好期待
hqd=2,很期待
hqd=3,很强大
hqf=1,回迁房
hqg=1,很奇怪
hqg=2,好奇怪
hqg=3,花千骨
hqi=1,很清楚
hqi=2,好去处
hql=1,回去了
hql=2,好起来
hql=3,合起来
hqm=1,横切面
hqm=2,黄曲霉
hqq=1,黑漆漆
hqq=2,黑黢黢
hqq=3,弧圈球
hqs=1,花青素
hqt=1,核潜艇
hqt=2,红蜻蜓
hqu=1,火枪手
hqu=2,换气扇
hqu=3,很清爽
hqx=1,好奇心
hqx=2,好清闲
hr=2,忽然
hrb=2,黄热病
hrb=3,黑热病
hrd=2,火热的
hrd=3,华容道
hri=2,害人虫
hrj=2,忽然间
hrj=3,害人精
hrk=1,好人卡
hrl=1,核燃料
hrn=2,好热闹
hru=2,后入式
hrv=1,很认真
hrv=2,好认真
hrw=2,还认为
hry=1,很容易
hry=2,好容易
hrz=1,好日子
hrz=2,混日子
hs=2,黑色
hs=3,红色
hsb=2,黑死病
hsb=3,海森堡
hsd=1,红丝带
hsg=2,毁三观
hsh=1,欢送会
hsl=2,黑松露
hsl=3,猴赛雷
hsp=2,贺岁片
hsq=1,何所求
hsr=2,害死人
hss=1,黑森森
hss=2,黑色素
hsu=2,还算是
hsw=1,汗酸味
hsy=1,毁所有
hsz=1,齁嗓子
ht=1,回头
ht=2,好听
ht=3,话题
htb=1,很特别
htb=2,航天部
htc=1,回头草
htd=1,黑土地
htd=2,糊涂蛋
htd=3,黄土地
htf=1,黑头发
htf=2,红头发
htf=3,黄头发
htg=1,合同工
htg=2,猴头菇
htg=3,恨天高
hth=1,皇太后
hth=2,海棠花
hth=3,很听话
hti=1,火腿肠
hti=2,糊涂虫
htj=1,航天局
htj=2,回头见
htj=3,回趟家
htk=1,回头客
htk=2,回头看
htk=3,褐铁矿
htl=1,回头路
htl=2,回头率
htl=3,灰太狼
htm=1,好听吗
htn=1,毁童年
htq=1,好天气
htq=2,合同期
htq=3,航天器
htr=1,很突然
htr=2,核桃仁
htr=3,胡桃肉
hts=1,皇太孙
htt=1,活脱脱
htt=2,红彤彤
htt=3,核弹头
htu=1,红糖水
htu=2,红塔山
htu=3,合同书
htv=1,糊涂账
htv=2,很天真
htv=3,合同制
htx=1,虎跳峡
htx=2,后天性
htx=3,换头像
hty=1,航天员
hty=2,海豚音
htz=1,皇太子
htz=2,回头再
htz=3,黑体字
hu=2,还是
hu=3,合适
hub=2,和氏璧
hub=3,很失败
hud=2,黑手党
hud=3,华盛顿
huf=2,很舒服
huf=3,好舒服
hug=2,活守寡
hug=3,还是个
huh=2,还是会
huh=3,很适合
hui=1,好收成
huj=2,后视镜
huj=3,花时间
huk=1,很深刻
huk=2,火山口
hul=2,很顺利
hul=3,黄鼠狼
hum=2,花生米
hun=2,还是能
hun=3,还是你
huq=2,哈士奇
huq=3,很生气
hur=2,话事人
hur=3,很少人
huu=1,活生生
huu=2,护手霜
huv=2,回收站
huv=3,婚纱照
huw=2,何首乌
hux=2,还剩下
hux=3,很伤心
huy=2,还是要
huy=3,还是有
huz=2,还是在
huz=3,活受罪
hv=2,或者
hv=3,患者
hvb=2,红纸包
hvb=3,回执表
hvd=2,还值得
hvd=3,划重点
hvf=2,黑转粉
hvg=2,合众国
hvh=2,混账话
hvh=3,画中画
hvi=2,很正常
hvi=3,绘制出
hvj=2,很着急
hvj=3,轰炸机
hvk=2,好这口
hvl=1,黑着脸
hvl=2,红着脸
hvl=3,号召力
hvm=2,黑芝麻
hvm=3,后缀名
hvp=2,化妆品
hvp=3,海蜇皮
hvq=2,恨之切
hvr=2,黄种人
hvr=3,黑种人
hvt=2,化妆台
hvt=3,好兆头
hvu=2,或者是
hvu=3,或者说
hvv=2,核战争
hvv=3,核装置
hvw=2,还指望
hvx=2,胡主席
hvy=2,很重要
hvy=3,好主意
hvz=1,汗珠子
hw=2,好玩
hwb=1,海外版
hwb=2,红卫兵
hwb=3,后五百
hwd=2,很稳定
hwd=3,护卫队
hwe=1,好玩儿
hwg=1,环卫工
hwg=2,和为贵
hwg=3,红外光
hwi=1,环卫处
hwj=1,好望角
hwj=2,护卫舰
hwj=3,寒武纪
hwl=1,很无聊
hwl=2,好无聊
hwl=3,婚外恋
hwm=1,很完美
hwm=2,好玩吗
hwm=3,很微妙
hwn=1,很无奈
hwq=1,核武器
hwq=2,婚外情
hwq=3,恒温器
hwu=2,核威慑
hwx=1,红外线
hwx=2,很危险
hwx=3,海王星
hwy=1,还未有
hwy=2,画外音
hwz=1,绘文字
hx=2,好像
hx=3,或许
hxb=1,还行吧
hxb=2,回旋镖
hxb=3,滑雪板
hxc=1,含羞草
hxc=2,候选词
hxd=1,好兄弟
hxd=2,很小的
hxd=3,后现代
hxe=1,混血儿
hxe=2,火星儿
hxf=2,黑旋风
hxg=2,好习惯
hxg=3,何仙姑
hxh=2,很喜欢
hxh=3,或许会
hxi=1,滑雪场
hxi=2,狠心肠
hxi=3,候选窗
hxj=1,或许就
hxj=2,滑翔机
hxj=3,呼吸机
hxk=2,呼吸科
hxk=3,好辛苦
hxl=1,候选栏
hxl=2,活下来
hxm=2,黑心棉
hxm=3,护心毛
hxn=1,和稀泥
hxn=2,好想你
hxp=2,化学品
hxq=1,活下去
hxq=2,回想起
hxq=3,核心区
hxr=2,很显然
hxr=3,候选人
hxs=2,花心思
hxt=2,活性炭
hxt=3,户型图
hxu=2,好像是
hxu=3,或许是
hxw=2,很希望
hxw=3,火星文
hxx=2,好消息
hxx=3,坏消息
hxy=1,好像有
hxy=2,很需要
hxy=3,还想要
hxz=1,好像在
hxz=2,好小子
hxz=3,黑匣子
hy=2,还有
hy=3,欢迎
hyb=1,很一般
hyb=2,喝一杯
hyb=3,黑与白
hyc=1,很有才
hyc=2,欢迎词
hyd=1,好一点
hyd=2,还有点
hyd=3,还有的
hye=1,好样儿
hyf=2,婚姻法
hyf=3,换衣服
hyg=1,还有个
hyg=2,换一个
hyg=3,和一个
hyh=1,好一会
hyh=2,很遗憾
hyh=3,缓一缓
hyi=1,会阴处
hyj=1,霍元甲
hyj=2,合约机
hyj=3,黑眼睛
hyk=1,喝一口
hyk=2,会员卡
hyk=3,还要看
hyl=1,回忆录
hyl=2,还有脸
hyl=3,好眼力
hym=2,还有吗
hym=3,薅羊毛
hyn=2,欢迎你
hyn=3,欢迎您
hyq=1,话语权
hyq=2,很有趣
hyq=3,黑眼圈
hyr=2,还有人
hyr=3,会有人
hys=2,好意思
hyt=1,会议厅
hyt=2,火药桶
hyt=3,后援团
hyu=1,会议室
hyu=2,还有谁
hyu=3,火焰山
hyv=2,后遗症
hyv=3,换言之
hyw=2,还以为
hyw=3,火药味
hyx=2,回一下
hyx=3,好一些
hyy=1,黑压压
hyy=2,很愿意
hyy=3,很遥远
hyz=2,旱鸭子
hyz=3,好样子
hz=2,孩子
hz=3,合作
hzb=1,孩子般
hzb=2,汇总表
hzb=3,横坐标
hzd=2,孩子的
hzd=3,活字典
hzf=2,合作方
hzg=1,很糟糕
hzi=1,火葬场
hzj=2,和自己
hzj=3,画自己
hzl=1,后坐力
hzl=2,好再来
hzm=1,孩子们
hzq=2,孩子气
hzr=2,很自然
hzr=3,汉族人
hzu=2,合作社
hzv=1,合作者
hzw=1,海贼王
hzw=2,还在为
hzw=3,孩子王
hzx=1,很仔细
hzx=2,何曾想
hzy=1,耗子药
hzy=2,壕做友
hzz=2,好自在
hzz=3,合作组
iaj=2,长安街
iaq=2,长安区
ib=1,崇拜
ibb=1,吃不饱
ibd=1,差不多
ibd=2,差别大
ibd=3,传帮带
ibf=1,吃饱饭
ibf=2,吃白饭
ibf=3,承包费
ibg=1,丑八怪
ibg=2,吃不惯
ibg=3,超不过
ibh=1,筹备会
ibh=2,承包户
ibh=3,撤不回
ibi=1,吃不吃
ibi=2,扯不扯
ibi=3,成不成
ibj=1,成本价
ibj=2,储备金
ibj=3,出版界
ibk=1,吃不开
ibl=1,吃饱了
ibl=2,差不了
ibl=3,吃不了
ibm=1,川贝母
ibn=1,穿不暖
ibp=1,吃不胖
ibq=1,出不去
ibq=2,吃不起
ibq=3,穿不起
ibr=1,承包人
ibr=2,创办人
ibr=3,承办人
ibt=1,穿不透
ibt=2,吃不透
ibt=3,吃遍天
ibu=1,出版社
ibu=2,称不上
ibu=3,承包商
ibv=1,撑不住
ibv=2,吃不准
ibv=3,崇拜者
ibw=1,吃不完
ibw=2,楚霸王
ibw=3,出版物
ibx=1,吃不消
ibx=2,吃不下
ibx=3,传播学
iby=1,长臂猿
ibz=1,臭婊子
ibz=2,筹备组
icd=1,查词典
icj=1,除草剂
icp=2,查词频
icq=1,喘粗气
ics=2,冲厕所
ict=2,茶餐厅
icu=2,纯粹是
icu=3,储藏室
icx=1,纯粹性
icx=2,川藏线
icy=1,吃错药
id=2,彻底
id=3,程度
idb=1,充电宝
idb=2,触电般
idb=3,吃得饱
idd=1,沉甸甸
idd=2,彻底地
idd=3,锄大地
ide=1,差点儿
ide=2,吃点儿
idf=1,臭豆腐
idf=2,吃顿饭
idf=3,吃豆腐
idh=1,长得好
idj=1,长短句
idk=2,吃得开
idk=3,吃点苦
idl=1,吃多了
idl=2,承担了
idl=3,差多了
idm=2,陈道明
idp=1,炒地皮
idq=1,充电器
idq=2,承担起
idq=3,吃得起
idr=2,吃豆人
ids=2,场地赛
ids=3,蠢得死
idt=1,乘电梯
idt=2,超导体
idt=3,充电头
idu=2,称得上
idu=3,程度上
idv=1,撑得住
idv=2,充电桩
idv=3,倡导者
idw=1,超低温
idw=2,沉淀物
idx=1,吃得下
idx=2,吃东西
idx=3,超大型
idy=1,差得远
idy=2,抽大烟
idz=1,扯犊子
idz=2,出点子
iel=1,唇腭裂
ies=1,查尔斯
if=2,吃饭
if=3,出发
ifb=2,成反比
ifd=2,出发点
ifd=3,唱反调
iff=2,吃饭饭
ifh=1,超负荷
ifj=2,吹风机
ifj=3,乘飞机
ifk=1,出风口
ifk=2,炒房客
ifl=1,吃饭了
ifl=2,长方脸
ifq=1,冲锋枪
ifq=2,吃饭去
ifq=3,出发前
ift=2,出风头
ifu=1,除非是
ifv=2,重复着
ifx=2,长方形
ifx=3,惩罚性
ify=2,冲锋衣
ify=3,处方药
ig=2,超过
ig=3,成功
igd=2,成功地
ige=2,成个儿
igf=2,吃个饭
igf=3,吃过饭
igg=2,赤果果
igg=3,唱国歌
igj=2,超广角
igk=2,超高空
igl=1,成功了
igl=2,超过了
igl=3,成功率
ign=2,场馆内
igp=2,超高频
igp=3,炒股票
igq=2,冲过去
igq=3,闯过去
igs=1,常规赛
igs=2,超高速
igs=3,吃官司
igt=2,撑竿跳
igt=3,唱高调
igu=2,臭狗屎
igv=2,成功者
igv=3,初高中
igw=2,超高温
igx=1,常规性
igx=2,成功学
igx=3,尝个鲜
igy=1,抽根烟
igy=2,超高压
igz=2,肠梗阻
ih=2,窗户
ihd=2,差很多
ihd=3,闯红灯
ihf=1,充话费
ihf=2,炒河粉
ihg=1,茶壶盖
ihg=2,长恨歌
ihg=3,冲皇冠
ihh=1,茶话会
ihh=2,臭烘烘
ihi=1,乘火车
ihj=2,传呼机
ihk=2,出海口
ihk=3,吃回扣
ihl=1,出货量
ihl=2,唱红脸
ihl=3,吃皇粮
ihm=2,城隍庙
ihn=2,茶花女
ihp=2,吃红牌
ihs=2,橙红色
ihs=3,橙黄色
iht=2,扯后腿
iht=3,传话筒
ihw=1,超好玩
ihw=2,城会玩
ihx=1,晨昏线
ihy=2,差很远
ii=2,常常
iic=2,出差错
iid=2,痴痴地
iid=3,长长的
iif=1,出场费
iif=2,吹吹风
iig=2,出成果
iig=3,超常规
iih=2,出车祸
iii=2,冲冲冲
iii=3,吃串串
iij=2,出厂价
iik=2,抽出空
iik=3,吃吃苦
iil=2,超出了
iil=3,冲出来
iim=2,乘车码
iip=2,吃差评
iiq=2,传出去
iiq=3,冲出去
iit=2,常春藤
iiu=1,长春市
iiu=2,常常是
iiu=3,陈楚生
iiv=2,成长值
iiw=2,成长为
iiw=3,车窗外
iix=2,尝尝鲜
iix=3,串串香
iiz=2,出岔子
ij=2,成就
ij=3,超级
ijb=2,冲击波
ijb=3,传家宝
ijd=2,常见的
ijd=3,察觉到
ije=2,成交额
ije=3,冲劲儿
ijg=2,出结果
ijg=3,成就感
ijh=2,抄家伙
ijh=3,车架号
iji=2,察觉出
iji=3,成绩差
ijj=2,成交价
ijj=3,城建局
ijl=1,冲击力
ijl=2,成交量
ijl=3,长颈鹿
ijm=2,出家门
ijq=2,插进去
ijq=3,超级群
ijr=2,出家人
ijt=2,长镜头
ijt=3,长截图
iju=2,纯净水
iju=3,传教士
ijv=2,持久战
ijw=2,超级碗
ijw=3,沉积物
ijx=1,长记性
ijx=2,持久性
ijx=3,纯洁性
ijy=1,沉浸于
ijy=2,常见于
ijy=3,创建于
ijz=1,沉浸在
ijz=2,斥巨资
ijz=3,臭架子
ik=2,查看
ik=3,出口
ikb=1,长宽比
ikc=1,创刊词
ikd=1,诚恳地
ikd=2,拆快递
ike=1,吃空额
ike=2,出口额
ikf=1,吃口饭
ikg=1,长宽高
ikg=2,出口国
ikh=1,创刊号
ikh=2,出口货
iki=1,出口处
ikj=1,穿孔机
ikl=1,出口量
ikm=1,闯空门
ikp=1,触控屏
ikq=1,喘口气
ikq=2,出口气
ikq=3,窗口期
ikr=1,持卡人
ikt=2,创可贴
ikt=3,吹空调
iku=1,吹口哨
iku=2,出口商
il=2,除了
il=3,出来
ilb=1,传令兵
ilb=2,吃老本
ild=1,扯卵蛋
ile=2,茶卤儿
ilf=1,炒冷饭
ilf=2,差旅费
ilf=3,吹冷风
ilg=1,陈列馆
ilg=2,出了鬼
ilh=1,出冷汗
ilh=2,处理好
ilh=3,出来混
ili=1,戳了戳
ili=2,瞅了瞅
ili=3,尝了尝
ilj=2,超链接
ilj=3,臭老九
ilk=1,吃了亏
ilk=2,岔路口
ill=1,出来了
ill=2,传来了
ill=3,赤裸裸
ilm=1,吃了吗
ilm=2,出了名
ilm=3,臭流氓
ilp=1,陈列品
ilp=2,处理品
ilp=3,扯赖皮
ilq=1,处理器
ilq=2,出老千
ilr=1,城里人
ilr=2,纯利润
ilu=1,出了事
ilu=2,长乐市
ilu=3,吃零食
ilv=2,车轮战
ilv=3,创立者
ilw=1,除了我
ilw=2,出来玩
ilx=2,楚留香
ily=1,成立于
ilz=1,出乱子
ilz=2,车厘子
ilz=3,川楝子
im=1,充满
im=2,出门
im=3,沉默
ima=1,充满爱
imb=1,臭毛病
imb=2,出毛病
imb=3,触摸板
imc=1,重码词
imd=1,长明灯
ime=1,串门儿
imf=1,车马费
img=1,臭母狗
imh=1,场面话
imj=1,传媒界
iml=1,充满了
iml=2,重码率
imm=1,重命名
imm=2,撑门面
imp=1,触摸屏
imp=2,穿名牌
imq=1,成名曲
imt=1,超媒体
imu=1,触摸式
imv=1,充满着
imw=1,城门外
imy=1,沉迷于
imy=2,沉湎于
imy=3,长眠于
imz=1,成名作
imz=2,串门子
imz=3,长毛贼
in=1,承诺
inb=1,吹牛逼
inj=1,刹那间
inj=2,长年间
inj=3,常年间
inl=1,超能力
inm=1,处女膜
inn=1,纯牛奶
inp=1,吹牛皮
inr=1,成年人
ins=1,超浓缩
int=1,出难题
inu=1,承诺书
inx=1,处女秀
iny=1,沉溺于
iny=2,出纳员
inz=1,处女作
inz=2,处女座
inz=3,成年组
ip=1,产品
ipd=1,触碰到
iph=1,车牌号
ipi=1,敞篷车
ipj=1,臭皮匠
ipl=1,扯平了
ipl=2,岔劈了
ipn=1,臭婆娘
ipq=1,臭脾气
ips=1,陈佩斯
ipu=1,差评师
ipu=2,产品税
ipv=1,车牌照
ipx=1,吃螃蟹
ipy=1,成品油
iq=1,出去
iq=2,长期
iq=3,传奇
iqc=1,车前草
iqd=1,超强度
iqg=1,唱起歌
iqh=1,成气候
iqh=2,拆迁户
iqh=3,长期化
iqj=1,出奇迹
iqk=1,出气孔
iql=1,出去了
iql=2,充其量
iql=3,出勤率
iqq=1,串亲戚
iqr=1,产权人
iqt=1,出气筒
iqt=2,常青藤
iqu=1,重庆市
iqu=2,常青树
iqv=1,产权证
iqw=1,出去玩
iqw=2,称其为
iqx=1,长期性
iqx=2,超前性
iqz=1,车前子
ir=2,承认
irb=1,传染病
ird=1,肠蠕动
irf=1,吃软饭
irh=2,超融合
irj=2,出入境
irj=3,出让金
irk=2,出入口
irl=2,成人礼
irm=1,出人命
irm=2,长绒棉
irq=1,产褥期
irv=1,耻辱柱
irv=2,出入证
irx=1,传染性
iry=1,传染源
iry=2,插入语
is=2,出色
isb=1,臭三八
isd=1,传送带
isd=2,初速度
isi=1,陈思诚
isj=2,长三角
ism=2,传送门
isx=1,处死刑
it=1,传统
it=2,春天
itb=1,插图本
itb=2,传统版
itd=1,差太多
itf=1,长头发
itf=2,穿堂风
itf=3,钗头凤
itg=1,床头柜
itg=2,车同轨
ith=1,常态化
iti=1,长途车
itj=1,出天际
itj=2,铲土机
itk=1,赤铁矿
itl=1,穿透力
itl=2,出台了
itm=1,赤兔马
itn=1,出头鸟
itr=1,纯天然
itt=1,赤条条
itt=2,出头天
itu=1,传统上
itw=1,长筒袜
itx=1,长条形
itx=2,穿透性
itx=3,长筒靴
ity=1,差太远
ity=2,初体验
ity=3,出太阳
iu=2,城市
iu=3,产生
iub=1,潮水般
iub=2,超声波
iub=3,叉烧包
iud=2,出生地
iud=3,成熟度
iuf=1,长舌妇
iuf=2,冲水阀
iug=2,尝试过
iug=3,臭水沟
iuh=2,出生后
iuh=3,城市化
iui=2,瞅啥瞅
iuj=1,长时间
iuj=2,穿山甲
iuj=3,抽时间
iuk=2,出水口
iul=1,产生了
iul=2,承受了
iul=3,阐述了
ium=1,吃什么
ium=2,陈世美
iup=2,长视频
iup=3,超水平
iuq=2,冲上去
iuq=3,传上去
iur=2,创始人
iur=3,纯收入
iut=1,传声筒
iuu=2,长沙市
iuu=3,吃手手
iuv=2,传说中
iuv=3,承受着
iux=2,吃水线
iux=3,传输线
iuy=2,出生于
iuy=3,出身于
iuz=1,出生在
iv=2,成长
ivb=1,成正比
ivb=2,重制版
ivb=3,初中部
ivc=2,城中村
ivf=1,初装费
ivg=1,唱着歌
ivh=1,城镇化
ivj=2,传真机
ivj=3,唱主角
ivk=2,充值卡
ivq=1,沉住气
ivq=2,承重墙
ivr=1,弛张热
ivt=2,传纸条
ivu=2,成长史
ivu=3,常州市
ivw=2,称之为
ivw=3,斥之为
ivx=2,垂直线
ivy=2,出主意
iw=1,成为
iwb=1,肠胃病
iwb=2,纯文本
iwb=3,超文本
iwc=1,吃午餐
iwd=1,储物袋
iwd=2,窗外的
iwd=3,宠物店
iwf=1,吃完饭
iwf=2,吃晚饭
iwg=1,储物柜
iwg=2,储物罐
iwh=1,常委会
iwj=1,储物间
iwj=2,储物架
iwj=3,出外景
iwk=1,朝外看
iwl=1,成为了
iwl=2,吃完了
iwt=1,出问题
iwt=2,成问题
iww=1,颤巍巍
iwx=1,储物箱
iwx=2,常温下
iwy=1,乘务员
iwy=2,肠胃炎
ix=1,出现
ix=2,重新
ix=3,持续
ixb=1,插线板
ixb=2,程序包
ixd=1,持续到
ixd=2,出血点
ixd=3,车行道
ixe=1,储蓄额
ixf=1,吃闲饭
ixf=2,冲洗阀
ixg=1,出现过
ixg=2,储蓄罐
ixg=3,创新高
ixh=1,超喜欢
ixh=2,程序化
ixh=3,畅销货
ixi=1,呈现出
ixi=2,陈小春
ixi=3,超线程
ixj=1,长须鲸
ixj=2,春夏季
ixk=1,储蓄卡
ixl=1,出现了
ixl=2,产销量
ixl=3,抽象类
ixm=1,船形帽
ixm=2,纯形码
ixn=1,车厢内
ixp=1,抽象派
ixp=2,畅销品
ixq=1,吃下去
ixq=2,畅想曲
ixr=1,出席人
ixr=2,朝鲜人
ixs=1,长相思
ixs=2,储蓄所
ixu=1,畅销书
ixu=2,超现实
ixu=3,承销商
ixv=1,初学者
ixv=2,出新招
ixx=1,沉下心
ixx=2,持续性
ixx=3,超新星
ixy=1,程序员
ixy=2,除夕夜
ixy=3,丑小鸭
ixz=1,出现在
ixz=2,臭小子
ixz=3,呈现在
iy=2,成员
iy=3,产业
iyb=1,创业板
iyb=2,差一步
iyb=3,成与败
iyc=1,臭氧层
iyc=2,吃一餐
iyc=3,常用词
iyd=2,差一点
iyd=3,吃一顿
iyf=1,穿衣服
iyf=2,楚云飞
iyf=3,陈一发
iyg=2,成一个
iyg=3,成员国
iyh=1,差异化
iyh=2,产业化
iyh=3,车友会
iyi=2,查一查
iyi=3,尝一尝
iyj=1,插一脚
iyj=2,重阳节
iyj=3,程咬金
iyk=1,吃一口
iyk=2,尝一口
iyl=1,差远了
iyl=2,产业链
iyl=3,超一流
iym=2,出远门
iym=3,纯爷们
iyq=2,超预期
iyq=3,朝阳区
iyr=2,持有人
iys=1,超音速
iyt=1,臭丫头
iyu=2,车钥匙
iyu=3,常言说
iyv=1,持有者
iyv=2,创业者
iyw=2,出意外
iyx=1,出洋相
iyx=2,查一下
iyx=3,陈奕迅
iyy=1,产业园
iyy=2,颤悠悠
iyy=3,炒鱿鱼
iyz=2,常用字
iyz=3,常用作
iz=2,创造
iz=3,车子
izc=2,吃早餐
izd=2,吃早点
izd=3,查字典
izh=2,迟早会
izi=2,创造出
izi=3,出租车
izl=1,创造力
izl=2,承载了
izl=3,查资料
izm=1,车仔面
izr=1,超自然
izr=2,承租人
izr=3,炒枣仁
izu=1,迟早是
izu=2,长姿势
izv=2,承载着
izv=3,创造者
izx=2,创造性
izy=1,沉醉于
izy=2,出自于
izy=3,吹奏乐
izz=1,吃粽子
ja=1,骄傲
jad=1,骄傲地
jaq=1,静安区
jas=1,静安寺
jas=2,精氨酸
jat=1,捷安特
jav=1,紧挨着
jav=2,聚氨酯
jb=2,基本
jb=3,酒吧
jbb=2,紧巴巴
jbb=3,紧绷绷
jbd=2,见不到
jbd=3,记不得
jbf=2,加班费
jbf=3,基本法
jbg=1,基本功
jbg=2,几百个
jbg=3,级别高
jbh=2,就不会
jbh=3,绝不会
jbj=2,加把劲
jbj=3,肩并肩
jbk=2,绝不可
jbk=3,解不开
jbl=2,具备了
jbl=3,进不来
jbm=2,近百米
jbm=3,基本面
jbn=2,就不能
jbn=3,几百年
jbp=2,基本盘
jbp=3,聚宝盆
jbq=2,记不清
jbq=3,进不去
jbr=2,接班人
jbr=3,决不让
jbs=2,渐变色
jbs=3,锦标赛
jbt=2,讲不通
jbu=2,基本上
jbu=3,即便是
jbv=1,禁不住
jbv=2,记不住
jbv=3,经不住
jbw=2,几百万
jbx=1,就必须
jbx=2,举报信
jbx=3,聚丙烯
jby=1,就不要
