a=1,也
hnz=2,淮南子
hnzd=1,还能咋地
hnzd=2,很难做到
hnzy=1,还能怎样
ho=1,火
ho=2,伙
ho=3,会员
ho=4,何时
hoaa=1,火啊
hoan=1,霍安
hoan=2,或按
hob=1,豁
hoba=1,火把
hoba=2,活靶
hobc=1,火爆
hobc=2,活宝
hobg=1,活蹦
hobh=1,火棒
hobi=1,货币
hobi=2,火币
hobj=1,伙伴
hobj=2,活版
hobk=1,火并
hobk=2,豁
hobm=1,活便
hobm=2,火遍
hobn=1,火表
hobo=1,活剥
hobu=1,活不
hobw=1,或被
hoc=1,获
hocd=1,劐
hocd=2,火彩
hocf=1,藿
hocg=1,活层
hoch=1,货仓
hoch=2,货舱
hoci=1,获此
hocl=1,或从
hocq=1,获
hocs=1,或从
hocy=1,蒦
hod=1,活
hoda=1,豁达
hoda=2,火大
hodc=1,活到
hodc=2,货到
hodd=1,货代
hode=1,获得
hode=2,漷
hode=3,活得
hodi=1,霍地
hodj=1,货单
hodk=1,活
hodl=1,活到
hodl=2,货到
hodm=1,火电
hodm=2,货店
hodo=1,或多
hodp=1,火爹
hodp=2,活爹
hodr=1,火
hodr=2,祸端
hods=1,活动
hodu=1,火毒
hodu=2,濊
hodu=3,湱
hodv=1,火堆
hodv=2,或对
hodw=1,或得
hody=1,濩
hody=2,火遁
hody=3,火盾
hodz=1,货都
hodz=2,火斗
hoe=1,彟
hoer=1,活儿
hoer=2,霍尔
hoey=1,彟
hof=1,攉
hofa=1,火法
hofa=2,活法
hoff=1,攉
hoff=2,活粉
hofg=1,火凤
hofg=2,活封
hofh=1,伙房
hofj=1,活泛
hofo=1,活佛
hofu=1,祸福
hofu=2,伙夫
hofw=1,活飞
hofw=2,或非
hog=1,或
hog=2,夥
hoga=1,或
hogd=1,活该
hoge=1,火哥
hogf=1,祸根
hogg=1,伙耕
hogi=1,货柜
hogj=1,活干
hogl=1,火光
hogo=1,火锅
hogo=2,活过
hogp=1,火罐
hogr=1,火罐
hogs=1,火攻
hogv=1,货柜
hogx=1,惑
hogx=2,夥
hogx=3,活寡
hogy=1,火棍
hogz=1,活够
hoh=1,和
hohc=1,货号
hohc=2,活好
hohd=1,祸害
hohd=2,火海
hohe=1,火鹤
hohf=1,㸌
hohg=1,霍恒
hohh=1,货航
hohk=1,和
hoho=1,活活
hoho=2,霍霍
hoho=3,嚯嚯
hohr=1,祸患
hohs=1,火红
hohu=1,火狐
hohx=1,火花
hohx=2,火化
hohx=3,活化
hohy=1,火魂
hohz=1,火候
hoi=1,蠖
hoia=1,货叉
hoia=2,活茬
hoid=1,火柴
hoie=1,火车
hoie=2,货车
hoig=1,活成
hoig=2,或称
hoih=1,火场
hoih=2,货场
hoii=1,火炽
hoii=2,或持
hoij=1,活产
hoil=1,火床
hoir=1,货船
hois=1,火铳
hoiu=1,豁出
hoiu=2,活出
hoiy=1,蠖
hoj=1,镬
hoj=2,锪
hojb=1,霍金
hojh=1,钬
hoji=1,伙计
hoji=2,活计
hoji=3,火机
hoji=4,火鸡
hojk=1,火警
hojk=2,火井
hojl=1,获奖
hojl=2,或将
hojm=1,火箭
hojm=2,活检
hojn=1,活校
hojn=2,祸教
hojp=1,活结
hojp=2,火疖
hojq=1,获救
hoju=1,火炬
hoju=2,火具
hojx=1,货架
hojx=2,锪
hojx=3,货价
hojy=1,镬
hojy=2,活菌
hojz=1,火箭
hok=1,嚯
hoka=1,火卡
hokc=1,火烤
hokd=1,豁开
hoke=1,或可
hoke=2,霍克
hokf=1,嚯
hokg=1,火坑
hokh=1,火炕
hokk=1,活块
hokr=1,货款
hoks=1,火控
hoky=1,嚄
hokz=1,活口
hokz=2,豁口
hol=1,耠
hola=1,火辣
holc=1,火烙
holc=2,霍老
hold=1,火来
hole=1,活了
hole=2,火了
holf=1,火烈
holg=1,豁楞
holh=1,货郎
holh=2,豁朗
holh=3,火狼
holi=1,火力
holi=2,活力
holi=3,获利
holj=1,火蓝
holj=2,或蓝
holk=1,耠
holk=2,火灵
holl=1,货量
holl=2,豁亮
holm=1,火炼
holm=2,火镰
holm=3,火莲
holn=1,火疗
holn=2,火燎
holo=1,活络
holp=1,火烈
holq=1,货流
holr=1,祸乱
holr=2,霍乱
holr=3,惑乱
hols=1,火龙
holu=1,火炉
holu=2,活路
holv=1,活驴
holw=1,霍磊
holy=1,货轮
holy=2,火轮
homa=1,货吗
homc=1,火猫
homd=1,活埋
homf=1,活门
homf=2,或门
homi=1,火蜜
homj=1,霍曼
homk=1,活命
homm=1,豁免
homm=2,和面
homn=1,火苗
homo=1,火魔
homr=1,霍曼
homu=1,𬴃
homw=1,火煤
hona=1,霍纳
hone=1,货呢
hong=1,或能
honi=1,活腻
honi=2,和泥
honj=1,火男
honm=1,火捻
honn=1,火鸟
honq=1,火牛
honq=2,活牛
honu=1,火奴
honv=1,火女
honz=1,火男
hop=1,祸
hopb=1,货品
hopb=2,火拼
hopc=1,火炮
hopd=1,伙牌
hope=1,获批
hopf=1,火盆
hopg=1,货棚
hopi=1,获批
hopj=1,货盘
hopk=1,获评
hopn=1,祸
hopo=1,活泼
hops=1,活泼
hopu=1,霍普
hopw=1,获赔
hopx=1,获评
hoqb=1,活禽
hoqi=1,火气
hoqi=2,活期
hoqi=3,火器
hoqk=1,火情
hoqk=2,或轻
hoql=1,火枪
hoql=2,火墙
hoqm=1,火钳
hoqm=2,活钱
hoqq=1,火球
hoqr=1,火拳
hoqr=2,火圈
hoqt=1,或缺
hoqu=1,获取
hoqu=2,活蛆
hor=1,货
hore=1,火热
horf=1,活人
horh=1,伙
horj=1,霍然
horj=2,豁然
hork=1,佸
horr=1,货
hors=1,火绒
horu=1,霍如
hory=1,活润
horz=1,火肉
hosd=1,活塞
hose=1,货色
hosh=1,霍桑
hosi=1,活似
hosi=2,火死
hosj=1,火伞
hosu=1,火速
hosv=1,祸祟
hosy=1,货损
hota=1,火塔
hotc=1,活套
hotd=1,祸胎
hotd=2,活态
hoth=1,火塘
hoti=1,货梯
hoti=2,活体
hotj=1,货摊
hotj=2,火炭
hotl=1,火腿
hoto=1,活脱
hotr=1,火团
hots=1,伙同
hotu=1,火兔
hotu=2,活土
hotv=1,火腿
hotz=1,火头
houa=1,火杀
houc=1,火烧
houc=2,火勺
houe=1,火舌
houe=2,火蛇
houf=1,火神
houg=1,获胜
houg=2,火绳
houh=1,火上
houh=2,火伤
houi=1,或是
houi=2,伙食
houi=3,火势
houj=1,火山
houj=2,霍山
houk=1,火帅
houo=1,或说
hous=1,火山
houu=1,火树
houu=2,活书
houv=1,祸水
houv=2,活水
houz=1,祸首
houz=2,或受
hov=1,①
hov=2,活着
hovc=1,火照
hove=1,或者
hove=2,活着
hovf=1,货真
hovf=2,火针
hovi=1,获知
hovi=2,货值
hovj=1,货栈
hovo=1,活捉
hovr=1,火砖
hovs=1,火种
hovs=2,火中
hovu=1,火柱
hovu=2,火烛
hovu=3,货主
hovy=1,获准
hovz=1,霍州
howa=1,火娃
howf=1,火纹
howf=2,或问
howh=1,火王
howh=2,火旺
howo=1,或我
howu=1,货物
howu=2,活物
howu=3,火舞
howw=1,货位
howw=2,或为
hoxb=1,祸心
hoxi=1,获悉
hoxi=2,火系
hoxk=1,火星
hoxk=2,活性
hoxk=3,火刑
hoxk=4,获刑
hoxl=1,活像
hoxl=2,货箱
hoxl=3,藿香
hoxm=1,火线
hoxm=2,火险
hoxn=1,霍骁
hoxn=2,火硝
hoxr=1,获选
hoxt=1,活血
hoxu=1,或许
hoxu=2,获许
hoxx=1,活下
hoy=1,霍
hoya=1,火鸦
hoya=2,豁牙
hoyb=1,火印
hoyb=2,或因
hoyc=1,火药
hoye=1,活页
hoyf=1,火焰
hoyf=2,霍
hoyf=3,火炎
hoyg=1,火雨
hoyg=2,或与
hoyh=1,货样
hoyh=2,祸殃
hoyi=1,获益
hoyi=2,或以
hoyj=1,火焰
hoyj=2,火炎
hoyj=3,火眼
hoyk=1,火影
hoyo=1,嚯哟
hoyr=1,货源
hoyr=2,火源
hoys=1,活用
hoys=2,或用
hoyt=1,活跃
hoyt=2,或曰
hoyu=1,火雨
hoyu=2,或与
hoyy=1,货运
hoyy=2,火云
hoyz=1,或有
hoyz=2,或由
hoyz=3,火油
hozc=1,火灶
hozc=2,火躁
hozd=1,火灾
hozd=2,活在
hozd=3,或在
hoze=1,或则
hozg=1,获赠
hozh=1,火葬
hozi=1,活字
hozi=2,伙子
hozj=1,获赞
hozl=1,火鬃
hozo=1,或作
hozr=1,火钻
hozr=2,锪钻
hozs=1,火鬃
hozu=1,火族
hozv=1,获罪
hozv=2,火嘴
hozy=1,霍尊
hp=1,害怕
hp=2,湖泊
hp=3,魂魄
hp=4,和平
hpb=1,很普遍
hpb=2,横排版
hpd=1,害怕的
hpd=2,和平的
hpd=3,活泼的
hpdr=1,害怕的人
hpe=1,黄牌儿
hpf=1,很佩服
hpf=2,黄皮肤
hpfl=1,和平发展道路
hpfu=1,和平分手
hpfv=1,和平发展
hpfx=1,红牌罚下
hpfx=2,好评返现
hpg=1,和平鸽
hpg=2,红苹果
hpg=3,黑苹果
hpgd=1,狐朋狗党
hpgd=2,和平过渡
hpgi=1,和平共处
hpgy=1,狐朋狗友
hpgz=1,和平共处五项原则
hphd=1,活泼好动
hphp=1,嗨皮嗨皮
hphy=1,呼朋唤友
hpi=1,红皮车
hpi=2,黄牌车
hpiy=1,和平常一样
hpj=1,黄浦江
hpj=2,喝啤酒
hpj=3,和平奖
hpjd=1,海帕杰顿
hpje=1,猴皮筋儿
hpjg=1,黄牌警告
hpjg=2,红牌警告
hpjj=1,和平解决
hpju=1,黄袍加身
hpjv=1,鸿篇巨制
hpjv=2,鸿篇巨著
hpjx=1,黄埔军校
hpjy=1,和平精英
hpka=1,活泼可爱
hpki=1,后排靠窗
hpl=1,很漂亮
hpl=2,害怕了
hpl=3,好漂亮
hplc=1,胡拼乱凑
hply=1,和平利用
hpm=1,海平面
hpm=2,横剖面
hpnd=1,和平年代
hpnu=1,虎扑女神
hpp=1,红扑扑
hpp=2,好怕怕
hppf=1,虎扑评分
hppj=1,喝瓶啤酒
hpq=1,好脾气
hpq=2,坏脾气
hpql=1,害怕起来
hpri=1,好评如潮
hps=1,很漂亮
hps=2,琥珀色
hps=3,活菩萨
hpt=1,很普通
hpti=1,和盘托出
hptp=1,和平谈判
hptu=1,黑皮体育生
hpty=1,和平统一
hpu=1,红皮书
hpu=2,黄皮书
hpuq=1,和平时期
hpuv=1,横平竖直
hpv=1,获批准
hpvh=1,合浦珠还
hpvy=1,和平主义
hpwc=1,和平外交政策
hpwd=1,和平稳定
hpwj=1,和平外交
hpx=1,海平线
hpx=2,海螵蛸
hpxi=1,和平相处
hpxy=1,和平协议
hpy=1,好朋友
hpy=2,很便宜
hpy=3,好盆友
hpyb=1,呼朋引伴
hpyb=2,和平演变
hpyh=1,和平友好
hpyl=1,呼朋引类
hpyz=1,红皮鸭子
hpz=1,后排座
hpzw=1,后排座位
hq=1,好奇
hq=2,后期
hq=3,回去
hq=4,获取
hqb=1,回去吧
hqb=2,霍去病
hqb=3,华强北
hqbb=1,好奇宝宝
hqbd=1,红旗不倒
hqbm=1,后勤部门
hqbq=1,好巧不巧
hqbq=2,横起笔区
hqbr=1,寒气逼人
hqbv=1,后勤保障
hqbw=1,好奇宝宝在线提问
hqck=1,活期存款
hqd=1,好期待
hqd=2,很期待
hqd=3,很强大
hqdy=1,何其毒也
hqf=1,回迁房
hqfu=1,获取方式
hqfx=1,行情分析
hqg=1,很奇怪
hqg=2,好奇怪
hqg=3,花千骨
hqga=1,好奇怪啊
hqgd=1,狐群狗党
hqgq=1,皇亲国戚
hqgs=1,婚庆公司
hqgy=1,豪气干云
hqgz=1,后勤工作
hqhc=1,何去何从
hqhh=1,忽前忽后
hqhl=1,合情合理
hqhm=1,好奇害死猫
hqhr=1,华侨华人
hqhv=1,或轻或重
hqhy=1,河清海晏
hqi=1,很清楚
hqi=2,好去处
hqic=1,浩气长存
hqit=1,豪气冲天
hqjd=1,后勤基地
hqji=1,婚前检查
hqjx=1,划清界限
hqkl=1,黑巧克力
hqkm=1,护妻狂魔
hql=1,回去了
hql=2,好起来
hql=3,合起来
hql=4,黄泉路
hqll=1,好起来了
hqlm=1,火钳刘明
hqlm=2,火前留名
hqlt=1,呵欠连天
hqlu=1,黄泉路上
hqlw=1,红墙绿瓦
hqlx=1,环球旅行
hqlx=2,缓期两年执行
hqly=1,红情绿意
hqm=1,横切面
hqm=2,黄曲霉
hqmh=1,豪情满怀
hqmj=1,黄曲霉菌
hqmm=1,含情脉脉
hqmr=1,魂牵梦绕
hqms=1,黄曲霉素
hqmu=1,花钱买罪受
hqmv=1,唤起民众
hqmw=1,黑漆抹乌
hqmx=1,魂牵梦系
hqmx=2,花钱买教训
hqmy=1,魂牵梦萦
hqq=1,黑黢黢
hqq=2,黑漆漆
hqq=3,弧圈球
hqru=1,花钱如流水
hqs=1,花青素
hqt=1,核潜艇
hqt=2,红蜻蜓
hqtj=1,婚前同居
hqtj=2,获取途径
hqu=1,火枪手
hqu=2,换气扇
hqu=3,很清爽
hqub=1,横七竖八
hqub=2,环球时报
hquc=1,和气生财
hqud=1,荷枪实弹
hquw=1,和泉纱雾
hqvm=1,害群之马
hqvq=1,回去之前
hqvv=1,豪情壮志
hqvx=1,后起之秀
hqvx=2,缓期执行
hqvx=3,黄泉之下
hqvz=1,后期制作
hqwv=1,豪情万丈
hqww=1,回去问问
hqx=1,好奇心
hqx=2,好清闲
hqxe=1,何其相似乃尔
hqxm=1,好奇心害死猫
hqxq=1,祸起萧墙
hqxr=1,寒气袭人
hqxs=1,何其相似
hqxt=1,花拳绣腿
hqxt=2,花拳秀腿
hqxv=1,好奇心重
hqxw=1,婚前性行为
hqyc=1,行情预测
hqyh=1,花旗银行
hqym=1,或轻于鸿毛
hqyr=1,花前月下有情人
hqyv=1,虎躯一震
hqyx=1,花前月下
hqzb=1,荒腔走板
hqzh=1,黄雀在后
hqzt=1,豪情在天
hqzu=1,回去再说
hr=1,换
hr=2,忽然
hr=3,好人
hr=4,环绕
hra=1,鬟
hraa=1,换啊
hrae=1,鲩
hrai=1,患癌
hrai=2,欢爱
hran=1,环安
hray=1,鬟
hrb=1,宦
hrb=2,黄热病
hrb=3,黑热病
hrba=1,换吧
hrbc=1,环保
hrbc=2,环抱
hrbd=1,痪
hrbd=2,焕白
hrbe=1,郇
hrbf=1,还本
hrbh=1,换帮
hrbh=2,换绑
hrbi=1,环比
hrbi=2,宦
hrbj=1,换班
hrbj=2,诲人不倦
hrbj=3,浑然不觉
hrbk=1,患病
hrbm=1,好人不长命
hrbm=2,换边
hrbn=1,换标
hrbo=1,换趵
hrbq=1,害人不浅
hrbs=1,活人不能让尿憋死
hrbu=1,缓步
hrbu=2,涣然冰释
hrbv=1,浑然不知
hrbw=1,换呗
hrby=1,寰
hrc=1,萑
hrca=1,荁
hrcc=1,还草
hrcd=1,幻彩
hrce=1,患侧
hrcf=1,萑
hrch=1,换仓
hrci=1,幻刺
hrci=2,换词
hrcl=1,还从
hrco=1,换错
hrcs=1,还从
hrcv=1,环翠
hrcy=1,缓存
hrd=1,涣
hrd=2,奂
hrd=3,火热的
hrd=4,华容道
hrda=1,洹
hrdc=1,换到
hrdc=2,环岛
hrdc=3,还到
hrdd=1,还贷
hrdd=2,奂
hrdd=3,换代
hrdd=4,涣
hrde=1,浣
hrdg=1,幻灯
hrdg=2,澣
hrdh=1,换挡
hrdi=1,换地
hrdj=1,换单
hrdj=2,换弹
hrdl=1,换到
hrdl=2,环岛
hrdl=3,还到
hrdm=1,换点
hrdn=1,换掉
hrdp=1,幻蝶
hrdp=2,换碟
hrds=1,欢动
hrdu=1,欢度
hrdv=1,换队
hrdw=1,恍然大悟
hrdx=1,漶
hrdx=2,哄然大笑
hrdy=1,澴
hrdy=2,欢墩
hre=1,峘
hrea=1,峘
hrer=1,患儿
hrf=1,擐
hrfa=1,焕发
hrfa=2,环法
hrfd=1,换
hrff=1,换分
hrfg=1,幻风
hrfh=1,换防
hrfh=2,换房
hrfu=1,换肤
hrfw=1,环肥
hrfx=1,忽然发现
hrfy=1,擐
hrgc=1,环高
hrge=1,换个
hrge=2,换歌
hrge=3,欢歌
hrgg=1,还耕
hrgh=1,换岗
hrgi=1,环规
hrgk=1,环怪
hrgl=1,幻光
hrgo=1,缓过
hrgo=2,换过
hrgp=1,宦官
hrgr=1,宦官
hrgs=1,恨入骨髓
hrgt=1,豁然贯通
hrgu=1,环顾
hrgu=2,恍如隔世
hrgu=3,换骨
hrgv=1,环规
hrgv=2,换轨
hrgw=1,还给
hrgy=1,花入各眼
hrgz=1,换购
hrh=1,焕
hrhb=1,好人好报
hrhc=1,换号
hrhc=2,欢好
hrhd=1,环海
hrhd=2,焕
hrhe=1,缓和
hrhf=1,还很
hrhh=1,换行
hrhj=1,害人害己
hrhl=1,幻皇
hrhm=1,好人好梦
hrho=1,换货
hrhr=1,缓缓
hrhr=2,换换
hrhs=1,活人还能被尿憋死
hrhs=2,活人还能让尿憋死
hrhu=1,欢呼
hrhu=2,好人好事
hrhv=1,换回
hrhv=2,唤回
hrhw=1,幻黑
hrhx=1,幻化
hrhy=1,还魂
hri=1,患
hri=2,害人虫
hria=1,换茬
hric=1,唤潮
hric=2,换钞
hrie=1,换车
hrif=1,环衬
hrig=1,换成
hrih=1,欢畅
hrih=2,欢唱
hrii=1,环驰
hril=1,后人乘凉
hrir=1,换船
hris=1,缓冲
hriu=1,唤出
hriu=2,患处
hriu=3,幻触
hrix=1,患
hriy=1,轘
hrj=1,豢
hrj=2,忽然间
hrj=3,害人精
hrj=4,好人家
hrjb=1,换进
hrjd=1,忽然觉得
hrjd=2,忽然决定
hrjd=3,忽然见到
hrji=1,还击
hrji=2,换机
hrjk=1,环境
hrjk=2,幻境
hrjl=1,换将
hrjm=1,换件
hrjn=1,缓交
hrjn=2,欢叫
hrjp=1,环节
hrjp=2,缓解
hrjp=3,换届
hrjq=1,换就
hrjt=1,幻觉
hrju=1,欢聚
hrju=2,换句
hrju=3,豢
hrjx=1,还价
hrjy=1,锾
hrjy=2,镮
hrjz=1,换件
hrk=1,唤
hrk=2,好人卡
hrka=1,换卡
hrkc=1,缓考
hrkd=1,唤
hrkd=2,换开
hrke=1,换壳
hrke=2,换课
hrkj=1,还看
hrkk=1,欢快
hrkl=1,豁然开朗
hrkr=1,还款
hrks=1,环控
hrku=1,患苦
hrky=1,圜
hrkz=1,还口
hrl=1,核燃料
hrla=1,换啦
hrlb=1,还林
hrld=1,换来
hrle=1,欢乐
hrle=2,换了
hrlh=1,幻狼
hrli=1,还礼
hrlj=1,焕蓝
hrlk=1,幻灵
hrll=1,换辆
hrlm=1,换脸
hrln=1,换料
hrlo=1,换咯
hrlp=1,环列
hrlq=1,环流
hrlq=2,缓流
hrls=1,幻龙
hrlu=1,环路
hrlw=1,幻雷
hrlx=1,还俩
hrm=1,桓
hrma=1,桓
hrma=2,换吗
hrma=3,换码
hrma=4,换马
hrmb=1,好人没好报
hrmc=1,换毛
hrmd=1,缓脉
hrmd=2,还买
hrme=1,换么
hrmf=1,换门
hrmf=2,驩
hrmg=1,幻梦
hrmh=1,还忙
hrmj=1,缓慢
hrmj=2,还慢
hrmk=1,换名
hrmm=1,换面
hrmm=2,环面
hrmo=1,幻魔
hrmp=1,幻灭
hrmr=1,缓慢
hrmu=1,环牧
hrmu=2,环幕
hrmw=1,环美
hrmx=1,环牧
hrn=1,嬛
hrn=2,好热闹
hrna=1,还拿
hrnb=1,还您
hrnc=1,欢闹
hrnc=2,换脑
hrnd=1,换奶
hrne=1,换呢
hrng=1,环能
hrni=1,还你
hrni=2,换你
hrni=3,唤你
hrnj=1,患难
hrnk=1,缓凝
hrnm=1,还年
hrnm=2,幻念
hrnr=1,环暖
hrnw=1,环内
hrny=1,嬛
hrnz=1,好人难做
hrnz=2,患难
hro=1,幻
hro=2,㬊
hrou=1,环欧
hroy=1,㬊
hrpc=1,环跑
hrpd=1,换牌
hrpe=1,换皮
hrpf=1,换盆
hrph=1,幻胖
hrpi=1,换皮
hrpk=1,环评
hrpm=1,换片
hrpn=1,换票
hrpo=1,缓坡
hrps=1,缓坡
hrpw=1,环佩
hrpx=1,环评
hrq=1,獾
hrqb=1,欢沁
hrqe=1,唤起
hrqf=1,獾
hrqi=1,唤起
hrqi=2,换气
hrqi=3,换妻
hrqk=1,欢庆
hrqk=2,还清
hrql=1,忽如其来
hrql=2,换枪
hrqm=1,还钱
hrqm=2,换钱
hrqm=3,换签
hrqo=1,欢洽
hrqp=1,环切
hrqq=1,环球
hrqq=2,寰球
hrqr=1,环圈
hrqu=1,换取
hrqu=2,换区
hrqv=1,混入其中
hrqx=1,欢洽
hrqy=1,换群
hrrc=1,环绕
hrre=1,换热
hrrf=1,换人
hrri=1,幻日
hrrj=1,焕然
hrrj=2,涣然
hrrm=1,恍然如梦
hrrm=2,酣然入梦
hrru=1,恍然若失
hrru=2,缓入
hrrv=1,欢瑞
hrs=1,缓
hrse=1,𬘫
hrse=2,换色
hrsg=1,红日三竿
hrsi=1,环伺
hrsj=1,涣散
hrsn=1,鹮
hrso=1,换锁
hrsr=1,换算
hrss=1,欢送
hrsu=1,还俗
hrsw=1,何人所为
hrsy=1,缳
hrta=1,换他
hrta=2,幻塔
hrtc=1,换套
hrtd=1,换台
hrte=1,垸
hrtg=1,欢腾
hrth=1,换汤
hrti=1,浑然天成
hrti=2,换题
hrtj=1,忽然听见
hrtk=1,幻听
hrtm=1,换填
hrtm=2,还添
hrtn=1,欢跳
hrtn=2,换条
hrto=1,欢脱
hrtp=1,换帖
hrtr=1,换团
hrts=1,幻痛
hrts=2,还童
hrtu=1,宦途
hrtu=2,换图
hrtv=1,还推
hrtw=1,骇人听闻
hrtz=1,换头
hrtz=2,唤头
hru=1,后入式
hrua=1,换啥
hrua=2,浣纱
hrue=1,环设
hruf=1,换肾
hruf=2,幻神
hrug=1,欢声
hrug=2,缓声
hrug=3,换声
hruh=1,换上
hruh=2,患上
hruh=3,换伤
hrui=1,环视
hrui=2,幻视
hrui=3,缓释
hruj=1,环山
hruk=1,换帅
hrul=1,换双
hruo=1,欢说
hruo=2,还说
hrus=1,花容失色
hrus=2,环山
hruu=1,幻术
hruu=2,还书
hruv=1,换水
hruv=2,环水
hruw=1,换谁
hrux=1,还耍
hruz=1,还手
hruz=2,换手
hruz=3,幻兽
hrv=1,貆
hrv=2,很认真
hrv=3,好认真
hrva=1,貆
hrvc=1,还招
hrvc=2,换照
hrvd=1,还债
hrve=1,患者
hrvf=1,换阵
hrvf=2,幻阵
hrvg=1,换证
hrvh=1,还账
hrvi=1,环志
hrvi=2,幻肢
hrvi=3,缓滞
hrvj=1,忽然之间
hrvj=2,害人终害己
hrvj=3,换盏
hrvk=1,换证
hrvl=1,环状
hrvl=2,换装
hrvo=1,换桌
hrvq=1,浩然之气
hrvq=2,浩然正气
hrvr=1,换砖
hrvr=2,换转
hrvs=1,换种
hrvs=2,环中
hrvu=1,还珠
hrvu=2,换住
hrvw=1,害人之心不可有，防人之心不可无
hrvx=1,害人之心
hrvy=1,害人之心不可有
hrvz=1,换轴
hrvz=2,环洲
hrw=1,环
hrw=2,还认为
hrwb=1,环
hrwd=1,环外
hrwf=1,环纹
hrwf=2,换文
hrwh=1,黑人问号
hrwi=1,好肉剜疮
hrwj=1,换完
hrwo=1,还我
hrwq=1,𤩽
hrwu=1,换物
hrwu=2,欢舞
hrwv=1,浑然无知
hrww=1,换位
hrww=2,恍若未闻
hrxb=1,欢心
hrxb=2,换新
hrxb=3,欢欣
hrxd=1,黑人兄弟
hrxg=1,黑人小哥
hrxi=1,欢喜
hrxi=2,换洗
hrxi=3,③
hrxi=4,欢欢喜喜
hrxk=1,唤醒
hrxk=2,环形
hrxk=3,缓刑
hrxl=1,幻想
hrxl=2,幻象
hrxm=1,环线
hrxm=2,换线
hrxn=1,欢笑
hrxp=1,换鞋
hrxq=1,换休
hrxs=1,浣熊
hrxt=1,换血
hrxu=1,环旭
hrxu=2,忽然像是
hrxx=1,换下
hrxy=1,环迅
hry=1,欢
hry=2,很容易
hry=3,好容易
hrya=1,换牙
hrya=2,好人一生平安
hryb=1,好人有好报
hryc=1,换药
hrye=1,换页
hrye=2,幻夜
hryf=1,欢颜
hryg=1,寰宇
hryg=2,欢愉
hryg=3,黑人牙膏
hryg=4,鲩鱼
hryh=1,豢养
hryh=2,浩如烟海
hryi=1,换衣
hryj=1,欢颜
hryj=2,欢宴
hryk=1,欢迎
hryk=2,幻影
hryl=1,忽如一夜春风来
hryl=2,含乳饮料
hrym=1,花容月貌
hrym=2,好人有好梦
hryq=1,虎入羊群
hryr=1,还原
hryr=2,还愿
hryr=3,换源
hrys=1,换用
hryt=1,浑然一体
hryt=2,幻月
hryu=1,寰宇
hryu=2,欢愉
hryu=3,欢娱
hryu=4,鲩鱼
hryv=1,幻
hryx=1,焕然一新
hryx=2,汗如雨下
hryy=1,幻云
hryy=2,黑人音乐
hryz=1,患有
hryz=2,环游
hrz=1,还
hrz=2,好日子
hrz=3,混日子
hrzb=1,还
hrzc=1,还早
hrzd=1,换在
hrzf=1,憨人自有憨人福
hrzi=1,欢子
hrzi=2,环子
hrzk=1,逭
hrzl=1,桓宗
hrzm=1,赫然在目
hrzn=1,好日子还在后头呢
hrzo=1,换作
hrzo=2,唤作
hrzo=3,换做
hrzr=1,环钻
hrzs=1,欢总
hrzs=2,桓宗
hrzu=1,换组
hrzv=1,还嘴
hrzz=1,换走
hrzz=2,还走
hs=1,红
hs=2,很少
hs=3,黑色
hs=4,喝水
hsaa=1,红啊
hsan=1,红案
hsan=2,红岸
hsao=1,宏奥
hsb=1,宏
hsb=2,黑死病
hsb=3,海森堡
hsba=1,红吧
hsbb=1,谼
hsbc=1,红包
hsbd=1,红白
hsbf=1,红本
hsbh=1,好死不如赖活
hsbh=2,红榜
hsbi=1,红笔
hsbj=1,红斑
hsbk=1,訇
hsbk=2,红兵
hsbm=1,红遍
hsbn=1,红标
hsbo=1,洪波
hsbs=1,宏
hsbs=2,好死不死
hsbu=1,红布
hsbv=1,好死不如赖活着
hsbw=1,烘焙
hsbw=2,虎死不倒威
hsc=1,薨
hscb=1,蕻
hscb=2,薨
hscc=1,红草
hscc=2,荭草
hscd=1,虹彩
hsce=1,红册
hscg=1,荭
hscg=2,红层
hsci=1,红瓷
hscj=1,红参
hscl=1,红葱
hscs=1,红葱
hscu=1,红醋
hscv=1,鸿毳
hscy=1,宏村
hsd=1,洪
hsd=2,泓
hsd=3,红丝带
hsda=1,宏大
hsda=2,宏达
hsdb=1,洪
hsdb=2,𤃫
hsdc=1,红岛
hsdc=2,弘道
hsdd=1,红带
hsde=1,红的
hsde=2,哄得
hsde=3,红得
hsdf=1,浲
hsdg=1,红灯
hsdi=1,红底
hsdj=1,红单
hsdj=2,红蛋
hsdk=1,红顶
hsdl=1,红岛
hsdl=2,弘道
hsdm=1,红点
hsdn=1,鸿
hsdp=1,红蝶
hsdp=2,荤素搭配
hsds=1,轰动
hsds=2,泓
hsds=3,汯
hsds=4,洪洞
hsdu=1,洪都
hsdv=1,红队
hsdw=1,核算单位
hsdy=1,红盾
hsdz=1,红豆
hsdz=2,哄逗
hsei=1,弘一
hsen=1,洪恩
hser=1,红儿
hsfa=1,宏发
hsfa=2,红发
hsff=1,红粉
hsfg=1,洪峰
hsfg=2,红枫
hsfh=1,红方
hsfj=1,红帆
hsfl=1,黄色废料
hsfu=1,洪福
hsfu=2,宏富
hsfw=1,鸿飞
hsg=1,弘
hsg=2,还是个
hsg=3,毁三观
hsgc=1,弘高
hsgd=1,火速赶到
hsge=1,红歌
hsgf=1,红根
hsgh=1,红岗
