a	啊
qprn	箧
qpts	切
qptt	且
qpwl	挈
qpxh	茄
qpzt	趄
qqae	酋
qqap	遒
qqbg	泅
qqbr	湫
qqdd	訄
qqdn	糗
qqea	巯
qqeg	囚
qqfa	俅
qqfd	仇
qqga	球
qqge	璆
qqka	𨱇
qqme	蝤
qqme	鞧
qqmo	虬
qqmp	蚯
qqna	求
qqnn	裘
qqnp	逑
qqor	楸
qqpp	丘
qqpp	邱
qqsp	龟
qqvd	犰
qqwr	秋
qqwy	鹙
qqxr	萩
qqyd	鼽
qqyr	鳅
qqza	赇
qrcq	悛
qrdg	诠
qreg	醛
qreg	辁
qrev	圈
qrfg	佺
qrgb	瑔
qrgg	全
qril	拳
qris	券
qrjv	绻
qrkg	铨
qrmv	蜷
qrnn	犬
qrnv	鬈
qroq	权
qrov	棬
qrpn	畎
qrqp	𨟠
qrqp	劝
qrrg	筌
qrsg	痊
qrxg	荃
qrxz	颧
qryb	鳈
qryb	泉
qrzv	婘
qsek	銎
qsem	蛩
qsep	邛
qsgg	琼
qsio	穹
qsip	穷
qsrp	筇
qsxp	䓖
qsxp	茕
qtgg	雀
qtij	𬒈
qtjq	碏
qtjw	确
qtmy	鹊
qtog	榷
qtrn	炔
qtsg	瘸
qttc	悫
qttp	却
qttw	埆
qtwg	阙
qtwn	阕
qtzn	缺
quah	竘
quan	躯
quaz	觑
qubg	灈
qubo	渠
qucn	驱
qudy	诎
queq	取
quez	娶
qugb	龋
quge	璩
quiy	屈
qujo	磲
qukg	衢
quma	蛐
qumq	蠼
qumt	蛆
quot	㭕
qupa	曲
quqg	瞿
quqm	氍
qurn	戌
qurq	焌
qurq	黢
qusg	癯
qutn	𫭟
qutt	去
qutt	坥
quut	袪
quut	祛
quvh	朐
quvt	胠
quwd	麹
quwn	阒
quwn	区
quwp	劬
quwy	鸲
quxo	蕖
quxp	蘧
quxw	苣
quxy	䓛
quya	𪨰
quyh	鼩
quyn	岖
quyt	岨
quzq	趣
quzy	趋
qxaa	卡
qxbh	洽
qxch	恰
qxla	拤
qxly	掐
qxuh	袷
qxuq	髂
qxxn	葜
qyew	囷
qykw	麇
qyqk	群
qytp	逡
qyuh	裙
rcab	饶
rcjb	绕
rcld	扰
rcob	桡
rcxb	荛
rczb	娆
relr	热
rexc	惹
rfat	饪
rfda	讱
rfdg	认
rfea	轫
rffa	仞
rffn	仁
rfft	任
rfgg	人
rfja	纫
rfjt	纴
rfsa	刃
rfsc	忍
rftt	壬
rfut	衽
rfva	韧
rfwc	稔
rfxo	葚
rfxt	荏
rfzt	妊
rgfv	仍
rglv	扔
rhbn	瀼
rhdn	让
rhfn	儴
rhhn	嚷
rhln	攘
rhnm	瓤
rhtn	壤
rhun	禳
rhwn	穰
rhxn	蘘
ricq	驲
riqq	日
rjbo	染
rjlr	然
rjmn	蚺
rjnn	髯
rjrr	燃
rjwm	䎃
rjwn	冉
rjxn	苒
rofh	偌
roob	弱
rorh	箬
roxb	蒻
roxh	若
roxp	鄀
roxr	爇
rozh	婼
rreg	软
rrgc	瓀
rrpa	阮
rrtn	堧
rrzn	媆
rsbh	溶
rsgh	瑢
rsih	容
rsin	冗
rsjp	绒
rskh	镕
rsmo	蝾
rsnm	融
rsoh	榕
rsrh	熔
rsrp	戎
rsvp	狨
rsxe	茸
rsxh	蓉
rsxo	荣
rsyo	嵘
rubc	濡
rubh	洳
ruby	溽
rubz	汝
rucz	颥
rufc	儒
rugg	入
ruhc	嚅
rujy	缛
rukh	铷
rumc	蠕
rumo	乳
runc	孺
rusy	辱
ruuc	襦
ruuy	褥
ruxc	薷
ruxh	茹
ruxy	蓐
ruzc	嬬
ruzh	如
rvaq	睿
rvbg	汭
rvgc	瑞
rvka	锐
rvmg	蚋
rvog	枘
rvxc	蕊
rvxg	芮
rvxw	蕤
rybg	润
rywg	闰
rzdo	糅
rzeo	𫐓
rzlo	揉
rzmo	鞣
rzso	柔
rzwg	肉
rzzo	蹂
saan	飒
sabe	洒
sabl	挲
sabq	潵
safn	仨
salq	撒
samq	靸
savg	脎
saxe	萨
saxx	卅
scbm	溞
sccm	骚
scjo	缫
sclm	搔
sclq	扫
scsm	瘙
scta	埽
scvo	臊
sczq	嫂
sdht	噻
sdit	塞
sdiz	赛
sdvc	腮
sdyc	鳃
sebg	涩
segc	璱
segc	瑟
seit	塞
sekv	铯
seph	啬
sesv	色
sewh	穑
sfoo	森
sgfq	僧
shho	嗓
shjo	磉
shlo	搡
shpk	丧
shqo	桑
shqz	颡
siaa	兕
siaa	四
siah	饲
siba	泗
sibr	涘
sibv	汜
siby	澌
siby	凘
sica	驷
sien	虒
sifg	似
sifh	伺
sifr	俟
sihh	嗣
sihj	咝
sihy	嘶
sijc	缌
sijj	丝
sijy	鸶
sikc	锶
silt	死
sily	撕
sima	蛳
simy	斯
sinc	飔
sino	耜
sinq	肆
sioc	楒
sioh	司
sipc	思
sirh	笥
sisy	厮
sity	寺
siuv	祀
sivv	巳
siwt	私
siyh	㟃
sizg	姒
sjaq	馓
sjde	糁
sjgp	伞
sjmq	散
sjnn	三
sjtm	毵
sjtn	叁
sobj	溹
sobl	挲
sobz	娑
sogz	琐
sohj	嗦
sohq	唆
sohv	嗍
sohz	唢
soiq	羧
soiy	所
sojy	缩
sokz	锁
sooe	桫
sooq	梭
sopj	索
soqq	睃
soxe	莎
soxn	蓑
soxq	葰
sreq	酸
srrx	算
srvq	狻
srxy	蒜
ssap	竦
ssap	送
ssaz	颂
ssbt	凇
ssbt	淞
sscp	悚
ssct	忪
ssdl	诵
ssdt	讼
ssgc	怂
ssge	耸
ssio	宋
sslq	㧐
ssot	松
ssxt	菘
ssyh	嵩
ssyt	崧
sszp	娀
suap	𫗧
suat	塑
subp	涑
subv	溯
suca	骕
sucj	愫
sudq	谡
sudy	诉
sued	粟
suew	酥
sufd	僳
sufh	俗
sufj	傃
suhj	嗉
suip	窣
suiy	宿
sujy	缩
sunl	夙
sunw	甦
supp	速
suqa	肃
suqy	鹔
surg	簌
suwj	素
suwp	觫
suxg	蔌
suxp	苏
suyw	稣
suzy	蹜
svap	遂
svbg	濉
svdp	谇
svep	𫟦
svgp	璲
svhm	虽
svib	尿
svip	邃
svjp	碎
svjz	绥
svkp	𬭼
svpp	隧
svpp	随
svpv	隋
svqg	睢
svqt	眭
svrp	燧
svsp	旞
svup	襚
svup	髓
svwc	穗
svwp	穟
svxz	荽
svyl	岁
svyy	祟
sygp	隼
sylc	飧
sylz	损
syng	孙
syop	榫
syre	笋
syvg	狲
syxg	荪
szaq	馊
szbq	溲
szeq	艘
szhg	嗽
szhq	嗖
szhr	嗾
szkq	锼
szlq	搜
szlq	擞
szmq	螋
sznq	飕
szqq	瞍
szsq	廋
szxp	蒐
szxq	薮
szyq	叟
tabm	溻
tabq	沓
tafi	他
tait	它
tajp	鿎
takt	铊
talj	拓
talp	挞
tamh	鞳
taom	榻
taqp	遢
tath	塔
tatm	塌
taum	褟
tavz	獭
tawm	阘
tawp	闼
taym	鳎
tazi	她
tazm	蹋
tazq	趿
tazq	踏
tcba	洮
tcbp	逃
tcbq	鼗
tcby	涛
tcby	滔
tcbz	淘
tccy	慆
tccz	𫘦
tcdy	讨
tchc	饕
tchs	叨
tchz	啕
tcjg	绦
tcjz	绹
tclz	掏
tcnr	焘
tcnt	套
tcoa	桃
tcoq	弢
tcoy	梼
tcpz	陶
tcvy	韬
tcxz	萄
tdbn	汰
tdch	骀
tden	酞
tdib	泰
tdkn	钛
tdlh	抬
tdnc	态
tdnn	太
tdth	台
tdtp	邰
tdtr	炱
tdvh	胎
tdvn	肽
tdxh	苔
tdxy	薹
tdyh	鲐
tdzh	跆
tecy	特
tekc	铽
tenc	忑
tewc	慝
tgid	誊
tgrp	熥
tgsa	疼
tgvb	滕
tgvc	腾
tgvj	縢
tgvm	螣
tgvy	䲢
tgxb	藤
thah	躺
thbh	淌
thbh	溏
thbj	汤
thbr	烫
thdh	糖
thfa	傥
thfh	倘
thgh	瑭
thht	嘡
thio	棠
thip	䣘
thir	羰
thit	堂
thka	镋
thkj	铴
thkt	镗
thlh	搪
thmh	螗
thmt	螳
thnh	耥
thot	樘
thsh	唐
thsp	鄌
thth	埫
thth	塘
thvt	膛
thza	帑
thzh	趟
thzt	蹚
tias	剃
tiay	鹈
tiba	涕
tica	悌
ticj	惕
tick	𫘨
tiek	醍
tiey	䴘
tifh	倜
tifn	体
tigk	瑅
tiha	啼
tihk	嚏
tiio	屉
tiip	遆
tija	绨
tijk	缇
tika	锑
tilk	提
tilp	擿
tinq	替
tioa	梯
tiqs	剔
tiqz	题
tiuj	裼
tiva	䏲
tivp	逖
tixa	荑
tiyk	鳀
tiza	蹄
tizg	趯
tizj	踢
tjac	忐
tjbd	澹
tjbg	滩
tjbp	潭
tjcr	惔
tjdp	谭
tjdr	谈
tjep	覃
tjfr	倓
tjgn	璮
tjhq	叹
tjjp	磹
tjjr	碳
tjkn	钽
tjkp	镡
tjkr	锬
tjlg	摊
tjlo	探
tjmr	毯
tjoa	弹
tjon	檀
tjop	榃
tjqt	昙
tjrp	郯
tjsg	瘫
tjsr	痰
tjtn	坦
tjtt	坛
tjtv	坍
tjun	袒
tjxr	菼
tjyr	炭
tjzz	贪
tkby	渟
tkby	汀
tkcp	霆
tkep	艇
tkfp	侹
tkfy	停
tkgp	珽
tkhy	听
tkjp	𬘩
tkkp	铤
tklp	挺
tkmp	䗴
tkmp	蜓
tkog	桯
tkop	梃
tkre	烃
tkrp	烶
tksp	庭
tksy	厅
tktp	廷
tkty	圢
tktz	颋
tkuy	亭
tkxp	莛
tkxy	葶
tkzy	婷
tmba	淟
tmbc	添
tmbh	湉
tmbp	沺
tmch	恬
tmga	瑱
tmlc	掭
tmle	殄
tmmh	黇
tmnc	忝
tmnn	天
tmpp	田
tmpq	畋
tmqa	晪
tmqb	盷
tmta	填
tmva	腆
tmwa	阗
tmwc	舔
tmwm	甜
tndh	调
tnfa	佻
tngh	龆
tnia	窕
tnla	挑
tnmh	蜩
tnnh	髫
tnqa	眺
tnqg	条
tnrh	笤
tnsp	迢
tnua	祧
tnva	朓
tnyd	粜
tnyg	鲦
tnza	跳
tnzg	嬥
tobt	沱
tocn	驮
toct	驼
toet	酡
toft	侂
toft	佗
tohn	唾
tohp	鼍
toio	橐
tojt	砣
tokt	铊
toli	拖
tolj	拓
tolt	托
tomz	妥
toot	柁
toov	椭
tooy	柝
topt	陀
torl	箨
tosi	庹
tott	圫
tott	坨
tova	脱
toxl	萚
toyt	𬶍
toyt	鸵
tozt	跎
tpah	帖
tpkr	铁
tplc	餮
tpxh	萜
tpzh	贴
trbc	湍
trey	团
trlx	抟
trpm	疃
trqe	彖
trrc	煓
trvc	猯
tsam	𦒍
tsam	童
tsbh	洞
tsbm	潼
tscp	恸
tsdh	𫍣
tseh	酮
tsfa	佟
tsfm	僮
tsge	仝
tshh	哃
tshp	嗵
tsja	统
tsje	砼
tskh	铜
tsll	捅
tsne	彤
tsoh	桐
tsol	桶
tsom	橦
tsqm	曈
tsqm	瞳
tsrh	烔
tsrh	筒
tssl	痛
tsth	垌
tstp	通
tswh	同
tswm	穜
tsxh	茼
tsya	峂
tsyh	鲖
tsyh	峒
tszl	㛚
tuan	凸
tuba	涂
tuca	𬳿
tuea	图
tuea	酴
tugo	㻬
tugp	途
tuht	吐
tuin	突
tuiq	屠
tukt	钍
tuoa	梌
turr	兔
tutr	堍
tutt	土
tuuz	徒
tuvq	腯
tuwa	稌
tuwn	秃
tuxa	荼
tuxn	葖
tuxr	菟
tvcp	退
tvlg	推
tvma	蜕
tvpg	魋
tvpz	𬯎
tvrc	忒
tvrp	煺
tvup	褪
tvvp	腿
tvwz	颓
tyao	饨
tyco	忳
tyeo	囤
tyiv	臀
tynh	吞
tyno	屯
tyqq	暾
tyrn	焞
tyto	坉
tyup	褪
tyve	豚
tyyo	鲀
tzan	头
tzfl	偷
tzlt	投
tzut	骰
tzwp	透
uabe	沙
uabn	裟
uaby	鲨
uacz	霎
uafq	傻
uahh	啥
uahq	嗄
uahz	唼
uaje	纱
uaje	砂
uakg	铩
uang	杀
uans	刹
uaoe	杉
uase	痧
uasq	厦
uawg	歃
uaxe	莎
uayr	煞
ucbv	潲
ucdh	韶
ucev	艄
ucge	少
ucgh	玿
uchv	哨
ucjh	绍
uclv	捎
ucmv	蛸
ucmv	鞘
ucoh	柖
ucov	梢
ucqv	睄
ucrb	烧
ucrv	筲
ucsh	召
ucsp	劭
ucsp	邵
ucwa	勺
ucwv	稍
ucxa	芍
ucxh	苕
udqe	晒
udra	筛
udsv	色
ueay	射
uebe	涉
uebq	滠
uecq	慑
uedt	设
uegg	歙
uegh	舍
uegp	畲
uegy	佘
ueky	麝
uelh	拾
uelq	摄
uely	折
uemt	蛇
uenq	奢
uese	厍
uetq	赦
ueut	社
uevh	猞
uewh	舌
uewq	阇
ueye	𪨶
uezy	赊
ufaa	身
ufba	沈
ufbe	渗
ufbo	深
ufca	𬳽
ufca	慎
ufda	诜
ufdc	谂
ufde	糁
ufew	甡
uffa	侁
uffp	伸
uffp	什
ufgp	珅
ufhe	哂
ufhp	呻
ufip	审
ufjp	砷
ufjp	绅
ufkp	𬬹
ufmo	甚
ufnv	肾
ufoo	椹
ufoz	棽
ufpp	申
ufqp	瞫
ufra	矧
ufro	燊
ufse	瘆
ufsm	蜃
ufte	参
ufup	神
ufvp	胂
ufxo	葚
ufxs	莘
ufye	鲹
ufyy	屾
ufzk	娠
ufzp	婶
ugcw	牲
ugep	甥
ugeq	眚
ugew	生
ugex	升
uggq	省
ugjp	绳
ugpt	陞
ugqt	圣
ugqx	昇
ugra	盛
ugrw	笙
ugta	声
ugvw	胜
ugws	剩
ugyt	嵊
uhan	上
uhfp	伤
uhgh	尚
uhin	裳
uhiz	赏
uhjh	绱
uhlj	殇
uhqa	晌
uhrz	熵
uhta	垧
uhtz	墒
uhwj	觞
uhzz	商
uiaa	饰
uiaa	师
uiam	蚀
uiba	浉
uibk	湜
uibn	湿
uicn	驶
uicy	恃
uida	识
uida	谥
uide	试
uidk	𬤊
uidy	诗
uiee	豕
uiee	轼
uiey	酾
uifg	似
uifn	使
uifp	什
uift	仕
uify	侍
uigc	食
uihg	噬
uihn	嘘
uihn	史
uihq	嗜
uiid	屎
uiii	尸
uiin	实
uiiy	室
uiiy	鸤
uijj	石
uika	铈
uikk	氏
uild	誓
uile	拭
uilh	拾
uilp	逝
uilp	势
uilt	殖
uiml	释
uimo	世
uimz	贳
uine	弑
uinq	事
uiny	奭
uiny	䴓
uioa	柿
uioe	栻
uiom	虱
uipp	十
uiqk	是
uiqt	匙
uiqy	时
uire	式
uirg	筮
uirj	炻
uirr	失
uirr	矢
uisi	施
uitm	螫
uitp	邿
uitt	士
uity	埘
uiuj	祏
uiuy	襫
uiuz	视
uiva	狮
uiva	市
uivy	䏡
uiwk	舐
uiwp	适
uixq	蓍
uixy	莳
uiya	𫚕
uiyj	鼫
uiym	鲺
uiyy	鲥
uiyy	峙
uiyy	示
uizh	始
uizk	媞
ujaa	单
ujbv	潸
ujby	汕
ujcm	骟
ujdy	讪
ujey	舢
ujgn	珊
ujim	扇
ujjh	缮
ujke	钐
ujkh	善
ujkp	鄯
ujln	擅
ujmh	蟮
ujns	删
ujoe	杉
ujon	栅
ujpn	陕
ujqr	晱
ujrm	煽
ujrp	烻
ujrs	剡
ujsy	疝
ujta	𫮃
ujth	墡
ujtp	埏
ujua	禅
ujue	衫
ujvh	膳
ujvn	膻
ujwg	闪
ujxh	苫
ujxt	芟
ujyd	嶦
ujyh	鳝
ujyy	山
ujzd	赡
ujzn	跚
ujzn	嬗
ujzn	姗
ukaa	帅
uklp	摔
ukmp	蟀
uknn	衰
ukvo	甩
ukvp	率
ulbd	泷
ulby	漴
ulcq	骦
ulcq	霜
ulcy	鹴
uljq	礵
ulnn	爽
ulqq	双
ulzq	孀
uoao	槊
uoav	朔
uoda	说
uodq	数
uojz	硕
uokd	铄
uolv	搠
uord	烁
uoxv	蒴
uoza	妁
urbs	涮
urlg	拴
urog	栓
urvc	腨
urwn	闩
uuaa	署
uuam	蜀
uuaq	叔
uuba	沭
uubg	漱
uubq	淑
uuby	澍
uudq	数
uuel	输
uufn	倏
uugs	舒
uuib	属
uujs	纾
uuka	𬬸
uulc	摅
uulm	毹
uulp	鄃
uuls	抒
uuly	殊
uumt	墅
uuna	竖
uuoa	疏
uuoa	梳
uuoa	术
uuoa	书
uuon	枢
uuop	述
uuoy	树
uupl	隃
uupp	束
uupy	陎
uuqa	曙
uuqq	暑
uura	戍
uusr	庶
uutt	殳
uuud	孰
uuur	熟
uuut	塾
uuvl	腧
uuwa	秫
uuwb	黍
uuxa	薯
uuxa	蔬
uuxq	菽
uuyo	鼠
uuzc	恕
uuzn	赎
uuzq	婌
uuzy	姝
uvaa	帨
uvbb	水
uvda	说
uvdg	谁
uvqn	睡
uvwa	税
uwdg	谁
uxcz	耍
uxhs	唰
uxis	刷
uyaz	顺
uyha	吮
uymw	舜
uyoq	楯
uyqw	瞬
uzah	兽
uzay	首
uzey	艏
uzgh	售
uziy	守
uzjq	绶
uzll	手
uzlq	授
uzmq	受
uzny	寿
uzoq	收
uzsq	瘦
uzur	熟
uzvy	狩
vaan	馇
vabe	溠
vabn	渣
vacd	霅
vadn	诈
vaeo	轧
vafn	乍
vahn	咋
vahn	喳
vaho	喋
vaht	咤
vaht	吒
vahy	哳
vaiy	鲝
vajl	䃎
vajn	砟
vaks	铡
valn	揸
valn	拃
valo	扎
valt	挓
vamn	蚱
vanl	奓
vaon	榨
vaon	栅
vaon	楂
vaon	柞
vaon	查
vaoo	札
vaqx	眨
varn	炸
vars	劄
vasn	痄
vawp	闸
vayn	鲊
vayt	齇
vcap	罩
vcba	兆
vcbh	沼
vcdh	诏
vchh	啁
vciq	肇
vciq	着
vckh	𬬿
vcks	钊
vclh	招
vclr	找
vcmm	爪
vcop	棹
vcpv	朝
vcqe	曌
vcqh	昭
vcqr	照
vcrm	笊
vcsa	旐
vcsh	召
vcya	𬶐
vczn	赵
vdac	斋
vdee	豸
vdfz	债
vdig	寨
vdin	窄
vdit	宅
vdll	择
vdly	祭
vdlz	摘
vdmg	翟
vdsy	瘵
veap	这
veby	浙
vedd	詟
vedz	谪
veeo	辄
veeq	辙
vehq	啫
veiq	着
vejo	磔
vekq	锗
velh	哲
velm	蛰
velm	蜇
velq	晢
vely	折
veoj	柘
vepq	者
vesm	䗪
vesp	遮
vesy	鹧
veth	喆
vetq	赭
veuy	褶
vexr	蔗
vfaz	帧
vfaz	贞
vfbz	浈
vfck	震
vfde	诊
vfee	轸
vfel	甄
vffz	侦
vfge	珍
vfgw	瑧
vfiy	鸩
vfja	缜
vfja	纼
vfjh	砧
vfka	镇
vfkp	针
vflk	振
vflo	揕
vfmp	斟
vfna	鬒
vfoa	枕
vfow	榛
vfoz	桢
vfpa	真
vfpe	畛
vfpe	阵
vfqe	昣
vfrh	箴
vfse	疹
vfta	圳
vfua	禛
vfue	袗
vfuz	祯
vfve	胗
vfvn	朕
vfwa	稹
vfxh	葴
vfxw	蓁
vfyw	臻
vfzk	赈
vgap	郑
vgcg	怔
vgdg	证
vgdq	诤
vgkg	钲
vgkq	铮
vgln	拯
vglq	挣
vgng	正
vgnq	政
vgor	烝
vgpg	整
vgqq	睁
vgrq	筝
vgsg	症
vgsq	争
vgug	征
vgvq	狰
vgxr	蒸
vgyq	峥
vhae	帐
vhap	幛
vhbe	涨
vhbp	漳
vhde	彰
vhdp	鄣
vhdp	章
vhee	长
vhfa	仗
vhfn	仉
vhgp	璋
vhil	掌
vhmp	蟑
vhoa	杖
vhoe	张
vhop	樟
vhpa	丈
vhpp	障
vhqp	暲
vhsp	瘴
vhve	胀
vhvp	獐
vhyp	嶂
vhze	账
vhzp	嫜
viaa	帜
viar	帙
viat	置
viba	滞
vibg	沚
vibh	治
vibk	泜
vibm	滍
vibp	汁
vicq	忮
vics	制
vida	识
viea	职
viea	轵
viee	豸
vieq	酯
viev	卮
viey	轾
viez	质
vift	值
vify	侄
vigg	止
viha	只
vihq	吱
viia	咫
viiy	窒
vija	织
vijk	纸
vikk	氏
viky	铚
vikz	锧
vild	执
vilj	絷
vilk	扺
vill	挚
vilp	掷
vilq	指
vilr	炙
vilr	摭
vilt	殖
vily	鸷
vilz	贽
vimh	蜘
vimy	蛭
vioa	枳
vioc	梽
viop	栉
vioq	枝
vioq	榰
viot	植
viov	栀
vioy	桎
vioz	𬃊
vipc	骘
vipe	陟
vipk	疐
vipq	支
vipt	直
vipy	畤
viqt	彘
viqy	晊
virg	雉
virh	知
virq	智
visc	痣
visy	痔
visy	庤
vitc	志
vitg	址
vitq	旨
vitt	埴
viug	祉
viuk	祗
viuk	禔
viuq	徵
vivk	胝
vivq	肢
vivq	脂
viwa	觯
viwa	黹
viwg	稚
viwr	秩
viwt	稙
vixa	𦭜
vixg	芷
vixx	之
vixx	芝
viyp	郅
viyq	致
viyy	峙
viyy	至
vizg	趾
vizj	跖
vizp	踯
vizy	跱
vizz	踬
vjah	站
vjah	占
vjan	𫗴
vjar	战
vjbh	沾
vjbo	湛
vjdd	谵
vjdh	粘
vjek	辗
vjey	斩
vjfo	偡
vjik	展
vjjk	绽
vjlk	搌
vjmh	毡
vjnh	飐
vjor	栈
vjov	栴
vjqd	瞻
vjra	盏
vjsd	詹
vjsv	旃
vjvy	鹯
vjxr	蘸
vjyn	鳣
vjyy	崭
vkle	拽
vlam	幢
vldc	戆
vllm	撞
vlnn	奘
vlnn	装
vlnn	状
vlnt	壮
vlnz	妆
vlot	桩
vlst	庄
voao	桌
voap	卓
voba	汋
vobe	涿
vobg	濯
vobm	浊
vobz	浞
vode	诼
voea	酌
vofp	倬
voge	琢
vohe	啄
voiq	着
vojy	斫
vokm	镯
vokq	䦃
volg	擢
voly	拙
volz	捉
vooa	棁
vooe	椓
voqp	晫
voqq	叕
vora	灼
vosy	𬸦
vour	禚
voxp	䓬
voxq	著
voxy	茁
vraa	馔
vrbo	沌
vrex	转
vrfa	僎
vrfx	传
vrge	瑑
vrhx	啭
vrjx	砖
vrla	撰
vrre	篆
vrvx	䏝
vrxx	专
vryz	颛
vrzh	赚
vsea	舯
vsfa	仲
vsgg	众
vsha	盅
vsha	中
vshc	忠
vsie	冢
vsja	终
vska	钟
vskm	锺
vsna	衷
vsoa	柊
vsqm	螽
vsva	肿
vswa	种
vswm	重
vsxa	茽
vszm	踵
vubq	渚
vubq	潴
vubt	注
vuby	洙
vuct	驻
vudn	𬣞
vudq	诸
vudy	诛
vuep	舳
vuep	逐
vufn	伫
vuft	住
vufy	侏
vugy	珠
vuhb	嘱
vujn	纻
vujt	砫
vukt	麈
vuky	铢
vuky	铸
vult	拄
vumm	蠋
vumt	蛀
vumy	蛛
vuoa	柷
vuoa	术
vuoq	槠
vuos	杼
vuot	柱
vuoy	株
vupm	翥
vupr	煮
vuqb	瞩
vurm	烛
vurn	筑
vurn	竺
vurq	箸
vurr	竹
vurt	炷
vuse	瘃
vust	疰
vutp	助
vuua	祝
vuvo	橥
vuvq	猪
vuvt	主
vuxn	苎
vuxq	著
vuxy	茱
vuyp	邾
vuyy	朱
vuzm	躅
vuzn	贮
vvcc	惴
vvcg	骓
vvgg	隹
vvjp	缒
vvjq	缀
vvkg	锥
vvog	椎
vvop	追
vvpt	坠
vvwz	赘
vxlm	抓
vxmm	爪
vxnt	髽
vybg	准
vydn	谆
vyio	窀
vyjn	𬘯
vyka	衠
vyvo	肫
vzaa	州
vzba	洲
vzca	骤
vzcy	㤘
vzdy	诌
vzee	舟
vzee	辀
vzep	轴
vzey	酎
vzey	鸼
vzfy	㑇
vzhh	啁
vzhn	咒
vzin	昼
vzip	宙
vzjp	碡
vzjy	绉
vzjy	纣
vznh	周
vzoo	粥
vzpv	胄
vzqa	帚
vzrp	籀
vzvy	肘
vzxy	荮
vzye	皱
vzzh	赒
vzzh	婤
vzzp	妯
wabt	洼
wafl	佤
waht	哇
waim	窊
wall	瓦
wall	挖
wamt	蛙
wapm	畖
watm	坬
wauy	袜
wava	腽
wazg	娲
wazt	娃
wdla	外
wdng	歪
wdyz	崴
wfaa	文
wfaj	紊
wfba	汶
wfba	温
wfca	𫘜
wfca	雯
wfea	辒
wfeg	璺
wfga	玟
wfhj	吻
wfja	纹
wfjs	刎
wfma	蚊
wfoa	榅
wfra	炆
wfsa	瘟
wfwc	稳
wfwe	闻
wfwh	问
wfwq	阌
wfxa	芠
wfxa	蕰
wfya	鳁
wgal	瓮
wgam	翁
wgay	鹟
wgbm	滃
wghm	嗡
wgkm	𬭩
wgxg	蕹
wgxm	蓊
whbg	汪
whco	惘
wheo	辋
whgg	王
whog	枉
whpg	尪
whpo	尢
whpo	魍
whqg	旺
whut	往
whvc	忘
whvg	望
whvo	亡
whvz	妄
whwn	网
whwo	罔
wjbo	𬇕
wjbo	湾
wjcv	惋
wjdd	丸
wjga	玩
wjgv	琬
wjia	完
wjis	剜
wjiv	宛
wjjd	纨
wjjo	绾
wjjv	碗
wjlr	挽
wjmv	蜿
wjno	万
wjnv	豌
wjnz	顽
wjov	椀
wjpo	弯
wjpv	畹
wjqr	晚
wjra	烷
wjto	塆
wjva	脘
wjvv	腕
wjxa	莞
wjxd	芄
wjxq	蔓
wjxv	菀
wjya	皖
wjzo	婠
wjzv	婉
woay	幄
wobg	涡
wobn	沃
woby	渥
woer	我
wofy	偓
wofz	倭
wogy	龌
wohy	喔
woig	窝
wojr	硪
woka	卧
wolp	挝
woly	握
womg	蜗
wopp	斡
wovo	肟
woxg	莴
wozz	踒
wuaa	兀
wubg	𣲘
wubh	浯
wubk	鋈
wubo	洿
wubo	污
wucg	怃
wuch	悟
wuch	牾
wucj	物
wucp	雾
wucp	忤
wudg	诬
wudn	误
wueg	巫
wuey	鹀
wuff	侮
wufp	午
wufp	侮
wufp	仵
wufp	迕
wufu	伍
wufw	舞
wugg	无
wugg	珷
wugh	珸
wuhh	唔
wuhn	吴
wuhy	呜
wuih	寤
wuiy	屋
wujj	勿
wukh	铻
wuky	钨
wulh	捂
wuma	靰
wumn	蜈
wung	武
wuny	鹉
wuoa	杌
wuoh	梧
wupp	毋
wuqh	晤
wuqp	旿
wuqp	务
wurh	焐
wurr	戊
wusc	骛
wusg	庑
wush	痦
wusy	鹜
wusz	婺
wuto	圬
wuty	坞
wuuh	吾
wuup	郚
wuuu	五
wuwc	恶
wuxg	芜
wuxj	芴
wuya	屼
wuyh	鼯
wuyh	峿
wuyp	邬
wuyy	乌
wuzg	妩
wwag	帷
wwav	帏
wwbg	潍
wwbp	沩
wwbq	溦
wwbv	洧
wwbv	洈
wwbv	涠
wwbv	𣲗
wwbv	渭
wwcg	惟
wwcy	霨
wwdv	谓
wwdz	诿
wwem	艉
wwev	围
wwfa	位
wwfk	偎
wwfp	伪
wwfv	伟
wwgg	琟
wwgv	玮
wwhg	唯
wwhk	喂
wwhy	味
wwic	慰
wwim	螱
wwim	尾
wwiy	尉
wwjg	维
wwjk	碨
wwjv	纬
wwjv	硙
wwov	桅
wwpk	畏
wwpk	隈
wwpn	卫
wwpp	隗
wwpp	为
wwpv	胃
wwqv	𬀩
wwqv	韪
wwrk	煨
wwrv	炜
wwrv	煟
wwrz	威
wwsp	廆
wwsv	危
wwsz	痿
wwsz	𬱟
wwtw	圩
wwuq	微
wwvk	猥
wwvp	违
wwvt	亹
wwvv	猬
wwvv	韦
wwwp	魏
wwwp	逶
wwwv	闱
wwwz	委
wwxp	薳
wwxp	𫇭
wwxq	薇
wwxv	苇
wwxy	蔚
wwxz	萎
wwxz	葳
wwyk	鳂
wwyp	巍
wwyp	嵬
wwyv	鲔
wwyv	峗
wwyv	𬶏
wwyy	鳚
wwyy	未
