字	全码	同项序号	核定简码
洴	pkoq	0	pkoq
洵	xyoa	0	xyoa
洸	glon	0	glo
洹	hror	0	hror
洺	mkoj	0	mko
洿	wuoz	0	wuoz
浃	jxov	0	jxov
浈	vfoq	0	vfo
浉	uiog	0	uiog
浍	hvok	0	hvok
浐	ijok	0	ijo
浒	huob	0	huob
浒	xuob	0	xuob
浔	xyon	0	xyon
浕	jbod	0	jbod
浛	hjoj	0	hjoj
浜	bhov	0	bho
浞	vook	0	vook
浟	yzog	0	yzog
浠	xiog	0	xiog
浡	boox	0	boox
浣	hron	0	hron
浥	yiot	0	yiot
浬	liow	0	liow
浭	ggoe	0	ggo
浯	wuoj	0	wuoj
浰	lioe	0	lioe
浰	lmoe	0	lmo
浲	fgox	0	fgox
浼	mwox	0	mwo
涄	pkoz	0	pkoz
涍	xnox	0	xnox
涎	xmoo	0	xmoo
涐	eeob	0	eeo
涑	suog	0	suog
涓	jror	0	jro
涔	cfov	0	cfo
涘	sios	0	sios
涝	lcok	0	lco
涞	ldok	0	ldok
涟	lmoo	0	lmoo
涠	wwoe	0	wwoe
涢	yyoq	0	yyoq
涣	hrov	0	hrov
涤	diof	0	diof
涪	fuoj	0	fuoj
涫	groh	0	groh
涴	yrot	0	yrot
涸	heor	0	heor
涿	vooy	0	vooy
淄	zioa	0	zioa
淅	xiof	0	xiof
淆	xnor	0	xnor
淏	hcov	0	hcov
淖	ncob	0	nco
淙	csoq	0	cso
淜	pgor	0	pgo
淝	fwot	0	fwot
淞	ssok	0	ssok
淟	tmov	0	tmov
淠	pion	0	pio
淦	gjon	0	gjon
淬	cvob	0	cvo
淯	yuor	0	yuor
淴	huov	0	huov
渌	luoo	0	luoo
渎	duov	0	duov
渑	mmoa	0	mmoa
渟	tkon	0	tkon
渤	book	0	book
渥	wooh	0	wooh
渫	xpoa	0	xpoa
渰	yjoq	0	yjoq
渲	xror	0	xror
渼	mwov	0	mwov
湃	pdox	0	pdox
湄	mwoa	0	mwoa
湉	tmoj	0	tmoj
湍	trol	0	tro
湎	mmol	0	mmol
湑	xuor	0	xuor
湓	pfot	0	pfo
湔	jmoo	0	jmoo
湜	uiol	0	uiol
湝	jpol	0	jpol
湟	hlot	0	hlo
湣	mboa	0	mboa
湫	jnow	0	jnow
湫	qqow	0	qqow
湮	yjop	0	yjop
湲	yrog	0	yrog
湴	bjoe	0	bjo
溁	ykoa	0	yko
溆	xuog	0	xuog
溇	lzom	0	lzom
溉	gdon	0	gdo
溍	jboa	0	jboa
溏	thoj	0	thoj
溘	keot	0	keot
溚	daoj	0	daoj
溞	scow	0	sco
溟	mkov	0	mkov
溠	vaos	0	vaos
溥	puon	0	puon
溦	wwog	0	wwog
溧	lioa	0	lioa
溱	qboc	0	qboc
溲	szog	0	szo
溵	ybow	0	ybow
溷	hyoy	0	hyoy
溹	soof	0	soof
溺	nioo	0	nioo
溻	taon	0	taon
溽	ruon	0	ruon
滁	iuov	0	iuo
滂	phol	0	pho
滃	wgon	0	wgo
滆	geoh	0	geo
滉	hlon	0	hlon
滍	viow	0	viow
滏	fuon	0	fuon
滓	zioh	0	zioh
滗	bioh	0	bioh
滘	jnoj	0	jnoj
滟	yjot	0	yjot
滠	ueog	0	ueog
滢	ykot	0	ykot
滦	lroa	0	lro
滧	xnog	0	xnog
滪	yuoq	0	yuoq
滫	xqor	0	xqor
滹	huoy	0	huoy
漈	jioq	0	jioq
漉	luob	0	luob
漋	lsox	0	lsox
漓	lioo	0	lioo
漕	ccoa	0	cco
漖	jnog	0	jnog
漤	ljom	0	ljom
漦	iiso	0	iiso
漩	xrol	0	xrol
漪	yion	0	yion
漭	mhoq	0	mho
漯	loof	0	loof
漱	uuod	0	uuod
漴	isoq	0	isoq
漴	uloq	0	uloq
漶	hrov	0	hrov
漷	hooy	0	hooy
漹	yjow	0	yjow
漻	lnok	0	lno
漼	cvop	0	cvop
潆	ykof	0	ykof
潋	lmog	0	lmog
潍	wwop	0	wwop
潏	yuoj	0	yuoj
潖	paot	0	pao
潞	luog	0	luog
潟	xiow	0	xiow
潢	hloe	0	hloe
潦	lnof	0	lnof
潩	yiov	0	yiov
潲	ucor	0	ucor
潴	vuoa	0	vuoa
潵	saog	0	saog
潸	ujor	0	ujor
潺	ijox	0	ijox
潼	tsow	0	tsow
潽	puoa	0	puoa
潾	lboh	0	lboh
澂	igog	0	igog
澈	ieog	0	ieo
澉	gjog	0	gjog
澌	siof	0	siof
澍	uuon	0	uuon
澎	pgok	0	pgok
澛	luoa	0	luoa
澥	xpon	0	xpon
澧	lior	0	lior
澪	lkov	0	lkov
澭	ysop	0	ysop
澴	hrog	0	hrog
澶	ijor	0	ijor
澹	djom	0	djom
澹	tjom	0	tjom
澼	pioh	0	pioh
澽	juoy	0	juoy
濂	lmoj	0	lmoj
濉	svop	0	svo
濋	iuol	0	iuol
濒	bboq	0	bboq
濞	bion	0	bion
濠	hcoy	0	hcoy
濡	ruol	0	ruol
濩	hoog	0	hoog
濮	puom	0	puom
濯	voop	0	voop
瀌	bnow	0	bno
瀍	ijop	0	ijop
瀔	guow	0	guow
瀛	ykom	0	ykom
瀣	xpor	0	xpor
瀱	jioo	0	jioo
瀵	ffov	0	ffov
瀹	ytoq	0	yto
瀼	rhog	0	rho
灈	quop	0	quop
灏	hcoq	0	hcoq
灞	baor	0	bao
炀	yhwx	0	yhw
炅	gvaw	0	gvaw
炅	jsaw	0	jsa
炆	wfwq	0	wfwq
炊	ivwd	0	ivw
炌	kdwy	0	kdw
炔	qtwv	0	qtw
炘	xbwf	0	xbw
炙	vixw	0	vixw
炝	qlwt	0	qlw
炟	dawr	0	daw
炣	kewn	0	kew
炬	juwl	0	juwl
炯	jswj	0	js
炱	tdkw	0	tdkw
炷	vuwp	0	vuwp
炻	uiwc	0	uiw
炽	iiwv	0	iiw
烀	huwy	0	huwy
烃	tkws	0	tkws
烊	yhwb	0	yhwb
烔	tswj	0	tsw
烜	xrwr	0	xrwr
烝	vgzw	0	vgz
烠	hvwr	0	hvwr
烬	jbwd	0	jbw
烶	tkwo	0	tkwo
烺	lhww	0	lhw
烻	ujwo	0	ujwo
烽	fgwx	0	fgwx
焆	jrwr	0	jrw
焌	jywg	0	jyw
焌	quwg	0	quw
焐	wuwj	0	wuw
焓	hjwj	0	hjwj
焘	tcrw	0	tcr
焙	bwwj	0	bww
焜	kywg	0	kyw
焞	tywx	0	tyw
焱	yjww	0	yjww
煁	ifwz	0	ifw
煃	kvwp	0	kvw
煅	drww	0	drw
煊	xrwr	0	xrwr
煋	xkwx	0	xkw
煓	trwl	0	trw
煟	wwwr	0	wwwr
煦	xuaw	0	xuaw
煨	wwwl	0	wwwl
煳	huwr	0	huwr
煴	yywt	0	yyw
煸	bmwq	0	bmw
煺	tvwo	0	tvwo
熇	hewj	0	hew
熘	lqwa	0	lqw
熛	bnwq	0	bnw
熜	cswv	0	csw
熠	yiwl	0	yiwl
熥	tgwo	0	tgw
熨	yutw	0	yutw
熨	yytw	0	yyt
熹	xipw	0	xipw
熻	xiwn	0	xiwn
燊	ufwa	0	ufw
燋	jnww	0	jnw
燎	lnwf	0	lnw
燏	yuwj	0	yuwj
燔	fjwa	0	fjwa
燚	yiww	0	yiww
燠	yuwv	0	yuwv
燧	svwo	0	svw
燮	xpmg	0	xpmg
燹	xmyw	0	xmyw
爇	roqw	0	roq
爔	xiwz	0	xiwz
爚	ytwq	0	ytw
爝	jtwn	0	jtw
爟	grwp	0	grw
爨	crkw	0	crk
爰	yrbg	0	yrb
爻	ycee	0	ycee
爿	pjxx	0	pjx
牁	kexn	0	kex
牂	zhxb	0	zhxb
牍	duxv	0	duxv
牒	dpxa	0	dpx
牖	yzxl	0	yzx
牚	igsk	0	igsk
牝	pbng	0	pbn
牤	mhnz	0	mhn
牥	fhnl	0	fhn
牦	mcnh	0	mcn
牮	jmzn	0	jmzn
牯	gunr	0	gun
牻	mhnd	0	mhnd
牾	wunj	0	wunj
牿	gunj	0	gunj
犁	lien	0	lien
犄	jinn	0	jin
犇	bfnn	0	bfn
犊	dunv	0	dunv
犋	junv	0	junv
犍	jmno	0	jmno
犍	qmno	0	qmno
犏	pmnq	0	pmnq
犒	kcnj	0	kcnj
犟	jlzn	0	jlzn
犨	izpn	0	izp
犰	qqhh	0	qqh
犴	anhx	0	anh
犴	hjhx	0	hjh
犷	glhc	0	glhc
犸	mahn	0	mah
狁	yyhn	0	yyh
狃	nqhp	0	nqh
狈	bwhq	0	bwh
狉	pihr	0	pih
狍	pcht	0	pch
狎	xxha	0	xxha
狒	fwhk	0	fwh
狙	juhr	0	juh
狝	xmhf	0	xmhf
狞	nkhn	0	nkh
狨	rshb	0	rshb
狯	kkhk	0	kkh
狰	vghd	0	vgh
狲	syhf	0	syh
狳	yuhv	0	yuhv
狴	bihp	0	bih
狷	jrhr	0	jrh
狺	ybhm	0	ybh
狻	srhg	0	srh
猁	lihe	0	lihe
猃	xmhp	0	xmhp
猄	jkhf	0	jkhf
猇	xnhd	0	xnh
猊	nihn	0	nih
猕	mihf	0	mih
猖	ihha	0	ihh
猗	yihn	0	yihn
猝	cuhb	0	cuh
猞	uehj	0	ueh
猡	lohx	0	loh
猢	huhr	0	huhr
猥	wwhl	0	wwh
猬	wwhr	0	wwhr
猯	trhl	0	trh
猰	yahv	0	yah
猱	ncha	0	ncha
猷	yzvv	0	yzvv
猹	iahr	0	iah
猺	ychb	0	ychb
猾	hxhb	0	hxh
獍	jkhn	0	jkhn
獐	vhhb	0	vhhb
獒	aoxv	0	aoxv
獗	jthd	0	jthd
獠	lnhf	0	lnh
獬	xphn	0	xphn
獭	tahq	0	tah
獯	xyht	0	xyh
獴	mghy	0	mghy
獾	hrhp	0	hrh
玃	jthg	0	jthg
玎	dktn	0	dkt
玑	jitd	0	jitd
玒	hsts	0	hst
玓	ditd	0	dit
玕	gjtx	0	gjt
玘	qitt	0	qitt
玙	yutr	0	yutr
玚	yhtx	0	yht
玞	futv	0	futv
玟	wftq	0	wft
玠	jpty	0	jpty
玡	yatk	0	yat
玢	bbto	0	bbt
玢	ffto	0	fft
玤	bhtx	0	bht
玦	jttv	0	jtt
玭	pbtg	0	pbt
玱	qltt	0	qlt
玳	ddtb	0	ddt
玶	pktb	0	pktb
玷	dmtj	0	dmtj
玹	xrtf	0	xrtf
玼	citg	0	cit
玿	uctj	0	uct
珅	ufta	0	uft
珇	zutr	0	zut
珈	jxtj	0	jxt
珉	mbtm	0	mbt
珋	lqti	0	lqti
珌	bitv	0	bitv
珏	jttt	0	jttt
珐	fatk	0	fatk
珑	lstk	0	lstk
珒	jbtd	0	jbtd
珕	litk	0	litk
珖	gltn	0	glt
珙	gstv	0	gst
珛	xqtr	0	xqt
珝	xutn	0	xut
珞	lotg	0	lotg
珢	ybtw	0	ybt
珣	xyta	0	xyta
珥	ertm	0	ert
珦	xltq	0	xlt
珧	yctn	0	yctn
珩	hgtx	0	hgt
珪	gvtp	0	gvtp
珫	istn	0	ist
珰	dhtd	0	dht
珲	hytc	0	hyt
珵	igtt	0	igt
珷	wuty	0	wuty
珸	wutj	0	wutj
珹	igtz	0	igtz
珺	jytj	0	jyt
珽	tkto	0	tkt
琀	hjtj	0	hjt
琄	xrtr	0	xrtr
琇	xqtn	0	xqtn
琈	futx	0	futx
琊	yaty	0	yaty
琎	jbto	0	jbto
琏	lmto	0	lmt
琔	dmtl	0	dmtl
琚	jutg	0	jutg
琟	wwtp	0	wwtp
琡	iutg	0	iut
琤	igtd	0	igtd
琥	hutd	0	hutd
琨	kytg	0	kyt
琫	bgte	0	bgt
琬	wjtt	0	wjtt
琭	luto	0	luto
琮	cstq	0	cst
琯	grth	0	grt
琰	yjtw	0	yjtw
琲	bwtx	0	bwtx
琵	pitg	0	pitg
琶	patt	0	pat
瑀	yuto	0	yuto
瑁	mcta	0	mct
瑂	mwta	0	mwta
瑃	iyta	0	iyt
瑄	xrtr	0	xrtr
瑅	titl	0	titl
瑆	xktx	0	xkt
瑑	vrty	0	vrt
瑓	lmtg	0	lmtg
瑔	qrto	0	qrt
瑕	xxtg	0	xxt
瑖	drtw	0	drt
瑗	yrtg	0	yrt
瑙	nctq	0	nct
瑚	hutr	0	hutr
瑝	hltt	0	hlt
瑢	rstj	0	rst
瑧	vftc	0	vftc
瑨	jbta	0	jbta
瑬	lqot	0	lqot
瑭	thtj	0	tht
瑱	tmtv	0	tmt
瑳	cots	0	cot
瑷	aitg	0	ait
璀	cvtp	0	cvt
璁	cstv	0	cstv
璆	qqtk	0	qqt
璈	aotg	0	aot
璎	yktm	0	yktm
璒	dgtr	0	dgt
璘	lbth	0	lbth
璜	hlte	0	hlte
璞	putm	0	put
璟	jktf	0	jkt
璠	fjta	0	fjt
璥	jktg	0	jktg
璨	cjtb	0	cjt
璩	quty	0	quty
璪	zcta	0	zct
璬	jntg	0	jnt
璮	tjtr	0	tjt
璱	setv	0	setv
璲	svto	0	svto
璺	wfkt	0	wfk
瓀	rrtl	0	rrt
瓒	zjtq	0	zjt
瓖	xltg	0	xltg
瓘	grtp	0	grtp
瓞	dpbs	0	dpb
瓠	huvb	0	huvb
瓢	pnyb	0	pnyb
瓤	rhgb	0	rhg
瓮	wgvs	0	wgv
瓯	ouls	0	ouls
瓴	lkvs	0	lkvs
瓻	iies	0	iies
瓿	buhs	0	buh
甍	mgqs	0	mgqs
甏	bgps	0	bgp
甑	zgvs	0	zgvs
甓	pits	0	pits
甗	yjss	0	yjss
甡	ufkx	0	ufkx
甥	ugkk	0	ugkk
甦	surx	0	sur
甪	luke	0	luke
甬	yske	0	yske
甭	bgre	0	bgr
甯	nkse	0	nks
甾	zdya	0	zdy
畀	bian	0	bia
畈	fjag	0	fjag
畋	tmag	0	tmag
畎	qrav	0	qrav
畖	waab	0	waa
畚	bfka	0	bfk
畛	vfak	0	vfak
畤	vian	0	vian
畦	qiap	0	qiap
畬	yuda	0	yuda
畯	jyag	0	jyag
畲	ueda	0	ueda
畸	jian	0	jian
畹	wjat	0	wjat
畿	jifa	0	jifa
疁	lqak	0	lqak
疃	traw	0	tra
疍	djlr	0	djlr
疐	vibl	0	vibl
疔	dkcn	0	dkc
疖	jpcy	0	jpc
疙	gecz	0	gec
疚	jqcg	0	jqcg
疝	ujcu	0	ujc
疟	ntcr	0	ntc
疟	yccr	0	ycc
疠	licz	0	licz
疡	yhcx	0	yhcx
疢	ifcw	0	ifcw
疣	yzck	0	yzc
疥	jpcy	0	jpcy
疬	lick	0	lick
疭	zscd	0	zsc
疰	vucp	0	vuc
疱	pcct	0	pcct
疳	gjci	0	gjc
疴	kecn	0	kecn
疵	cicg	0	cicg
疸	djcr	0	djcr
疽	jucr	0	jucr
痂	jxcj	0	jxcj
痃	xrcf	0	xrcf
痄	vacr	0	vacr
痈	ysce	0	ysce
痉	jkcs	0	jkc
痊	qrct	0	qrc
痍	yich	0	yich
痓	iich	0	iich
痔	vicn	0	vicn
痞	picj	0	picj
痢	lice	0	lice
痤	cocp	0	cocp
痦	wucj	0	wucj
痧	uack	0	uack
痨	lcck	0	lcc
痪	hrcv	0	hrc
痫	xmca	0	xmc
痱	fwcx	0	fwcx
痹	bicn	0	bicn
痼	gucr	0	gucr
痿	wwcm	0	wwcm
瘁	cvcb	0	cvc
瘃	vucy	0	vucy
瘅	djcs	0	djcs
瘆	ufck	0	ufc
瘊	hzcs	0	hzcs
瘌	laco	0	lac
瘐	yucd	0	yucd
瘕	jxcg	0	jxcg
瘗	yicp	0	yicp
瘘	lzcm	0	lzc
瘙	sccw	0	scc
瘛	iicv	0	iicv
瘟	wfct	0	wfct
瘠	jicr	0	jicr
瘢	bjcw	0	bjcw
瘥	idcs	0	idc
瘩	dacj	0	dac
瘪	bpcg	0	bpc
瘭	bncq	0	bnc
瘰	locf	0	loc
瘳	izck	0	izck
瘴	vhcb	0	vhc
瘵	vdcq	0	vdc
瘸	qtcd	0	qtcd
瘼	mocq	0	mocq
瘿	ykcm	0	ykcm
癀	hlce	0	hlc
癃	lscx	0	lsc
癍	bjcq	0	bjcq
癔	yicv	0	yicv
癖	pich	0	pich
癗	lwca	0	lwca
癜	dmcw	0	dmcw
癞	ldcq	0	ldc
癫	dmcq	0	dmcq
癯	qucp	0	quc
癸	gvxv	0	gvx
癿	bplz	0	bpl
皈	gvlg	0	gvlg
皎	jnle	0	jnle
皑	ailt	0	ail
皕	birl	0	birl
皙	xial	0	xial
皛	xnll	0	xnll
皞	hclb	0	hclb
皤	pola	0	pola
皦	jnlg	0	jnlg
皭	jnln	0	jnln
皲	jysh	0	jysh
皴	cykh	0	cyk
皿	mbtt	0	mbtt
盂	yuxt	0	yuxt
盉	hect	0	hect
盍	hept	0	hept
盎	ahlt	0	ahl
盥	grkt	0	grk
盦	anvt	0	anv
盱	xuax	0	xuax
盷	tmao	0	tmao
盹	dyaz	0	dya
眄	mmaz	0	mmaz
眇	mnak	0	mnak
眈	djan	0	djan
眊	mcah	0	mcah
眍	kzae	0	kza
眙	yiaj	0	yiaj
眚	ugka	0	ugka
眢	yrxa	0	yrxa
眦	ziag	0	ziag
眩	xraf	0	xraf
眬	lsak	0	lsak
眭	svap	0	sva
眵	iiax	0	iiax
眶	klat	0	klat
眸	mzan	0	mza
眺	tnan	0	tna
睃	soag	0	soag
睄	ucar	0	ucar
睎	xiag	0	xiag
睐	ldak	0	ldak
睑	jmap	0	jmap
睚	yaap	0	yaap
睢	svap	0	svap
睥	piab	0	piab
睨	nian	0	nian
睫	jpad	0	jpad
睬	cdab	0	cdab
睽	kvav	0	kvav
睾	gckb	0	gckb
瞀	mcga	0	mcga
瞋	ifav	0	ifav
瞌	keat	0	keat
瞍	szag	0	sza
瞑	mkav	0	mkav
瞟	pnaq	0	pnaq
瞠	igap	0	igap
瞢	mgqa	0	mgqa
瞥	ppva	0	ppv
瞩	vuao	0	vuao
瞫	ufab	0	ufab
瞭	lnaf	0	lnaf
瞰	kjag	0	kjag
瞵	lbah	0	lbah
瞽	gupa	0	gupa
矍	jtag	0	jtag
矜	jbgv	0	jbgv
矞	yugj	0	yugj
矧	ufsy	0	ufsy
矬	cosp	0	cos
矰	zgsa	0	zgs
矸	gjcx	0	gjcx
矻	kucz	0	kuc
矼	ghcs	0	ghc
矾	fjcd	0	fjc
砀	dhcx	0	dhc
砄	jtcv	0	jtcv
砆	fucv	0	fucv
砉	hxxc	0	hxx
砑	yack	0	yack
砒	picg	0	picg
砗	iecc	0	iec
砘	dycz	0	dyc
砜	fgce	0	fgce
砝	fack	0	fac
砟	vacr	0	vacr
砠	jucr	0	jucr
砣	tocg	0	tocg
砥	dicn	0	dicn
砧	vfcj	0	vfcj
砫	vucp	0	vucp
砬	lach	0	lach
砭	bmcf	0	bmc
砮	numc	0	numc
砵	bocr	0	bocr
砷	ufca	0	ufca
砹	aice	0	aice
砺	lics	0	lics
砻	lskc	0	lskc
砼	tscs	0	tscs
砾	licj	0	licj
硁	kgcs	0	kgc
硇	nccq	0	ncc
硊	hvct	0	hvc
硌	gecg	0	gecg
硍	ybcw	0	ybcw
硎	xkco	0	xkc
硐	dscj	0	dscj
硔	gscv	0	gsc
硖	xxcv	0	xxcv
硗	qnch	0	qnc
硙	wwct	0	wwct
硚	qncy	0	qncy
硪	wocb	0	woc
硭	mhcz	0	mhcz
硼	pgcr	0	pgcr
硿	kscs	0	ksc
碃	qkcr	0	qkcr
碇	dkcl	0	dkcl
碈	hyca	0	hyc
碉	dncj	0	dnc
碏	qtca	0	qtca
碓	dvcp	0	dvc
碚	bwcj	0	bwcj
碛	qicq	0	qicq
碜	ifck	0	ifck
碡	vzcl	0	vzcl
碣	jpcl	0	jpcl
碥	bmcq	0	bmcq
碨	wwcl	0	wwcl
碲	dicg	0	dicg
碴	iacr	0	iac
碶	qicv	0	qicv
碹	xrcr	0	xrcr
磉	shca	0	shc
磋	cocs	0	cocs
磏	qmcj	0	qmcj
磐	pjcc	0	pjcc
磔	veca	0	veca
磙	gyck	0	gyc
磜	qicq	0	qicq
磡	kjck	0	kjc
磬	qkpc	0	qkp
磲	quca	0	quca
磴	dgcr	0	dgc
磹	tjcb	0	tjcb
磻	pjca	0	pjca
礅	dycg	0	dycg
礌	lwca	0	lwca
礓	jlcr	0	jlc
礞	mgcy	0	mgc
礴	bocn	0	bocn
礵	ulca	0	ulc
祃	mavn	0	mav
祆	xmvv	0	xmvv
祇	qivn	0	qivn
祉	vivy	0	vivy
祊	bgvl	0	bgv
祋	dvvw	0	dvvw
祎	yive	0	yive
祏	uivc	0	uivc
祓	fuvd	0	fuvd
祕	mivv	0	miv
祗	vivn	0	vivn
祚	zovr	0	zovr
祜	huvr	0	huvr
祟	svuq	0	svu
祢	mivf	0	mivf
祧	tnvn	0	tnv
祲	jbvg	0	jbvg
祼	grva	0	grva
祾	lkvg	0	lkvg
禊	xivv	0	xivv
禋	ybvp	0	ybvp
禒	xmvy	0	xmvy
禔	vivl	0	vivl
禘	divg	0	div
禚	vovw	0	vov
禛	vfvv	0	vfvv
禤	xrvn	0	xrvn
禳	rhvg	0	rhv
禺	yuao	0	yuao
秆	gjcx	0	gjcx
秕	bicg	0	bicg
秣	mocs	0	mocs
秧	yhcv	0	yhcv
秫	uucd	0	uucd
秬	jucl	0	jucl
秭	zick	0	zic
秸	jpcj	0	jpcj
秽	hvcx	0	hvcx
秾	nscg	0	nsc
稂	lhcw	0	lhcw
稃	fucx	0	fucx
稆	lvcj	0	lvc
稌	tucv	0	tucv
稑	lucp	0	lucp
稔	rfcv	0	rfc
稗	bdcb	0	bdc
稙	vicr	0	vicr
稞	keca	0	keca
稣	suyc	0	suyc
稷	jicg	0	jicg
稹	vfcv	0	vfcv
穄	jicq	0	jicq
穑	secj	0	sec
穙	pucm	0	puc
穜	tscw	0	tscw
穟	svco	0	svco
穰	rhcg	0	rhc
穸	xisx	0	xis
穹	qssz	0	qss
窀	vysz	0	vys
窅	ycsa	0	ycsa
窈	ycsk	0	ycsk
窊	wasb	0	was
窎	dnsc	0	dns
窕	tnsn	0	tns
窖	jnsj	0	jnsj
窠	kesa	0	kesa
窣	susb	0	susb
窨	ybse	0	ybse
窬	yuse	0	yuse
窭	jusm	0	jusm
窳	yusb	0	yusb
窸	xisv	0	xisv
窿	lssx	0	lss
竑	hshk	0	hsh
竘	quhj	0	quh
竣	jyhg	0	jyh
竦	sshg	0	ssh
竫	jkhd	0	jkhd
竺	vumr	0	vumr
竽	yumx	0	yumx
笄	jimq	0	jimq
笆	bamt	0	bamt
笈	jims	0	jims
笊	vcmb	0	vcmb
笏	humx	0	humx
笕	jmmq	0	jmmq
笞	iimj	0	iimj
笤	tnmj	0	tnmj
笥	simj	0	simj
笪	damr	0	damr
笫	zimk	0	zimk
笮	zemr	0	zem
笮	zomr	0	zom
笯	numg	0	numg
笱	gzmj	0	gzmj
笳	jxmj	0	jxmj
笸	pomj	0	pom
笺	jmmb	0	jmmb
笾	bmmo	0	bmm
筀	gvmp	0	gvmp
筅	xmmn	0	xmmn
筇	qsmy	0	qsm
筌	qrmt	0	qrmt
筏	famb	0	fam
筘	kzmj	0	kzm
筚	bimb	0	bimb
筜	dhmd	0	dhm
筝	vgmd	0	vgmd
筠	jymo	0	jym
筠	yymo	0	yymo
筢	pamt	0	pam
筤	lhmw	0	lhm
筥	jumj	0	jumj
筦	grmn	0	grmn
筮	uimd	0	uimd
筲	ucmr	0	ucm
筵	yjmo	0	yjmo
筶	gcmj	0	gcm
筻	ghme	0	ghm
筼	yymq	0	yymq
箅	bimn	0	bimn
箍	gumg	0	gumg
箐	qkmr	0	qkm
箓	lumo	0	lum
箔	boml	0	bom
箕	jimv	0	jimv
箖	lbma	0	lbm
箜	ksms	0	ksm
箢	yrmt	0	yrmt
箦	zemq	0	zemq
箧	qpmv	0	qpm
箨	tome	0	tom
箩	lomx	0	lom
箪	djms	0	djms
箫	xnmv	0	xnmv
箬	romj	0	romj
箴	vfmj	0	vfmj
箸	vuma	0	vuma
篁	hlmt	0	hlmt
篆	vrmy	0	vrm
篌	hzms	0	hzm
篑	kvmq	0	kvm
篓	lzmm	0	lzm
篙	gcmj	0	gcmj
篚	fwmx	0	fwmx
篝	gzmr	0	gzmr
篡	crmk	0	crm
篥	lima	0	lima
篦	bimg	0	bimg
篪	iimd	0	iimd
篯	jmmb	0	jmmb
篱	limo	0	limo
篼	dzmn	0	dzmn
篾	mpmd	0	mpm
簃	yimx	0	yimx
簉	zcmo	0	zcm
簋	gvmt	0	gvmt
簌	sumd	0	sumd
簏	lumb	0	lumb
簕	lemk	0	lem
簖	drmf	0	drm
簝	lnmf	0	lnmf
簟	dmmb	0	dmm
簠	fumt	0	fumt
簧	hlme	0	hlme
簪	zjma	0	zjm
簰	pdmb	0	pdm
簸	bomh	0	bomh
籀	vzma	0	vzma
籁	ldmq	0	ldm
籥	ytmq	0	ytm
籴	didb	0	did
籼	xmbu	0	xmbu
粑	babt	0	bab
粕	pobl	0	pob
粜	tnub	0	tnu
粝	libs	0	libs
粞	xiby	0	xiby
粢	ziob	0	ziob
粱	llob	0	llob
粲	cjxb	0	cjxb
粳	jkbe	0	jkbe
粼	lbbz	0	lbbz
粽	zsbq	0	zsb
粿	goba	0	gob
糁	sjbk	0	sjb
糁	ufbk	0	ufb
糅	rzba	0	rzb
糇	hzbs	0	hzb
糈	xubr	0	xubr
糌	zjba	0	zjb
糍	cibf	0	cib
糒	bwbe	0	bwbe
糗	qqbv	0	qqb
糜	mwcb	0	mwc
糜	micb	0	micb
糠	khbo	0	khbo
糨	jlbw	0	jlb
糵	npqb	0	npqb
紊	wfqf	0	wfqf
絜	jpxf	0	jpxf
絜	xpxf	0	xpx
絷	vief	0	vief
綦	qiif	0	qiif
綮	qktf	0	qkt
縠	hupw	0	hupw
縢	tgrf	0	tgrf
縻	micf	0	micf
繄	yilf	0	yilf
繇	yzbf	0	yzbf
纂	zrmf	0	zrm
纛	dcxf	0	dcx
纡	yufx	0	yufx
纣	vzfn	0	vzf
纥	hefz	0	hef
纨	wjfh	0	wjf
纩	klfc	0	klf
纫	rffd	0	rff
纭	yyfk	0	yyf
纮	hsfk	0	hsf
纰	pifg	0	pif
纴	rffp	0	rffp
纶	grfg	0	grf
纶	lyfg	0	lyf
纻	vufr	0	vuf
纼	vffy	0	vff
纾	uufg	0	uuf
绀	gjfi	0	gjf
绁	xpfz	0	xpf
绂	fufd	0	fufd
绉	vzfm	0	vzfm
绊	bjfe	0	bjf
绋	fufk	0	fufk
绌	iufu	0	iufu
绐	ddfj	0	ddf
绔	kufz	0	kuf
绖	dpfh	0	dpf
绗	hhfx	0	hhf
绚	xrfa	0	xrf
绛	jlfh	0	jlf
绠	ggfe	0	ggf
绡	xnfr	0	xnfr
绤	xifj	0	xifj
绦	tcff	0	tcf
绨	tifb	0	tifb
绯	fwfx	0	fwf
绱	uhfj	0	uhfj
绲	gyfg	0	gyf
绶	uzfg	0	uzf
绹	tcfb	0	tcfb
绺	lqfj	0	lqf
绻	qrft	0	qrf
绾	wjfh	0	wjfh
缁	zifa	0	zif
缂	kefi	0	kef
缃	xlfa	0	xlfa
缄	jmfj	0	jmfj
缈	mnfk	0	mnf
缉	jifm	0	jifm
缉	qifm	0	qifm
缊	yyft	0	yyft
缌	sifv	0	sifv
缎	drfw	0	drf
缐	xmfo	0	xmfo
缑	gzfs	0	gzf
缒	vvfo	0	vvfo
缗	mbfa	0	mbf
缙	jbfa	0	jbfa
缛	rufn	0	ruf
缜	vffv	0	vffv
缞	cvfr	0	cvf
缟	gcfj	0	gcf
缡	lifo	0	lif
缢	yift	0	yift
缣	jmfj	0	jmfj
缥	pnfq	0	pnf
缦	mjfg	0	mjf
缧	lwff	0	lwf
缨	ykfm	0	ykf
缪	mnfk	0	mnfk
缪	mqfk	0	mqf
