词	简码	候选位	级别
不由你	byn	1	3
比翼鸟	byn	2	3
北燕南飞	bynf	2	4
不要难过	byng	1	4
不要怕	byp	1	3
不用怕	byp	2	3
被压迫	byp	3	3
标语牌	byp	4	3
备用品	byp	5	3
不予评价	bypj	2	4
白衣飘飘	bypp	1	4
不要钱	byq	1	3
不要去	byq	2	3
不要求	byq	3	3
博眼球	byq	4	3
变压器	byq	5	3
编译器	byq	6	3
布衣黔首	byqu	1	4
拔营起寨	byqv	1	4
白云千载空悠悠	byqy	1	4
边缘人	byr	1	3
暴雨如注	byrv	1	4
不要认为	byrw	1	4
不以人废言	byry	1	4
不以人的意志为转移	byry	2	4
表演赛	bys	1	3
必有所求	bysq	1	4
必有所图	byst	2	4
必有所失	bysu	1	4
不要太	byt	1	3
不要停	byt	2	3
病原体	byt	3	3
避孕套	byt	4	3
不愿透露姓名	bytm	1	4
不要太客气	bytq	1	4
不怨天不尤人	bytr	1	4
毕业通知	bytv	1	4
不要太在意	byty	1	4
不要说	byu	1	3
不用说	byu	2	3
不也是	byu	3	3
毕业生	byu	4	3
必要时	byu	5	3
白杨树	byu	6	3
不要刷屏	byub	1	4
必要手段	byud	1	4
背越式跳高	byug	1	4
不亦说乎	byuh	1	4
必要时候	byuh	2	4
白云深处	byui	1	4
拜月神教	byuj	2	4
不用说了	byul	1	4
不雅视频	byup	1	4
边远山区	byuq	2	4
布衣蔬食	byuu	2	4
不以善小而不为	byuw	2	4
本月上旬	byux	1	4
毕业实习	byux	2	4
毕业证	byv	1	3
不一致	byv	2	3
扮演者	byv	3	3
毕业照	byv	4	3
兵役制度	byvd	1	4
布衣之交	byvj	2	4
不要这么	byvm	1	4
白一阵青一阵	byvv	1	4
必有重谢	byvx	1	4
本月中旬	byvx	2	4
白夜追凶	byvx	3	4
闭一只眼	byvy	2	4
不虞之灾	byvz	1	4
本以为	byw	1	3
别以为	byw	2	3
被誉为	byw	3	3
不用问	byw	4	3
被遗忘	byw	5	3
比喻为	byw	6	3
不以物喜，不以己悲	bywb	1	4
毕业晚会	bywh	1	4
便宜无好货	bywh	2	4
不要忘记	bywj	1	4
不易忘记	bywj	2	4
不要忘了	bywl	2	4
不要问为什么	bywm	1	4
不要往心里去	bywq	2	4
不以为耻反以为荣	bywr	2	4
巴以问题	bywt	1	4
必有我师	bywu	1	4
不用我说	bywu	2	4
不意味着	bywv	1	4
白玉无瑕	bywx	1	4
不以物喜	bywx	2	4
表音文字	bywz	2	4
不允许	byx	1	3
不影响	byx	2	3
不用谢	byx	3	3
被允许	byx	4	3
不要想	byx	5	3
必要性	byx	6	3
半圆形	byx	7	3
抱有想法	byxf	1	4
表演型人格	byxg	1	4
报怨雪耻	byxi	1	4
不要小看	byxk	1	4
白眼相看	byxk	2	4
半夜醒来	byxl	1	4
帮一下忙	byxm	1	4
不养闲人	byxr	1	4
不要笑挑战	byxv	1	4
边缘行者	byxv	2	4
抱有希望	byxw	1	4
本月下旬	byxx	1	4
不要相信	byxx	2	4
不一样	byy	1	3
不愿意	byy	2	3
不亚于	byy	3	3
毕业于	byy	4	3
避孕药	byy	5	3
播音员	byy	6	3
病恹恹	byy	7	3
病怏怏	byy	8	3
不要也罢	byyb	1	4
不一样的	byyd	2	4
百亿影帝	byyd	3	4
别有一番	byyf	2	4
不亦说乎	byyh	1	4
备用钥匙	byyi	1	4
表演艺术家	byyj	1	4
不一样了	byyl	2	4
必有一死	byys	1	4
不疑有他	byyt	1	4
必有一失	byyu	2	4
不要以为	byyw	1	4
不要因为	byyw	2	4
别有一番风味	byyw	3	4
毕业院校	byyx	2	4
不要再	byz	1	3
不要走	byz	2	3
不用做	byz	3	3
病秧子	byz	4	3
白羊座	byz	5	3
摆样子	byz	6	3
必要组成部分	byzf	2	4
不要在意细节	byzj	1	4
不要在意这些细节	byzj	2	4
不用做了	byzl	1	4
不要在一棵树上吊死	byzs	1	4
不用再说	byzu	1	4
不要阻止	byzv	2	4
不要在意	byzy	2	4
本意在于	byzy	3	4
不在	bz	1	2
不再	bz	2	2
八字步	bzb	1	3
暴躁不安	bzba	1	4
不醉不归	bzbg	1	4
八字不合	bzbh	1	4
不增不减	bzbj	1	4
边走边聊	bzbl	1	4
被资本做局了	bzbl	2	4
鼻子不透气	bzbq	2	4
不作不死	bzbs	1	4
鼻子不通	bzbt	1	4
边做边像	bzbx	1	4
不在此例	bzcl	2	4
不咋地	bzd	1	3
半自动	bzd	2	3
豹子胆	bzd	3	3
步子大了容易扯着蛋	bzdd	1	4
暴走大事件	bzdj	1	4
摆在第一位	bzdw	1	4
鼻子底下	bzdx	1	4
煲仔饭	bzf	1	3
不曾放弃	bzfq	1	4
别再烦我	bzfw	1	4
不做凤尾	bzfw	2	4
步子放大些	bzfx	1	4
包租公	bzg	1	3
不在乎	bzh	1	3
不在行	bzh	2	3
巴扎黑	bzh	3	3
不走回头路	bzhl	1	4
八字还没一撇	bzhp	1	4
不做好事	bzhu	1	4
编造谎言	bzhy	1	4
不在场	bzi	1	3
不赞成	bzi	2	3
编造出	bzi	3	3
不在场证据	bzij	1	4
不在场证明	bzim	1	4
班子成员	bziy	1	4
不在家	bzj	1	3
不自觉	bzj	2	3
憋足劲	bzj	3	3
不自觉的	bzjd	1	4
不自觉地	bzjd	2	4
被做局了	bzjl	1	4
不再考虑	bzkl	1	4
不做亏心事，不怕鬼敲门	bzkm	1	4
不做亏心事不怕鬼敲门	bzkm	2	4
不做亏心事	bzku	1	4
暴走恐怖故事	bzku	2	4
不在了	bzl	1	3
不早了	bzl	2	3
暴躁老哥	bzlg	1	4
兵足粮广	bzlg	2	4
憋足了劲	bzlj	1	4
编组练习	bzlx	1	4
不怎么	bzm	1	3
八字眉	bzm	2	3
步子迈大了容易扯着蛋	bzmd	1	4
暴走漫画	bzmh	1	4
不怎么好	bzmh	2	4
别做梦了	bzml	1	4
八字没一撇	bzmp	1	4
不再满足	bzmz	1	4
宝藏女孩	bznh	1	4
宝藏男孩	bznh	2	4
不钻牛角尖	bznj	1	4
不再年轻	bznq	1	4
抱子弄孙	bzns	1	4
搬嘴弄舌	bznu	1	4
包租婆	bzp	1	3
变奏曲	bzq	1	3
不足取	bzq	2	3
变阻器	bzq	3	3
不在其位，不谋其政	bzqv	1	4
不在其位不谋其政	bzqv	2	4
不自然	bzr	1	3
不遭人妒是庸才	bzrc	1	4
不自然的	bzrd	1	4
不在人世	bzru	1	4
不作死就不会死	bzss	1	4
不赞同	bzt	1	3
豹子头	bzt	2	3
不再逃避	bztb	1	4
步子太大容易扯着蛋	bztd	1	4
必遭天谴	bztq	1	4
不再是	bzu	1	3
不做声	bzu	2	3
不早说	bzu	3	3
不作数	bzu	4	3
白噪声	bzu	5	3
不择生冷	bzul	1	4
摆在首位	bzuw	1	4
班组长	bzv	1	3
别在这里发癫	bzvd	1	4
别在这理发店	bzvd	2	4
百足之虫，死而不僵	bzvj	1	4
不走正路	bzvl	1	4
不在状态	bzvt	1	4
不再赘述	bzvu	2	4
不再只是	bzvu	3	4
不做指望	bzvw	2	4
不作为	bzw	1	3
不足为外人道	bzwd	1	4
败则为寇	bzwk	1	4
不走弯路	bzwl	2	4
不再为难	bzwn	1	4
包在我身上	bzwu	1	4
不在五行之中	bzwv	1	4
不足为外人道也	bzwy	1	4
不曾想	bzx	1	3
不自信	bzx	2	3
不仔细	bzx	3	3
不再想	bzx	4	3
不在线	bzx	5	3
不走寻常路	bzxl	1	4
憋在心里	bzxl	2	4
不再需要	bzxy	1	4
不在意	bzy	1	3
不足以	bzy	2	3
不在于	bzy	3	3
别在意	bzy	4	3
不自由	bzy	5	3
不怎样	bzy	6	3
白噪音	bzy	7	3
不赞一词	bzyc	1	4
不在一个频道	bzyd	1	4
不足以平民愤	bzyf	1	4
别赞要脸	bzyl	1	4
不足与谋	bzym	1	4
不在一起	bzyq	1	4
不再要求	bzyq	2	4
不自由毋宁死	bzys	2	4
不自由，毋宁死	bzys	3	4
不在一个频道上	bzyu	1	4
不再一一赘述	bzyu	2	4
别再犹豫	bzyy	1	4
不自在	bzz	1	3
逼崽子	bzz	2	3
残奥会	cah	2	3
从不	cb	1	2
苍白	cb	2	2
擦背挨肩	cbaj	1	4
蚕宝宝	cbb	1	3
从不曾	cbc	1	3
惨白惨白	cbcb	1	4
从百草园到三味书屋	cbcw	1	4
存不存在	cbcz	1	4
猜不到	cbd	1	3
擦不掉	cbd	2	3
从北到南	cbdn	1	4
从不放弃	cbfq	1	4
挫败感	cbg	1	3
才不会	cbh	1	3
从不会	cbh	2	3
错不悔改	cbhg	1	4
猜不出	cbi	1	3
猜不出来	cbil	1	4
从不计较得失	cbju	1	4
错不了	cbl	1	3
擦玻璃	cbl	2	3
参保率	cbl	3	3
侧边栏	cbl	4	3
从表面看	cbmk	1	4
从表面上看	cbmk	2	4
从不满足	cbmz	1	4
才不能	cbn	1	3
擦边球	cbq	1	3
参保人	cbr	1	3
苍白如纸	cbrv	1	4
从不认为	cbrw	1	4
慈悲如月	cbry	1	4
猜不透	cbt	1	3
藏宝图	cbt	2	3
猜不透摸不着	cbtv	1	4
才不是	cbu	1	3
仓禀实而知礼节	cbuj	1	4
藏不住	cbv	1	3
猜不中	cbv	2	3
参保者	cbv	3	3
慈不掌兵	cbvb	1	4
才薄智浅	cbvq	1	4
从本质上	cbvu	1	4
才不至于	cbvy	1	4
财不外露	cbwl	2	4
从北向南	cbxn	1	4
才不相信	cbxx	1	4
凑不要脸的	cbyd	1	4
错把油门当刹车	cbyi	1	4
凑不要脸	cbyl	1	4
错别字	cbz	1	3
从此	cc	2	2
猜测	cc	3	2
措辞不当	ccbd	1	4
措词不当	ccbd	2	4
层层把关	ccbg	1	4
蹭蹭不进去	ccbq	3	4
粗糙度	ccd	2	3
层层递进	ccdj	2	4
匆匆而过	cceg	1	4
层次感	ccg	1	3
匆匆告辞	ccgc	2	4
匆匆过客	ccgk	1	4
从此君王不早朝	ccji	2	4
猜猜看	cck	1	3
从此开始	ccku	1	4
猜错了	ccl	2	3
草丛里	ccl	3	3
淙淙流水	cclu	3	4
匆匆那年	ccnn	1	4
残次品	ccp	1	3
措辞强硬	ccqy	1	4
摧残人性	ccrx	1	4
层层深入	ccur	1	4
草草收尾	ccuw	1	4
仓促之间	ccvj	1	4
猜错主角	ccvj	2	4
仓促行事	ccxu	1	4
淙淙小溪	ccxx	1	4
猜到	cd	2	2
测电笔	cdb	1	3
此地不宜久留	cdbl	1	4
此订单	cdd	1	3
从低到高	cddg	2	4
从大到小	cddx	1	4
从东到西	cddx	2	4
错的话	cdh	1	3
猜得出	cdi	1	3
踩单车	cdi	2	3
猜得出来	cdil	1	4
从大处着眼	cdiy	1	4
才到家	cdj	1	3
磁带机	cdj	2	3
菜得抠脚	cdkj	1	4
猜到了	cdl	1	3
猜对了	cdl	2	3
菜单栏	cdl	3	3
菜都凉了	cdll	2	4
错得离谱	cdlp	1	4
材大难用	cdny	1	4
裁定书	cdu	1	3
此地无银三百两	cdwl	1	4
菜单项	cdx	2	3
菜得一逼	cdyb	2	4
菜的一逼	cdyb	3	4
猜对有奖	cdyj	1	4
凑到一起	cdyq	1	4
从而	ce	2	2
藏而不露	cebl	2	4
仓耳今楷	cejk	2	4
聪耳明目	cemm	2	4
侧耳倾听	ceqt	1	4
刺儿头	cet	1	3
苍耳子	cez	1	3
采访	cf	2	2
财富	cf	3	2
采访部	cfb	2	3
裁缝店	cfd	1	3
次方根	cfg	1	3
采访车	cfi	1	3
采访了	cfl	1	3
财付通	cft	2	3
侧方停车	cfti	1	4
采访时	cfu	1	3
才发现	cfx	1	3
凑份子	cfz	1	3
错过	cg	2	2
村干部	cgb	1	3
从根本上说来	cgbl	1	4
从根本上说	cgbu	2	4
采购单	cgd	1	3
从高到低	cgdd	1	4
从各方面	cgfm	1	4
篡改成绩	cgij	1	4
擦干净	cgj	1	3
踩过界	cgj	2	3
存感激恩	cgje	1	4
参观教学	cgjx	1	4
错过了	cgl	1	3
错怪了	cgl	2	3
错过了什么	cglm	1	4
错过了一个亿	cgly	1	4
错怪你了	cgnl	1	4
磁光盘	cgp	1	3
蔡国庆	cgq	1	3
才高气清	cgqq	1	4
凑个热闹	cgrn	1	4
参观团	cgt	1	3
菜根谭	cgt	2	3
才高识广	cgug	1	4
草稿纸	cgv	1	3
参观者	cgv	2	3
磁共振	cgv	3	3
参观指导	cgvd	1	4
草根文化	cgwh	2	4
草稿箱	cgx	1	3
错估形势	cgxu	1	4
采购员	cgy	2	3
磁感应	cgy	3	3
擦干眼泪	cgyl	1	4
醋罐子	cgz	2	3
才会	ch	2	2
ChatGPT	chat	1	4
采花大盗	chdd	1	4
参横斗转	chdv	1	4
从何而来	chel	1	4
策划服务	chfw	1	4
侧滑盖	chg	2	3
聪慧过人	chgr	2	4
才会出现	chix	1	4
催化剂	chj	1	3
存活率	chl	1	3
词汇量	chl	2	3
此恨绵绵无绝期	chmq	1	4
错恨难返	chnf	1	4
慈航普度	chpd	1	4
彩虹桥	chq	1	3
存活期	chq	2	3
才会让	chr	1	3
策划人	chr	2	3
彩虹糖	cht	1	3
仓皇逃窜	chtc	1	4
仓皇逃跑	chtp	1	4
从何说起	chuq	1	4
从何时起	chuq	2	4
策划者	chv	1	3
残害忠良	chvl	1	4
才会这样	chvy	1	4
从何下手	chxu	1	4
才会用	chy	1	3
此话一出	chyi	2	4
沧海一声笑	chyx	2	4
此话怎讲	chzj	1	4
财产安全	ciaq	1	4
此仇不报	cibb	1	4
参差不齐	cibq	2	4
此处不留人	cibr	1	4
摧城拔寨	cibv	1	4
参差不一	ciby	1	4
蹭吃蹭喝	cich	1	4
参差错落	cicl	1	4
参禅打坐	cidz	2	4
财产法	cif	2	3
擦出火花	cihh	1	4
从长计较	cijj	3	4
操持家务	cijw	1	4
存储卡	cik	1	3
存储空间	cikj	1	4
猜出来	cil	1	3
猜出来了	cill	1	4
财产评估	cipg	1	4
存储器	ciq	1	3
财产权	ciq	2	3
磁场强度	ciqd	1	4
财产权利	ciql	1	4
存储容量	cirl	1	4
催产素	cis	2	3
财产税	ciu	2	3
存储设备	ciub	1	4
存储数据	ciuj	2	4
财产转移	civy	1	4
存储为	ciw	2	3
此处无银三百两	ciwl	1	4
此处无声	ciwu	2	4
采茶戏	cix	2	3
此处应有掌声	ciyu	4	4
此处应有	ciyy	1	4
曾经	cj	2	2
参加	cj	3	2
参加比赛	cjbs	1	4
曾经沧海难为水	cjcu	1	4
错就错在	cjcz	1	4
菜就多练	cjdl	1	4
曾经的你	cjdn	1	4
残局大师	cjdu	3	4
采菊东篱下	cjdx	2	4
促进发展	cjfv	1	4
藏经阁	cjg	2	3
粗加工	cjg	3	3
参加高考	cjgk	1	4
参加工作	cjgz	1	4
促进会	cjh	1	3
参加活动	cjhd	3	4
菜鸡互啄	cjhv	3	4
参加会议	cjhy	1	4
踩脚裤	cjk	1	3
苍井空	cjk	2	3
参加考试	cjku	2	4
参加了	cjl	2	3
藏经楼	cjl	3	3
参加劳动	cjld	2	4
从今年	cjn	2	3
寸金难买寸光阴	cjny	1	4
残疾人	cjr	2	3
参加人	cjr	3	3
从即日起	cjrq	1	4
从今日起	cjrq	2	4
参加人数	cjru	1	4
参加人员	cjry	2	4
裁减人员	cjry	3	4
从俭入奢易	cjry	4	4
葱姜蒜	cjs	1	3
雌激素	cjs	2	3
辞旧岁	cjs	3	3
从今天开始	cjtu	1	4
曾经是	cju	1	3
错就是错	cjuc	1	4
仓颉输入法	cjuf	1	4
曾经说过	cjug	2	4
餐巾纸	cjv	1	3
残疾证	cjv	2	3
参加者	cjv	3	3
刺激战场	cjvi	2	4
踩脚袜	cjw	2	3
财经委员会	cjwh	2	4
刺激性	cjx	1	3
参加学习	cjxx	1	4
曾经有	cjy	1	3
曾经拥有	cjyy	2	4
曾经在	cjz	1	3
刺激作用	cjzy	2	4
仓颉造字	cjzz	2	4
此刻	ck	1	2
参考	ck	2	2
参考参考	ckck	1	4
存款单	ckd	1	3
参考答案	ckda	1	4
存款额	cke	1	3
采矿工程	ckgi	1	4
撮口呼	ckh	1	3
词库处理工具	ckij	1	4
词库处理	ckil	2	4
参考教材	ckjc	1	4
侧刻键帽	ckjm	1	4
参考价值	ckjv	1	4
参考链接	cklj	1	4
寸口脉	ckm	1	3
才可能	ckn	1	3
才可能是	cknu	1	4
存款人	ckr	1	3
才开始	cku	1	3
参考书	cku	2	3
参考手册	ckuc	1	4
参考书目	ckum	1	4
参考文献	ckwx	1	4
操控性	ckx	1	3
参考线	ckx	2	3
参考系	ckx	3	3
刺客信条	ckxt	1	4
才可以	cky	1	3
采矿业	cky	2	3
存款余额	ckye	1	4
参考意见	ckyj	1	4
才可以是	ckyu	1	4
存款业务	ckyw	1	4
参考意义	ckyy	1	4
从来	cl	1	2
材料	cl	2	2
从来不	clb	1	3
从来不觉	clbj	1	4
从来不看	clbk	2	4
从来不用	clby	1	4
擦了擦	clc	1	3
蹙了蹙眉	clcm	1	4
粗略地	cld	1	3
催泪弹	cld	2	3
从来都没	cldm	2	4
从来都是	cldu	1	4
从来都没有	cldy	1	4
材料费	clf	1	3
丛林法则	clfz	1	4
才略过人	clgr	1	4
草履虫	cli	1	3
材料厂	cli	2	3
从来就	clj	1	3
材料检测	cljc	1	4
从来就是	clju	1	4
从来就不是	clju	2	4
从来就没有	cljy	1	4
磁力链接	cllj	1	4
从理论上	cllu	1	4
从来没	clm	1	3
从来没有过	clmg	1	4
从来没想过	clmg	2	4
磁疗器	clq	1	3
村里人	clr	1	3
翠绿色	cls	1	3
草绿色	cls	2	3
苍老师	clu	1	3
挫裂伤	clu	2	3
此类事件	cluj	1	4
仓廪实而知礼节	cluj	2	4
草榴社区	cluq	1	4
从历史上	cluu	1	4
沧浪之水	clvu	1	4
残留物	clw	1	3
测量误差	clwi	1	4
材料物理	clwl	2	4
磁力线	clx	1	3
策略性	clx	2	3
财力雄厚	clxh	1	4
此类现象	clxx	1	4
从来也	cly	1	3
测量仪	cly	2	3
从来也没	clym	1	4
从来也没有	clyy	1	4
菜篮子	clz	1	3
聪明	cm	1	2
侧面	cm	2	2
匆忙	cm	3	2
参谋部	cmb	1	3
错买错卖	cmcm	1	4
曹孟德	cmd	1	3
慈母多败儿	cmde	1	4
聪明懂事	cmdu	1	4
猜谜儿	cme	1	3
从某方面说	cmfu	1	4
聪明反被聪明误	cmfw	1	4
从没发现	cmfx	1	4
采蘑菇	cmg	1	3
催命鬼	cmg	2	3
催眠高潮	cmgi	1	4
采蘑菇的小姑娘	cmgn	1	4
聪明过人	cmgr	1	4
草木灰	cmh	1	3
聪明好学	cmhx	1	4
参谋处	cmi	1	3
搓麻将	cmj	1	3
才貌兼备	cmjb	2	4
从没见过	cmjg	1	4
从没看过	cmkg	1	4
催眠疗法	cmlf	1	4
草帽路飞	cmlf	2	4
村民们	cmm	1	3
藏猫猫	cmm	2	3
侧面描写	cmmx	1	4
仓木麻衣	cmmy	1	4
催眠曲	cmq	1	3
从目前来看	cmqk	1	4
从目前看来	cmql	1	4
从目前情况分析	cmqx	1	4
聪明人	cmr	1	3
参谋人员	cmry	1	4
从没听过	cmtg	1	4
从明天起	cmtq	1	4
从没听说	cmtu	1	4
从明天开始	cmtu	2	4
层面上	cmu	1	3
催眠术	cmu	2	3
从没说过	cmug	1	4
参谋长	cmv	1	3
聪明之处	cmvi	1	4
从某种意义上讲	cmvj	1	4
从某种意义上	cmvu	1	4
从某种程度上	cmvu	2	4
此面向敌	cmxd	1	4
从没想过	cmxg	1	4
草帽小子	cmxz	1	4
才没有	cmy	1	3
从没有	cmy	2	3
猜谜语	cmy	3	3
催眠药	cmy	4	3
从没有过	cmyg	1	4
草帽一伙	cmyh	1	4
此门已坏	cmyh	2	4
草木鱼虫	cmyi	1	4
草木一春	cmyi	2	4
草木一秋	cmyq	1	4
催眠音声	cmyu	2	4
聪明一世糊涂一时	cmyu	3	4
从没做过	cmzg	1	4
才能	cn	1	2
才能够	cng	1	3
菜鸟裹裹	cngg	1	4
从哪里	cnl	1	3
策驽砺钝	cnld	1	4
从奴隶到将军	cnlj	1	4
从哪里来	cnll	1	4
草泥马	cnm	1	3
操你妈	cnm	2	3
艹你妈	cnm	3	3
草你妈逼	cnmb	1	4
操你妈逼	cnmb	2	4
草你妈了个逼	cnmb	3	4
艹你妈逼	cnmb	4	4
操你妈的	cnmd	1	4
艹你妈的	cnmd	2	4
草你奶奶	cnnn	1	4
操你奶奶	cnnn	2	4
从娘胎里	cntl	1	4
从那天起	cntq	1	4
催奶师	cnu	1	3
从那时候	cnuh	1	4
从你我做起	cnwq	1	4
从南向北	cnxb	1	4
猜你喜欢	cnxh	1	4
残年余力	cnyl	1	4
菜鸟驿站	cnyv	1	4
从你做起	cnzq	1	4
cosplay	cos	2	3
测评	cp	1	2
裁判	cp	2	2
词频表	cpb	1	3
擦屁股	cpg	1	3
寸屏幕	cpm	1	3
词牌名	cpm	2	3
裁判权	cpq	1	3
磁盘清理	cpql	1	4
操盘手	cpu	1	3
彩票中奖	cpvj	1	4
脆皮炸鸡	cpvj	2	4
裁判席	cpx	1	3
彩排现场	cpxi	1	4
裁判员	cpy	1	3
采取	cq	1	2
从前	cq	2	2
采取必要措施	cqbu	1	4
采取保护性措施	cqbu	2	4
采取步骤	cqbv	1	4
从前到后	cqdh	1	4
采取多种形式	cqdu	2	4
萃取而出	cqei	1	4
采取非常手段	cqfd	1	4
存钱罐	cqg	1	3
才气过人	cqgr	1	4
采取果断措施	cqgu	1	4
彩铅画	cqh	1	3
菜青虫	cqi	1	3
从轻处理	cqil	1	4
从轻处置	cqiv	1	4
此期间	cqj	1	3
此情况	cqk	1	3
存取款	cqk	2	3
藏起来	cql	1	3
才起来	cql	2	3
藏起来了	cqll	1	4
擦拳磨掌	cqmv	1	4
篡权谋位	cqmw	1	4
彩旗飘飘	cqpp	1	4
采取强制性措施	cqqu	1	4
从其所好	cqsh	1	4
采取特殊手段	cqtd	1	4
此曲只应天上有	cqvy	1	4
从前往后	cqwh	1	4
才气无双	cqwu	1	4
采取行动	cqxd	1	4
从前有座山	cqyu	1	4
藏巧于拙	cqyv	1	4
擦枪走火	cqzh	1	4
蹭热度	crd	1	3
从容冷静	crlj	1	4
从入门到放弃	crmq	1	4
从入门到精通	crmt	1	4
从入门到入土	crmt	2	4
凑热闹	crn	1	3
次日清晨	crqi	1	4
灿若桃花	crth	1	4
凑人数	cru	1	3
催乳师	cru	2	3
翠绕珠围	crvw	1	4
从任务栏取消固定	crwd	1	4
灿然一笑	cryx	2	4
才是	cs	2	2
彩色	cs	3	2
蚕丝被	csb	2	3
寸丝不挂	csbg	1	4
参赛队	csd	1	3
测速点	csd	2	3
参赛记录	csjl	2	4
财色兼收	csju	2	4
沧桑坎坷	cskk	1	4
粗饲料	csl	1	3
操碎了心	cslx	1	4
操死你	csn	1	3
屮似你	csn	2	3
参赛权	csq	1	3
参赛人	csr	2	3
参赛者	csv	1	3
参赛选手	csxu	1	4
采桑子	csz	1	3
参赛资格	cszg	1	4
餐厅	ct	1	2
错题本	ctb	1	3
从头到脚	ctdj	1	4
刺探敌情	ctdq	1	4
苍天大树	ctdu	2	4
惨痛的教训	ctdx	1	4
撮土焚香	ctfx	1	4
从头彻尾	ctiw	1	4
草薙京	ctj	1	3
刺探军情	ctjq	1	4
惨痛教训	ctjx	1	4
从头来	ctl	1	3
参团率	ctl	2	3
从头来过	ctlg	1	4
操他妈	ctm	1	3
操他妈的	ctmd	1	4
草他妈的	ctmd	2	4
艹他妈的	ctmd	3	4
粗头蛮脑	ctmn	1	4
Ctrl	ctr	1	3
Ctrl	ctrl	1	4
苍天饶过谁	ctru	1	4
从天堂到地狱	ctty	1	4
从天堂跌入地狱	ctty	2	4
从天堂掉落到深渊	ctty	3	4
藏头诗	ctu	1	3
词条数	ctu	2	3
踩踏事件	ctuj	1	4
此帖终结	ctvj	1	4
草头王	ctw	1	3
村通网	ctw	2	3
从头学起	ctxq	1	4
侧投影	cty	1	3
醋坛子	ctz	1	3
粗体字	ctz	2	3
从头做起	ctzq	1	4
苍天在上	ctzu	1	4
此时	cu	2	2
测试	cu	3	2
测试版	cub	1	3
测试版本	cubb	1	4
次世代	cud	2	3
草率地	cud	3	3
才疏德薄	cudb	1	4
测试订单	cudd	1	4
措施得力	cudl	1	4
搓手顿足	cudz	1	4
苍山洱海	cueh	1	4
草上飞	cuf	1	3
测试服	cuf	2	3
参数方程	cufi	1	4
曾说过	cug	1	3
此事古难全	cugq	1	4
才识过人	cugr	1	4
草珊瑚	cuh	1	3
踩刹车	cui	1	3
菜市场	cui	2	3
采石场	cui	3	3
慈善家	cuj	1	3
从实际出发	cujf	1	4
慈善机构	cujg	1	4
从实践中	cujv	1	4
菜市口	cuk	1	3
藏书楼	cul	2	3
参数拉满	culm	1	4
草率了事	culu	2	4
财神庙	cum	1	3
从什么时候起	cumq	1	4
从什么时候开始	cumu	1	4
催生婆	cup	1	3
粗识皮毛	cupm	1	4
厕身其间	cuqj	1	4
从奢入俭难	curn	1	4
菜少僧多	cusd	1	4
侧视图	cut	1	3
脆生生	cuu	2	3
才疏识浅	cuuq	1	4
此树是我栽	cuuz	1	4
藏身之地	cuvd	1	4
才疏志大	cuvd	2	4
藏身之处	cuvi	2	4
从实招来	cuvl	2	4
此生无憾	cuwh	1	4
此生无悔	cuwh	2	4
此时无声胜有声	cuwu	1	4
从上往下	cuwx	1	4
此生无悔入华夏	cuwx	2	4
草率行事	cuxu	1	4
次数限制	cuxv	1	4
从上向下	cuxx	2	4
财神爷	cuy	1	3
测试仪	cuy	2	3
从属于	cuy	3	3
测试员	cuy	4	3
才是一个	cuyg	1	4
测试用例	cuyl	1	4
才是一种	cuyv	1	4
测试一下	cuyx	1	4
菜是原罪	cuyz	1	4
才是最骚的	cuzd	2	4
次生灾害	cuzh	1	4
此生足矣	cuzy	1	4
挫折	cv	2	2
财政部	cvb	2	3
辞职报告	cvbg	2	4
辞职不干	cvbg	3	4
财政拨款	cvbk	1	4
从重从快	cvck	1	4
才知道	cvd	2	3
侧重点	cvd	3	3
残肢断臂	cvdb	1	4
惨重代价	cvdj	2	4
从这个	cvg	2	3
参战国	cvg	3	3
从这个角度	cvgd	1	4
从这个意义	cvgy	1	4
财政局	cvj	2	3
挫折教育	cvjy	1	4
财政开支	cvkv	1	4
辞职考研	cvky	1	4
从这里	cvl	2	3
从中谋取	cvmq	1	4
蹙着眉头	cvmt	1	4
粗制品	cvp	1	3
材质球	cvq	1	3
村主任	cvr	1	3
财政厅	cvt	1	3
材质贴图	cvtt	1	4
寸止挑战	cvtv	1	4
村支书	cvu	1	3
参展商	cvu	2	3
辞职书	cvu	3	3
辞职申请	cvuq	1	4
财政税收	cvuu	1	4
财政收支	cvuv	1	4
从中受益	cvuy	1	4
侧着身子	cvuz	3	4
财政状况	cvvk	1	4
参照物	cvw	1	3
此之外	cvw	2	3
厕纸文学	cvwx	1	4
辞职信	cvx	2	3
参照系	cvx	3	3
从众心理	cvxl	2	4
寸止系列	cvxl	3	4
从众效应	cvxy	1	4
侧重于	cvy	2	3
从中央到地方	cvyf	2	4
藏着掖着	cvyv	2	4
从中作祟	cvzs	1	4
错误	cw	1	2
从未	cw	2	2
存亡安危	cwaw	1	4
财务部	cwb	1	3
财务报表	cwbb	1	4
财务报告	cwbg	1	4
从未被超越	cwby	1	4
错误的	cwd	1	3
从外到内	cwdn	1	4
从未改变	cwgb	1	4
村委会	cwh	1	3
财务处	cwi	1	3
C位出道	cwid	1	4
蔡文姬	cwj	1	3
从未见过	cwjg	1	4
存亡继绝	cwjj	1	4
财务科	cwk	1	3
错误率	cwl	1	3
赐我力量	cwll	1	4
从未谋面	cwmm	1	4
财务年度	cwnd	1	4
错误难免	cwnm	1	4
