序	字	读音	最短码	位
4853	埂	geng	ggt	1
4854	姝	shu	uuzy	1
4855	嫦	chang	ihza	1
4856	嬗	shan	ujzn	2
4857	巷	hang	hhm	1
4858	怄	ou	ouc	1
4859	悱	fei	fwcn	1
4860	愎	bi	bicq	1
4861	愠	yun	yyca	1
4862	戕	qiang	qln	1
4863	戗	qiang	qlg	1
4864	扁	pian	pmix	1
4865	挈	qie	qpw	1
4866	挲	suo	sobl	1
4867	撸	lu	lul	1
4868	撺	cuan	crla	1
4869	敕	chi	iipq	1
4870	晌	shang	uhq	1
4871	杓	biao	bnoa	1
4872	栌	lu	luoi	1
4873	楂	zha	vaon	3
4874	橹	lu	luoq	1
4875	泠	ling	lkbz	1
4876	溏	tang	thbh	2
4877	狨	rong	rsv	1
4878	畚	ben	bft	1
4879	痦	wu	wush	1
4880	痧	sha	uase	1
4881	癍	ban	bjsa	1
4882	睚	ya	yaq	1
4883	祯	zhen	vfu	1
4884	稗	bai	bdw	1
4885	纡	yu	yuj	1
4886	缱	qian	qmj	1
4887	翳	yi	yiwm	1
4888	肟	wo	wov	1
4889	膦	lin	lbv	1
4890	茗	ming	mkx	1
4891	荠	ji	jixa	1
4892	落	lao	lcxq	1
4893	蓑	suo	sox	1
4894	蓦	mo	motc	1
4895	蕈	xun	xyxp	1
4896	藁	gao	gcx	1
4897	虬	qiu	qqm	1
4898	蚌	bang	bhm	1
4899	蚶	han	hjmm	1
4900	蛲	nao	ncm	1
4901	蛳	si	sim	1
4902	蝮	fu	fumq	1
4903	螅	xi	ximc	2
4904	觥	gong	gsw	1
4905	诟	gou	gzd	1
4906	跎	tuo	toz	1
4907	踯	zhi	vizp	1
4908	躅	zhu	vuzm	1
4909	郴	chen	ifo	1
4910	铋	bi	bik	1
4911	锔	ju	jukh	1
4912	镗	tang	thk	1
4913	霖	lin	lbc	1
4914	霭	ai	aic	1
4915	颔	han	hjzz	1
4916	骜	ao	aonc	1
4917	鲥	shi	uiyy	1
4918	鳢	li	liyn	1
4919	鹋	miao	mnxy	1
4920	鹾	cuo	coa	1
4921	仞	ren	rffa	1
4922	伥	chang	ihfe	1
4923	倨	ju	jufd	1
4924	呖	li	lihp	1
4925	咋	ze	zehn	1
4926	唳	li	lihn	1
4927	嗉	su	suh	1
4928	噙	qin	qbhb	1
4929	噫	yi	yihc	1
4930	囡	nan	nje	1
4931	坼	che	iet	1
4932	堡	pu	puft	1
4933	夯	hang	hhn	1
4934	妯	zhou	vzz	1
4935	娌	li	lizm	1
4936	孳	zi	zian	1
4937	岷	min	mby	1
4938	峥	zheng	vgy	1
4939	嵘	rong	rsy	1
4940	嵩	song	ssy	1
4941	嶂	zhang	vhy	1
4942	巯	qiu	qqea	1
4943	帧	zhen	vfa	1
4944	彝	yi	yiqx	1
4945	怙	hu	hucp	1
4946	悻	xing	xkck	1
4947	扦	qian	qml	1
4948	捋	lv	lvl	1
4949	捩	lie	lpln	2
4950	揖	yi	yile	1
4951	揠	ya	yalz	1
4952	擘	bo	boil	1
4953	晏	yan	yjq	1
4954	晡	bu	buqq	1
4955	暝	ming	mkqa	1
4956	棂	ling	lko	1
4957	楦	xuan	xro	1
4958	槁	gao	gco	1
4959	樗	chu	iuoo	1
4960	檫	cha	iaoy	1
4961	毽	jian	jmm	1
4962	汕	shan	ujb	1
4963	汴	bian	bmb	1
4964	泓	hong	hsbt	1
4965	涔	cen	cfb	1
4966	淖	nao	ncb	1
4967	潍	wei	wwbg	1
4968	瀛	ying	ykb	1
4969	煅	duan	drrt	1
4970	煨	wei	wwrk	1
4971	煸	bian	bmr	1
4972	獐	zhang	vhvp	1
4973	瑭	tang	thg	1
4974	瓠	hu	hun	1
4975	甑	zeng	zgal	1
4976	瘌	la	lass	1
4977	瘢	ban	bjst	1
4978	瘳	chou	izs	1
4979	癜	dian	dmst	1
4980	癸	gui	gvl	1
4981	皴	cun	cyt	1
4982	盥	guan	gre	1
4983	瞿	qu	quq	1
4984	砜	feng	fgjn	1
4985	砹	ai	aijn	1
4986	碛	qi	qijz	1
4987	祢	mi	miu	1
4988	窨	yin	ybid	1
4989	筚	bi	birp	1
4990	绥	sui	svjz	1
4991	绻	quan	qrj	1
4992	缢	yi	yija	1
4993	缳	huan	hrjn	1
4994	翎	ling	lkzm	1
4995	胗	zhen	vfve	1
4996	腚	ding	dkv	1
4997	舛	chuan	irl	1
4998	茚	yin	ybxj	1
4999	荏	ren	rfx	1
5000	荪	sun	syx	1
5001	菟	tu	tuxr	1
5002	蓍	shi	uixq	1
5003	薮	sou	szx	1
5004	藜	li	lixb	1
5005	蜣	qiang	qlm	1
5006	蝈	guo	gomg	1
5007	蟥	huang	hlma	1
5008	蠖	huo	hom	1
5009	袁	yuan	yrt	1
5010	袈	jia	jxpn	1
5011	裢	lian	lmu	1
5012	诤	zheng	vgdq	1
5013	诳	kuang	kld	1
5014	谥	shi	uida	2
5015	贰	er	err	1
5016	赭	zhe	vetq	1
5017	跗	fu	fuzg	2
5018	踊	yong	ysz	1
5019	辊	gun	gye	1
5020	辎	zi	zie	1
5021	辔	pei	pwj	1
5022	逋	bu	buq	1
5023	逑	qiu	qqnp	1
5024	酉	you	yze	1
5025	酐	gan	gje	1
5026	钆	ga	gak	1
5027	铄	shuo	uok	1
5028	铑	lao	lck	1
5029	铟	yin	ybkn	1
5030	铳	chong	isk	1
5031	锇	e	eekr	1
5032	锛	ben	bfk	1
5033	锨	xian	xmkg	1
5034	锱	zi	zik	1
5035	锿	ai	aik	1
5036	镅	mei	mwkq	1
5037	阋	xi	xiwa	1
5038	阜	fu	fuo	1
5039	隽	juan	jrg	1
5040	靳	jin	jbm	1
5041	顼	xu	xugz	1
5042	颏	ke	kevz	1
5043	饬	chi	iia	1
5044	鲠	geng	ggy	1
5045	鲫	ji	jiyp	1
5046	鲮	ling	lkyq	1
5047	鸩	zhen	vfi	1
5048	伛	yu	yufn	2
5049	佗	tuo	tof	1
5050	佚	yi	yifr	1
5051	侪	chai	idf	1
5052	俣	yu	yufn	1
5053	倬	zhuo	vof	1
5054	偃	yan	yjf	1
5055	兕	si	siaa	1
5056	凫	fu	fuy	1
5057	匾	bian	bmw	1
5058	吒	zha	vaht	2
5059	呶	nao	nch	1
5060	咤	zha	vaht	1
5061	哓	xiao	xnhb	1
5062	唢	suo	sohz	1
5063	啉	lin	lbh	1
5064	啭	zhuan	vrh	1
5065	啶	ding	dkhk	1
5066	喑	yin	ybhd	1
5067	嗔	chen	ifh	1
5068	嘹	liao	lnh	1
5069	圪	ge	get	1
5070	圬	wu	wuto	1
5071	垆	lu	lut	1
5072	垡	fa	faft	1
5073	埸	yi	yitj	1
5074	堇	jin	jbmw	1
5075	壅	yong	ysvt	1
5076	奁	lian	lmn	1
5077	嫔	pin	pbz	1
5078	崂	lao	lcy	1
5079	帏	wei	wwav	1
5080	帑	tang	thza	1
5081	怼	dui	dvq	1
5082	恧	nv	nvc	1
5083	悃	kun	kyc	1
5084	悛	quan	qrc	1
5085	愆	qian	qmkc	1
5086	憷	chu	iuck	1
5087	掾	yuan	yrle	1
5088	揆	kui	kvl	1
5089	搋	chuai	ikln	1
5090	搛	jian	jmlh	1
5091	擢	zhuo	volg	1
5092	枞	cong	cso	1
5093	枥	li	liop	1
5094	枰	ping	pko	1
5095	枸	gou	gzoh	1
5096	柒	qi	qibo	1
5097	柘	zhe	veo	1
5098	栲	kao	kco	1
5099	桠	ya	yao	1
5100	梃	ting	tko	1
5101	棰	chui	ivon	1
5102	椁	guo	goo	1
5103	椐	ju	juod	1
5104	椴	duan	dro	1
5105	楹	ying	ykoa	1
5106	榫	sun	syo	1
5107	槊	shuo	uoao	1
5108	樘	tang	tho	1
5109	樯	qiang	qloh	1
5110	殁	mo	molt	1
5111	殂	cu	cul	1
5112	氤	yin	ybr	1
5113	氲	yun	yyra	1
5114	沂	yi	yiby	1
5115	沤	ou	oub	1
5116	泅	qiu	qqbg	1
5117	洌	lie	lpbs	1
5118	浚	jun	jyb	1
5119	涧	jian	jmbq	1
5120	淙	cong	csb	1
5121	淬	cui	cvb	1
5122	淮	huai	hkb	1
5123	溧	li	libo	1
5124	滦	luan	lrb	1
5125	漕	cao	ccb	1
5126	潲	shao	ucb	1
5127	煊	xuan	xrrn	1
5128	熹	xi	xitr	1
5129	爰	yuan	yrmq	1
5130	爿	pan	pjn	1
5131	牝	pin	pbc	1
5132	狯	kuai	kkvt	1
5133	狲	sun	syv	1
5134	猢	hu	huvv	1
5135	甏	beng	bgt	1
5136	畦	qi	qipt	1
5137	疳	gan	gjs	1
5138	瘿	ying	yksz	1
5139	皲	jun	jyie	1
5140	睇	di	diq	1
5141	矍	jue	jtq	1
5142	砭	bian	bmjx	1
5143	硐	dong	dsj	1
5144	碇	ding	dkj	1
5145	磅	pang	phj	1
5146	礴	bo	bojy	1
5147	秕	bi	biwt	1
5148	秸	jie	jpwh	1
5149	稞	ke	kewo	1
5150	稷	ji	jiwq	2
5151	窠	ke	keio	1
5152	竦	song	ssap	1
5153	笊	zhao	vcr	1
5154	笏	hu	hur	1
5155	笳	jia	jxr	1
5156	筘	kou	kzr	1
5157	筲	shao	ucrv	1
5158	箬	ruo	ror	1
5159	篙	gao	gcr	1
5160	糍	ci	cidj	1
5161	绐	dai	ddj	1
5162	绨	ti	tija	1
5163	缡	li	lijb	1
5164	缯	zeng	zgj	1
5165	缶	fou	fzz	1
5166	耨	nou	nz	1
5167	肫	zhun	vyv	1
5168	胍	gua	gxv	1
5169	脲	niao	nnv	1
5170	膑	bin	bbv	1
5171	臾	yu	yuyg	1
5172	艄	shao	uce	1
5173	艉	wei	wwem	1
5174	芷	zhi	vixg	1
5175	苋	xian	xmxz	1
5176	苎	zhu	vuxn	1
5177	苡	yi	yixg	1
5178	苴	ju	juxt	1
5179	苷	gan	gjx	1
5180	茏	long	lsx	1
5181	茔	ying	ykxt	1
5182	莞	guan	grx	1
5183	莠	you	yzxv	1
5184	莰	kan	kjx	1
5185	萁	qi	qixa	1
5186	萜	tie	tpx	1
5187	萼	e	eexo	1
5188	葚	shen	ufxo	1
5189	葩	pa	pax	1
5190	蓐	ru	ruxy	1
5191	蘖	nie	npxo	1
5192	蘩	fan	fjxj	1
5193	蚋	rui	rvm	1
5194	蚍	pi	pimt	1
5195	蚩	chi	iiw	1
5196	蚴	you	yzmp	1
5197	蜮	yu	yumn	1
5198	蠓	meng	mgme	1
5199	衿	jin	jbuz	1
5200	裎	cheng	igug	1
5201	裥	jian	jmu	1
5202	讦	jie	jpdw	1
5203	诰	gao	gcdh	1
5204	谏	jian	jmd	1
5205	谪	zhe	ved	1
5206	谵	zhan	vjdd	1
5207	谶	chen	ifdn	1
5208	豸	zhi	viee	1
5209	赈	zhen	vfz	1
5210	赓	geng	ggsz	1
5211	赧	nan	njt	1
5212	趄	qie	qpz	1
5213	趔	lie	lpz	1
5214	跬	kui	kvz	1
5215	踟	chi	iizh	1
5216	蹰	chu	iuzy	1
5217	轧	ya	yae	1
5218	轳	lu	luei	2
5219	轸	zhen	vfee	1
5220	辇	nian	nmn	1
5221	辋	wang	whe	1
5222	遒	qiu	qqap	1
5223	遽	ju	jua	1
5224	邬	wu	wuyp	1
5225	酰	xian	xme	1
5226	醢	hai	hde	1
5227	醮	jiao	jner	1
5228	鏊	ao	aonk	1
5229	钌	liao	lnk	1
5230	钒	fan	fjk	1
5231	钔	men	mfk	1
5232	钕	nv	nvk	1
5233	钜	ju	jukw	1
5234	钣	ban	bjk	1
5235	钫	fang	fhk	1
5236	钷	po	pokh	1
5237	钽	tan	tjk	1
5238	铈	shi	uika	1
5239	铕	you	yzkv	1
5240	铗	jia	jxkn	1
5241	铣	xi	xika	1
5242	铥	diu	dqk	1
5243	铯	se	sek	1
5244	铷	ru	ruk	1
5245	铼	lai	ldk	1
5246	锍	liu	lqka	1
5247	锎	kai	kdkx	1
5248	锕	a	aak	1
5249	锘	nuo	nok	1
5250	锝	de	dek	1
5251	锫	pei	pwk	1
5252	锾	huan	hrk	1
5253	镄	fei	fwk	1
5254	镌	juan	jrk	1
5255	镎	na	nakl	1
5256	镞	zu	zuk	1
5257	镢	jue	jtk	1
5258	镤	pu	puki	1
5259	镥	lu	lukq	1
5260	镧	lan	ljk	1
5261	镨	pu	pukq	1
5262	闱	wei	wwwv	1
5263	闾	lv	lvw	1
5264	阈	yu	yuwn	1
5265	陇	long	lspd	1
5266	陕	shan	ujp	1
5267	陟	zhi	vipe	1
5268	陴	pi	pipp	1
5269	隋	sui	svpv	1
5270	鞣	rou	rzm	1
5271	韪	wei	wwq	1
5272	韬	tao	tcv	1
5273	颀	qi	qiyz	1
5274	餍	yan	yjsc	1
5275	餮	tie	tpl	1
5276	驸	fu	fuc	1
5277	骊	li	lic	1
5278	骓	zhui	vvcg	1
5279	骝	liu	lqc	1
5280	骟	shan	ujc	1
5281	髑	du	duu	1
5282	鲆	ping	pky	1
5283	鲲	kun	kyy	1
5284	鲳	chang	ihy	1
5285	鲽	die	dpy	1
5286	鳇	huang	hlyg	1
5287	鸶	si	sijy	1
5288	鹂	li	liyy	1
5289	鹄	hu	hucy	1
5290	黧	li	liwr	1
5291	黩	du	durn	1
5292	鼯	wu	wuyh	1
5293	齑	ji	jian	2
5294	龚	gong	gsd	1
5295	㑇	zhou	vzf	1
5296	㑊	yi	yifp	2
5297	㕮	fu	fuhn	1
5298	㘎	han	hjhq	1
5299	㙍	duo	dotq	1
5300	㙘	yao	yctz	1
5301	㙦	xie	xpgt	1
5302	㛃	jie	jpwz	1
5303	㛚	tong	tsz	1
5304	㛹	pian	pmzn	1
5305	㟃	si	siy	1
5306	㠇	jiu	jqyd	1
5307	㠓	meng	mgy	1
5308	㤘	zhou	vzcy	1
5309	㥄	ling	lkcq	1
5310	㧐	song	ssl	1
5311	㧑	hui	hvlp	1
5312	㧟	kuai	kkl	1
5313	㫰	lang	lhq	1
5314	㬊	huan	hrqq	1
5315	㬎	xian	xmqr	1
5316	㬚	che	ieq	1
5317	㭎	gang	ghon	1
5318	㭕	qu	quo	1
5319	㮾	lang	lhao	1
5320	㰀	li	liob	1
5321	㳇	fu	fubn	2
5322	㳘	chong	isba	1
5323	㳚	xu	xuba	2
5324	㴔	ji	jibc	1
5325	㵐	jue	jtbg	1
5326	㶲	yong	ysrl	1
5327	㸆	kao	kcrn	1
5328	㸌	huo	horg	1
5329	㺄	yu	yuvl	1
5330	㻬	tu	tugo	1
5331	㽏	gan	gjbm	2
5332	㿠	huang	hlya	1
5333	䁖	lou	lzq	1
5334	䂮	lve	ltw	1
5335	䃅	di	dija	2
5336	䃎	zha	vajl	1
5337	䅟	can	cjw	1
5338	䌹	jiong	jsj	1
5339	䎃	ran	rjwm	1
5340	䎖	zeng	zgam	1
5341	䏝	zhuan	vrv	1
5342	䏡	shi	uivy	1
5343	䏲	ti	tiva	1
5344	䐃	jun	jyv	1
5345	䓖	qiong	qsxp	1
5346	䓛	qu	quxy	1
5347	䓨	ying	ykxz	1
5348	䓫	qi	qixy	2
5349	䓬	zhuo	voxp	1
5350	䗖	di	dima	1
5351	䗛	xiu	xqm	1
5352	䗪	zhe	vesm	1
5353	䗴	ting	tkmp	1
5354	䜣	xin	xbdy	1
5355	䝙	chu	iue	1
5356	䢺	chu	iuyp	1
5357	䢼	gong	gsmp	1
5358	䣘	tang	thip	1
5359	䥽	po	poka	2
5360	䦃	zhuo	vokq	1
5361	䲟	yin	ybyj	1
5362	䲠	chun	iyy	1
5363	䲢	teng	tgvy	1
5364	䴓	shi	uiny	2
5365	䴔	jiao	jnny	1
5366	䴕	lie	lply	1
5367	䴖	jing	jkwy	1
5368	䴗	ju	juq	1
5369	䴘	ti	tiey	1
5370	䴙	pi	piiy	1
5371	䶮	yan	yjdn	2
5372	万	mo	mono	1
5373	丏	mian	mmn	1
5374	乂	yi	yinn	1
5375	乜	mie	mpo	1
5376	乜	nie	npo	1
5377	乩	ji	jiao	1
5378	乸	na	nai	1
5379	亍	chu	iun	1
5380	亓	qi	qina	1
5381	亟	qi	qinn	1
5382	亳	bo	bou	1
5383	亶	dan	djvn	1
5384	亸	duo	doua	1
5385	亹	wei	wwvt	1
5386	仂	le	lef	1
5387	仇	qiu	qqfd	1
5388	仉	zhang	vhfn	1
5389	仝	tong	tsg	1
5390	仡	ge	gef	1
5391	仫	mu	muf	1
5392	仳	pi	pift	1
5393	仵	wu	wufp	3
5394	价	jie	jpfa	1
5395	伈	xin	xbfc	1
5396	伋	ji	jifq	1
5397	伢	ya	yaf	1
5398	伣	qian	qmfz	1
5399	伧	cang	chf	1
5400	伭	xian	xmfj	1
5401	伯	bai	bdfy	1
5402	伲	ni	nift	1
5403	似	shi	uifg	1
5404	伽	qie	qpf	1
5405	伾	pi	pifn	1
5406	佁	yi	yifh	1
5407	佖	bi	bifc	1
5408	佞	ning	nkf	1
5409	佤	wa	waf	1
5410	佥	qian	qmt	1
5411	佴	nai	ndf	1
5412	佶	ji	jifh	1
5413	佸	huo	hofh	1
5414	佺	quan	qrf	1
5415	佽	ci	cifg	1
5416	佾	yi	yifv	1
5417	侁	shen	uffa	1
5418	侂	tuo	toft	1
5419	侉	kua	kxf	1
5420	侑	you	yzfv	1
5421	侔	mou	mzf	1
5422	侗	dong	dsf	1
5423	侘	cha	iaf	1
5424	侥	yao	ycf	1
5425	侴	chou	izgs	1
5426	侹	ting	tkfp	1
5427	俅	qiu	qqf	1
5428	俍	liang	llfc	1
5429	俙	xi	xifa	1
5430	俜	ping	pkfo	1
5431	俟	qi	qifr	1
5432	俟	si	sifr	1
5433	俦	chou	izfy	1
5434	俫	lai	ldf	1
5435	俵	biao	bnf	1
5436	俶	chu	iufq	1
5437	倓	tan	tjf	1
5438	倕	chui	ivf	1
5439	倞	jing	jkfg	1
5440	倥	kong	ksf	1
5441	倧	zong	zsf	1
5442	倮	luo	lof	1
5443	倴	ben	bff	1
5444	倻	ye	yef	1
5445	偁	cheng	igf	1
5446	偈	ji	jifw	1
5447	偓	wo	wofy	1
5448	偡	zhan	vjf	1
5449	偬	zong	zsfc	1
5450	偭	mian	mmf	1
5451	偰	xie	xpfn	1
5452	偲	cai	cdf	1
5453	偻	lou	lzf	1
5454	偻	lv	lvfz	1
5455	偾	fen	fffz	1
5456	傃	su	sufj	1
5457	傈	li	lifo	1
5458	傉	nu	nuf	1
5459	傒	xi	xifn	1
5460	傕	jue	jtfg	1
5461	傥	tang	thfa	1
5462	傩	nuo	nof	1
5463	傺	chi	iify	1
5464	僇	lu	luf	1
5465	僎	zhuan	vrfa	1
5466	僔	zun	zyf	1
5467	僖	xi	xif	1
5468	僦	jiu	jqf	1
5469	僬	jiao	jnfr	1
5470	僮	tong	tsfm	1
5471	僰	bo	bopg	1
5472	僳	su	sufd	1
5473	儇	xuan	xrf	1
5474	儋	dan	djf	1
5475	儦	biao	bnfr	1
5476	儳	chan	ijf	1
5477	儴	rang	rhf	1
5478	兖	yan	yjva	1
5479	兹	ci	ciaj	1
5480	冁	chan	ijak	1
5481	冏	jiong	jswh	1
5482	冔	xu	xuww	1
5483	冮	gang	ghbe	1
5484	冱	hu	hubq	1
5485	冼	xian	xmb	1
5486	凇	song	ssbt	1
5487	凓	li	libo	2
5488	凘	si	siby	2
5489	凼	dang	dhb	1
5490	刈	yi	yins	1
5491	刖	yue	ytv	1
5492	刨	bao	bcws	1
5493	刬	chan	ijr	1
5494	刭	jing	jkes	1
5495	券	xuan	xris	1
5496	刿	gui	gvys	1
5497	剀	kai	kdys	1
5498	剅	lou	lzns	1
5499	剋	kei	kwp	1
5500	剕	fei	fwns	1
5501	剞	ji	jins	1
5502	剟	duo	doq	1
5503	剡	shan	ujrs	1
5504	劁	qiao	qng	1
5505	劂	jue	jtss	1
5506	劄	zha	var	1
5507	劐	huo	hoxs	1
5508	劓	yi	yiys	1
5509	劢	mai	mdnp	1
5510	劬	qu	quwp	1
5511	劭	shao	ucsp	1
5512	劼	jie	jptp	2
5513	勍	qing	qku	1
5514	勐	meng	mgnp	1
5515	勔	mian	mmc	1
5516	勖	xu	xuw	1
5517	勚	yi	yimp	2
5518	勠	lu	lump	1
5519	勰	xie	xppc	1
5520	匏	pao	pcn	1
5521	匜	yi	yiwi	1
5522	匦	gui	gvwd	1
5523	区	ou	ouwn	1
5524	匼	ke	kewh	1
5525	卒	cu	cuvp	1
5526	单	chan	ijaa	1
5527	单	shan	uja	1
5528	南	na	nap	1
5529	卟	bu	buha	1
5530	卣	you	yzan	1
5531	卬	ang	ahp	1
5532	卮	zhi	viev	1
5533	卺	jin	jbov	1
5534	厍	she	ues	1
5535	厖	mang	mhs	1
5536	厝	cuo	cos	1
5537	厣	yan	yjsp	2
5538	厾	du	duot	1
5539	叆	ai	ainq	1
5540	叇	dai	ddnp	1
5541	叕	zhuo	voq	1
5542	叚	xia	xxoq	1
5543	句	gou	gzwh	1
5544	召	shao	ucsh	1
5545	叶	xie	xph	1
5546	叻	le	leh	1
5547	合	ge	gegh	1
5548	吖	a	aah	1
5549	吣	qin	qbhc	1
5550	否	pi	pinh	1
5551	吲	yin	ybha	1
5552	吽	hong	hshc	1
5553	呇	men	mfbh	1
5554	员	yun	yyhz	1
5555	呙	guo	goh	1
5556	呣	m	mmhp	1
5557	呤	ling	lkhz	1
5558	呱	gu	guhm	1
5559	咀	zui	zvht	1
5560	咇	bi	bihc	1
5561	咉	yang	yhh	1
5562	咋	za	zah	1
5563	和	hu	huwh	1
5564	咍	hai	hdhh	2
5565	咡	er	erh	1
5566	咥	xi	xihy	1
5567	咯	lo	lohq	1
5568	咯	luo	lohq	1
5569	咳	hai	hdhg	1
5570	咴	hui	hvhr	1
5571	咺	xuan	xrhn	1
5572	哂	shen	ufh	1
5573	哃	tong	tshh	1
5574	哕	hui	hvhl	1
5575	哕	yue	yth	1
5576	哙	kuai	kkh	1
5577	哚	duo	doho	1
5578	哢	long	lshx	1
5579	哪	ne	neh	1
5580	哱	bo	bohn	1
5581	哳	zha	vahy	1
5582	哼	hng	hgh	1
5583	哿	ge	gepy	1
5584	唑	zuo	zoh	1
5585	唛	mai	mdh	1
5586	唝	hong	hshz	1
5587	唣	zao	zcht	1
5588	唪	feng	fgh	1
5589	唵	an	anh	1
5590	唷	yo	yoh	1
5591	唼	sha	uahz	1
5592	唿	hu	huhc	1
5593	啁	zhao	vch	1
5594	啁	zhou	vzhh	1
5595	啖	dan	djh	1
5596	啜	chuai	ikh	1
5597	啫	zhe	veh	1
5598	啰	luo	loh	1
5599	啴	chan	ijh	1
5600	喁	yong	yshb	1
5601	喁	yu	yuhb	1
5602	喆	zhe	vet	1
5603	喈	jie	jphy	1
5604	喋	zha	vaho	1
5605	喟	kui	kvhv	1
5606	喤	huang	hlh	1
5607	喳	cha	iahn	1
5608	喾	ku	kuih	1
5609	嗌	ai	aiha	1
5610	嗌	yi	yiha	2
5611	嗍	suo	sohv	1
5612	嗐	hai	hdhh	1
5613	嗞	zi	zihj	1
5614	嗫	nie	nphq	1
5615	嗾	sou	szhr	1
5616	嘏	gu	gupq	2
5617	嘘	shi	uihw	1
5618	嘚	de	deh	1
5619	嘚	dei	dwh	1
5620	嘡	tang	thh	1
5621	嘧	mi	mihy	1
5622	噀	xun	xyha	1
5623	噂	zun	zyh	1
5624	噇	chuang	ilh	1
5625	噍	jiao	jnhr	1
5626	噤	jin	jbh	1
5627	嚄	huo	hohq	1
5628	嚅	ru	ruh	1
5629	嚆	hao	hchh	1
5630	嚓	ca	cah	1
5631	嚓	cha	iah	1
5632	嚚	yin	ybhh	1
5633	嚭	pi	pith	1
5634	囤	dun	dyeo	1
5635	囷	qun	qye	1
5636	囿	you	yzev	1
5637	圉	yu	yuek	1
5638	圊	qing	qkev	1
5639	圌	chui	ive	1
5640	圐	ku	kues	1
5641	圙	lve	lte	1
5642	圜	huan	hre	1
5643	圜	yuan	yren	2
5644	圢	ting	tkty	1
5645	圩	wei	wwt	1
5646	圩	xu	xutw	1
5647	圫	tuo	tott	1
5648	圮	pi	pitv	1
5649	圯	yi	yitv	1
5650	圲	qian	qmtw	1
5651	圳	zhen	vft	1
5652	圹	kuang	klt	1
5653	圻	qi	qity	2
5654	坉	tun	tyt	1
5655	坋	fen	ffts	1
5656	坌	ben	bfa	1
5657	坒	bi	bitt	3
5658	坜	li	lit	1
5659	坥	qu	qut	1
5660	坫	dian	dmt	1
5661	坬	gua	gxtm	1
5662	坬	wa	wat	1
5663	坭	ni	nit	1
5664	坰	jiong	jsth	1
5665	坻	di	ditk	1
5666	坽	ling	lkt	1
5667	垈	dai	ddft	1
5668	垌	dong	dst	1
5669	垌	tong	tsth	1
5670	垍	ji	jity	1
5671	垎	he	hetq	1
5672	垏	lv	lvt	1
5673	垓	gai	gdt	1
5674	垕	hou	hzet	1
5675	垙	guang	glt	1
5676	垚	yao	yct	1
5677	垞	cha	iat	1
5678	垟	yang	yht	1
5679	垤	die	dpty	1
5680	垧	shang	uhta	1
5681	垭	ya	yat	1
5682	垯	da	dat	1
5683	垱	dang	dht	1
5684	垲	kai	kdt	1
5685	垴	nao	nct	1
5686	垵	an	ant	1
5687	垸	yuan	yrta	1
5688	垺	fu	futn	1
5689	垾	han	hjt	1
5690	垿	xu	xuts	1
5691	埆	que	qttw	1
5692	埇	yong	ystl	3
5693	埌	lang	lht	1
5694	埏	shan	ujt	1
5695	埒	lie	lpt	1
5696	埔	bu	butq	1
5697	埕	cheng	igtg	1
5698	埗	bu	bute	1
5699	埘	shi	uity	1
5700	埙	xun	xyt	1
5701	埝	nian	nmt	1
5702	埤	pi	pitp	1
5703	埪	kong	kst	1
5704	埫	tang	thth	1
5705	埭	dai	ddtb	1
5706	埯	an	antp	1
5707	埴	zhi	vitt	1
5708	埵	duo	dotn	1
5709	埼	qi	qity	1
5710	埽	sao	sct	1
5711	堃	kun	kys	1
5712	堉	yu	yutv	1
5713	堋	peng	pgtv	1
5714	堌	gu	gutp	1
5715	堍	tu	tutr	1
5716	堎	leng	lgt	1
5717	堐	ya	yatt	1
5718	堙	yin	ybtt	1
5719	堞	die	dpt	1
5720	堠	hou	hzt	1
5721	堡	bu	buf	1
5722	堧	ruan	rrt	1
5723	堨	e	eet	1
5724	堰	yan	yjtz	1
5725	堲	ji	jict	1
5726	堼	heng	hgt	1
5727	堽	gang	ght	1
5728	堾	chun	iyt	1
5729	塄	leng	lgts	1
5730	塅	duan	drt	1
5731	塆	wan	wjt	1
5732	塍	cheng	igv	1
5733	塝	bang	bht	1
5734	塥	ge	getn	1
5735	塬	yuan	yrtg	1
5736	塱	lang	lhat	1
5737	塾	shu	uuut	1
5738	墀	chi	iitc	1
5739	墁	man	mjtq	1
5740	墈	kan	kjtp	1
5741	墉	yong	ystl	2
5742	墐	jin	jbt	1
5743	墒	shang	uht	1
5744	墕	yan	yjtr	1
5745	墘	qian	qmtl	1
5746	墚	liang	llt	1
5747	墡	shan	ujth	1
5748	墣	pu	puti	1
5749	墦	fan	fjt	1
5750	墼	ji	jiet	1
5751	壸	kun	kytw	1
5752	夐	xiong	xss	1
5753	夔	kui	kvaq	1
5754	夤	yin	ybl	1
5755	夬	guai	gko	1
5756	夹	ga	gan	1
5757	夼	kuang	kln	1
5758	奓	zha	van	1
5759	奘	zang	zhn	1
5760	奘	zhuang	vlnn	1
5761	奡	ao	aon	1
5762	奭	shi	uiny	1
5763	妁	shuo	uoz	1
5764	妗	jin	jbzz	1
5765	妘	yun	yyz	1
5766	妣	bi	bizt	1
5767	妤	yu	yuzs	1
5768	妧	yuan	yrza	1
5769	妫	gui	gvzp	1
5770	妭	ba	baza	1
5771	姈	ling	lkzz	2
5772	姒	si	siz	1
5773	姞	ji	jizh	1
5774	姤	gou	gzzh	1
5775	姮	heng	hgz	1
5776	姱	kua	kxz	1
