aaba=1,阿爸
iumd=1,出卖
iumf=1,出门
iumk=1,出名
iumk=2,除名
iuml=1,车水马龙
iumm=1,出面
iumn=1,出苗
iumo=1,出没
iumo=2,触摸
iumo=3,除魔
iumt=1,抽水马桶
iumu=1,触目
iumw=1,触媒
iuna=1,出纳
iung=1,储能
iunj=1,处男
iunl=1,厨娘
iunl=2,承受能力
iunm=1,初年
iunn=1,雏鸟
iuno=1,搐搦
iunu=1,触怒
iunv=1,处女
iuny=1,出生年月
iupb=1,出品
iupd=1,出牌
iupg=1,触碰
iupj=1,出盘
iupk=1,触屏
iupk=2,初评
iupm=1,出片
iupn=1,出票
iuqb=1,出勤
iuqi=1,出奇
iuqi=2,初期
iuqi=3,初七
iuqi=4,出气
iuqj=1,乘胜前进
iuqm=1,出钱
iuqm=2,储钱
iuqn=1,出鞘
iuqn=2,出窍
iuqq=1,初秋
iuqq=2,出糗
iuqr=1,出圈
iuqt=1,除却
iuqu=1,出去
iuqu=2,除去
iuqx=1,承上启下
iuqy=1,出群
iurd=1,出双入对
iurf=1,出任
iurf=2,楚人
iurh=1,出让
iurh=2,出神入化
iuri=1,初日
iurj=1,怵然
iurk=1,城市人口
iurs=1,出生入死
iuru=1,出入
iusd=1,初赛
iusd=2,出塞
iuse=1,出色
iush=1,出丧
iush=2,仇深似海
iusi=1,处死
iusi=2,初四
iusj=1,初三
iuso=1,处所
iusu=1,初速
iutc=1,出逃
iutd=1,出台
iuth=1,出膛
iuth=2,初唐
iuti=1,出题
iutj=1,初探
iutj=2,出摊
iutk=1,出庭
iutm=1,楚天
iutn=1,出挑
iuto=1,出脱
iutr=1,出团
iuts=1,触痛
iutu=1,出土
iutz=1,出头
iutz=2,锄头
iuua=1,触杀
iuud=1,初筛
iuue=1,初涉
iuuf=1,出身
iuuf=2,出神
iuuf=3,厨神
iuuf=4,初审
iuug=1,出生
iuug=2,畜生
iuug=3,出声
iuug=4,初生
iuui=1,出事
iuui=2,厨师
iuui=3,初始
iuui=4,初十
iuui=5,出示
iuui=6,出世
iuui=7,处事
iuui=8,出师
iuui=9,处世
iuui=10,初试
iuui=11,出使
iuui=12,初识
iuuj=1,出山
iuul=1,除霜
iuuu=1,出书
iuuu=2,处暑
iuuv=1,储水
iuuv=2,出水
iuuz=1,出手
iuuz=2,出售
iuuz=3,触手
iuvc=1,出招
iuvf=1,出诊
iuvf=2,出阵
iuvf=3,初诊
iuvg=1,出征
iuvh=1,出掌
iuvi=1,处置
iuvi=2,储值
iuvj=1,出战
iuvj=2,出站
iuvj=3,乘胜追击
iuvs=1,初中
iuvs=2,初衷
iuvs=3,出众
iuvz=1,滁州
iuvz=2,除皱
iuwd=1,除外
iuwd=2,出外
iuwf=1,初吻
iuwh=1,触网
iuwm=1,出师无名
iuwu=1,初五
iuwu=2,储物
iuww=1,厨卫
iuww=2,出位
iuxb=1,出新
iuxb=2,初心
iuxg=1,纯属虚构
iuxi=1,出席
iuxi=2,出息
iuxi=3,除夕
iuxk=1,出行
iuxk=2,雏形
iuxk=3,处刑
iuxl=1,出翔
iuxl=2,出项
iuxm=1,出现
iuxm=2,出线
iuxn=1,初小
iuxq=1,除锈
iuxr=1,初选
iuxs=1,楚雄
iuxt=1,出血
iuxt=2,初学
iuxt=3,初雪
iuxu=1,储蓄
iuxu=2,触须
iuxv=1,春生夏长
iuxx=1,初夏
iuxy=1,初旬
iuxy=2,出巡
iuya=1,出芽
iuyb=1,初音
iuyc=1,除妖
iuye=1,初夜
iuyh=1,出洋
iuyi=1,初一
iuyi=2,厨艺
iuyi=3,处以
iuyi=4,除以
iuyj=1,出演
iuyj=2,出言
iuyk=1,雏鹰
iuyl=1,穿山越岭
iuym=2,出师有名
iuyp=2,床上用品
iuyr=1,出院
iuyr=2,初愿
iuyt=1,初月
iuyt=2,出月
iuyu=1,处于
iuyu=2,出于
iuyu=3,出狱
iuyu=4,出浴
iuyy=2,储运
iuyz=1,出游
iuyz=2,出油
iuzd=1,处在
iuzi=1,出自
iuzi=2,出资
iuzi=3,厨子
iuzt=1,成事在天
iuzu=1,出租
iuzz=1,出走
ivai=1,垂爱
ivbk=1,炊饼
ivbw=1,捶背
ivbx=1,常抓不懈
ivda=1,捶打
ivda=2,吹打
ivdb=1,穿着打扮
ivdg=1,吹灯
ivdi=1,吹笛
ivdn=1,垂钓
ivds=1,吹动
ivfg=1,吹风
ivfu=1,吹拂
ivfy=1,叱咤风云
ivgj=1,吹干
ivgj=2,初战告捷
ivgo=1,吹过
ivgr=1,吹管
ivgs=1,垂拱
ivhc=1,吹号
ivhl=1,差之毫厘
ivhm=1,传真号码
ivho=1,吹火
ivhv=1,吹灰
ivil=1,潮涨潮落
iviu=1,吹出
ivja=1,长治久安
ivjb=1,吹进
ivjm=1,城镇居民
ivju=1,炊具
ivkd=1,吹开
ivlc=1,垂老
ivld=1,吹来
ivlm=1,锤炼
ivlm=2,垂怜
ivlo=1,垂落
ivlo=2,吹落
ivlq=1,垂柳
ivlr=1,吹乱
ivlw=1,垂泪
ivlw=2,吹擂
ivmf=1,搽脂抹粉
ivmg=1,晨钟暮鼓
ivmp=1,吹灭
ivmu=1,垂暮
ivnq=1,吹牛
ivpd=1,吹拍
ivpg=1,吹捧
ivpk=1,吹瓶
ivqg=1,重整旗鼓
ivqg=2,重振旗鼓
ivqi=1,吹气
ivqk=1,垂青
ivql=1,吹腔
ivql=2,差之千里
ivru=1,吹入
ivsi=1,垂死
ivsj=1,吹散
ivsu=1,吹塑
ivti=1,垂体
ivtj=1,吹弹
ivtn=1,垂髫
ivtr=1,处之泰然
ivtz=1,锤头
ivtz=2,垂头
ivuc=1,吹哨
ivug=1,持证上岗
ivui=1,炊事
ivuv=1,吹水
ivuz=1,垂手
ivuz=2,垂首
ivvi=1,垂直
ivvz=1,炊帚
ivvz=2,吹皱
ivwf=1,垂问
ivww=1,垂危
ivwx=1,纯真无邪
ivxi=1,吹袭
ivxl=1,吹响
ivxm=1,垂涎
ivxm=2,垂线
ivxn=1,吹箫
ivxr=1,垂悬
ivxs=1,捶胸
ivxt=1,吹雪
ivxu=1,吹嘘
ivxx=1,垂下
ivxy=1,垂询
ivyb=1,嗤之以鼻
ivyg=1,持之有故
ivyh=1,垂杨
ivyh=2,持之以恒
ivyj=1,炊烟
ivyx=1,穿针引线
ivzi=1,锤子
ivzu=1,垂足
ivzx=1,成竹在胸
ivzz=1,吹奏
iwbk=1,成王败寇
iwcr=1,查无此人
iwhy=1,常务会议
iwib=1,称王称霸
iwih=1,唇亡齿寒
iwjh=1,传为佳话
iwjm=1,重温旧梦
iwmt=1,传为美谈
iwtx=1,朝闻天下
iwuj=1,查无实据
iwwy=1,常务委员
iwxt=1,臭味相投
iwxt=2,传为笑谈
iwyy=1,宠物医院
ixdd=1,称兄道弟
ixdm=1,穿靴戴帽
ixdt=1,长吁短叹
ixdy=1,春心荡漾
ixdz=1,捶胸顿足
ixed=1,传檄而定
ixel=1,乘兴而来
ixer=1,乘虚而入
ixfv=1,持续发展
ixhl=1,吃香喝辣
ixib=1,城乡差别
ixiy=1,诚心诚意
ixjh=1,重修旧好
ixjl=1,处心积虑
ixjm=1,城乡居民
ixjq=1,沉心静气
ixju=1,创新精神
ixju=2,城乡建设
ixkd=1,春宵苦短
ixkl=1,重新考虑
ixky=1,称心快意
ixlw=1,产销两旺
ixmy=1,称心满意
ixqd=1,春夏秋冬
ixqh=1,承先启后
ixru=1,重新认识
ixry=1,称心如意
ixsi=1,垂涎三尺
ixsw=1,抽象思维
ixuj=1,程序设计
ixuw=1,长袖善舞
ixvf=1,抽薪止沸
ixvj=1,喘息之机
ixvm=1,城下之盟
ixvv=1,朝鲜战争
ixvy=1,抽象主义
ixvy=2,除夕之夜
ixwd=1,喘息未定
ixwx=1,痴心妄想
ixwz=1,畅行无阻
ixxv=1,成效显著
ixyd=1,垂涎欲滴
ixyd=2,馋涎欲滴
ixyh=1,储蓄银行
ixyj=1,垂涎已久
ixyk=1,春宵一刻
ixyy=1,程序语言
ixzi=1,持续增长
iyai=1,纯爱
iyar=1,春意盎然
iybb=1,长揖不拜
iybd=1,纯白
iybf=1,蠢笨
iybj=1,迟疑不决
iybk=1,春饼
iybk=2,吃哑巴亏
iybm=1,唇边
iybm=2,彻夜不眠
iybo=1,春播
iybt=1,持盈保泰
iybx=1,出言不逊
iybz=1,吹一辈子
iycc=1,春草
iycd=1,蠢材
iycd=2,唇彩
iycd=3,蠢才
iycj=1,春蚕
iycv=1,纯粹
iycw=1,愁云惨雾
iydc=1,沉郁顿挫
iydd=1,差一点点
iydi=1,抽样调查
iydj=1,蠢蛋
iydk=1,唇钉
iyds=1,蠢动
iydu=1,纯度
iydz=1,绰约多姿
iyff=1,春分
iyfg=1,春风
iyfh=1,茶余饭后
iygc=1,唇膏
iyge=1,春哥
iygg=1,春耕
iygl=1,春光
iygm=1,产业革命
iygr=1,春灌
iygs=1,春宫
iygs=2,察言观色
iygx=1,出于公心
iyhj=1,春寒
iyhj=2,春旱
iyhl=1,春荒
iyho=1,蠢货
iyhs=1,唇红
iyhv=1,春晖
iyhw=1,纯黑
iyhw=2,超氧化物
iyhx=1,纯化
iyhx=2,春花
iyhx=3,穿越火线
iyhz=1,醇厚
iyhz=2,淳厚
iyia=1,春茶
iyic=1,春潮
iyig=1,春城
iyii=1,唇齿
iyit=1,创业垂统
iyiu=1,春初
iyiy=1,纯纯
iyiy=2,蠢蠢
iyjb=1,纯金
iyjg=1,产业结构
iyjh=1,茶余酒后
iyji=1,春季
iyji=2,抽样检查
iyjk=1,纯净
iyjk=2,春景
iyjl=1,春江
iyjl=2,成语接龙
iyjm=1,纯碱
iyjm=2,唇间
iyjn=1,唇角
iyjp=1,纯洁
iyjp=2,春节
iyjq=1,春酒
iyjq=2,醇酒
iyjr=1,春卷
iyju=1,春菊
iyjx=1,春假
iykc=1,春考
iykh=1,彻夜狂欢
iykr=1,春款
iyky=1,春困
iyli=1,纯利
iyli=2,春丽
iylj=1,春兰
iylk=1,春令
iyll=1,纯良
iylm=1,春联
iylp=1,唇裂
iylu=1,穿云裂石
iylu=2,春意阑珊
iylv=1,蠢驴
iylw=1,春雷
iylw=2,春蕾
iyly=1,沉鱼落雁
iyly=2,长远利益
iymb=1,沉冤莫白
iymc=1,纯毛
iymd=1,春麦
iymg=1,春梦
iymg=2,蠢萌
iymm=1,纯棉
iymm=2,长夜漫漫
iymw=1,春梅
iymw=2,醇美
iymw=3,崇洋媚外
iynd=1,纯奶
iyni=1,春泥
iynm=1,彻夜难眠
iynm=2,长夜难明
iynn=1,炊烟袅袅
iynr=1,春暖
iypu=1,淳朴
iypu=2,纯朴
iypw=1,穿云破雾
iyqk=1,纯情
iyqq=1,春秋
iyrf=1,蠢人
iyri=1,春日
iyrj=1,纯然
iysd=1,尺有所短
iyse=1,春色
iyse=2,纯色
iysr=1,醇酸
iysy=1,春笋
iytm=1,春天
iytp=1,纯铁
iyts=1,纯铜
iyue=1,唇舌
iyug=1,纯生
iyui=1,蠢事
iyuu=1,纯属
iyuv=1,春水
iyuv=2,纯水
iyuw=1,初一十五
iyux=1,朝野上下
iyuz=1,纯熟
iyvc=1,春招
iyvf=1,纯真
iyvg=1,纯正
iyvg=2,醇正
iyvl=1,春装
iyvs=1,纯种
iyvs=2,春种
iyvu=1,蠢猪
iyvy=1,超验主义
iyvy=2,池鱼之殃
iywj=1,春晚
iywm=1,彻夜未眠
iywn=1,出于无奈
iywv=1,出言无状
iyxb=1,春心
iyxh=1,成也萧何
iyxi=1,春熙
iyxi=2,纯系
iyxk=1,唇形
iyxl=1,醇香
iyxm=1,唇线
iyxn=1,春宵
iyxn=2,春晓
iyxt=1,春雪
iyxx=1,春夏
iyxy=1,春汛
iyxy=2,春训
iyyb=1,唇印
iyyb=2,纯银
iyyc=1,春药
iyye=1,春夜
iyyh=1,纯阳
iyyi=1,春意
iyyj=1,春燕
iyyj=2,唇炎
iyyj=3,抽油烟机
iyyr=1,春园
iyys=1,茶颜悦色
iyyu=1,春雨
iyyu=2,唇语
iyyw=1,出于意外
iyyy=1,春运
iyyy=2,持有异议
iyyz=1,春游
iyyz=2,唇釉
izbb=1,酬宾
izbc=1,丑爆
izbc=2,酬报
izbj=1,筹办
izbu=1,绸布
izbw=1,筹备
izce=1,抽测
izcj=1,愁惨
izco=1,筹措
izda=1,抽打
izda=2,酬答
izdd=1,绸带
izdi=1,仇敌
izdj=1,臭蛋
izdk=1,抽丁
izdl=1,车载斗量
izdn=1,抽掉
izdr=1,绸缎
izds=1,抽动
izdu=1,稠度
izdz=1,抽斗
izee=1,丑恶
izfg=1,抽风
izfh=1,穿凿附会
izfj=1,愁烦
izfq=1,沉滓泛起
izfu=1,仇富
izgf=1,抽根
izhf=1,仇恨
izhj=1,臭汗
izhk=1,愁怀
izhr=1,抽换
izhv=1,抽回
izhx=1,筹划
izhx=2,丑化
izhx=3,丑话
izia=1,抽查
izig=1,抽成
izih=1,惆怅
izih=2,愁肠
izis=1,臭虫
iziu=1,踌躇
iziu=2,抽搐
iziu=3,抽出
iziy=1,臭椿
iziz=1,瞅瞅
iziz=2,臭臭
izjb=1,酬金
izjb=2,抽筋
izjd=1,传宗接代
izji=1,筹集
izjl=1,抽奖
izjm=1,筹建
izjm=2,抽检
izjm=3,瞅见
izjn=1,丑角
izjn=2,臭脚
izjp=1,筹借
izju=1,丑剧
izjx=1,仇家
izjx=2,愁嫁
izkc=1,抽考
izkr=1,筹款
izks=1,抽空
izku=1,愁苦
izlc=1,酬劳
izli=1,抽离
izlm=1,丑脸
izlw=1,丑类
izlz=1,丑陋
izma=1,筹码
izma=2,臭骂
izmf=1,愁闷
izmi=1,稠密
izmk=1,臭名
izmu=1,筹募
izmw=1,臭美
izmw=2,愁眉
izmz=1,筹谋
izmz=2,绸缪
iznj=1,丑男
iznv=1,丑女
iznx=1,出自内心
izpd=1,筹拍
izpi=1,臭屁
izqi=1,臭气
izqi=2,抽泣
izqm=1,抽签
izqm=2,臭钱
izqq=1,抽球
izqu=1,抽取
izrf=1,仇人
izrf=2,愁人
izrs=1,愁容
izsi=1,抽丝
izso=1,抽缩
izsr=1,筹算
izss=1,抽送
izsv=1,抽穗
izsy=1,诚哉斯言
iztc=1,抽逃
iztd=1,丑态
izti=1,抽屉
iztj=1,创造条件
iztn=1,抽调
iztn=2,抽条
izts=1,抽痛
iztz=1,抽头
izua=1,仇杀
izue=1,抽射
izuf=1,抽身
izui=1,仇视
izui=2,丑事
izuv=1,抽水
izuv=2,臭水
izvc=1,丑照
izve=1,瞅着
izvi=1,抽脂
izvi=2,抽纸
izvs=1,抽中
izvx=1,赤子之心
izvy=1,瞅准
izwd=1,仇外
izwf=1,丑闻
izww=1,臭味
izxi=1,抽吸
izxi=2,仇隙
izxk=1,丑行
izxk=2,丑星
izxl=1,抽象
izxl=2,丑相
izxm=1,抽闲
izxp=1,酬谢
izxr=1,抽选
izxt=1,抽血
izxu=1,愁绪
izya=1,抽芽
izye=1,抽噎
izyh=1,臭氧
izyh=2,抽样
izyh=3,丑样
izyh=4,姹紫嫣红
izyi=1,抽绎
izyj=1,抽烟
izyj=2,抽验
izyk=1,酬应
izyr=1,仇怨
izyr=2,愁怨
izyu=1,臭鱼
izyy=1,愁云
izyz=1,稠油
izzi=1,筹资
izzi=2,绸子
izzo=1,酬酢
izzu=1,筹组
izzv=1,臭嘴
izzz=1,抽走
jabx=1,桀骜不驯
jakk=1,激昂慷慨
janx=1,桀骜难驯
jaqm=1,举案齐眉
jasw=1,居安思危
jaub=1,节哀顺变
jazd=1,骄傲自大
jazm=1,骄傲自满
jbai=1,紧挨
jban=1,近岸
jbba=2,劲霸
jbbb=1,骄兵必败
jbbc=1,劲爆
jbbd=1,近百
jbbg=1,紧绷
jbbh=1,金榜
jbbh=2,金镑
jbbi=1,金币
jbbi=2,禁闭
jbbi=3,紧闭
jbbi=4,紧逼
jbbk=1,金兵
jbbk=2,进兵
jbbm=1,金边
jbbm=2,近便
jbbn=1,锦标
jbbn=2,金标
jbbo=1,金箔
jbbo=2,禁播
jbbu=1,进步
jbbu=2,进补
jbbv=1,基本保证
jbbw=1,金杯
jbbw=2,津巴布韦
jbbx=1,决不罢休
jbcc=1,劲草
jbch=1,进仓
jbci=1,仅此
jbci=2,谨此
jbcj=1,进餐
jbcu=1,紧促
jbcu=2,紧蹙
jbcv=1,尽瘁
jbcy=1,仅存
jbcz=1,紧凑
jbdc=1,尽到
jbdc=2,进到
jbdc=3,劲道
jbdc=4,近道
jbdd=1,近代
jbdd=2,晋代
jbdd=3,脚不点地
jbde=1,进得
jbdg=1,见不得光
jbdi=1,禁地
jbdi=2,金地
jbdi=3,劲敌
jbdj=1,金丹
jbdk=1,紧盯
jbdk=2,金顶
jbdl=1,记不得了
jbdm=1,金店
jbdm=2,进店
jbdq=1,局部地区
jbdr=1,锦缎
jbdr=2,见不得人
jbds=1,今冬
jbds=2,靳东
jbds=3,近东
jbdu=1,进度
jbdu=2,禁毒
jbdy=1,金盾
jbdz=1,筋斗
jbee=1,金额
jber=1,今儿
jber=2,进而
jber=3,劲儿
jbex=1,结伴而行
jbfa=1,金发
jbfa=2,进发
jbff=1,金粉
jbff=2,旧病复发
jbfg=1,劲风
jbfg=2,金凤
jbfh=1,谨防
jbfj=1,进犯
jbfo=1,金佛
jbfv=1,基本方针
jbfw=1,禁飞
jbgc=1,基本国策
jbgd=1,基本观点
jbge=1,劲歌
jbgf=1,紧跟
jbgh=1,金刚
jbgh=2,进港
jbgl=1,金光
jbgo=1,巾帼
jbgo=2,进过
jbgr=1,尽管
jbgr=2,金冠
jbgs=1,进攻
jbgs=2,仅供
jbgs=3,进贡
jbgu=1,禁锢
jbgu=2,筋骨
jbgv=1,金龟
jbgv=2,金贵
jbgx=1,金瓜
jbgx=2,绝不姑息
jbgz=1,仅够
jbgz=2,煎饼果子
jbhd=1,近海
jbhh=1,金碧辉煌
jbhh=2,绝不后悔
jbhk=1,襟怀
jbhl=1,金黄
jbho=1,进货
jbhr=1,金环
jbhr=2,尽欢
jbhs=1,金红
jbhu=1,近乎
jbhu=2,进户
jbhu=3,金湖
jbhx=1,进化
jbhx=2,金花
jbhx=3,金华
jbhy=1,金婚
jbhz=1,今后
jbhz=2,金猴
jbic=1,晋朝
jbid=1,金钗
jbif=1,今晨
jbif=2,久别重逢
jbig=1,进程
jbig=2,进城
jbig=3,晋城
jbig=4,锦城
jbig=5,金城
jbih=1,进场
jbih=2,进厂
jbih=3,金昌
jbii=1,矜持
jbij=1,金蝉
jbil=1,金疮
jbiu=1,进出
jbiu=2,近处
jbiu=3,基本常识
jbiv=1,劲吹
jbiy=1,今春
jbiy=2,久病成医
jbjb=1,仅仅
jbjb=2,紧紧
jbjd=1,加班加点
jbjd=2,急不及待
jbji=1,紧急
jbji=2,晋级
jbji=3,禁忌
jbji=4,谨记
jbji=5,金鸡
jbjk=1,近景
jbjk=2,进京
jbjk=3,进境
jbjl=1,晋江
jbjl=2,金奖
jbjm=1,觐见
jbjn=1,近郊
jbjp=1,进阶
jbjp=2,紧接
jbjp=3,金桔
jbjq=1,禁酒
jbjs=1,军备竞赛
jbjt=1,晋爵
jbjt=2,禁绝
jbjv=1,精兵简政
jbjx=1,进价
jbjx=2,金价
jbjx=3,金甲
jbjy=1,进军
jbjy=2,禁军
jbka=1,金卡
jbkc=1,仅靠
jbkc=2,紧靠
jbkc=3,坚不可摧
jbkd=1,急不可待
jbke=1,尽可
jbkg=1,揭不开锅
jbkk=1,尽快
jbkk=3,金块
jbkl=1,近况
jbkl=2,金矿
jbkn=1,急不可耐
jbkr=1,进款
jbku=1,金库
jbku=2,机不可失
jbkv=1,锦葵
jbkx=1,矜夸
jbkz=1,进口
jbkz=2,紧扣
jblb=1,近邻
jblb=2,紧邻
jbld=1,进来
jbld=2,近来
jbli=1,尽力
jbli=2,锦鲤
jbli=3,劲力
jblj=1,金兰
jblk=1,禁令
jblk=2,金领
jblk=3,金陵
jbll=1,尽量
jbll=2,斤两
jbll=3,基本理论
jblm=1,金莲
jbln=1,进料
jblo=1,筋络
jblp=1,禁猎
jblr=1,禁脔
jbls=1,金龙
jblu=1,近路
jblv=1,劲旅
jbly=1,锦纶
jbly=2,金轮
jbmc=1,金毛
jbmd=1,筋脉
jbmf=1,金门
jbmf=2,进门
jbmf=3,津门
jbmh=1,紧忙
jbmi=1,紧密
jbmk=1,今明
jbmo=1,禁摩
jbmo=2,筋膜
jbmu=1,禁牧
jbmw=2,浸没
jbnh=1,锦囊
jbnj=1,晋南
jbnj=3,津南
jbnl=1,近百年来
jbnm=1,今年
jbnm=2,近年
jbnq=1,金牛
jbnr=1,基本内容
jbnt=1,肩不能挑
jbnv=1,剑拔弩张
jbnv=2,箭拔弩张
jbpb=1,禁品
jbpc=1,浸泡
jbpc=2,锦袍
jbpd=1,金牌
jbpf=1,金盆
jbpg=1,金鹏
jbph=1,近旁
jbpi=1,捷报频传
jbpk=1,仅凭
jbpm=1,禁片
jbpo=1,紧迫
jbqb=1,近亲
jbqi=1,近期
jbqi=2,锦旗
jbqi=3,记不清楚
jbqj=1,精兵强将
jbqk=1,尽情
jbqk=2,近情
jbql=1,金枪
jbql=2,将本求利
jbqm=1,金钱
jbqm=2,近前
jbqn=1,紧俏
jbqn=2,金桥
jbqq=1,进球
jbqq=2,金秋
jbqq=3,今秋
jbqt=1,紧缺
jbqu=1,进去
jbqu=2,禁区
jbqu=3,进取
jbqu=4,金曲
jbqy=1,进群
jbqy=2,坚壁清野
jbrc=1,即便如此
jbrf=1,近人
jbrf=2,间不容发
jbrf=3,健步如飞
jbrh=1,尽让
jbri=1,今日
jbri=2,近日
jbrj=1,尽然
jbrj=2,浸染
jbrr=1,技不如人
jbrs=1,金融
jbrs=2,仅容
jbru=1,进入
jbru=2,浸入
jbrw=1,家败人亡
jbrx=1,今不如昔
jbry=1,浸润
jbrz=1,筋肉
jbsd=1,禁赛
jbse=1,金色
jbse=2,锦瑟
jbsi=1,近似
jbsi=2,金丝
jbsj=1,举不胜举
jbso=1,紧缩
jbso=2,紧锁
jbsr=1,吉卜赛人
jbss=1,劲松
jbsu=1,尽速
jbsv=1,紧随
jbsy=1,戒备森严
jbta=1,金塔
jbth=1,金汤
jbth=2,金堂
jbti=1,浸提
jbtj=1,金坛
jbtj=2,基本条件
jbtm=1,今天
jbtm=2,金榜题名
jbtn=1,金条
jbtp=1,津贴
jbtp=2,紧贴
jbtq=1,记不太清
jbts=1,金童
jbtv=1,进退
jbtz=1,尽头
jbtz=2,劲头
jbtz=3,浸透
jbua=1,金沙
jbuc=1,金哨
jbue=1,劲射
jbue=2,金蛇
jbuf=1,谨慎
jbuf=2,紧身
jbuf=3,金身
jbuf=4,近身
jbug=1,晋升
jbug=2,今生
jbug=3,仅剩
jbuh=1,晋商
jbui=1,近视
jbui=2,进食
jbui=3,浸湿
jbui=4,进士
jbui=5,金石
jbui=6,今世
jbui=7,津市
jbuj=1,金山
jbuj=2,进山
jbuu=1,金属
jbuu=2,尽数
jbuu=3,禁书
jbuv=1,进水
jbuv=2,金水
jbuv=3,浸水
jbuy=1,决不食言
jbuz=2,禁售
jbvc=1,今朝
jbvc=2,近照
jbvd=1,脚不沾地
jbvf=1,金针
jbvf=2,进针
jbvh=1,紧张
jbvh=2,进账
jbvi=1,禁止
jbvi=2,尽职
jbvi=3,金枝
jbvi=4,金质
jbvi=5,进制
jbvj=1,进展
jbvj=2,近战
jbvj=3,进站
jbvo=1,金镯
jbvr=1,金砖
jbvs=1,晋中
jbvs=2,尽忠
jbvs=3,浸种
jbvu=1,进驻
jbvu=2,金主
jbvv=1,紧追
jbvv=2,局部战争
jbvx=1,紧抓
jbvy=1,锦标主义
jbvz=1,锦州
jbwf=1,金文
jbwf=2,今文
jbwj=1,今晚
jbwj=2,举步维艰
jbwo=1,紧握
jbwt=1,基本问题
jbwu=1,进屋
jbwu=2,金乌
jbwu=3,劲舞
jbwv=1,金本位制
jbww=1,仅为
jbww=2,近卫
jbwx=1,洁白无瑕
jbxb=1,尽心
jbxi=1,今昔
jbxi=2,今夕
jbxk=1,进行
jbxk=2,尽兴
jbxk=3,金星
jbxl=1,谨向
jbxl=2,金像
jbxl=3,金乡
jbxl=4,金相
jbxm=1,仅限
jbxm=2,尽显
jbxm=3,进贤
jbxn=1,今宵
jbxn=2,进校
jbxn=3,尽孝
jbxp=1,近些
jbxq=1,进修
jbxq=2,锦绣
jbxt=1,进学
jbxx=1,今夏
jbxz=1,急不暇择
jbya=1,金牙
jbya=2,紧压
jbyb=1,金银
jbyb=2,浸淫
jbyc=1,紧要
jbyc=2,紧咬
jbyc=3,禁药
jbye=1,今夜
jbye=2,津液
jbyi=1,锦衣
jbyi=2,襟翼
jbyj=1,禁烟
jbyj=2,禁言
jbyj=3,进言
jbyk=1,金鹰
jbyl=1,基本原理
jbyq=1,基本要求
jbyr=1,金元
jbyr=2,进院
jbys=1,禁用
jbys=2,金庸
jbyu=1,金鱼
jbyu=2,禁欲
jbyu=3,金玉
jbyx=1,简便易行
jbyx=2,聚苯乙烯
jbyy=2,禁运
jbyy=3,缙云
jbyz=1,近忧
jbyz=2,仅有
jbzc=1,尽早
jbzc=2,今早
jbzd=1,尽在
jbze=1,尽责
jbzi=1,金子
jbzi=2,金字
jbzi=3,浸渍
jbzo=1,近作
jbzr=1,金钻
jbzu=1,进组
jbzu=2,禁足
jbzu=3,饥不择食
jbzx=1,降本增效
jbzy=1,谨遵
jcba=1,局促不安
jcbd=1,截长补短
jcdw=1,基层单位
jcey=1,仅此而已
jcfi=1,精彩纷呈
jcgb=1,基层干部
jcig=1,剪草除根
jcjc=1,将错就错
jcjh=1,借此机会
jcjl=1,精彩绝伦
jcjy=1,惊才绝艳
jcqy=1,见财起意
jcsf=1,几次三番
jcss=1,既成事实
jcti=1,进寸退尺
jctl=1,积草屯粮
jcud=1,举措失当
jcwg=1,家财万贯
jcyy=1,经此一役
jczs=1,君臣佐使
jdbd=1,胶东半岛
jdbf=1,绝大部分
jdbg=1,见多不怪
jdbh=1,巨大变化
jdbu=1,绝对不是
jdby=1,坚定不移
jdby=2,激动不已
jdby=3,居大不易
jdcm=1,绝顶聪明
jddg=1,京东大鼓
jddu=1,绝大多数
jdeq=1,崛地而起
jdey=1,简单扼要
jdfj=1,绝地反击
jdfl=1,江东父老
jdfz=1,极端分子
jdgd=1,绝对高度
jdhx=1,皆大欢喜
jdhy=1,夹道欢迎
jdib=1,降低成本
jdid=1,机动车道
jdij=1,巨大成就
jdil=1,机动车辆
jdit=1,旧调重弹
jdiv=1,集大成者
jdiy=1,旧地重游
jdjj=1,亟待解决
jdjr=1,绝代佳人
jdjt=1,基督教徒
jdkd=1,京东快递
jdkx=1,尖端科学
jdld=1,绝对零度
jdlg=1,积德累功
jdlk=1,建档立卡
jdly=1,既得利益
jdml=1,简单明了
jdqc=1,就地取材
jdqx=1,剑胆琴心
jdrt=1,进道若退
jdrx=1,激动人心
jdsu=1,巨大损失
jdud=1,绝对湿度
jdug=1,见多识广
jduj=1,绝代双骄
jdur=1,借刀杀人
jdvf=1,就地正法
jdvl=1,绝对真理
jdvl=2,家道中落
jdvw=1,井底之蛙
jdvy=1,极端主义
jdvz=1,经典之作
jdvz=2,经典著作
jdwd=1,绝对温度
jdwf=1,激动万分
jdwm=1,借贷无门
jdxk=1,精雕细刻
jdxl=1,精雕细镂
jdxs=1,精打细算
jdxv=1,精雕细琢
jdxx=1,坚定信心
jdxy=1,机电学院
jdxy=2,进德修业
jdyd=1,家大业大
jdyf=1,教导有方
jdys=1,结党营私
jdys=2,决定因素
jdyu=1,绝对优势
jdyx=1,简单易行
jdyx=2,巨大影响
jdzv=1,结缔组织
jdzy=1,决定作用
