word	code	source	thuocl_df	xinhua
独立男性	dlnx	简单鹤		0
大脸盘子	dlpz	简单鹤		0
多了去了	dlql	简单鹤		0
大龄青年	dlqn	简单鹤		0
砥砺前行	dlqx	简单鹤		0
迪丽热巴	dlrb	简单鹤		0
独立人格	dlrg	简单鹤		0
冬练三九	dlsj	简单鹤		0
独立思考	dlsk	简单鹤		0
地理条件	dltj	简单鹤		0
对立统一	dlty	简单鹤		0
大力神杯	dlub	简单鹤		0
到了时候	dluh	简单鹤		0
大量生产	dlui	简单鹤		0
动了手脚	dluj	简单鹤		0
动了杀机	dluj	简单鹤		0
单联双控	dluk	简单鹤		0
大龄剩女	dlun	简单鹤		0
跌落神坛	dlut	简单鹤		0
锻炼身体	dlut	简单鹤		0
大力水手	dluu	简单鹤		0
大撸伤身	dluu	简单鹤		0
动力十足	dluz	简单鹤		0
栋梁之材	dlvc	简单鹤		1
独立主格	dlvg	简单鹤		0
到了之后	dlvh	简单鹤		0
大力支持	dlvi	简单鹤		0
打乱阵脚	dlvj	简单鹤		0
独立主权	dlvq	简单鹤		0
得力助手	dlvu	简单鹤		0
独立战争	dlvv	简单鹤		0
到了我家	dlwj	简单鹤		0
得力文具	dlwj	简单鹤		0
地理位置	dlwv	简单鹤		0
带来幸福	dlxf	简单鹤		0
丢了西瓜	dlxg	简单鹤		0
大力宣传	dlxi	简单鹤		0
地理学家	dlxj	简单鹤		0
等了许久	dlxj	简单鹤		0
掉了下来	dlxl	简单鹤		0
丢了性命	dlxm	简单鹤		0
倒了血霉	dlxm	简单鹤		0
动力系统	dlxt	简单鹤		0
东邻西舍	dlxu	简单鹤		1
独立行事	dlxu	简单鹤		0
独立行使	dlxu	简单鹤		0
东鳞西爪	dlxv	简单鹤		1
独立学院	dlxy	简单鹤		0
独立宣言	dlxy	简单鹤		0
到了现在	dlxz	简单鹤		0
动力小子	dlxz	简单鹤		0
打了一顿	dlyd	简单鹤		0
等了又等	dlyd	简单鹤		0
多了一个	dlyg	简单鹤		0
到了以后	dlyh	简单鹤		0
打了一架	dlyj	简单鹤		0
跌了一跤	dlyj	简单鹤		0
大老远来	dlyl	简单鹤		0
打老远来	dlyl	简单鹤		0
大老爷们	dlym	简单鹤		0
大量涌入	dlyr	简单鹤		0
大雷音寺	dlys	简单鹤		0
地理优势	dlyu	简单鹤		0
独立意识	dlyu	简单鹤		0
道路运输	dlyu	简单鹤		0
的另一种	dlyv	简单鹤		0
独立游戏	dlyx	简单鹤		0
独立运营	dlyy	简单鹤		0
瞪了一眼	dlyy	简单鹤		0
到了最后	dlzh	简单鹤		0
等离子体	dlzt	简单鹤		0
独立自由	dlzy	简单鹤		0
大佬坐姿	dlzz	简单鹤		0
登门拜访	dmbf	简单鹤		0
大门不出	dmbi	简单鹤		0
但没必要	dmby	简单鹤		0
点名表扬	dmby	简单鹤		0
倒霉催的	dmcd	简单鹤		0
大鸣大放	dmdf	简单鹤		0
单门独户	dmdh	简单鹤		0
独门独户	dmdh	简单鹤		0
多么多么	dmdm	简单鹤		0
大魔导师	dmdu	简单鹤		0
当面对质	dmdv	简单鹤		0
点名道姓	dmdx	简单鹤		0
独门独院	dmdy	简单鹤		0
夺门而去	dmeq	简单鹤		0
大梦方醒	dmfx	简单鹤		1
都没发现	dmfx	简单鹤		0
吊民伐罪	dmfz	简单鹤		1
大漠孤烟	dmgy	简单鹤		0
大明湖畔	dmhp	简单鹤		0
弹幕护体	dmht	简单鹤		0
斗米尺布	dmib	简单鹤		1
低眉垂目	dmim	简单鹤		0
大马金刀	dmjd	简单鹤		1
淡墨惊风	dmjf	简单鹤		0
点面结合	dmjh	简单鹤		0
独门绝技	dmjj	简单鹤		0
当面交易	dmjy	简单鹤		0
盗梦空间	dmkj	简单鹤		0
多么可笑	dmkx	简单鹤		0
夺命连环	dmlh	简单鹤		0
都没力气	dmlq	简单鹤		0
独门秘籍	dmmj	简单鹤		0
多么迷人	dmmr	简单鹤		0
点名批评	dmpp	简单鹤		0
当面请教	dmqj	简单鹤		0
大美人儿	dmre	简单鹤		0
打马赛克	dmsk	简单鹤		0
倒霉透顶	dmtd	简单鹤		0
都没听过	dmtg	简单鹤		0
动漫图片	dmtp	简单鹤		0
多谋少断	dmud	简单鹤		0
大马士革	dmug	简单鹤		0
打满伤害	dmuh	简单鹤		0
夺命书生	dmuu	简单鹤		0
点明主旨	dmvv	简单鹤		0
蝶梦庄周	dmvv	简单鹤		0
低眉折腰	dmvy	简单鹤		1
敌明我暗	dmwa	简单鹤		0
都没问题	dmwt	简单鹤		0
都没想到	dmxd	简单鹤		0
多么幸福	dmxf	简单鹤		0
打磨细节	dmxj	简单鹤		0
多么希望	dmxw	简单鹤		0
德玛西亚	dmxy	简单鹤		0
登门谢罪	dmxz	简单鹤		0
打马扬鞭	dmyb	简单鹤		0
单名一个	dmyg	简单鹤		0
动脉硬化	dmyh	简单鹤		0
都没有了	dmyl	简单鹤		0
当面一套	dmyt	简单鹤		0
达摩祖师	dmzu	简单鹤		0
待你不薄	dnbb	简单鹤		0
对你不好	dnbh	简单鹤		0
队内不和	dnbh	简单鹤		0
大脑半球	dnbq	简单鹤		0
等你等待	dndd	简单鹤		0
电脑电池	dndi	简单鹤		0
动能定理	dndl	简单鹤		0
东尼大木	dndm	简单鹤		0
大男大女	dndn	简单鹤		0
队内地位	dndw	简单鹤		0
东南大学	dndx	简单鹤		0
电脑电源	dndy	简单鹤		0
到哪儿去	dneq	简单鹤		0
对你而言	dney	简单鹤		0
东南方向	dnfx	简单鹤		0
顶你个肺	dngf	简单鹤		0
电脑管家	dngj	简单鹤		0
电脑公司	dngs	简单鹤		0
大脑过载	dngz	简单鹤		0
电脑黑客	dnhk	简单鹤		0
大年初二	dnie	简单鹤		0
大年初三	dnis	简单鹤		0
大年初四	dnis	简单鹤		0
大年初一	dniy	简单鹤		0
党内监督	dnjd	简单鹤		0
电脑键盘	dnjp	简单鹤		0
电脑截图	dnjt	简单鹤		0
大难将至	dnjv	简单鹤		0
都能看出	dnki	简单鹤		0
大脑空空	dnkk	简单鹤		0
带你看看	dnkk	简单鹤		0
电脑蓝屏	dnlp	简单鹤		0
到哪里去	dnlq	简单鹤		0
对你来说	dnlu	简单鹤		0
到哪里玩	dnlw	简单鹤		0
都能明白	dnmb	简单鹤		0
电脑模式	dnmu	简单鹤		0
党内民主	dnmv	简单鹤		0
大脑皮层	dnpc	简单鹤		0
电脑配件	dnpj	简单鹤		0
电脑屏幕	dnpm	简单鹤		0
到哪去了	dnql	简单鹤		0
电脑软件	dnrj	简单鹤		0
电脑死机	dnsj	简单鹤		0
大年三十	dnsu	简单鹤		0
丹尼斯吴	dnsw	简单鹤		0
大闹天宫	dntg	简单鹤		0
打娘胎里	dntl	简单鹤		0
到那时候	dnuh	简单鹤		0
大牛双拼	dnup	简单鹤		0
打那时起	dnuq	简单鹤		0
电脑主板	dnvb	简单鹤		0
多年之后	dnvh	简单鹤		0
多年之前	dnvq	简单鹤		0
多年未见	dnwj	简单鹤		0
电脑文件	dnwj	简单鹤		0
电脑玩家	dnwj	简单鹤		0
东南西北	dnxb	简单鹤		0
冬暖夏凉	dnxl	简单鹤		0
多年以后	dnyh	简单鹤		0
大闹一场	dnyi	简单鹤		0
多年以来	dnyl	简单鹤		0
电脑硬盘	dnyp	简单鹤		0
多年以前	dnyq	简单鹤		0
懂你意思	dnys	简单鹤		0
电脑游戏	dnyx	简单鹤		0
电脑应用	dnyy	简单鹤		0
当牛作马	dnzm	简单鹤		0
当牛做马	dnzm	简单鹤		0
斗破苍穹	dpcq	简单鹤		0
貂皮大衣	dpdy	简单鹤		0
大盘高开	dpgk	简单鹤		0
多频合一	dphy	简单鹤		0
刀片超车	dpii	简单鹤		0
打破传统	dpit	简单鹤		0
打破僵局	dpjj	简单鹤		0
打破纪录	dpjl	简单鹤		0
打破记录	dpjl	简单鹤		0
道旁苦李	dpkl	简单鹤		1
大盘蓝筹	dpli	简单鹤		0
地痞流氓	dplm	简单鹤		0
打疲劳战	dplv	简单鹤		0
箪瓢陋巷	dplx	简单鹤		0
大牌明星	dpmx	简单鹤		0
打乒乓球	dppq	简单鹤		0
大批人马	dprm	简单鹤		0
德配天地	dptd	简单鹤		1
道破天机	dptj	简单鹤		0
东鹏特饮	dpty	简单鹤		0
单排上分	dpuf	简单鹤		0
打破沙锅	dpug	简单鹤		0
打破砂锅	dpug	简单鹤		0
大屏手机	dpuj	简单鹤		0
打破质疑	dpvy	简单鹤		0
敌疲我打	dpwd	简单鹤		0
东飘西泊	dpxb	简单鹤		1
达泊西汀	dpxt	简单鹤		0
短篇小说	dpxu	简单鹤		0
大胖小子	dpxz	简单鹤		0
跌破眼镜	dpyj	简单鹤		0
毒品走私	dpzs	简单鹤		0
单亲爸爸	dqbb	简单鹤		0
的确不错	dqbc	简单鹤		0
大巧不工	dqbg	简单鹤		0
定期报告	dqbg	简单鹤		0
的确不会	dqbh	简单鹤		0
点起笔区	dqbq	简单鹤		0
刀枪不入	dqbr	简单鹤		0
底气不足	dqbz	简单鹤		0
地球磁场	dqci	简单鹤		0
定期存款	dqck	简单鹤		0
断桥残雪	dqcx	简单鹤		0
堆砌辞藻	dqcz	简单鹤		0
大秦帝国	dqdg	简单鹤		0
点球大战	dqdv	简单鹤		0
多情多义	dqdy	简单鹤		1
动圈耳机	dqej	简单鹤		0
定期复查	dqfi	简单鹤		0
对齐方式	dqfu	简单鹤		0
蹈其覆辙	dqfv	简单鹤		1
刀枪棍棒	dqgb	简单鹤		0
电气工程	dqgi	简单鹤		0
带球过人	dqgr	简单鹤		0
党群关系	dqgx	简单鹤		0
第七回合	dqhh	简单鹤		0
貂裘换酒	dqhj	简单鹤		1
斗气化马	dqhm	简单鹤		0
冬去春来	dqil	简单鹤		0
当且仅当	dqjd	简单鹤		0
定期检查	dqji	简单鹤		0
踮起脚尖	dqjj	简单鹤		0
氮气加速	dqjs	简单鹤		0
单亲家庭	dqjt	简单鹤		0
打起精神	dqju	简单鹤		0
定期举行	dqjx	简单鹤		0
地区开发	dqkf	简单鹤		0
的情况是	dqku	简单鹤		0
的情况下	dqkx	简单鹤		0
的确可以	dqky	简单鹤		0
吊起来打	dqld	简单鹤		0
打起来了	dqll	简单鹤		0
短期利润	dqlr	简单鹤		0
倒骑毛驴	dqml	简单鹤		0
当前目录	dqml	简单鹤		0
单亲妈妈	dqmm	简单鹤		0
道歉赔礼	dqpl	简单鹤		0
短期培训	dqpx	简单鹤		0
当前情况	dqqk	简单鹤		0
的确起了	dqql	简单鹤		0
搭桥牵线	dqqx	简单鹤		0
的确如此	dqrc	简单鹤		0
当前任务	dqrw	简单鹤		0
地勤人员	dqry	简单鹤		0
得其所哉	dqsz	简单鹤		1
盗窃团伙	dqth	简单鹤		0
对其他人	dqtr	简单鹤		0
的前提下	dqtx	简单鹤		0
电气设备	dqub	简单鹤		0
的确是个	dqug	简单鹤		0
当前社会	dquh	简单鹤		0
夺取胜利	dqul	简单鹤		0
道歉视频	dqup	简单鹤		0
底气十足	dquz	简单鹤		0
夺妻之恨	dqvh	简单鹤		0
当前状况	dqvk	简单鹤		0
带球撞人	dqvr	简单鹤		0
大清王朝	dqwi	简单鹤		0
大清亡了	dqwl	简单鹤		0
大清完了	dqwl	简单鹤		0
大气污染	dqwr	简单鹤		0
敌强我弱	dqwr	简单鹤		0
当前位置	dqwv	简单鹤		0
地球卫星	dqwx	简单鹤		0
电器维修	dqwx	简单鹤		0
单曲循环	dqxh	简单鹤		0
东瞧西看	dqxk	简单鹤		0
定情信物	dqxw	简单鹤		0
的情形下	dqxx	简单鹤		0
掉钱眼里	dqyl	简单鹤		0
大气压强	dqyq	简单鹤		0
大庆油田	dqyt	简单鹤		0
堕入爱河	drah	简单鹤		0
当然不会	drbh	简单鹤		0
多日不见	drbj	简单鹤		0
当然不能	drbn	简单鹤		0
当然不怕	drbp	简单鹤		0
大热必死	drbs	简单鹤		0
当然不同	drbt	简单鹤		0
当然不是	drbu	简单鹤		0
当然不用	drby	简单鹤		0
断人财路	drcl	简单鹤		0
跌入低谷	drdg	简单鹤		0
大人大量	drdl	简单鹤		0
跌入谷底	drgd	简单鹤		0
担任顾问	drgw	简单鹤		0
多人互动	drhd	简单鹤		0
对任何事	drhu	简单鹤		0
待人和善	drhu	简单鹤		0
大人孩子	drhz	简单鹤		0
待人处事	driu	简单鹤		0
断然拒绝	drjj	简单鹤		0
待人接客	drjk	简单鹤		0
大人君子	drjz	简单鹤		0
冬日可爱	drka	简单鹤		1
当然可以	drky	简单鹤		0
多人联机	drlj	简单鹤		0
多人聊天	drlt	简单鹤		0
当然明白	drmb	简单鹤		0
堕入魔道	drmd	简单鹤		0
呆如木鸡	drmj	简单鹤		1
单人模式	drmu	简单鹤		0
多人模式	drmu	简单鹤		0
当然没有	drmy	简单鹤		0
淡若清风	drqf	简单鹤		0
堕入情网	drqw	简单鹤		0
夺人所爱	drsa	简单鹤		0
夺人所好	drsh	简单鹤		1
动若脱兔	drtt	简单鹤		0
当然是了	drul	简单鹤		0
电热水瓶	drup	简单鹤		0
电热水器	druq	简单鹤		0
多人伤亡	druw	简单鹤		0
当然是要	druy	简单鹤		0
当然知道	drvd	简单鹤		0
待人之道	drvd	简单鹤		0
达人知命	drvm	简单鹤		1
淡然置之	drvv	简单鹤		1
担任职务	drvw	简单鹤		0
吊人胃口	drwk	简单鹤		0
敌弱我强	drwq	简单鹤		0
动人心肺	drxf	简单鹤		0
大人小孩	drxh	简单鹤		0
荡人心魄	drxp	简单鹤		0
带入现实	drxu	简单鹤		0
当然希望	drxw	简单鹤		0
低人一等	dryd	简单鹤		0
多人运动	dryd	简单鹤		0
当然应该	dryg	简单鹤		0
待人以诚	dryi	简单鹤		0
荡然一空	dryk	简单鹤		0
待人以礼	dryl	简单鹤		0
当然也是	dryu	简单鹤		0
待人友善	dryu	简单鹤		0
当然因为	dryw	简单鹤		0
单人游戏	dryx	简单鹤		0
多人游戏	dryx	简单鹤		0
淡然一笑	dryx	简单鹤		0
的日子里	drzl	简单鹤		0
地热资源	drzy	简单鹤		0
抵死不从	dsbc	简单鹤		0
第三部分	dsbf	简单鹤		0
第四部分	dsbf	简单鹤		0
低俗不堪	dsbk	简单鹤		0
打碎玻璃	dsbl	简单鹤		0
单丝不线	dsbx	简单鹤		1
打扫厕所	dscs	简单鹤		0
第三定律	dsdl	简单鹤		0
打扫房间	dsfj	简单鹤		0
第三方库	dsfk	简单鹤		0
大肆鼓吹	dsgi	简单鹤		0
都死光了	dsgl	简单鹤		0
第三个月	dsgy	简单鹤		0
第四官员	dsgy	简单鹤		0
第三回合	dshh	简单鹤		0
第四回合	dshh	简单鹤		0
大肆吹鼓	dsig	简单鹤		0
第三季度	dsjd	简单鹤		0
第四季度	dsjd	简单鹤		0
冻死街头	dsjt	简单鹤		0
倒三角形	dsjx	简单鹤		0
迪斯科米	dskm	简单鹤		0
等什么君	dsmj	简单鹤		0
第四面墙	dsmq	简单鹤		0
地塞米松	dsms	简单鹤		0
东萨摩亚	dsmy	简单鹤		0
第三年度	dsnd	简单鹤		0
屌丝男士	dsnu	简单鹤		0
屌丝逆袭	dsnx	简单鹤		0
大肆咆哮	dspx	简单鹤		0
箪食瓢饮	dspy	简单鹤		1
都算轻的	dsqd	简单鹤		0
第三人称	dsri	简单鹤		0
第三梯队	dstd	简单鹤		0
第三条腿	dstt	简单鹤		0
第四天灾	dstz	简单鹤		0
第三世界	dsuj	简单鹤		0
冻死我了	dswl	简单鹤		0
逗死我了	dswl	简单鹤		0
打扫卫生	dswu	简单鹤		0
定速巡航	dsxh	简单鹤		0
第三性征	dsxv	简单鹤		0
对私业务	dsyw	简单鹤		0
动弹不得	dtbd	简单鹤		0
登坛拜将	dtbj	简单鹤		1
代替不了	dtbl	简单鹤		0
动弹不了	dtbl	简单鹤		0
动态变量	dtbl	简单鹤		0
点太背了	dtbl	简单鹤		0
动态壁纸	dtbv	简单鹤		0
低头不语	dtby	简单鹤		0
带头大哥	dtdg	简单鹤		0
当头对面	dtdm	简单鹤		1
打听打听	dtdt	简单鹤		0
倒头大睡	dtdu	简单鹤		0
点头答应	dtdy	简单鹤		0
动铁耳机	dtej	简单鹤		0
大体而论	dtel	简单鹤		0
对他而言	dtey	简单鹤		0
对她而言	dtey	简单鹤		0
大头儿子	dtez	简单鹤		0
动态范围	dtfw	简单鹤		0
动态规划	dtgh	简单鹤		0
打通关节	dtgj	简单鹤		0
兜头盖脸	dtgl	简单鹤		0
电梯公寓	dtgy	简单鹤		0
大铁棍子	dtgz	简单鹤		0
带头冲锋	dtif	简单鹤		0
低碳经济	dtjj	简单鹤		0
蛋疼菊紧	dtjj	简单鹤		0
大堂经理	dtjl	简单鹤		0
掉头就跑	dtjp	简单鹤		0
答题技巧	dtjq	简单鹤		0
倒头就睡	dtju	简单鹤		0
的条件下	dtjx	简单鹤		0
掉头就走	dtjz	简单鹤		0
地图理解	dtlj	简单鹤		0
大体老师	dtlu	简单鹤		0
对他来说	dtlu	简单鹤		0
对她来说	dtlu	简单鹤		0
登台亮相	dtlx	简单鹤		0
登徒浪子	dtlz	简单鹤		0
动态模糊	dtmh	简单鹤		0
对台贸易	dtmy	简单鹤		0
动态平衡	dtph	简单鹤		0
地铁跑酷	dtpk	简单鹤		0
低头认错	dtrc	简单鹤		0
点头认可	dtrk	简单鹤		0
低头认罪	dtrz	简单鹤		0
动态图片	dttp	简单鹤		0
动态调频	dttp	简单鹤		0
刀头舔血	dttx	简单鹤		0
点头同意	dtty	简单鹤		0
多贴少补	dtub	简单鹤		0
多退少补	dtub	简单鹤		0
低碳生活	dtuh	简单鹤		0
低调奢华	dtuh	简单鹤		0
动态数据	dtuj	简单鹤		0
动态视觉	dtuj	简单鹤		0
大同世界	dtuj	简单鹤		0
动态视力	dtul	简单鹤		0
大体说来	dtul	简单鹤		0
多图杀猫	dtum	简单鹤		0
电獭少女	dtun	简单鹤		0
顶头上司	dtus	简单鹤		0
大唐盛世	dtuu	简单鹤		0
点头示意	dtuy	简单鹤		0
动态数组	dtuz	简单鹤		0
独特之处	dtvi	简单鹤		0
动态照片	dtvp	简单鹤		0
点头致意	dtvy	简单鹤		0
敌退我进	dtwj	简单鹤		0
当天晚上	dtwu	简单鹤		0
敌退我追	dtwv	简单鹤		0
大头娃娃	dtww	简单鹤		0
东跳西窜	dtxc	简单鹤		0
大体相当	dtxd	简单鹤		0
大头小脚	dtxj	简单鹤		0
东偷西摸	dtxm	简单鹤		1
东涂西抹	dtxm	简单鹤		1
打听消息	dtxx	简单鹤		0
大题小作	dtxz	简单鹤		1
东条英机	dtyj	简单鹤		0
多提意见	dtyj	简单鹤		0
低头一看	dtyk	简单鹤		0
单体宇宙	dtyv	简单鹤		0
大体一致	dtyv	简单鹤		0
地铁沿线	dtyx	简单鹤		0
打听一下	dtyx	简单鹤		0
低头做人	dtzr	简单鹤		0
读书百遍	dubb	简单鹤		0
大事不好	dubh	简单鹤		0
躲闪不及	dubj	简单鹤		0
大厦崩塌	dubt	简单鹤		0
抵受不住	dubv	简单鹤		0
都说不完	dubw	简单鹤		0
得失参半	ducb	简单鹤		1
大收藏家	ducj	简单鹤		0
单手操作	ducz	简单鹤		0
倒数第二	dude	简单鹤		0
多少地方	dudf	简单鹤		0
对谁都好	dudh	简单鹤		0
动手动脚	dudj	简单鹤		0
大受打击	dudj	简单鹤		0
断手断脚	dudj	简单鹤		0
定食定量	dudl	简单鹤		0
大叔大妈	dudm	简单鹤		0
端屎端尿	dudn	简单鹤		0
嗲声嗲气	dudq	简单鹤		0
动手打人	dudr	简单鹤		0
倒数第三	duds	简单鹤		0
多少东西	dudx	简单鹤		0
倒数第一	dudy	简单鹤		0
待时而动	dued	简单鹤		1
都是浮云	dufy	简单鹤		0
电视广播	dugb	简单鹤		0
电视广告	dugg	简单鹤		0
大圣归来	dugl	简单鹤		0
独上高楼	dugl	简单鹤		0
单身公寓	dugy	简单鹤		0
单身贵族	dugz	简单鹤		0
地水火风	duhf	简单鹤		0
稻盛和夫	duhf	简单鹤		0
大声呼喊	duhh	简单鹤		0
打上花火	duhh	简单鹤		0
箪食壶浆	duhj	简单鹤		1
大事化小	duhx	简单鹤		0
大受欢迎	duhy	简单鹤		0
电视盒子	duhz	简单鹤		0
登神长阶	duij	简单鹤		0
都市传说	duiu	简单鹤		0
多试几次	dujc	简单鹤		0
大商巨贾	dujg	简单鹤		0
堆山积海	dujh	简单鹤		1
短时间里	dujl	简单鹤		0
电视节目	dujm	简单鹤		0
短时间内	dujn	简单鹤		0
都市激情	dujq	简单鹤		0
电视记者	dujv	简单鹤		0
短时间中	dujv	简单鹤		0
读书看报	dukb	简单鹤		0
独守空房	dukf	简单鹤		0
单手空格	dukg	简单鹤		0
定时开关	dukg	简单鹤		0
电视栏目	dulm	简单鹤		0
遁世离群	dulq	简单鹤		1
都市丽人	dulr	简单鹤		0
大声密谋	dumm	简单鹤		0
单手模式	dumu	简单鹤		0
电视明星	dumx	简单鹤		0
但是没有	dumy	简单鹤		0
倒是没有	dumy	简单鹤		0
大事年表	dunb	简单鹤		0
动手能力	dunl	简单鹤		0
多少年来	dunl	简单鹤		0
都是那么	dunm	简单鹤		0
多少年前	dunq	简单鹤		0
单身女人	dunr	简单鹤		0
单身男人	dunr	简单鹤		0
单身女性	dunx	简单鹤		0
单身男性	dunx	简单鹤		0
都是那样	duny	简单鹤		0
单身女子	dunz	简单鹤		0
单身男子	dunz	简单鹤		0
电视屏幕	dupm	简单鹤		0
大事铺张	dupv	简单鹤		1
大施拳脚	duqj	简单鹤		0
单身青年	duqn	简单鹤		0
地势崎岖	duqq	简单鹤		0
大圣娶亲	duqq	简单鹤		0
的事情中	duqv	简单鹤		0
都是人才	durc	简单鹤		0
都是如此	durc	简单鹤		0
但是如果	durg	简单鹤		0
大声嚷嚷	durr	简单鹤		0
多少日子	durz	简单鹤		0
的士速递	dusd	简单鹤		0
大杀四方	dusf	简单鹤		0
大输特输	dutu	简单鹤		0
大赦天下	dutx	简单鹤		0
电视天线	dutx	简单鹤		0
鼎盛时代	duud	简单鹤		0
多少时间	duuj	简单鹤		0
多少事情	duuq	简单鹤		0
鼎盛时期	duuq	简单鹤		0
大失水准	duuv	简单鹤		0
多少沾点	duvd	简单鹤		0
定时炸弹	duvd	简单鹤		0
滴水之恩	duve	简单鹤		0
但是这个	duvg	简单鹤		0
得失之患	duvh	简单鹤		0
大神支招	duvv	简单鹤		0
都是渣渣	duvv	简单鹤		0
顶上战争	duvv	简单鹤		0
但是这些	duvx	简单鹤		0
独身主义	duvy	简单鹤		0
但说无妨	duwf	简单鹤		0
滴水未进	duwj	简单鹤		0
都是为了	duwl	简单鹤		0
但是我们	duwm	简单鹤		0
都是问题	duwt	简单鹤		0
多说无益	duwy	简单鹤		0
读书无用	duwy	简单鹤		0
东闪西躲	duxd	简单鹤		0
丢失信号	duxh	简单鹤		0
大声喧哗	duxh	简单鹤		0
东升西落	duxl	简单鹤		0
独上西楼	duxl	简单鹤		0
东食西宿	duxs	简单鹤		1
道士下山	duxu	简单鹤		0
都市小说	duxu	简单鹤		0
电视新闻	duxw	简单鹤		0
但是现在	duxz	简单鹤		0
多少有点	duyd	简单鹤		0
都是要的	duyd	简单鹤		0
都是一个	duyg	简单鹤		0
单双引号	duyh	简单鹤		0
大手一挥	duyh	简单鹤		0
大伤元气	duyq	简单鹤		0
都是一种	duyv	简单鹤		0
但是因为	duyw	简单鹤		0
都是因为	duyw	简单鹤		0
多少有些	duyx	简单鹤		0
都是一些	duyx	简单鹤		0
对视一眼	duyy	简单鹤		0
都是一样	duyy	简单鹤		0
独生子女	duzn	简单鹤		0
大受赞扬	duzy	简单鹤		0
懂装不懂	dvbd	简单鹤		0
党政不分	dvbf	简单鹤		0
党政部门	dvbm	简单鹤		0
单指操作	dvcz	简单鹤		0
大智大慧	dvdh	简单鹤		0
都知道了	dvdl	简单鹤		0
大众点评	dvdp	简单鹤		0
德之大者	dvdv	简单鹤		0
地质大学	dvdx	简单鹤		0
多种多样	dvdy	简单鹤		0
斗智斗勇	dvdy	简单鹤		0
抵掌而谈	dvet	简单鹤		1
党政分开	dvfk	简单鹤		0
地主富农	dvfn	简单鹤		0
掉转方向	dvfx	简单鹤		0
渎职犯罪	dvfz	简单鹤		0
党政干部	dvgb	简单鹤		0
跌至谷底	dvgd	简单鹤		0
地质工程	dvgi	简单鹤		0
掉帧攻击	dvgj	简单鹤		0
地质公园	dvgy	简单鹤		0
大中华区	dvhq	简单鹤		0
大展鸿图	dvht	简单鹤		0
大中城市	dviu	简单鹤		0
打针吃药	dviy	简单鹤		0
党政机关	dvjg	简单鹤		0
地质结构	dvjg	简单鹤		0
点阵激光	dvjg	简单鹤		0
地主阶级	dvjj	简单鹤		0
大展交脚	dvjj	简单鹤		0
多种经营	dvjy	简单鹤		0
大智近妖	dvjy	简单鹤		0
地主老财	dvlc	简单鹤		0
党政领导	dvld	简单鹤		0
对症良方	dvlf	简单鹤		0
读者来信	dvlx	简单鹤		0
瞪着两眼	dvly	简单鹤		0
斗志满满	dvmm	简单鹤		0
当者披靡	dvpm	简单鹤		0
对战平台	dvpt	简单鹤		0
带状疱疹	dvpv	简单鹤		0
