工人阶级	grjj
冲昏头脑	ihtn
初露锋芒	ilfm
技不如人	jbrr
可怜巴巴	klbb
无耻之徒	wivt
胡里胡涂	hlht
不胜其烦	buqf
硕果仅存	ugjc
枯木逢春	kmfi
大雪纷飞	dxff
在所不辞	zsbc
比翼双飞	byuf
学富五车	xfwi
鼠目寸光	umcg
变幻无常	bhwi
非同凡响	ftfx
勿施于人	wuyr
顾影自怜	gyzl
数典忘祖	udwz
火烧眉毛	humm
生机蓬勃	ujpb
名垂青史	miqu
繁星点点	fxdd
见钱眼开	jqyk
寻根究底	xgjd
腹背受敌	fbud
疾风暴雨	jfby
拼死拼活	psph
乳臭未干	riwg
暗淡无光	adwg
命途多舛	mtdi
山高水长	sgsc
含苞欲放	hbyf
安贫乐道	apld
深深浅浅	uuqq
莫逆之交	mnvj
乒乓球拍	ppqp
针线活儿	vxhe
寡言少语	gyuy
火急火燎	hjhl
大可不必	dkbb
沾亲带故	vqdg
草菅人命	cjrm
花红柳绿	hhll
后生可畏	hukw
嗓子眼儿	szye
天外有天	twyt
字字珠玑	zzvj
争名夺利	vmdl
丧家之犬	sjvq
揠苗助长	ymvi
一手遮天	yuvt
凶相毕露	xxbl
以逸待劳	yydl
塞翁失马	swum
阴曹地府	ycdf
显赫一时	xhyu
事过境迁	ugjq
故态复萌	gtfm
从古到今	cgdj
医科大学	ykdx
解囊相助	jnxv
反客为主	fkwv
功败垂成	gbii
各执己见	gvjj
一两点钟	yldv
盛情难却	uqnq
全身而退	quet
专有名词	vymc
过目难忘	gmnw
慢慢吞吞	mmtt
斯特劳斯	stls
照猫画虎	vmhh
轻歌曼舞	qgmw
不眠不休	bmbx
精卫填海	jwth
遣词造句	qczj
物华天宝	whtb
万马齐喑	wmqy
雷克萨斯	lkss
和气生财	hquc
神不守舍	ubuu
捉拿归案	vnga
肆意妄为	syww
破铜烂铁	ptlt
青云直上	qyvu
鸣金收兵	mjub
甘苦与共	gkyg
潮涨潮落	ivil
藏龙卧虎	clwh
骨肉相连	grxl
平平稳稳	ppww
雷电交加	ldjj
国富民强	gfmq
不战而胜	bveu
如履平地	rlpd
三缄其口	sjqk
哈哈哈哈	hhhh
教育学家	jyxj
虽败犹荣	sbyr
以防不测	yfbc
牙牙学语	yyxy
咕咚咕咚	gdgd
撒手人寰	surh
神态自若	utzr
榜上无名	buwm
坎坎坷坷	kkkk
自谋生路	zmul
俗不可耐	sbkn
无以言表	wyyb
眼观六路	ygll
踌躇不前	iibq
力所不及	lsbj
平平无奇	ppwq
验明正身	ymvu
绝处逢生	jifu
桃红柳绿	thll
望梅止渴	wmvk
宝刀不老	bdbl
少小离家	uxlj
见所未见	jswj
呜呼哀哉	whaz
九泉之下	jqvx
人言可畏	rykw
滴水之恩	duve
孤儿寡母	gegm
戎马一生	rmyu
师大附中	udfv
两厢情愿	lxqy
真名实姓	vmux
国色天香	gstx
呼天抢地	htqd
声色犬马	usqm
差之毫厘	ivhl
垂暮之年	imvn
两点一线	ldyx
心肝宝贝	xgbb
东施效颦	duxp
缺衣少食	qyuu
美妙绝伦	mmjl
摆龙门阵	blmv
别无所求	bwsq
金光灿灿	jgcc
开膛破肚	ktpd
小本生意	xbuy
一文不名	ywbm
滔天大罪	ttdz
江洋大盗	jydd
蒙大拿州	mdnv
过从甚密	gcum
无关宏旨	wghv
土耳其语	teqy
远走他乡	yztx
同床异梦	tiym
叶公好龙	yghl
受之有愧	uvyk
反目成仇	fmii
浩瀚无垠	hhwy
有失公允	yugy
翻云覆雨	fyfy
弹无虚发	dwxf
珠圆玉润	vyyr
金盆洗手	jpxu
非此即彼	fcjb
傻里傻气	uluq
日思夜想	rsyx
有夫之妇	yfvf
未老先衰	wlxu
招财进宝	vcjb
铁板一块	tbyk
春去秋来	iqql
欲速不达	ysbd
言不及义	ybjy
物换星移	whxy
嫉贤妒能	jxdn
锦衣玉食	jyyu
爱屋及乌	awjw
娇小玲珑	jxll
边边角角	bbjj
食不甘味	ubgw
唇红齿白	ihib
完好无缺	whwq
慌不择路	hbzl
一般无二	ybwe
大出风头	dift
一大家子	ydjz
心高气傲	xgqa
目不斜视	mbxu
怜香惜玉	lxxy
十二万分	sewf
风风光光	ffgg
耍小聪明	uxcm
压缩饼干	ysbg
鸡犬升天	jqut
一点半点	ydbd
废话连篇	fhlp
屡败屡战	lblv
至亲好友	vqhy
识时务者	uuwv
令人捧腹	lrpf
妙笔生花	mbuh
精工细作	jgxz
跑上跑下	pupx
夏目漱石	xmuu
目光如炬	mgrj
呼朋唤友	hphy
盖棺论定	ggld
夜阑人静	ylrj
人无完人	rwwr
杀人越货	uryh
重如泰山	vrtu
精妙绝伦	jmjl
瓮中之鳖	wvvb
置之脑后	vvnh
不可言传	bkyi
投鼠忌器	tujq
泛泛而谈	ffet
不可置信	bkvx
单口相声	dkxu
问心有愧	wxyk
若即若离	rjrl
大梦初醒	dmix
无名之辈	wmvb
古文观止	gwgv
徒有其表	tyqb
妖言惑众	yyhv
无籽西瓜	wzxg
鹿死谁手	lsuu
养生之道	yuvd
口腹之欲	kfvy
小本经营	xbjy
别无二致	bwev
虎头虎脑	hthn
真真正正	vvvv
有得有失	ydyu
油盐酱醋	yyjc
一吐为快	ytwk
一介书生	yjuu
堪称一绝	kiyj
希伯来文	xblw
坐收渔利	zuyl
君子之交	jzvj
饱饱眼福	bbyf
七八点钟	qbdv
各奔前程	gbqi
以一当十	yyds
害人不浅	hrbq
功成身退	giut
不知所以	bvsy
几分之一	jfvy
平平凡凡	ppff
天作之合	tzvh
谬以千里	myql
阿尔伯特	aebt
招架不住	vjbv
心如刀割	xrdg
才高八斗	cgbd
坐井观天	zjgt
寡廉鲜耻	glxi
大喜大悲	dxdb
大难不死	dnbs
道高一尺	dgyi
惟利是图	wlut
仙风道骨	xfdg
死有余辜	syyg
马克西姆	mkxm
一睹为快	ydwk
屡试不爽	lubu
慧眼识珠	hyuv
美若天仙	mrtx
深入虎穴	urhx
百鸟朝凤	bnif
冤家路窄	yjlv
绵绵不绝	mmbj
玉石俱焚	yujf
伯里克利	blkl
虎虎生风	hhuf
帕格尼尼	pgnn
口说无凭	kuwp
洁身自爱	juza
龙争虎斗	lvhd
拂袖而去	fxeq
孤魂野鬼	ghyg
不瞒您说	bmnu
无线电报	wxdb
家财万贯	jcwg
大红大绿	dhdl
流里流气	lllq
一带而过	ydeg
博古通今	bgtj
普利茅斯	plms
仁者见仁	rvjr
鱼死网破	yswp
汗血宝马	hxbm
正义凛然	vylr
尊师重道	zuvd
收回成命	shcm
手到病除	udbi
六七点钟	lqdv
千秋万载	qqwz
五六点钟	wldv
一醉方休	yzfx
狂放不羁	kfbj
千儿八百	qebb
一时半会	yubh
笑里藏刀	xlcd
过河拆桥	ghiq
独身主义	duvy
施瓦辛格	uwxg
三生有幸	suyx
不请自来	bqzl
硕大无比	udwb
愁肠百结	ccbj
吃闭门羹	ibmg
信马由缰	xmyj
梅开二度	mked
易燃物品	yrwp
难分难舍	nfnu
自求多福	zqdf
躲躲藏藏	ddcc
犬儒主义	qrvy
托洛斯基	tlsj
羞于启齿	xyqi
狐朋狗友	hpgy
红颜薄命	hybm
阿兹特克	aztk
避而远之	beyv
岁月如梭	syrs
放浪形骸	flxh
九十点钟	judv
身心交瘁	uxjc
阴错阳差	ycyc
呲牙咧嘴	cylz
酸酸甜甜	sstt
众人皆知	vrjv
清汤寡水	qtgu
日进斗金	rjdj
国难当头	gndt
玩物丧志	wwsv
门捷列夫	mjlf
天地不仁	tdbr
群龙无首	qlwu
死心眼儿	sxye
两小无猜	lxwc
闭门思过	bmsg
牛头马面	ntmm
胡吃海喝	hihh
威斯康星	wskx
铁树开花	tukh
壮志未酬	vvwi
养兵千日	ybqr
明枪暗箭	mqaj
奥本海默	abhm
难得一遇	ndyy
万里挑一	wlty
雌雄同体	cxtt
五马分尸	wmfu
淡然处之	driv
因祸得福	yhdf
千回百转	qhbv
身怀六甲	uhlj
五毒俱全	wdjq
不肖子孙	bxzs
自愧弗如	zkfr
磕磕巴巴	kkbb
花前月下	hqyx
未卜先知	wbxv
桃之夭夭	tzyy
贼头贼脑	ztzn
鸡毛掸子	jmdz
教子有方	jzyf
奉若神明	frum
好为人师	hwru
一去不回	yqbh
屈打成招	qdiv
盖棺定论	ggdl
白璧无瑕	bbwx
一决雌雄	yjcx
势在必得	uzbd
张三李四	vsls
波西米亚	bxmy
分久必合	fjbh
攻城掠地	gild
花边新闻	hbxw
一江春水	yjiu
一无所长	ywsi
上千上万	uquw
别无出路	bwil
知足常乐	vzil
临渊羡鱼	lyxy
愧不敢当	kbgd
归根究底	ggjd
茶饭不思	ifbs
唇枪舌战	iquv
亚美利加	ymlj
靡靡之音	mmvy
淡而无味	deww
尤克里里	ykll
七窍生烟	qquy
哈密尔顿	hmed
奇花异卉	qhyh
临阵磨枪	lvmq
文文静静	wwjj
人非草木	rfcm
切格瓦拉	qgwl
上一辈子	uybz
乐在其中	lzqv
趁虚而入	cxer
稍安勿躁	uawz
掩面而泣	ymeq
永无宁日	ywnr
默默无名	mmwm
打马虎眼	dmhy
财运亨通	cyht
浅吟低唱	qydi
日久生情	rjuq
素未谋面	swmm
温文儒雅	wwry
葡萄牙人	ptyr
无欲则刚	wyzg
不久以后	bjyh
有完没完	ywmw
三姑六婆	sglp
宁为玉碎	nwys
神乎其技	uhqj
名垂千古	miqg
暮鼓晨钟	mgiv
没头没尾	mtmw
万儿八千	webq
姑妄听之	gwtv
诸葛孔明	vgkm
无以为继	wywj
怨天怨地	ytyd
心静如水	xjru
巴拉巴拉	blbl
面无血色	mwxs
坐立难安	zlna
无以伦比	wylb
阴晴不定	yqbd
前途似锦	qtsj
话不投机	hbtj
情非得已	qfdy
有始无终	yswz
五味俱全	wwjq
莫过于此	mgyc
引蛇出洞	yuid
作奸犯科	zjfk
静若处子	jriz
安安全全	aaqq
忠贞不二	vvbe
一语成谶	yyii
绵绵不断	mmbd
传家之宝	ijvb
雾气腾腾	wqtt
良药苦口	lykk
骂不还口	mbhk
生猛海鲜	umhx
言多必失	ydbu
为时不晚	wubw
云山雾罩	yuwv
梁上君子	lujz
安身之地	auvd
任其自然	rqzr
玛莎拉蒂	msld
黄石公园	hugy
香消玉殒	xxyy
豪放不羁	hfbj
躬逢其盛	gfqs
清闲自在	qxzz
鬼话连篇	ghlp
合久必分	hjbf
才貌双全	cmuq
负荆请罪	fjqz
地覆天翻	dftf
儿孙满堂	esmt
分身无术	fuwu
身无长物	uwiw
顾盼生辉	gpuh
脸红耳赤	lhec
如梦似幻	rmsh
涕泪横流	tlhl
无以为报	wywb
有情可原	yqky
提拉米苏	tlms
弱不经风	rbjf
由上至下	yuvx
追根问底	vgwd
只字片语	vzpy
众口铄金	vkuj
放浪不羁	flbj
似水年华	sunh
满坑满谷	mkmg
逼良为娼	blwi
趁人之危	irvw
忠言逆耳	vyne
哭天抢地	ktqd
毛毛躁躁	mmzz
言之过早	yvgz
独孤求败	dgqb
莫里亚蒂	mlyd
灼灼其华	vvqh
阿米莉亚	amly
见风转舵	jfvd
灵光一现	lgyx
福如东海	frdh
懵懂无知	mdwv
太白金星	tbjx
爱尔兰岛	aeld
爱恨交加	ahjj
千万千万	qwqw
含笑九泉	hxjq
适逢其会	ufqh
抑郁寡欢	yygh
知冷知热	vlvr
名留青史	mlqu
狗拿耗子	gnhz
粗言秽语	cyhy
圣劳伦斯	ulls
招蜂引蝶	vfyd
食言而肥	uyef
离愁别绪	libx
无以言状	wyyv
中华民族	vhmz
人民政府	rmvf
全国政协	qgvx
贫下中农	pxvn
精神文明	juwm
人民日报	rmrb
美国政府	mgvf
中小企业	vxqy
中央军委	vyjw
全国人大	qgrd
印度支那	ydvn
抗日战争	krvv
生产资料	uizl
抗震救灾	kvjz
集体经济	jtjj
日本政府	rbvf
农副产品	nfip
世贸组织	umzv
北京大学	bjdx
商品经济	upjj
水利工程	ulgi
对外贸易	dwmy
党政机关	dvjg
乌鲁木齐	wlmq
生产关系	uigx
人民团体	rmtt
人大代表	rddb
以人为本	yrwb
十月革命	uygm
睦邻友好	mlyh
平等互利	pdhl
物质文明	wvwm
中央政府	vyvf
植树造林	vuzl
合作医疗	hzyl
朝鲜半岛	vxbd
人民战争	rmvv
高等院校	gdyx
联合政府	lhvf
社会制度	uhvd
绿水青山	luqu
大中城市	dviu
务工人员	wgry
封建主义	fjvy
经济特区	jjtq
求真务实	qvwu
不确定性	bqdx
辛亥革命	xhgm
中央党校	vydx
安定团结	adtj
国营企业	gyqy
群众组织	qvzv
中国银行	vgyh
维吾尔族	wwez
参政议政	cvyv
五星红旗	wxhq
民主改革	mvgg
中央委员	vywy
半殖民地	bvmd
共同市场	gtui
国家教委	gjjw
滔天罪行	ttzx
鼓足干劲	gzgj
厉行节约	lxjy
直升飞机	vufj
民政部门	mvbm
共青团员	gqty
工矿企业	gkqy
行政部门	xvbm
中小学校	vxxx
南水北调	nubd
百家争鸣	bjvm
工业园区	gyyq
工农联盟	gnlm
振兴中华	vxvh
自负盈亏	zfyk
中央银行	vyyh
售后服务	uhfw
国计民生	gjmu
台湾地区	twdq
大庆油田	dqyt
靖国神社	jguu
各具特色	gjts
化学工业	hxgy
复国主义	fgvy
孔子学院	kzxy
安居工程	ajgi
北大西洋	bdxy
清正廉洁	qvlj
奋发有为	ffyw
平均主义	pjvy
中外合资	vwhz
投机倒把	tjdb
繁荣富强	frfq
鸦片战争	ypvv
大政方针	dvfv
抽样调查	iydi
初具规模	ijgm
方兴未艾	fxwa
合资企业	hzqy
平方公尺	pfgi
锐意进取	ryjq
党外人士	dwru
二不怕死	ebps
蔚然成风	wrif
师生员工	uuyg
不失时机	buuj
生活资料	uhzl
廉洁奉公	ljfg
台湾海峡	twhx
本位主义	bwvy
首都机场	udji
自主经营	zvjy
游击队员	yjdy
乒乓球队	ppqd
工业革命	gygm
精耕细作	jgxz
浙江大学	vjdx
莫洛托夫	mltf
行政区划	xvqh
十年动乱	undl
守望相助	uwxv
唯物史观	wwug
屡禁不止	ljbv
海湾战争	hwvv
有法可依	yfky
超大规模	idgm
乘胜前进	iuqj
巴西利亚	bxly
华北地区	hbdq
只争朝夕	vvvx
知识产权	vuiq
党纪国法	djgf
印第安人	ydar
克己复礼	kjfl
星罗棋布	xlqb
率先垂范	uxif
微量元素	wlys
手工业者	ugyv
老有所养	lysy
白色恐怖	bskb
布达拉宫	bdlg
催人奋进	crfj
轻工业部	qgyb
责任事故	zrug
包产到户	bidh
小农经济	xnjj
炎黄子孙	yhzs
共产国际	gigj
电话会议	dhhy
保健食品	bjup
世界屋脊	ujwj
摩加迪沙	mjdu
中等学校	vdxx
华东地区	hddq
敢为人先	gwrx
巴黎公社	blgu
人尽其才	rjqc
毛细血管	mxxg
大鸣大放	dmdf
民族之林	mzvl
鳞次栉比	lcvb
越南战争	ynvv
技术学院	juxy
土地革命	tdgm
精兵简政	jbjv
多管齐下	dgqx
耐火材料	nhcl
全民公决	qmgj
抗日救亡	krjw
民间艺术	mjyu
中等教育	vdjy
有章可循	yvkx
伏尔加河	fejh
总指挥部	zvhb
私心杂念	sxzn
拳头产品	qtip
发展前途	fvqt
百年大计	bndj
古为今用	gwjy
等价交换	djjh
三令五申	slwu
十年浩劫	unhj
司法部门	sfbm
动态平衡	dtph
各负其责	gfqz
水力发电	ulfd
供过于求	ggyq
厚颜无耻	hywi
克拉玛依	klmy
蓬勃生机	pbuj
婉言谢绝	wyxj
和衷共济	hvgj
南沙群岛	nuqd
气象卫星	qxwx
稳中有升	wvyu
舍生忘死	uuws
改良主义	glvy
留党察看	ldik
非营利性	fylx
新老交替	xljt
广为流传	gwli
对立统一	dlty
勇攀高峰	ypgf
人浮于事	rfyu
尊师重教	zuvj
多快好省	dkhu
有机肥料	yjfl
腰椎间盘	yvjp
敌我矛盾	dwmd
兼收并蓄	jubx
内燃机车	nrji
苏门答腊	smdl
劳务市场	lwui
产业革命	iygm
帝王将相	dwjx
一哄而上	yheu
游人如织	yrrv
不无关系	bwgx
自由体操	zytc
心力衰竭	xluj
国民政府	gmvf
巍然屹立	wryl
气壮山河	qvuh
坚贞不屈	jvbq
感性认识	gxru
心脑血管	xnxg
自然经济	zrjj
一日千里	yrql
八方支援	bfzy
呼伦贝尔	hlbe
北洋军阀	byjf
三峡大坝	sxdb
仁人志士	rrvu
毫不利己	hblj
交流中心	jlvx
惩前毖后	iqbh
美颜相机	myxj
山洪暴发	uhbf
麻痹大意	mbdy
同性恋者	txlv
非法所得	ffsd
大到暴雨	ddby
巧立名目	qlmm
金融资本	jrzb
小生产者	xuiv
新闻部长	xwbi
励精图治	ljtv
工农红军	gnhj
文山会海	wuhh
百货商店	bhud
可可西里	kkxl
扶老携幼	flxy
五讲四美	wjsm
臭名昭著	imvv
正本清源	vbqy
街谈巷议	jtxy
天南海北	tnhb
专制主义	vvvy
不一而足	byez
一哄而起	yheq
百团大战	btdv
各色各样	gsgy
刑满释放	xmuf
严以律己	yylj
甲午战争	jwvv
可不可以	kbky
北伐战争	bfvv
眉飞色舞	mfsw
德艺双馨	dyux
开源节流	kyjl
内外交困	nwjk
按劳取酬	alqi
蔚为壮观	wwvg
天下为公	txwg
安全系数	aqxu
简便易行	jbyx
人文科学	rwkx
气象万千	qxwq
博采众长	bczc
急起直追	jqvv
一刹那间	yinj
任人唯贤	rrwx
厚积薄发	hjbf
静脉注射	jmvu
一专多能	yvdn
棉纺织厂	mfvi
花样翻新	hyfx
哈姆莱特	hmlt
勤工助学	qgvx
合成纤维	hixw
上海交大	uhjd
薄利多销	bldx
工程学院	gixy
稀有金属	xyju
人民大学	rmdx
一招一式	yvyu
电影剧本	dyjb
无息贷款	wxdk
他山之石	tuvu
幸灾乐祸	xzlh
皖南事变	wnub
人心向背	rxxb
抚今追昔	fjvx
神经细胞	ujxb
不如人意	brry
问寒问暖	whwn
不远万里	bywl
洋为中用	ywvy
牛津大学	njdx
百年一遇	bnyy
工程公司	gigs
警钟长鸣	jvim
克勤克俭	kqkj
浩如烟海	hryh
无源之水	wyvu
守土有责	styz
生物武器	uwwq
年逾古稀	nygx
刻骨仇恨	kgih
微软公司	wrgs
志存高远	vcgy
里程碑式	libu
惶惶不安	hhba
统揽全局	tlqj
为之一新	wvyx
协和医院	xhyy
本草纲目	bcgm
稍有不慎	uybu
去伪存真	qwcv
头版头条	tbtt
公而忘私	gews
兰州大学	lvdx
费尔巴哈	febh
救亡图存	jwtc
湖南大学	hndx
纳斯达克	nsdk
忘恩负义	wefy
历史主义	luvy
蓄势待发	xudf
蓬勃向上	pbxu
西班牙文	xbyw
绿草如茵	lcry
分崩离析	fblx
动脉硬化	dmyh
访贫问苦	fpwk
惊惶失措	jhuc
自由民主	zymv
开宗明义	kzmy
神经末梢	ujmu
姑息迁就	gxqj
根深叶茂	guym
海绵宝宝	hmbb
毫无关系	hwgx
花花公子	hhgz
人工流产	rgli
剑桥大学	jqdx
东南大学	dndx
考察队员	kidy
大惑不解	dhbj
死心塌地	sxtd
登记在册	djzc
因时制宜	yszy
欢声雷动	huld
老老少少	lluu
洲际导弹	vjdd
绘声绘色	huhs
一衣带水	yydu
低级趣味	djqw
由表及里	ybjl
扶危济困	fwjk
殊死搏斗	usbd
嫣然一笑	yryx
湖光山色	hgus
雷霆万钧	ltwj
归根结蒂	ggjd
盘根错节	pgcj
云贵高原	yggy
釜底抽薪	fdix
暗无天日	awtr
黑色金属	hsju
淋巴细胞	lbxb
职业学院	vyxy
如醉如痴	rzri
晒晒太阳	uuty
营私舞弊	yswb
年过花甲	nghj
苛捐杂税	kjzu
玻利瓦尔	blwe
拾级而上	ujeu
燃气轮机	rqlj
事倍功半	ubgb
和平主义	hpvy
中央文件	vywj
八仙过海	bxgh
官僚资本	glzb
形态各异	xtgy
爱泼斯坦	apst
灿烂辉煌	clhh
辽东半岛	ldbd
鲜艳夺目	xydm
大好河山	dhhu
著书立说	vulu
事关重大	ugvd
路易十四	lyus
此伏彼起	cfbq
高能物理	gnwl
如上所述	rusu
第比利斯	dbls
同日而语	trey
放眼世界	fysj
远涉重洋	yscy
奋发努力	ffnl
竭泽而渔	jzey
今不如昔	jbrx
名列榜首	mlbu
和风细雨	hfxy
上下一心	uxyx
治国安邦	vgab
出人意外	iryw
科技大学	kjdx
不知去向	bvqx
明治维新	mvwx
音乐学院	ylxy
本本主义	bbvy
罗纳尔多	lned
维吾尔语	wwey
栉风沐雨	vfmy
震天动地	vtdd
土洋结合	tyjh
西安交大	xajd
求全责备	qqzb
节节胜利	jjul
明末清初	mmqi
阿喀琉斯	ekls
轻重机枪	qvjq
密密层层	mmcc
地方主义	dfvy
耶鲁大学	yldx
谆谆告诫	zzgj
绚丽多姿	xldz
色彩缤纷	scbf
张口结舌	vkju
增光添彩	zgtc
志士仁人	vurr
自不待言	zbdy
万众瞩目	wvvm
舟山群岛	vuqd
菲尔普斯	feps
公布于众	gbyv
亚硝酸盐	yxsy
触手可及	iukj
风气之先	fqvx
白山黑水	buhu
超强台风	iqtf
日耳曼人	remr
阖家幸福	hjxf
抓大放小	vdfx
入情入理	rqrl
无可辩驳	wkbb
没什么的	msmd
十里八乡	ulbx
牵肠挂肚	qigd
子孙万代	zswd
河北梆子	hbbz
美国之音	mgvy
沙门氏菌	umuj
政通人和	vtrh
轻车简从	qijc
德智体美	dvtm
合二而一	heey
蹑手蹑脚	nunj
精明强干	jmqg
大吹大擂	didl
良性肿瘤	lxvl
合成橡胶	hixj
定海神针	dhuv
源源不绝	yybj
匠心独运	jxdy
长话短说	ihdu
前事不忘	qubw
泥沙俱下	nujx
广开言路	gkyl
转世灵童	vult
走家串户	zjih
改弦更张	gxgv
知人善任	vrur
中到大雨	vddy
无土栽培	wtzp
永志不忘	yvbw
微生物学	wuwx
东野圭吾	dygw
神志不清	uvbq
交通大学	jtdx
由此及彼	ycjb
见贤思齐	jxsq
笔耕不辍	bgbi
从从容容	ccrr
清规戒律	qgjl
地理学家	dlxj
义正辞严	yvcy
风光旖旎	fgyn
省时省力	uuul
贼喊捉贼	zhvz
很早以前	hzyq
坐而论道	zeld
红衣主教	hyvj
原形毕露	yxbl
黄牌警告	hpjg
斯威士兰	swul
美中不足	mvbz
蛮不讲理	mbjl
年逾花甲	nyhj
千手观音	qugy
悬崖绝壁	xyjb
修葺一新	xqyx
弥天大谎	mtdh
肾上腺素	uuxs
千难万难	qnwn
大智大勇	dzdy
亲亲热热	qqrr
口干舌燥	kguz
为民请命	wmqm
民主党人	mvdr
放之四海	fvsh
一丝不挂	ysbg
不乏其人	bfqr
流行歌曲	lxgq
试管婴儿	ugye
分离主义	flvy
恨之入骨	hvrg
百年树人	bnur
七手八脚	qubj
十年树木	unum
闻名中外	wmvw
保留剧目	bljm
高山峻岭	gsjl
华中地区	hvdq
司徒雷登	stld
鸣锣开道	mlkd
天主教会	tvjh
国民大会	gmdh
出谋献策	imxc
得道多助	dddv
藿香正气	hxvq
居功自傲	jgza
感慨万端	gkwd
平方英里	pfyl
自动步枪	zdbq
文过饰非	wguf
除此而外	icew
娓娓动听	wwdt
聚苯乙烯	jbyx
百折不回	bvbh
亚当斯密	ydsm
刚柔相济	grxj
折中主义	vvvy
利令智昏	llvh
动荡不定	ddbd
威武不屈	wwbq
神秘莫测	ummc
百花争艳	bhvy
出出进进	iijj
鼓鼓囊囊	ggnn
依然如故	yrrg
苍松翠柏	cscb
无的放矢	wdfs
熙来攘往	xlrw
烟波浩渺	ybhm
浩然之气	hrvq
横加干涉	hjgu
武昌起义	wiqy
外交学院	wjxy
高出一筹	giyi
历朝历代	lvld
此起彼落	cqbl
亲如手足	qruz
知无不言	vwby
滴水穿石	duiu
鸿篇巨制	hpjv
寻欢作乐	xhzl
擦身而过	cueg
极目远眺	jmyt
成龙配套	ilpt
前列腺炎	qlxy
红斑狼疮	hbli
经世致用	juvy
一声叹息	yutx
大发横财	dfhc
难辞其咎	ncqj
女主人公	nvrg
以牙还牙	yyhy
纵横捭阖	zhbh
咄咄怪事	ddgu
过氧化物	gyhw
可亲可敬	kqkj
农业大学	nydx
四季如春	sjri
政法大学	vfdx
纳粹主义	ncvy
生理学家	ulxj
抱残守缺	bcuq
含沙射影	huuy
疯疯癫癫	ffdd
一字排开	yzpk
断壁残垣	dbcy
一哄而散	yhes
五七干校	wqgx
壮怀激烈	vhjl
混淆是非	hxuf
投笔从戎	tbcr
神出鬼没	uigm
片言只语	pyzy
缺斤短两	qjdl
小儿麻痹	xemb
儒林外史	rlwu
求贤若渴	qxrk
大而化之	dehv
强词夺理	qcdl
欺人之谈	qrvt
甲状腺肿	jvxv
皮包骨头	pbgt
小提琴家	xtqj
饶有兴味	ryxw
十字街头	uzjt
登高望远	dgwy
惹人注目	rrvm
奴颜婢膝	nybx
沉默不语	imby
以弱胜强	yruq
一望而知	ywev
大事化小	duhx
有胆有识	ydyu
科学主义	kxvy
含糊不清	hhbq
甩手掌柜	uuvg
飞黄腾达	fhtd
无病呻吟	wbuy
九阴真经	jyvj
毫无二致	hwev
惩恶扬善	ieyu
十之八九	uvbj
自鸣得意	zmdy
一本万利	ybwl
节节败退	jjbt
阖家欢乐	hjhl
抽象思维	ixsw
决一死战	jysv
德克萨斯	dkss
一刀两断	ydld
超额利润	ielr
无功而返	wgef
奇花异草	qhyc
丧魂落魄	shlp
由上而下	yuex
逆来顺受	nluu
一荣俱荣	yrjr
谨小慎微	jxuw
造谣惑众	zyhv
蔚为大观	wwdg
几何图形	jhtx
寅吃卯粮	yiml
层林尽染	cljr
哈雷彗星	hlhx
库克群岛	kkqd
莱布尼茨	lbnc
扎西德勒	vxdl
皮下组织	pxzv
满腔热血	mqrx
等量齐观	dlqg
假以时日	jyur
无线电波	wxdb
捐弃前嫌	jqqx
威逼利诱	wbly
斑斑点点	bbdd
人才中心	rcvx
无以复加	wyfj
犬牙交错	qyjc
八面来风	bmlf
门庭冷落	mtll
指挥若定	vhrd
功名利禄	gmll
维吾尔文	wwew
骄奢淫逸	juyy
生而为人	uewr
包打天下	bdtx
合理合法	hlhf
有名有姓	ymyx
上行下效	uxxx
口服心服	kfxf
不可胜数	bkuu
死得其所	sdqs
俄罗斯族	elsz
复合材料	fhcl
枕戈待旦	vgdd
英姿勃勃	yzbb
不瞒你说	bmnu
围湖造田	whzt
条分缕析	tflx
寒来暑往	hluw
心灰意懒	xhyl
学贯中西	xgvx
怙恶不悛	hebq
