汉字	拼音	已分配频率	其中历史单字裁决	该字待分配频率	该字原始总频	状态
更	geng	35388	0	9	35397	有已分配证据；仍须结合待分配量
曷	he	0	0	0	0	未观测到分配证据；不等于实际零频
曹	cao	278	0	6	284	有已分配证据；仍须结合待分配量
曼	man	4655	0	1116	5771	有已分配证据；仍须结合待分配量
曾	ceng	6056	0	5083	11274	有已分配证据；仍须结合待分配量
曾	zeng	135	0	5083	11274	有已分配证据；仍须结合待分配量
替	ti	5759	0	0	5759	有已分配证据；仍须结合待分配量
最	zui	75930	0	69	75999	有已分配证据；仍须结合待分配量
月	yue	16637	0	38	16675	有已分配证据；仍须结合待分配量
有	you	533518	0	113	533631	有已分配证据；仍须结合待分配量
朋	peng	32780	0	63	32843	有已分配证据；仍须结合待分配量
服	fu	24247	0	32	24279	有已分配证据；仍须结合待分配量
朏	fei	0	0	0	0	未观测到分配证据；不等于实际零频
朐	qu	0	0	0	0	未观测到分配证据；不等于实际零频
朓	tiao	0	0	0	0	未观测到分配证据；不等于实际零频
朔	shuo	84	0	0	84	有已分配证据；仍须结合待分配量
朕	zhen	42	0	0	42	有已分配证据；仍须结合待分配量
朗	lang	2413	0	555	2968	有已分配证据；仍须结合待分配量
望	wang	36771	0	20	36791	有已分配证据；仍须结合待分配量
朝	chao	3299	2356	87	3629	有已分配证据；仍须结合待分配量
朝	zhao	243	80	87	3629	有已分配证据；仍须结合待分配量
期	ji	0	0	95	18143	未观测到分配证据；不等于实际零频
期	qi	18048	1087	95	18143	有已分配证据；仍须结合待分配量
朦	meng	61	0	0	61	有已分配证据；仍须结合待分配量
木	mu	4798	0	126	4924	有已分配证据；仍须结合待分配量
未	wei	11244	0	2	11246	有已分配证据；仍须结合待分配量
末	mo	3773	0	0	3773	有已分配证据；仍须结合待分配量
本	ben	40623	0	440	41063	有已分配证据；仍须结合待分配量
札	zha	62	0	0	62	有已分配证据；仍须结合待分配量
术	shu	12677	744	167	12844	有已分配证据；仍须结合待分配量
术	zhu	0	0	167	12844	未观测到分配证据；不等于实际零频
朱	zhu	1238	0	165	1403	有已分配证据；仍须结合待分配量
朳	ba	0	0	0	0	未观测到分配证据；不等于实际零频
朴	piao	0	0	742	862	未观测到分配证据；不等于实际零频
朴	po	0	0	742	862	未观测到分配证据；不等于实际零频
朴	pu	120	0	742	862	有已分配证据；仍须结合待分配量
朵	duo	1803	0	28	1831	有已分配证据；仍须结合待分配量
朸	li	0	0	0	0	未观测到分配证据；不等于实际零频
机	ji	48786	0	116	48902	有已分配证据；仍须结合待分配量
朽	xiu	229	0	0	229	有已分配证据；仍须结合待分配量
杀	sha	47118	0	7	47125	有已分配证据；仍须结合待分配量
杂	za	7197	0	3	7200	有已分配证据；仍须结合待分配量
权	quan	10253	0	31	10284	有已分配证据；仍须结合待分配量
杄	qian	0	0	0	0	未观测到分配证据；不等于实际零频
杆	gan	1299	0	1	1300	有已分配证据；仍须结合待分配量
杈	cha	11	0	0	11	有已分配证据；仍须结合待分配量
杉	sha	11	0	400	3006	有已分配证据；仍须结合待分配量
杉	shan	2595	0	400	3006	有已分配证据；仍须结合待分配量
杌	wu	0	0	0	0	未观测到分配证据；不等于实际零频
李	li	2750	0	160	2910	有已分配证据；仍须结合待分配量
杏	xing	214	0	3	217	有已分配证据；仍须结合待分配量
材	cai	2684	0	0	2684	有已分配证据；仍须结合待分配量
村	cun	2892	0	15	2907	有已分配证据；仍须结合待分配量
杓	biao	3	3	0	3	有已分配证据；仍须结合待分配量
杕	di	0	0	0	0	未观测到分配证据；不等于实际零频
杖	zhang	398	0	0	398	有已分配证据；仍须结合待分配量
杙	yi	0	0	0	0	未观测到分配证据；不等于实际零频
杜	du	2146	0	362	2508	有已分配证据；仍须结合待分配量
杞	qi	30	0	0	30	有已分配证据；仍须结合待分配量
束	shu	11220	0	1	11221	有已分配证据；仍须结合待分配量
杠	gang	194	0	0	194	有已分配证据；仍须结合待分配量
条	tiao	18132	0	2	18134	有已分配证据；仍须结合待分配量
来	lai	377736	0	179	377915	有已分配证据；仍须结合待分配量
杧	mang	0	0	0	0	未观测到分配证据；不等于实际零频
杨	yang	313	0	11	324	有已分配证据；仍须结合待分配量
杩	ma	0	0	0	0	未观测到分配证据；不等于实际零频
杪	miao	22	0	0	22	有已分配证据；仍须结合待分配量
杭	hang	24	0	1	25	有已分配证据；仍须结合待分配量
杯	bei	10396	0	70	10466	有已分配证据；仍须结合待分配量
杰	jie	11479	0	1662	13141	有已分配证据；仍须结合待分配量
杲	gao	0	0	0	0	未观测到分配证据；不等于实际零频
杳	yao	22	0	0	22	有已分配证据；仍须结合待分配量
杵	chu	37	0	0	37	有已分配证据；仍须结合待分配量
杷	pa	0	0	0	0	未观测到分配证据；不等于实际零频
杻	chou	0	0	0	0	未观测到分配证据；不等于实际零频
杻	niu	0	0	0	0	未观测到分配证据；不等于实际零频
杼	zhu	0	0	0	0	未观测到分配证据；不等于实际零频
松	song	8959	0	96	9055	有已分配证据；仍须结合待分配量
板	ban	8296	0	58	8354	有已分配证据；仍须结合待分配量
极	ji	11388	0	4	11392	有已分配证据；仍须结合待分配量
构	gou	2583	0	0	2583	有已分配证据；仍须结合待分配量
枅	ji	0	0	0	0	未观测到分配证据；不等于实际零频
枇	pi	0	0	0	0	未观测到分配证据；不等于实际零频
枉	wang	160	0	0	160	有已分配证据；仍须结合待分配量
枋	fang	0	0	0	0	未观测到分配证据；不等于实际零频
枍	yi	0	0	0	0	未观测到分配证据；不等于实际零频
析	xi	1793	0	0	1793	有已分配证据；仍须结合待分配量
枕	zhen	715	0	0	715	有已分配证据；仍须结合待分配量
林	lin	8958	0	1033	9991	有已分配证据；仍须结合待分配量
枘	rui	0	0	0	0	未观测到分配证据；不等于实际零频
枚	mei	765	0	0	765	有已分配证据；仍须结合待分配量
果	guo	91388	0	83	91471	有已分配证据；仍须结合待分配量
枝	zhi	499	0	1	500	有已分配证据；仍须结合待分配量
枞	cong	1	0	1	2	有已分配证据；仍须结合待分配量
枞	zong	0	0	1	2	未观测到分配证据；不等于实际零频
枢	shu	116	0	0	116	有已分配证据；仍须结合待分配量
枣	zao	25	0	0	25	有已分配证据；仍须结合待分配量
枥	li	1	0	0	1	有已分配证据；仍须结合待分配量
枧	jian	0	0	0	0	未观测到分配证据；不等于实际零频
枨	cheng	0	0	0	0	未观测到分配证据；不等于实际零频
枪	qiang	21731	0	1	21732	有已分配证据；仍须结合待分配量
枫	feng	137	0	0	137	有已分配证据；仍须结合待分配量
枭	xiao	102	0	0	102	有已分配证据；仍须结合待分配量
枯	ku	311	0	0	311	有已分配证据；仍须结合待分配量
枰	ping	1	0	0	1	有已分配证据；仍须结合待分配量
枲	xi	0	0	0	0	未观测到分配证据；不等于实际零频
枳	zhi	0	0	0	0	未观测到分配证据；不等于实际零频
枵	xiao	0	0	0	0	未观测到分配证据；不等于实际零频
架	jia	7972	0	51	8023	有已分配证据；仍须结合待分配量
枷	jia	68	0	0	68	有已分配证据；仍须结合待分配量
枸	gou	1	0	15	16	有已分配证据；仍须结合待分配量
枸	ju	0	0	15	16	未观测到分配证据；不等于实际零频
枹	bao	0	0	0	0	未观测到分配证据；不等于实际零频
柁	tuo	0	0	0	0	未观测到分配证据；不等于实际零频
柃	ling	0	0	0	0	未观测到分配证据；不等于实际零频
柄	bing	533	0	3	536	有已分配证据；仍须结合待分配量
柈	ban	0	0	0	0	未观测到分配证据；不等于实际零频
柊	zhong	0	0	0	0	未观测到分配证据；不等于实际零频
柏	bai	86	0	715	1343	有已分配证据；仍须结合待分配量
柏	bo	542	0	715	1343	有已分配证据；仍须结合待分配量
某	mou	10247	0	0	10247	有已分配证据；仍须结合待分配量
柑	gan	35	0	8	43	有已分配证据；仍须结合待分配量
柒	qi	1	0	0	1	有已分配证据；仍须结合待分配量
染	ran	3263	0	11	3274	有已分配证据；仍须结合待分配量
柔	rou	1540	0	2	1542	有已分配证据；仍须结合待分配量
柖	shao	0	0	0	0	未观测到分配证据；不等于实际零频
柘	zhe	1	0	0	1	有已分配证据；仍须结合待分配量
柙	xia	0	0	0	0	未观测到分配证据；不等于实际零频
柚	you	56	0	0	56	有已分配证据；仍须结合待分配量
柜	gui	1934	596	43	1977	有已分配证据；仍须结合待分配量
柜	ju	0	0	43	1977	未观测到分配证据；不等于实际零频
柝	tuo	0	0	0	0	未观测到分配证据；不等于实际零频
柞	zha	0	0	0	0	未观测到分配证据；不等于实际零频
柞	zuo	0	0	0	0	未观测到分配证据；不等于实际零频
柠	ning	550	0	2	552	有已分配证据；仍须结合待分配量
柢	di	0	0	0	0	未观测到分配证据；不等于实际零频
查	cha	28302	7121	2782	31095	有已分配证据；仍须结合待分配量
查	zha	11	0	2782	31095	有已分配证据；仍须结合待分配量
柩	jiu	14	0	1	15	有已分配证据；仍须结合待分配量
柬	jian	196	0	1	197	有已分配证据；仍须结合待分配量
柯	ke	1407	0	338	1745	有已分配证据；仍须结合待分配量
柰	nai	8	0	0	8	有已分配证据；仍须结合待分配量
柱	zhu	550	0	1	551	有已分配证据；仍须结合待分配量
柳	liu	277	0	11	288	有已分配证据；仍须结合待分配量
柴	chai	583	0	18	601	有已分配证据；仍须结合待分配量
柷	zhu	0	0	0	0	未观测到分配证据；不等于实际零频
柽	cheng	0	0	0	0	未观测到分配证据；不等于实际零频
柿	shi	134	0	0	134	有已分配证据；仍须结合待分配量
栀	zhi	16	0	0	16	有已分配证据；仍须结合待分配量
栅	shan	0	0	85	277	未观测到分配证据；不等于实际零频
栅	zha	192	0	85	277	有已分配证据；仍须结合待分配量
标	biao	9570	0	2	9572	有已分配证据；仍须结合待分配量
栈	zhan	54	0	0	54	有已分配证据；仍须结合待分配量
栉	zhi	0	0	0	0	未观测到分配证据；不等于实际零频
栊	long	0	0	0	0	未观测到分配证据；不等于实际零频
栋	dong	1089	0	4	1093	有已分配证据；仍须结合待分配量
栌	lu	3	0	0	3	有已分配证据；仍须结合待分配量
栎	li	0	0	5	5	未观测到分配证据；不等于实际零频
栎	yue	0	0	5	5	未观测到分配证据；不等于实际零频
栏	lan	881	0	16	897	有已分配证据；仍须结合待分配量
栐	yong	0	0	0	0	未观测到分配证据；不等于实际零频
树	shu	4892	0	33	4925	有已分配证据；仍须结合待分配量
栒	xun	0	0	0	0	未观测到分配证据；不等于实际零频
栓	shuan	266	0	0	266	有已分配证据；仍须结合待分配量
栖	qi	164	37	1	165	有已分配证据；仍须结合待分配量
栗	li	290	0	0	290	有已分配证据；仍须结合待分配量
栝	gua	0	0	0	0	未观测到分配证据；不等于实际零频
栟	ben	0	0	0	0	未观测到分配证据；不等于实际零频
校	jiao	80	0	31	13122	有已分配证据；仍须结合待分配量
校	xiao	13011	727	31	13122	有已分配证据；仍须结合待分配量
栩	xu	46	0	0	46	有已分配证据；仍须结合待分配量
株	zhu	109	0	2	111	有已分配证据；仍须结合待分配量
栲	kao	1	0	0	1	有已分配证据；仍须结合待分配量
栳	lao	0	0	0	0	未观测到分配证据；不等于实际零频
栴	zhan	0	0	0	0	未观测到分配证据；不等于实际零频
样	yang	160857	0	556	161413	有已分配证据；仍须结合待分配量
核	he	2322	0	464	2786	有已分配证据；仍须结合待分配量
核	hu	0	0	464	2786	未观测到分配证据；不等于实际零频
根	gen	18641	0	263	18904	有已分配证据；仍须结合待分配量
栻	shi	0	0	0	0	未观测到分配证据；不等于实际零频
格	ge	17252	0	2225	19477	有已分配证据；仍须结合待分配量
栽	zai	324	0	1	325	有已分配证据；仍须结合待分配量
栾	luan	0	0	0	0	未观测到分配证据；不等于实际零频
桀	jie	7	0	0	7	有已分配证据；仍须结合待分配量
桁	heng	9	0	0	9	有已分配证据；仍须结合待分配量
桂	gui	233	0	7	240	有已分配证据；仍须结合待分配量
桃	tao	1204	0	15	1219	有已分配证据；仍须结合待分配量
桄	guang	0	0	0	0	未观测到分配证据；不等于实际零频
桅	wei	61	0	0	61	有已分配证据；仍须结合待分配量
框	kuang	352	0	0	352	有已分配证据；仍须结合待分配量
案	an	22985	0	29	23014	有已分配证据；仍须结合待分配量
桉	an	21	0	0	21	有已分配证据；仍须结合待分配量
桊	juan	0	0	0	0	未观测到分配证据；不等于实际零频
桌	zhuo	3643	0	10	3653	有已分配证据；仍须结合待分配量
桎	zhi	7	0	0	7	有已分配证据；仍须结合待分配量
桐	tong	38	0	0	38	有已分配证据；仍须结合待分配量
桑	sang	1903	0	463	2366	有已分配证据；仍须结合待分配量
桓	huan	21	0	0	21	有已分配证据；仍须结合待分配量
桔	jie	46	43	119	165	有已分配证据；仍须结合待分配量
桕	jiu	0	0	0	0	未观测到分配证据；不等于实际零频
桠	ya	1	0	0	1	有已分配证据；仍须结合待分配量
桡	rao	13	0	1	14	有已分配证据；仍须结合待分配量
桢	zhen	0	0	1	1	未观测到分配证据；不等于实际零频
档	dang	4895	0	8	4903	有已分配证据；仍须结合待分配量
桤	qi	0	0	0	0	未观测到分配证据；不等于实际零频
桥	qiao	1885	0	9	1894	有已分配证据；仍须结合待分配量
桦	hua	18	0	0	18	有已分配证据；仍须结合待分配量
桧	gui	0	0	2	2	未观测到分配证据；不等于实际零频
桧	hui	0	0	2	2	未观测到分配证据；不等于实际零频
桨	jiang	150	0	0	150	有已分配证据；仍须结合待分配量
桩	zhuang	682	0	0	682	有已分配证据；仍须结合待分配量
桫	suo	0	0	0	0	未观测到分配证据；不等于实际零频
桯	ting	0	0	0	0	未观测到分配证据；不等于实际零频
桲	bo	0	0	2	2	未观测到分配证据；不等于实际零频
桲	po	0	0	2	2	未观测到分配证据；不等于实际零频
桴	fu	0	0	0	0	未观测到分配证据；不等于实际零频
桶	tong	1435	0	0	1435	有已分配证据；仍须结合待分配量
桷	jue	0	0	0	0	未观测到分配证据；不等于实际零频
桹	lang	0	0	0	0	未观测到分配证据；不等于实际零频
梁	liang	370	0	7	377	有已分配证据；仍须结合待分配量
梃	ting	1	0	0	1	有已分配证据；仍须结合待分配量
梅	mei	2226	0	752	2978	有已分配证据；仍须结合待分配量
梆	bang	51	0	0	51	有已分配证据；仍须结合待分配量
梌	tu	0	0	0	0	未观测到分配证据；不等于实际零频
梏	gu	6	0	0	6	有已分配证据；仍须结合待分配量
梓	zi	30	0	0	30	有已分配证据；仍须结合待分配量
梗	geng	101	0	0	101	有已分配证据；仍须结合待分配量
梠	lv	0	0	0	0	未观测到分配证据；不等于实际零频
梢	shao	98	22	0	98	有已分配证据；仍须结合待分配量
梣	chen	0	0	0	0	未观测到分配证据；不等于实际零频
梣	qin	0	0	0	0	未观测到分配证据；不等于实际零频
梦	meng	11048	0	35	11083	有已分配证据；仍须结合待分配量
梧	wu	31	0	0	31	有已分配证据；仍须结合待分配量
梨	li	269	0	3	272	有已分配证据；仍须结合待分配量
梭	suo	472	0	0	472	有已分配证据；仍须结合待分配量
