行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
45336	哽咽	5	geng3 yan1/yan4/ye4	gengye	geng3 ye4	geng yan | geng ye	geng yan | geng ye	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
45337	唐·西洛	5	tang2 #xi1 luo4	tang*xiluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45338	唐纳德·格林利夫	5	tang2 na4 de2 #ge1/ge2 lin2 li4 fu1/fu2	tangnade*gelinlifu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45344	啫	5	#	*	zhe3			待分配	孤立多音字无语境；待分配	
45356	嘉露莲	5	jia1 lou4/lu4 lian2	jialulian				待分配	证据不足或仍冲突；待分配	
45365	四万七	5	si4 mo4/wan4 qi1	siwanqi				待分配	证据不足或仍冲突；待分配	
45366	四十五万	5	si4 shi2 wu3 mo4/wan4	sishiwuwan				待分配	证据不足或仍冲突；待分配	
45373	回转仪	5	hui2 zhuai3/zhuan3/zhuan4 yi2	huizhuanyi				待分配	证据不足或仍冲突；待分配	
45393	圣·嘉力	5	sheng4 #jia1 li4	sheng*jiali				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45394	圣·托马斯	5	sheng4 #tuo1 ma3 si1	sheng*tuomasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45395	圣·玛丽·纳·莫登恩镇	5	sheng4 #ma3 li2/li4 #na4 #mo4 deng1 en1 zhen4	sheng*mali*na*modengenzhen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45403	圣罗莎	5	sheng4 luo1/luo2/luo5 sha1/suo1	shengluosha				待分配	证据不足或仍冲突；待分配	
45407	地下党	5	de5/di4 xia4 dang3	dixiadang				待分配	证据不足或仍冲突；待分配	
45414	坎布里奇	5	kan3 bu4 li3 ji1/qi2	kanbuliqi				待分配	证据不足或仍冲突；待分配	
45419	坦娜	5	tan3 na4/nuo2	tanna				待分配	证据不足或仍冲突；待分配	
45425	埃尼亚斯·梅拉	5	ai1 ni2 ya4 si1 #mei2 la1/la2/la3/la4	ainiyasi*meila				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45426	埃弗勒斯	5	ai1 fu2 le4/lei1 si1	aifulesi				待分配	证据不足或仍冲突；待分配	
45427	埃弗雷特·希什	5	ai1 fu2 lei2 te4 #xi1 shen2/shi2	aifuleite*xishi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45428	埃瑟里奇	5	ai1 se4 li3 ji1/qi2	aiseliqi				待分配	证据不足或仍冲突；待分配	
45429	埃米利·凯尔索	5	ai1 mi3 li4 #kai3 er3 suo3	aimili*kaiersuo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45430	埃米利阿罗	5	ai1 mi3 li4 a1/a5/e1 luo1/luo2/luo5	aimilialuo				待分配	证据不足或仍冲突；待分配	
45433	城北区	5	cheng2 bei3 ou1/qu1	chengbeiqu				待分配	证据不足或仍冲突；待分配	
45434	城市规划委员会	5	cheng2 shi4 gui1 hua2/hua4/huai5 wei1/wei3 yuan2/yun2/yun4 hui4/kuai4	chengshiguihuaweiyuanhui				待分配	证据不足或仍冲突；待分配	
45436	埔	5	bu4/pu3	pu	bu4 | pu3			待分配	孤立多音字无语境；待分配	
45438	基氏	5	ji1 shi4/zhi1	jishi				待分配	证据不足或仍冲突；待分配	
45442	基顿	5	ji1 du2/dun4	jidun				待分配	证据不足或仍冲突；待分配	
45443	埼	5	#	*	qi2			待分配	孤立多音字无语境；待分配	
45445	塔丽	5	da5/ta3 li2/li4	tali				待分配	证据不足或仍冲突；待分配	
45446	塔博勒	5	da5/ta3 bo2 le4/lei1	tabole				待分配	证据不足或仍冲突；待分配	
45447	塔卢拉	5	da5/ta3 lu2 la1/la2/la3/la4	talula				待分配	证据不足或仍冲突；待分配	
45449	塔唐卡	5	da5/ta3 tang2 ka3/qia3	tatangka				待分配	证据不足或仍冲突；待分配	
45450	塔尔克	5	da5/ta3 er3 ke4	taerke				待分配	证据不足或仍冲突；待分配	
45452	塔皓湖	5	da5/ta3 hao4 hu2	tahaohu				待分配	证据不足或仍冲突；待分配	
45453	塔里奇	5	da5/ta3 li3 ji1/qi2	taliqi				待分配	证据不足或仍冲突；待分配	
45455	塞东	5	sai1/sai4/se4 dong1	saidong				待分配	证据不足或仍冲突；待分配	
45456	塞尔丹	5	sai1/sai4/se4 er3 dan1	saierdan				待分配	证据不足或仍冲突；待分配	
45457	塞尔弗里奇	5	sai1/sai4/se4 er3 fu2 li3 ji1/qi2	saierfuliqi				待分配	证据不足或仍冲突；待分配	
45458	塞岛	5	sai1/sai4/se4 dao3	saidao				待分配	证据不足或仍冲突；待分配	
45459	塞德斯基	5	sai1/sai4/se4 de2 si1 ji1	saidesiji				待分配	证据不足或仍冲突；待分配	
45460	塞斯尔	5	sai1/sai4/se4 si1 er3	saisier				待分配	证据不足或仍冲突；待分配	
45461	塞迪	5	sai1/sai4/se4 di2	saidi				待分配	证据不足或仍冲突；待分配	
45490	多米尼克·弗伊	5	duo1 mi3 ni2 ke4 #fu2 yi1	duominike*fuyi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45493	大冈	5	da4/dai4 gang1	dagang				待分配	证据不足或仍冲突；待分配	
45494	大卫·克罗基特	5	da4/dai4 wei4 #ke4 luo1/luo2/luo5 ji1 te4	dawei*keluojite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45495	大卫·弗罗斯特	5	da4/dai4 wei4 #fu2 luo1/luo2/luo5 si1 te4	dawei*fuluosite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45496	大卫·科波菲尔	5	da4/dai4 wei4 #ke1 bo1 fei1/fei3 er3	dawei*kebofeier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45498	大喜事	5	da4/dai4 xi3 shi4	daxishi				待分配	证据不足或仍冲突；待分配	
45499	大垣	5	da4/dai4 yuan2	dayuan				待分配	证据不足或仍冲突；待分配	
45508	大辅	5	da4/dai4 fu3	dafu				待分配	证据不足或仍冲突；待分配	
45509	大通	5	da4/dai4 tong1/tong4	datong				待分配	证据不足或仍冲突；待分配	
45514	天蛾	5	tian1 e2/yi3	tiane				待分配	证据不足或仍冲突；待分配	
45515	天露	5	tian1 lou4/lu4	tianlu				待分配	证据不足或仍冲突；待分配	
45521	奇克	5	ji1/qi2 ke4	qike				待分配	证据不足或仍冲突；待分配	
45525	奇顿	5	ji1/qi2 du2/dun4	qidun				待分配	证据不足或仍冲突；待分配	
45527	奈德·施内布利	5	nai4 de2 #shi1 nei4 bu4 li4	naide*shineibuli				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45537	奥古斯特·格鲁普	5	ao4 gu3 si1 te4 #ge1/ge2 lu3 pu3	aogusite*gelupu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45542	奥尔德斯·斯诺	5	ao4 er3 de2 si1 #si1 nuo4	aoerdesi*sinuo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45569	威利·王	5	wei1 li4 #wang2/wang4	weili*wang				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45570	威尔·斯特朗霍德	5	wei1 er3 #si1 te4 lang3 huo4 de2	weier*sitelanghuode				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45571	威廉·威廉姆斯	5	wei1 lian2 #wei1 lian2 mu3 si1	weilian*weilianmusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45572	威廉·道斯	5	wei1 lian2 #dao4 si1	weilian*daosi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45573	威廉敏娜	5	wei1 lian2 min3 na4/nuo2	weilianminna				待分配	证据不足或仍冲突；待分配	
45580	娜努克	5	na4/nuo2 nao2/nu3 ke4	nanuke				待分配	证据不足或仍冲突；待分配	
45581	婫	5	#	*	kun1			待分配	孤立多音字无语境；待分配	
45598	安·迪格斯	5	an1 #di2 ge1/ge2 si1	an*digesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45601	安吉丽卡	5	an1 ji2 li2/li4 ka3/qia3	anjilika				待分配	证据不足或仍冲突；待分配	
45602	安吉丽娜·朱莉	5	an1 ji2 li2/li4 na4/nuo2 #zhu1 li4	anjilina*zhuli				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45603	安吉拉·桑迪斯	5	an1 ji2 la1/la2/la3/la4 #sang1 di2 si1	anjila*sangdisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45604	安妮塔·葛雷	5	an1 ni1 da5/ta3 #ge2/ge3 lei2	annita*gelei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45605	安娜·伊万诺娃	5	an1 na4/nuo2 #yi1 mo4/wan4 nuo4 wa2	anna*yiwannuowa				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45608	安德顿	5	an1 de2 du2/dun4	andedun				待分配	证据不足或仍冲突；待分配	
45609	安德鲁·吉尔	5	an1 de2 lu3 #ji2 er3	andelu*jier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45615	安迪·沃霍尔	5	an1 di2 #wo4 huo4 er3	andi*wohuoer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45618	宋飞传	5	song4 fei1 chuan2/zhuan4	songfeichuan				待分配	证据不足或仍冲突；待分配	
45643	家鼠	5	jia1/jia5/jie5 shu3	jiashu				待分配	证据不足或仍冲突；待分配	
45648	宿吉	5	su4/xiu3/xiu4 ji2	suji				待分配	证据不足或仍冲突；待分配	
45649	富兰克林·罗斯福	5	fu4 lan2 ke4 lin2 #luo1/luo2/luo5 si1 fu2	fulankelin*luosifu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45669	小弗勒德	5	xiao3 fu2 le4/lei1 de2	xiaofulede				待分配	证据不足或仍冲突；待分配	
45672	小提姆	5	xiao3 di1/ti2 mu3	xiaotimu				待分配	证据不足或仍冲突；待分配	
45683	小齐	5	xiao3 ji4/qi2/qi4	xiaoqi				待分配	证据不足或仍冲突；待分配	
45685	尚·斯塔格	5	shang4 #si1 da5/ta3 ge1/ge2	shang*sitage				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45687	尚格云顿	5	shang4 ge1/ge2 yun2 du2/dun4	shanggeyundun				待分配	证据不足或仍冲突；待分配	
45696	尼尔·帕特里克·哈里斯	5	ni2 er3 #pa4 te4 li3 ke4 #ha1/ha3/ha4 li3 si1	nier*patelike*halisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45698	尼阿卡斯	5	ni2 a1/a5/e1 ka3/qia3 si1	niakasi				待分配	证据不足或仍冲突；待分配	
45703	屏弃	5	bing3/ping2 qi4	bingqi				待分配	证据不足或仍冲突；待分配	
45706	山姆·雷纳德	5	shan1 mu3 #lei2 na4 de2	shanmu*leinade				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45736	巴伯	5	ba1 bai3/bo2	babo				待分配	证据不足或仍冲突；待分配	
45737	巴兹尔	5	ba1 ci2/zi1 er3	bazier				待分配	证据不足或仍冲突；待分配	
45738	巴勒拉特	5	ba1 le4/lei1 la1/la2/la3/la4 te4	balelate				待分配	证据不足或仍冲突；待分配	
45740	巴塞隆纳	5	ba1 sai1/sai4/se4 long1/long2 na4	basailongna				待分配	证据不足或仍冲突；待分配	
45741	巴德·约翰逊	5	ba1 de2 #yao1/yue1 han4 xun4	bade*yuehanxun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45742	巴蒂·克劳奇	5	ba1 di4 #ke4 lao2 ji1/qi2	badi*kelaoqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45743	巴解组织	5	ba1 jie3/jie4/xie4 zu3 zhi1	bajiezuzhi				待分配	证据不足或仍冲突；待分配	
45745	巴里·班森	5	ba1 li3 #ban1 sen1	bali*bansen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45749	布勒	5	bu4 le4/lei1	bule				待分配	证据不足或仍冲突；待分配	
45756	布莱恩·杰克逊	5	bu4 lai2 en1 #jie2 ke4 xun4	bulaien*jiekexun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45758	布鲁克思	5	bu4 lu3 ke4 sai1/si1	bulukesi				待分配	证据不足或仍冲突；待分配	
45764	希瑟·霍洛威	5	xi1 se4 #huo4 luo4 wei1	xise*huoluowei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45768	帕吉塔	5	pa4 ji2 da5/ta3	pajita				待分配	证据不足或仍冲突；待分配	
45769	帕斯德堡	5	pa4 si1 de2 bao3/bu3/pu3/pu4	pasidebao				待分配	证据不足或仍冲突；待分配	
45770	帕梅拉·安德森	5	pa4 mei2 la1/la2/la3/la4 #an1 de2 sen1	pameila*andesen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45779	席南	5	xi2 na1/nan2	xinan				待分配	证据不足或仍冲突；待分配	
45784	常见病	5	chang2 jian4/xian4 bing4	changjianbing				待分配	证据不足或仍冲突；待分配	
45792	平方尺	5	ping2 fang1 che3/chi3	pingfangchi				待分配	证据不足或仍冲突；待分配	
45796	年长者	5	nian2 chang2/zhang3 zhe3	nianchangzhe				待分配	证据不足或仍冲突；待分配	
45800	广告栏	5	an1/guang3 gao4 lan2	guanggaolan				待分配	证据不足或仍冲突；待分配	
45804	库勒	5	ku4 le4/lei1	kule				待分配	证据不足或仍冲突；待分配	
45814	廉价品	5	lian2 jia4/jie4/jie5 pin3	lianjiapin				待分配	证据不足或仍冲突；待分配	
45815	廋	5	#	*	sou1			待分配	孤立多音字无语境；待分配	
45830	弗兰克·艾伦	5	fu2 lan2 ke4 #ai4/yi4 lun2	fulanke*ailun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45831	弗兰兹·贝特曼	5	fu2 lan2 ci2/zi1 #bei4 te4 man4	fulanzi*beiteman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45832	弗农·桑杜	5	fu2 nong2 #sang1 du4	funong*sangdu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45835	弗朗茨·利布肯	5	fu2 lang3 ci2 #li4 bu4 ken3	fulangci*libuken				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45846	弗雷德里克斯堡	5	fu2 lei2 de2 li3 ke4 si1 bao3/bu3/pu3/pu4	fuleidelikesibao				待分配	证据不足或仍冲突；待分配	
45851	弹簧锁	5	tan2 huang2 suo3	danhuangsuo				待分配	证据不足或仍冲突；待分配	原始两拼音字段矛盾
45853	强尼·卡什	5	jiang4/qiang2/qiang3 ni2 #ka3/qia3 shen2/shi2	qiangni*kashi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45862	影视圈	5	ying3 shi4 juan1/juan4/quan1	yingshiquan				待分配	证据不足或仍冲突；待分配	
45864	彼得斯堡	5	bi3 de2/de5/dei3 si1 bao3/bu3/pu3/pu4	bidesibao				待分配	证据不足或仍冲突；待分配	
45865	彼得派克	5	bi3 de2/de5/dei3 pa1/pai4 ke4	bidepaike				待分配	证据不足或仍冲突；待分配	
45876	德鲁·贝勒	5	de2 lu3 #bei4 le4/lei1	delu*beile				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45894	怀孕期	5	huai2 yun4 ji1/qi1	huaiyunqi				待分配	证据不足或仍冲突；待分配	
45898	思佩特	5	sai1/si1 pei4 te4	sipeite				待分配	证据不足或仍冲突；待分配	
45910	恩召	5	en1 shao4/zhao4	enzhao				待分配	证据不足或仍冲突；待分配	
45911	恩塞纳达	5	en1 sai1/sai4/se4 na4 da2	ensainada				待分配	证据不足或仍冲突；待分配	
45946	戈塔	5	ge1 da5/ta3	geta				待分配	证据不足或仍冲突；待分配	
45959	戴夫·托什	5	dai4 fu1/fu2 #tuo1 shen2/shi2	daifu*tuoshi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45961	戴安娜·布鲁姆	5	dai4 an1 na4/nuo2 #bu4 lu3 mu3	daianna*bulumu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45962	戴尔·杜拜克	5	dai4 er3 #du4 bai4 ke4	daier*dubaike				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45964	戴维·夏佩尔	5	dai4 wei2 #xia4 pei4 er3	daiwei*xiapeier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
45966	房地产业	5	fang2 de5/di4 chan3 ye4	fangdichanye				待分配	证据不足或仍冲突；待分配	
45972	扎木	5	za1/zha1/zha2 mu4	zhamu				待分配	证据不足或仍冲突；待分配	
45976	托勒利斯	5	tuo1 le4/lei1 li4 si1	tuolelisi				待分配	证据不足或仍冲突；待分配	
45988	承重墙	5	cheng2 chong2/zhong4 qiang2	chengzhongqiang				待分配	证据不足或仍冲突；待分配	
45994	护校	5	hu4 jiao4/xiao4	huxiao				待分配	证据不足或仍冲突；待分配	
45997	抹香鲸	5	ma1/mo3/mo4 xiang1 jing1	moxiangjing				待分配	证据不足或仍冲突；待分配	
46004	拉夫·劳伦	5	la1/la2/la3/la4 fu1/fu2 #lao2 lun2	lafu*laolun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
46005	拉奇奥·沃勒什	5	la1/la2/la3/la4 ji1/qi2 ao4 #wo4 le4/lei1 shen2/shi2	laqiao*woleshi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
46010	拉科塔	5	la1/la2/la3/la4 ke1 da5/ta3	laketa				待分配	证据不足或仍冲突；待分配	
46014	拉罗·杜拉克	5	la1/la2/la3/la4 luo1/luo2/luo5 #du4 la1/la2/la3/la4 ke4	laluo*dulake				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
46016	抛	5	#	*	pao1			待分配	孤立多音字无语境；待分配	
46026	拿破仑·波	5	na2 po4 lun2 #bo1	napolun*bo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
46038	扫	5	#	*	sao3 | sao4			待分配	孤立多音字无语境；待分配	
46050	提帕洛	5	di1/ti2 pa4 luo4	tipaluo				待分配	证据不足或仍冲突；待分配	
46052	提雅玛	5	di1/ti2 ya1/ya3 ma3	tiyama				待分配	证据不足或仍冲突；待分配	
46060	摩娜	5	ma1/mo2 na4/nuo2	mona				待分配	证据不足或仍冲突；待分配	
46061	摩戴尔	5	ma1/mo2 dai4 er3	modaier				待分配	证据不足或仍冲突；待分配	
46063	摩莱	5	ma1/mo2 lai2	molai				待分配	证据不足或仍冲突；待分配	
46064	摩西德·沙瑞西	5	ma1/mo2 xi1 de2 #sha1/sha4 rui4 xi1	moxide*sharuixi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
46084	敌区	5	di2 ou1/qu1	diqu				待分配	证据不足或仍冲突；待分配	
46091	教育者	5	jiao1/jiao4 yo1/yu4 zhe3	jiaoyuzhe				待分配	证据不足或仍冲突；待分配	
46102	文学系	5	wen2 xue2 ji4/xi4	wenxuexi				待分配	证据不足或仍冲突；待分配	
46104	文斯·帕佩利	5	wen2 si1 #pa4 pei4 li4	wensi*papeili				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
46107	文森特·卡迪夫	5	wen2 sen1 te4 #ka3/qia3 di2 fu1/fu2	wensente*kadifu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
46118	斯利姆·霍普金斯	5	si1 li4 mu3 #huo4 pu3 jin1 si1	silimu*huopujinsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
46119	斯卡尼	5	si1 ka3/qia3 ni2	sikani				待分配	证据不足或仍冲突；待分配	
46122	斯坦得	5	si1 tan3 de2/de5/dei3	sitande				待分配	证据不足或仍冲突；待分配	
46123	斯塔	5	si1 da5/ta3	sita				待分配	证据不足或仍冲突；待分配	
46124	斯塔腾	5	si1 da5/ta3 teng2	sitateng				待分配	证据不足或仍冲突；待分配	
46125	斯奇尼德威森	5	si1 ji1/qi2 ni2 de2 wei1 sen1	siqinideweisen				待分配	证据不足或仍冲突；待分配	
46129	斯德茜	5	si1 de2 qian4/xi1	sidexi				待分配	证据不足或仍冲突；待分配	
46132	斯柏德	5	si1 bai3/bo2/bo4 de2	sibaide				待分配	证据不足或仍冲突；待分配	
46133	斯波得	5	si1 bo1 de2/de5/dei3	sibode				待分配	证据不足或仍冲突；待分配	
46139	斯特拉波尼兹	5	si1 te4 la1/la2/la3/la4 bo1 ni2 ci2/zi1	sitelabonizi				待分配	证据不足或仍冲突；待分配	
46141	斯盖	5	si1 gai4/ge3	sigai				待分配	证据不足或仍冲突；待分配	
46143	斯科特·埃文斯	5	si1 ke1 te4 #ai1 wen2 si1	sikete*aiwensi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
46146	斯麦卡利斯特	5	si1 mai4 ka3/qia3 li4 si1 te4	simaikalisite				待分配	证据不足或仍冲突；待分配	
46158	无烟火药	5	mo2/wu2 yan1/yin1 huo3 yao4	wuyanhuoyao				待分配	证据不足或仍冲突；待分配	
