啊啊啊	aaa
传统上	itu
长筒袜	itw
长条形	itx
穿透性	itx
长筒靴	itx
差太远	ity
初体验	ity
出太阳	ity
潮水般	iub
超声波	iub
叉烧包	iub
出生地	iud
成熟度	iud
长舌妇	iuf
冲水阀	iuf
尝试过	iug
臭水沟	iug
出生后	iuh
城市化	iuh
瞅啥瞅	iui
长时间	iuj
穿山甲	iuj
抽时间	iuj
出水口	iuk
产生了	iul
承受了	iul
阐述了	iul
吃什么	ium
陈世美	ium
长视频	iup
超水平	iup
冲上去	iuq
传上去	iuq
创始人	iur
纯收入	iur
传声筒	iut
长沙市	iuu
吃手手	iuu
传说中	iuv
承受着	iuv
吃水线	iux
传输线	iux
出生于	iuy
出身于	iuy
出生在	iuz
成正比	ivb
重制版	ivb
初中部	ivb
城中村	ivc
初装费	ivf
唱着歌	ivg
城镇化	ivh
传真机	ivj
唱主角	ivj
充值卡	ivk
沉住气	ivq
承重墙	ivq
弛张热	ivr
传纸条	ivt
成长史	ivu
常州市	ivu
称之为	ivw
斥之为	ivw
垂直线	ivx
出主意	ivy
肠胃病	iwb
纯文本	iwb
超文本	iwb
吃午餐	iwc
储物袋	iwd
窗外的	iwd
宠物店	iwd
吃完饭	iwf
吃晚饭	iwf
储物柜	iwg
储物罐	iwg
常委会	iwh
储物间	iwj
储物架	iwj
出外景	iwj
朝外看	iwk
成为了	iwl
吃完了	iwl
出问题	iwt
成问题	iwt
颤巍巍	iww
储物箱	iwx
常温下	iwx
乘务员	iwy
肠胃炎	iwy
插线板	ixb
程序包	ixb
持续到	ixd
出血点	ixd
车行道	ixd
储蓄额	ixe
吃闲饭	ixf
冲洗阀	ixf
出现过	ixg
储蓄罐	ixg
创新高	ixg
超喜欢	ixh
程序化	ixh
畅销货	ixh
呈现出	ixi
陈小春	ixi
超线程	ixi
长须鲸	ixj
春夏季	ixj
储蓄卡	ixk
出现了	ixl
产销量	ixl
抽象类	ixl
船形帽	ixm
纯形码	ixm
车厢内	ixn
抽象派	ixp
畅销品	ixp
吃下去	ixq
畅想曲	ixq
出席人	ixr
朝鲜人	ixr
长相思	ixs
储蓄所	ixs
畅销书	ixu
超现实	ixu
承销商	ixu
初学者	ixv
出新招	ixv
沉下心	ixx
持续性	ixx
超新星	ixx
程序员	ixy
除夕夜	ixy
丑小鸭	ixy
臭小子	ixz
呈现在	ixz
出现在	ixz
创业板	iyb
差一步	iyb
成与败	iyb
臭氧层	iyc
吃一餐	iyc
常用词	iyc
差一点	iyd
吃一顿	iyd
穿衣服	iyf
楚云飞	iyf
陈一发	iyf
成一个	iyg
成员国	iyg
差异化	iyh
产业化	iyh
车友会	iyh
查一查	iyi
尝一尝	iyi
插一脚	iyj
重阳节	iyj
程咬金	iyj
吃一口	iyk
尝一口	iyk
差远了	iyl
产业链	iyl
超一流	iyl
出远门	iym
纯爷们	iym
超预期	iyq
朝阳区	iyq
持有人	iyr
超音速	iys
臭丫头	iyt
车钥匙	iyu
常言说	iyu
持有者	iyv
创业者	iyv
出意外	iyw
出洋相	iyx
查一下	iyx
陈奕迅	iyx
产业园	iyy
颤悠悠	iyy
炒鱿鱼	iyy
常用字	iyz
常用作	iyz
吃早餐	izc
吃早点	izd
查字典	izd
迟早会	izh
创造出	izi
出租车	izi
创造力	izl
承载了	izl
查资料	izl
车仔面	izm
超自然	izr
承租人	izr
炒枣仁	izr
迟早是	izu
长姿势	izu
承载着	izv
创造者	izv
创造性	izx
出自于	izy
沉醉于	izy
吹奏乐	izy
吃粽子	izz
骄傲地	jad
静安区	jaq
静安寺	jas
精氨酸	jas
捷安特	jat
紧挨着	jav
聚氨酯	jav
紧巴巴	jbb
紧绷绷	jbb
见不到	jbd
记不得	jbd
加班费	jbf
基本法	jbf
基本功	jbg
几百个	jbg
级别高	jbg
就不会	jbh
绝不会	jbh
加把劲	jbj
肩并肩	jbj
绝不可	jbk
解不开	jbk
具备了	jbl
进不来	jbl
近百米	jbm
基本面	jbm
就不能	jbn
几百年	jbn
基本盘	jbp
聚宝盆	jbp
记不清	jbq
进不去	jbq
接班人	jbr
决不让	jbr
渐变色	jbs
锦标赛	jbs
讲不通	jbt
基本上	jbu
即便是	jbu
禁不住	jbv
记不住	jbv
经不住	jbv
几百万	jbw
就必须	jbx
举报信	jbx
就不要	jby
捡便宜	jby
贾宝玉	jby
几辈子	jbz
假慈悲	jcb
急匆匆	jcc
金灿灿	jcc
决策层	jcc
寄存处	jci
洁厕剂	jcj
记错了	jcl
洁厕灵	jcl
纠错码	jcm
检错码	jcm
检测器	jcq
监测器	jcq
寄存器	jcq
决策人	jcr
就此事	jcu
决策者	jcv
监测站	jcv
仅次于	jcy
均采用	jcy
韭菜子	jcz
街道办	jdb
九点半	jdb
加多宝	jdb
简单的	jdd
极大的	jdd
巨大的	jdd
鉴定费	jdf
借东风	jdf
酱豆腐	jdf
见到过	jdg
见到鬼	jdg
鸡蛋羹	jdg
接电话	jdh
机顶盒	jdh
简单鹤	jdh
教导处	jdi
集大成	jdi
基督教	jdj
剪刀脚	jdj
监督局	jdj
鸡蛋壳	jdk
假大空	jdk
见到了	jdl
决定了	jdl
惊呆了	jdl
颈动脉	jdm
鸡蛋面	jdm
季度末	jdm
见到你	jdn
经得起	jdq
接地气	jdq
决定权	jdq
几代人	jdr
鉴定人	jdr
近代人	jdr
戒毒所	jds
基督徒	jdt
挤地铁	jdt
进度条	jdt
绝对是	jdu
就当是	jdu
近代史	jdu
景德镇	jdv
几点钟	jdv
经得住	jdv
鉴定为	jdw
见到我	jdw
记得我	jdw
决定性	jdx
阶段性	jdx
机动性	jdx
就等于	jdy
就读于	jdy
筋斗云	jdy
就当做	jdz
假动作	jdz
就当作	jdz
金二代	jed
今儿个	jeg
饥饿感	jeg
金耳环	jeh
假恶丑	jei
加尔文	jew
纠纷案	jfa
积分榜	jfb
计分表	jfb
记分册	jfc
金沸草	jfc
见封滚	jfg
解放后	jfh
金凤凰	jfh
激发出	jfi
解放初	jfi
警方称	jfi
解放军	jfj
九分裤	jfk
进风口	jfk
缴费卡	jfk
解放了	jfl
激发了	jfl
减肥了	jfl
几方面	jfm
加菲猫	jfm
就服你	jfn
警匪片	jfp
解放前	jfq
肩负起	jfq
禁飞区	jfq
紧肤水	jfu
假分数	jfu
几分钟	jfv
肩负着	jfv
解放者	jfv
金饭碗	jfw
见分晓	jfx
加分项	jfx
减分项	jfx
经风雨	jfy
酒疯子	jfz
捡肥皂	jfz
极个别	jgb
金箍棒	jgb
鸡公煲	jgb
几个词	jgc
聚光灯	jgd
价格低	jgd
近光灯	jgd
加工费	jgf
九宫格	jgg
价格贵	jgg
举高高	jgg
建国后	jgh
结过婚	jgh
鸡冠花	jgh
加工厂	jgi
军工厂	jgi
金刚经	jgj
挤公交	jgj
肩关节	jgj
经过了	jgl
叫过来	jgl
见鬼了	jgl
见过面	jgm
见个面	jgm
金拱门	jgm
交给你	jgn
嫁给你	jgn
结果呢	jgn
机关炮	jgp
加工品	jgp
机关枪	jgq
几个钱	jgq
见鬼去	jgq
几个人	jgr
见光死	jgs
结构图	jgt
贱骨头	jgt
截个图	jgt
井冈山	jgu
结果是	jgu
讲故事	jgu
紧箍咒	jgv
紧跟着	jgv
价格战	jgv
交给我	jgw
嫁给我	jgw
甲骨文	jgw
金龟婿	jgx
及格线	jgx
进攻性	jgx
几个月	jgy
节骨眼	jgy
九个月	jgy
几个字	jgz
金刚钻	jgz
金龟子	jgz
就好比	jhb
记号笔	jhb
计划表	jhb
较好地	jhd
极好地	jhd
交汇点	jhd
绝活儿	jhe
交话费	jhf
缴话费	jhf
脚后跟	jhg
金晃晃	jhh
救护车	jhi
菊花茶	jhi
救火车	jhi
交换机	jhj
几乎就	jhj
急行军	jhj
军火库	jhk
就好了	jhl
进化论	jhl
酒葫芦	jhl
激活码	jhm
聚合酶	jhm
计划内	jhn
净化器	jhq
监护权	jhq
交换器	jhq
就会让	jhr
监护人	jhr
精华乳	jhr
金黄色	jhs
结合体	jht
集合体	jht
计划通	jht
叫喊声	jhu
几乎是	jhu
将会是	jhu
进行中	jhv
结婚证	jhv
结婚照	jhv
聚合物	jhw
计划外	jhw
就好像	jhx
就会想	jhx
计划性	jhx
就会有	jhy
加好友	jhy
嫁祸于	jhy
将会在	jhz
叫花子	jhz
接孩子	jhz
剧场版	jib
经常被	jib
家常菜	jic
接触到	jid
觉察到	jid
基础分	jif
家常饭	jif
检察官	jig
计程车	jii
警察局	jij
监察局	jij
进出口	jik
交叉口	jik
继承了	jil
交出来	jil
继承权	jiq
嫁出去	jiq
继承人	jir
九重天	jit
检察厅	jit
经常是	jiu
基础上	jiu
继承者	jiv
检察长	jiv
将成为	jiw
简称为	jiw
经常性	jix
九成新	jix
金疮药	jiy
检察院	jiy
检查组	jiz
精简版	jjb
交接班	jjb
经济舱	jjc
间接地	jjd
静静的	jjd
静静地	jjd
加减法	jjf
激将法	jjf
肩胛骨	jjg
酒精肝	jjg
九九歌	jjg
几句话	jjh
基金会	jjh
交际花	jjh
解解馋	jji
竞技场	jji
交界处	jji
建军节	jjj
京津冀	jjj
金鸡奖	jjj
借记卡	jjk
仅仅靠	jjk
救济款	jjk
近距离	jjl
解决了	jjl
见见面	jjm
解解闷	jjm
姐姐们	jjm
近几年	jjn
激进派	jjp
救济品	jjp
狙击枪	jjq
交际圈	jjq
经济圈	jjq
节假日	jjr
经纪人	jjr
近几日	jjr
晋级赛	jjs
近几天	jjt
加鸡腿	jjt
结晶体	jjt
究竟是	jju
狙击手	jju
仅仅是	jju
佼佼者	jjv
紧接着	jjv
将就着	jjv
救救我	jjw
教教我	jjw
降降温	jjw
积极性	jjx
经济学	jjx
警戒线	jjx
接近于	jjy
仅仅有	jjy
绝绝子	jjz
仅仅在	jjz
捐款额	jke
进口额	jke
讲课费	jkf
进口国	jkg
进口货	jkh
尖括号	jkh
甲壳虫	jki
进口车	jki
旧框框	jkk
加快了	jkl
进口量	jkl
尽可能	jkn
就可能	jkn
就看你	jkn
几块钱	jkq
即刻起	jkq
借款人	jkr
捐款人	jkr
就看他	jkt
就看她	jkt
教科书	jku
就开始	jku
健康证	jkv
据考证	jkv
杰克逊	jkx
讲科学	jkx
就可以	jky
既可以	jky
俱乐部	jlb
加勒比	jlb
将来的	jld
经历的	jld
家乐福	jlf
经历过	jlg
加了个	jlg
交流会	jlh
九零后	jlh
鲸凉鹤	jlh
几路车	jli
捡垃圾	jlj
讲了讲	jlj
据了解	jlj
进料口	jlk
角落里	jll
经历了	jll
见了面	jlm
家里面	jlm
近两年	jln
纪录片	jlp
建立起	jlq
就来气	jlq
交了钱	jlq
家里人	jlr
净利润	jlr
接力赛	jls
降落伞	jls
拘留所	jls
结论是	jlu
浇冷水	jlu
举例说	jlu
记录着	jlv
军令状	jlv
纪律性	jlx
记录仪	jly
记录员	jly
建立在	jlz
金链子	jlz
讲明白	jmb
价目表	jmb
健美操	jmc
简码词	jmc
加盟店	jmd
节目单	jmd
姐们儿	jme
加盟费	jmf
鸡米饭	jmf
加密狗	jmg
见面会	jmh
姐妹花	jmh
酵母菌	jmj
假面具	jmj
家门口	jmk
见面礼	jml
居民楼	jml
姐妹们	jmm
镜面屏	jmp
就目前	jmq
居民区	jmq
掘墓人	jmr
洁面乳	jmr
金霉素	jms
街面上	jmu
几秒钟	jmv
歼灭战	jmv
就没有	jmy
既没有	jmy
节目组	jmz
决明子	jmz
纪念碑	jnb
纪念版	jnb
纪念册	jnc
加拿大	jnd
节能灯	jnd
纪念馆	jng
就能够	jng
几年后	jnh
嘉年华	jnh
今年初	jni
几年间	jnj
几年级	jnj
近年来	jnl
几年来	jnl
就那么	jnm
今年内	jnn
舅奶奶	jnn
纪念品	jnp
加农炮	jnp
几年前	jnq
就能让	jnr
纪念日	jnr
吉尼斯	jns
纪念堂	jnt
济南市	jnu
纪念章	jnv
境内外	jnw
纪念性	jnx
节能型	jnx
拘泥于	jny
就那样	jny
金牛座	jnz
建瓯市	jou
奇偶性	jox
金牌榜	jpb
简配版	jpb
精品店	jpd
紧迫感	jpg
金苹果	jpg
键盘宏	jph
吉普车	jpi
讲排场	jpi
金牌奖	jpj
检票口	jpk
捡破烂	jpl
极漂亮	jpl
金瓶梅	jpm
键盘膜	jpm
键盘泥	jpn
急脾气	jpq
节拍器	jpq
吉普赛	jps
挤破头	jpt
精品帖	jpt
井喷式	jpu
柬埔寨	jpv
健脾胃	jpw
精品屋	jpw
键盘侠	jpx
接盘侠	jpx
交朋友	jpy
酒瓶子	jpz
加强版	jqb
金钱豹	jqb
金钱草	jqc
精确到	jqd
尽情地	jqd
几千个	jqg
讲清楚	jqi
金球奖	jqj
军情局	jqj
进气口	jqk
加起来	jql
捡起来	jql
讲情面	jqm
机器猫	jqm
节气门	jqm
几千年	jqn
近期内	jqn
剧情片	jqp
静悄悄	jqq
机器人	jqr
几千人	jqr
季前赛	jqs
及其他	jqt
举起手	jqu
精气神	jqu
金钱树	jqu
敬启者	jqv
几千万	jqw
进取心	jqx
技巧性	jqx
加强型	jqx
几千元	jqy
金枪鱼	jqy
寄情于	jqy
酱茄子	jqz
巨人般	jrb
进入到	jrd
接入点	jrd
今日份	jrf
居然还	jrh
竟然还	jrh
居然会	jrh
绞肉机	jrj
金融界	jrj
进入了	jrl
近日来	jrl
家人们	jrm
竟然没	jrm
竟然能	jrn
居然能	jrn
肌肉男	jrn
即日起	jrq
肌肉群	jrq
加热器	jrq
就如同	jrt
居然是	jru
竟然是	jru
继任者	jrv
加入者	jrv
巨人症	jrv
就让我	jrw
就认为	jrw
鸡肉味	jrw
兼容性	jrx
居然有	jry
竟然有	jry
极容易	jry
近日在	jrz
紧日子	jrz
戒色吧	jsb
急速地	jsd
计算的	jsd
教唆犯	jsf
金丝猴	jsh
计算尺	jsi
计算机	jsj
金三角	jsj
加速卡	jsk
就算了	jsl
急死了	jsl
就算你	jsn
金丝鸟	jsn
惊悚片	jsp
金三胖	jsp
计算器	jsq
加速器	jsq
急死人	jsr
计算题	jst
就算是	jsu
江苏省	jsu
寄宿制	jsv
近似值	jsv
金丝燕	jsy
金嗓子	jsz
假嗓子	jsz
剪贴板	jtb
家庭版	jtb
据推测	jtc
具体到	jtd
惊天地	jtd
交通灯	jtd
剪头发	jtf
交通费	jtf
晶体管	jtg
姜太公	jtg
几天后	jth
惊叹号	jth
脚踏车	jti
据调查	jti
据统计	jtj
几条街	jtj
仅退款	jtk
加特林	jtl
几天来	jtl
几条路	jtl
惊堂木	jtm
卷铁门	jtm
几天内	jtn
九头鸟	jtn
吉他谱	jtp
几天前	jtq
军体拳	jtq
监听器	jtq
检讨书	jtu
降头术	jtu
集体照	jtv
交通网	jtw
集体舞	jtw
警惕性	jtx
甲天下	jtx
交通员	jty
金田一	jty
加藤鹰	jty
今天在	jtz
寄托在	jtz
紧贴在	jtz
就是啊	jua
记事本	jub
精神病	jub
驾驶舱	juc
解说词	juc
及时地	jud
减少到	jud
经双方	juf
健身房	juf
就是个	jug
几十个	jug
结束后	juh
军事化	juh
寄生虫	jui
急刹车	jui
建设成	jui
教师节	juj
军事家	juj
紧身裤	juk
精神科	juk
减少了	jul
结束了	jul
揭示了	jul
见世面	jum
叫什么	jum
几十年	jun
接生婆	jup
警示牌	jup
监视器	juq
计时器	juq
介绍人	jur
经手人	jur
九十岁	jus
加时赛	jus
精神头	jut
救生艇	jut
极少数	juu
就说是	juu
救世主	juv
就是指	juv
几十万	juw
晋升为	juw
建设性	jux
介绍性	jux
驾驶员	juy
几十亿	juy
就是在	juz
颈椎病	jvb
捡装备	jvb
角质层	jvc
绛珠草	jvc
就知道	jvd
截止到	jvd
讲真的	jvd
较真儿	jve
金正恩	jve
军政府	jvf
驾照分	jvf
价值观	jvg
教职工	jvg
金针菇	jvg
江浙沪	jvh
记者会	jvh
镜中花	jvh
假正经	jvj
剪指甲	jvj
脚趾甲	jvj
急诊科	jvk
进站口	jvk
记住了	jvl
竞争力	jvl
紧张了	jvl
就这么	jvm
就只能	jvn
建筑群	jvq
居住区	jvq
见证人	jvr
截止日	jvr
剧中人	jvr
脚趾头	jvt
晶状体	jvt
夹竹桃	jvt
简直是	jvu
就只是	jvu
接着说	jvu
竞争者	jvv
金钟罩	jvv
见证者	jvv
建筑物	jvw
急转弯	jvw
集装箱	jvx
就这些	jvx
甲状腺	jvx
就这样	jvy
借助于	jvy
集中营	jvy
集中在	jvz
居住在	jvz
噘着嘴	jvz
巨无霸	jwb
加完班	jwb
教务部	jwb
警卫队	jwd
经纬度	jwd
较稳定	jwd
几万个	jwg
居委会	jwh
结完婚	jwh
家务活	jwh
教务处	jwi
鸡尾酒	jwj
禁卫军	jwj
教务科	jwk
就为了	jwl
绝望了	jwl
讲完了	jwl
就我们	jwm
叫外卖	jwm
讲文明	jwm
几万年	jwn
就问你	jwn
较往年	jwn
局外人	jwr
劲舞团	jwt
键位图	jwt
家务事	jwu
讲卫生	jwu
几位数	jwu
健忘症	jwv
吉娃娃	jww
加微信	jwx
经纬线	jwx
基围虾	jwx
警卫员	jwy
几万元	jwy
俱往矣	jwy
机械表	jxb
急性病	jxb
接线板	jxb
卷心菜	jxc
进行的	jxd
就显得	jxd
假想敌	jxd
急先锋	jxf
交学费	jxf
聚贤阁	jxg
旧习惯	jxg
机械化	jxh
记性好	jxh
机械厂	jxi
奖学金	jxj
绞刑架	jxj
见效快	jxk
军械库	jxk
接下来	jxl
教学楼	jxl
静下来	jxl
见效慢	jxm
近些年	jxn
急需品	jxp
接下去	jxq
继续去	jxq
寄信人	jxr
夹心糖	jxt
见下图	jxt
经销商	jxu
就像是	jxu
进行着	jxv
继续着	jxv
吉祥物	jxw
寄希望	jxw
局限性	jxx
假惺惺	jxx
间歇性	jxx
仅限于	jxy
就需要	jxy
局限于	jxy
就现在	jxz
局限在	jxz
决议案	jya
进一步	jyb
近一半	jyb
鉴于此	jyc
近义词	jyc
就一定	jyd
救援队	jyd
鸡鸭鹅	jye
交易额	jye
九月份	jyf
几月份	jyf
简约风	jyf
就应该	jyg
挤牙膏	jyg
景阳冈	jyg
交易会	jyh
金银花	jyh
金钥匙	jyi
卷烟厂	jyi
教育局	jyj
静一静	jyj
加油卡	jyk
基因库	jyk
记忆力	jyl
记忆里	jyl
交易量	jyl
见一面	jym
剪羊毛	jym
近一年	jyn
就依你	jyn
军用品	jyp
急用钱	jyq
经营权	jyq
交易日	jyr
交易所	jys
解压缩	jys
静夜思	jys
金银铜	jyt
绝缘体	jyt
集英社	jyu
揭阳市	jyu
记忆中	jyv
加油站	jyv
就因为	jyw
锦衣卫	jyw
局域网	jyw
加一下	jyx
聚乙烯	jyx
交易员	jyy
降压药	jyy
脚丫子	jyz
基因组	jyz
酱紫啊	jza
酒糟鼻	jzb
尖子班	jzb
既左部	jzb
就足够	jzg
节奏感	jzg
架子鼓	jzg
净资产	jzi
精子库	jzk
镜子里	jzl
君子兰	jzl
就怎么	jzm
江泽民	jzm
橘子皮	jzp
间奏曲	jzq
捐赠人	jzr
尽责任	jzr
绛紫色	jzs
金字塔	jzt
尖子生	jzu
就在这	jzv
夹杂着	jzv
节奏性	jzx
就在于	jzy
交作业	jzy
可爱的	kad
可爱捏	kan
看不到	kbd
看不懂	kbd
看不得	kbd
看不惯	kbg
可不敢	kbg
可不管	kbg
看不出	kbi
空白处	kbi
看不见	kbj
肯不肯	kbk
看不看	kbk
看不开	kbk
酷毙了	kbl
可避免	kbm
跨部门	kbm
可表明	kbm
可不能	kbn
可把你	kbn
恐怖片	kbp
看不清	kbq
看不起	kbq
靠别人	kbr
看不透	kbt
开白条	kbt
可不是	kbu
看不上	kbu
考不上	kbu
扛不住	kbv
靠边站	kbv
靠不住	kbv
可比性	kbx
可不要	kby
哭鼻子	kbz
扛把子	kbz
快餐店	kcd
看错了	kcl
库存量	kcl
快餐厅	kct
可擦写	kcx
可采用	kcy
烤瓷牙	kcy
可操作	kcz
课代表	kdb
科代表	kdb
空荡荡	kdd
看得到	kdd
扩大到	kdd
空当儿	kde
快递费	kdf
看到过	kdg
看得惯	kdg
快递柜	kdg
肯定会	kdh
快得很	kdh
看得出	kdi
开倒车	kdi
卡丁车	kdi
肯德基	kdj
看得见	kdj
客单价	kdj
快躲开	kdk
看得开	kdk
开裆裤	kdk
看到了	kdl
快到了	kdl
口袋里	kdl
肯定能	kdn
刻度盘	kdp
看得起	kdq
看得清	kdq
抗毒素	kds
可代替	kdt
看电视	kdu
肯定是	kdu
靠得住	kdv
蝌蚪文	kdw
宽带网	kdw
可读性	kdx
肯定性	kdx
抗毒性	kdx
快递员	kdy
看电影	kdy
肯定有	kdy
咖啡杯	kfb
咖啡店	kfd
咖啡豆	kfd
咖啡馆	kfg
匮乏感	kfg
咖啡壶	kfh
开发出	kfi
看风景	kfj
咖啡机	kfj
开飞机	kfj
开发票	kfp
开发区	kfq
咖啡厅	kft
开发商	kfu
开放式	kfu
开发者	kfv
可防止	kfv
可分为	kfw
咖啡屋	kfw
开放性	kfx
抗风险	kfx
扣分项	kfx
咖啡因	kfy
口服液	kfy
孔夫子	kfz
开方子	kfz
宽高比	kgb
考古队	kgd
可耕地	kgd
控股方	kgf
看个够	kgg
口感好	kgh
髋关节	kgj
空格键	kgj
开关机	kgj
看过来	kgl
看过了	kgl
苦瓜脸	kgl
抗过敏	kgm
开过去	kgq
抗干扰	kgr
抗感染	kgr
开公司	kgs
啃骨头	kgt
客观上	kgu
恐高症	kgv
抗高温	kgw
客观性	kgx
考古学	kgx
嗑瓜子	kgz
客户端	khd
开户费	khf
苦哈哈	khh
开户行	khh
狂欢节	khj
夸海口	khk
开后门	khm
开户名	khm
科幻片	khp
开黄腔	khq
客户群	khq
开户人	khr
苦行僧	khs
课后题	kht
可回收	khu
可还是	khu
可还行	khx
空欢喜	khx
恐吓信	khx
看花眼	khy
狂欢夜	khy
葵花籽	khz
看孩子	khz
开场白	kib
课程表	kib
快车道	kid
可穿戴	kid
考察队	kid
卡成狗	kig
空城计	kij
开窗口	kik
看出来	kil
看穿了	kil
开创了	kil
开车去	kiq
开出去	kiq
开车前	kiq
快充头	kit
考察团	kit
苦差事	kiu
可承受	kiu
哭出声	kiu
可持续	kix
开创性	kix
开场戏	kix
开出租	kiz
空降兵	kjb
课间操	kjc
可见度	kjd
抗击打	kjd
可降低	kjd
坎肩儿	kje
恐惧感	kjg
看见过	kjg
可见光	kjg
抗锯齿	kji
快捷键	kjj
哭唧唧	kjj
开机键	kjj
锟斤拷	kjk
看见了	kjl
酷极了	kjl
卡介苗	kjm
框架内	kjn
可进入	kjr
抗菌素	kjs
快镜头	kjt
可就是	kju
会计师	kju
会计室	kju
空间站	kjv
恐惧症	kjv
框架下	kjx
科技园	kjy
快节奏	kjz
空架子	kjz
开口绷	kkb
宽宽的	kkd
看开点	kkd
苦咖啡	kkf
开口跪	kkg
开口呼	kkh
开快车	kki
看看看	kkk
咳咳咳	kkk
坎坷路	kkl
看看批	kkp
扣扣群	kkq
开口说	kku
可靠性	kkx
可控性	kkx
开开眼	kky
可卡因	kky
开口子	kkz
可丽饼	klb
快乐的	kld
考虑到	kld
开绿灯	kld
克莱恩	kle
考虑过	klg
考虑好	klh
抗老化	klh
可怜虫	kli
刻录机	klj
看了看	klk
客流量	kll
卡路里	kll
空落落	kll
看了吗	klm
烤冷面	klm
科罗娜	kln
刻录盘	klp
可怜人	klr
克隆人	klr
克里斯	kls
骷髅头	klt
看来是	klu
昆仑山	klu
看了下	klx
可利用	kly
窟窿眼	kly
啃老族	klz
看明白	kmb
烤面包	kmb
开幕词	kmc
孔明灯	kmd
科目二	kme
抠门儿	kme
看门狗	kmg
开门红	kmh
烤面筋	kmj
喀麦隆	kml
卡梅隆	kml
卡梅伦	kml
看门人	kmr
凯美瑞	kmr
科目三	kms
科目四	kms
开幕式	kmu
可没有	kmy
科目一	kmy
扣帽子	kmz
可能吧	knb
可能的	knd
困难的	knd
肯尼迪	knd
可能会	knh
困难户	knh
可能就	knj
看腻了	knl
可能吗	knm
可能是	knu
可能性	knx
康乃馨	knx
可能有	kny
可能要	kny
肯尼亚	kny
可能在	knz
开平方	kpf
开盘价	kpj
拷屏键	kpj
卡片机	kpj
开辟了	kpl
开普勒	kpl
堪培拉	kpl
跨平台	kpt
恐怕是	kpu
狂犬病	kqb
恳切地	kqd
客气话	kqh
看清楚	kqi
开汽车	kqi
考勤机	kqj
看情况	kqk
口腔科	kqk
开启了	kql
看起来	kql
空气里	kql
看前面	kqm
卡其色	kqs
矿泉水	kqu
快枪手	kqu
空气中	kqv
空缺中	kqv
烤全羊	kqy
跨区域	kqy
孔雀鱼	kqy
阚清子	kqz
宽容度	krd
看人家	krj
可如今	krj
看热闹	krn
可容纳	krn
困扰着	krv
狂热者	krv
可燃物	krw
可溶性	krx
可燃性	krx
苦日子	krz
哭丧棒	ksb
亏损额	kse
开锁匠	ksj
凯瑟琳	ksl
克苏鲁	ksl
开塞露	ksl
可塑性	ksx
扩散性	ksx
空调病	ktb
可替代	ktd
可推断	ktd
卡塔尔	kte
可通过	ktg
可提供	ktg
客套话	kth
口头禅	kti
开天窗	kti
空调车	kti
客厅里	ktl
开通了	ktl
开头难	ktn
卡通片	ktp
捆腿跑	ktp
阔太太	ktt
口头上	ktu
开拓者	ktv
口头语	kty
开始吧	kub
跨时代	kud
空手道	kud
康师傅	kuf
课时费	kuf
口水歌	kug
可视化	kuh
瞌睡虫	kui
可生产	kui
看手机	kuj
跨世纪	kuj
开始了	kul
抗衰老	kul
看什么	kum
可是那	kun
看上你	kun
看视频	kup
开视频	kup
看上去	kuq
开始前	kuq
孔圣人	kur
看守所	kus
抗生素	kus
看上他	kut
看上她	kut
开始时	kuu
可说是	kuu
可是这	kuv
口水仗	kuv
看上我	kuw
看傻眼	kuy
看着办	kvb
扩展槽	kvc
可知道	kvd
柯震东	kvd
控制杆	kvg
客制化	kvh
控制键	kvj
扩展卡	kvk
控制力	kvl
控制论	kvl
扩展名	kvm
开证明	kvm
孔仲尼	kvn
控制权	kvq
控制器	kvq
科主任	kvr
控制台	kvt
哭着说	kvu
控制室	kvu
狂战士	kvu
控制住	kvv
扩展坞	kvw
扩展性	kvx
控制线	kvx
控制欲	kvy
课桌椅	kvy
可追踪	kvz
开胃菜	kwc
可恶的	kwd
看我的	kwd
渴望的	kwd
开完会	kwh
快完了	kwl
苦味酸	kws
看问题	kwt
可谓是	kwu
考完试	kwu
课外书	kwu
可我只	kwv
渴望着	kwv
矿物质	kwv
开玩笑	kwx
可玩性	kwx
卡哇伊	kwy
空心菜	kxc
可信度	kxd
可行的	kxd
开心的	kxd
开心果	kxg
看笑话	kxh
开先河	kxh
看小孩	kxh
开小差	kxi
科学家	kxj
科学界	kxj
跨学科	kxk
可惜了	kxl
看下来	kxl
可信赖	kxl
凯旋门	kxm
卡西欧	kxo
看下去	kxq
狂想曲	kxq
可信任	kxr
口香糖	kxt
看小说	kxu
亏心事	kxu
苦笑着	kxv
空心砖	kxv
可行性	kxx
科学性	kxx
快醒醒	kxx
科学院	kxy
开小灶	kxz
可选择	kxz
可以啊	kya
可以不	kyb
可以把	kyb
可以的	kyd
快一点	kyd
可以分	kyf
